fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,switch
1,1,0,1,4.948351107841768,30.71045686475803,7,0.7350744054861329,98.8954344913786,0.2970260756270519,6.308931523739256,21.24032885133221,0.8953500066433666,0.999999999999994,1.0000002317080312,0.9999999999999988,0.1070588235294117,0.106,1.0099889012208656,0.2578039215686273,0.042,6.138188608776842,0.3329803921568627,0.0392941176470588,8.474051896207584,0.0005109614524651,0.0005813615922327,0.0007706327810033,0.0017647818894685,0.0019292470460899,0.0021182510157942,0.0026861220520292,0.0055784832376322,-1.3741444532097729,-1.3740476637925447,-1.373787444876508,-1.3724206420098692,-0.38807753516012,-0.3880040451851044,-0.3877832412076523,-0.3866586111186735,0.6251151390974877,0.8258258258258254,0.0006634708121092,-1.5765765765765765,0.5677290836653387,0.9470374160945952,0.9345466254886589,0.9855931194862312,0.1488837740656417,-0.1342297312361038,0.0036272391,62.0,0.1722671563,0.0755146244,1.4588486413,-0.2756184705,0.086817949,-0.0183007816,0.6853804837,2.1282393583,290.988437751,5.7751865941,15.8250577968,True
1,1,1,1,4.317449705256135,20.63521323293244,5,0.7359507696410841,101.19804351291477,1.4245579444126348,5.414660591916516,3.800940925677162,0.848761312969508,0.999999999999988,1.0000001361155764,0.9999999999999956,0.1031372549019608,0.082,1.2577714012434242,0.2499607843137254,0.0359607843137254,6.950926935659758,0.3642352941176471,0.0276078431372549,13.19318181818182,0.000242823787966,0.0003041209806947,0.000458486401676,0.0015498941692061,0.0008189519286697,0.0010011327460545,0.0015131311945669,0.0045515114401166,-1.2700610485274249,-1.269983178441847,-1.2697870773154003,-1.2684005861487633,-0.3826674554166078,-0.3825976836070355,-0.3824015978787806,-0.3812379556746006,0.5703774265312591,0.6856856856856854,0.0004588404126454,-1.5165165165165162,0.4621513944223107,0.9423883343801112,0.9429216675074126,0.985206914100467,0.1184048906354667,-0.124723260863517,0.0016801821,62.0,0.1612096042,0.0686255672,1.547234811,0.1489248657,0.1114330062,0.0094075288,0.7269051176,2.3939355603,326.5909095549,6.8913489445,18.3857544415,True
1,1,2,1,5.50108329842855,35.75676038274831,6,0.6574505134998508,97.19467931595857,2.508236881780867,4.356248706196507,1.7367772309860694,0.8648875847681613,0.9999999999999936,1.000000228037557,0.9999999999999988,0.1050980392156862,0.112,0.938375350140056,0.2578039215686273,0.078,3.305178481649069,0.352156862745098,0.0295686274509803,11.909814323607426,0.000395613582842,0.0005184666770767,0.0007343041951581,0.0016156728783729,0.0013450898628298,0.0018704146557944,0.0025677879814324,0.0056376079405337,-1.118328865523032,-1.118191420986605,-1.1179499481299298,-1.116963897995496,-0.3124545904876237,-0.3122902292639491,-0.3120720382805901,-0.3111115670222452,0.6409990370691767,0.6456456456456453,0.0006634708121092,-1.916916916916917,0.4880478087649402,0.972591137847404,0.9602665138693592,0.9945518251998876,0.1195512673009961,-0.1496901977930437,0.0026584145,62.0,0.1711627306,0.0748465951,2.4254105298,-0.317495576,0.1256865034,-0.0065632926,1.1394801319,5.8826162382,304.2360027208,5.0602604208,12.8757087195,True
1,1,3,1,5.20524397554216,30.60470445048702,7,0.5071169625493226,96.73275066520748,1.8911616963012383,4.272500714114611,2.259193765647237,0.7586105113644255,0.999999999999989,1.0000004151213762,0.9999999999999978,0.1129411764705882,0.058,1.947261663286004,0.2793725490196078,0.0639607843137254,4.367872470876763,0.3737647058823529,0.0412156862745098,9.068506184586107,0.0002325174280277,0.0003249553151483,0.0004843977834598,0.0019877544555684,0.0007185869295496,0.0010378370853763,0.001495774104111,0.0060464620660064,-0.9906523204656912,-0.9905607253608582,-0.9904027365744984,-0.988913086429166,-0.3090463455224495,-0.3089476114794909,-0.3088059859471151,-0.3073986011345471,0.5698913318945232,0.7857857857857854,0.0025258200269627,-1.4964964964964964,0.5059760956175299,0.9767216932566668,0.9648886677448354,0.996908699276531,0.1201011236060627,-0.1548029545589185,0.0014129589,62.0,0.1583614447,0.0681677818,1.2548162661,-0.1205138424,0.0952309413,-0.0143937032,0.5895242008,1.5745638616,333.7772279798,5.6545066486,14.9758596212,True
1,1,4,1,8.171991734141853,82.47819254567646,7,0.6942096885542541,102.13477630754144,2.209290233713702,3.8956537549820967,1.7633055610053123,0.8914720317891484,0.9999999999999852,1.0000004259903368,0.9999999999999988,0.1129411764705882,0.11,1.0267379679144386,0.2676078431372549,0.0579607843137254,4.617050067658998,0.3861960784313726,0.0373333333333333,10.344537815126053,7.35268117457803e-05,0.000103790699512,0.0001371951930236,0.0003792621372458,0.0004634992451894,0.0006561124260888,0.0008389621817636,0.0021109717525319,-0.8173117864404397,-0.817287049589443,-0.8172597456956077,-0.8170618869810667,-0.1305707375352646,-0.1305455762279286,-0.1305216903293761,-0.1303555260845669,0.604753956052157,0.5855855855855853,8.728526623848371e-05,-2.117117117117117,0.5059760956175299,0.9822614977348206,0.9707866911916888,0.998340052378572,0.1179155775391722,-0.1418241202975916,0.0003823765,62.0,0.1408032876,0.0614856953,1.4333220733,0.2403664391,0.0911244146,0.0072470119,0.6733878677,2.0544121658,389.1977222884,6.6227157023,17.7813801953,True
1,1,5,1,6.987873890855941,59.56357473556061,6,0.5986666326059596,100.93642377861138,0.9508884440746548,3.760248702022426,3.954458302079447,0.8118458902937233,0.99999999999999,1.0000002359267657,0.9999999999999984,0.1227450980392157,0.122,1.0061073609771778,0.2832941176470588,0.0699999999999999,4.047058823529412,0.342078431372549,0.0393333333333333,8.69690927218345,0.0007893121563444,0.0009221744291621,0.0010918161751345,0.0021681783427627,0.0029094864169099,0.0033803559767361,0.0040407914619274,0.0076403715460232,-0.963106382756412,-0.9629783211728692,-0.9628148090624448,-0.9617773389008342,-0.254505349178921,-0.2543851606703465,-0.2542165858403998,-0.2532978002600334,0.6487111931315046,0.5655655655655653,0.0015211855179861,-1.796796796796797,0.5159362549800797,0.9494306739015462,0.9465108544216018,0.99232381201933,0.1279803234726673,-0.1174870446716995,0.0040190256,62.0,0.176165738,0.0773510309,1.5724362297,0.3333228876,0.1143000904,0.0294936549,0.7387449755,2.4725556965,285.8492250011,5.6483873365,13.8188489732,True
1,1,6,1,4.240596178601423,19.588546758111868,5,0.7728782887450839,102.07528461144572,0.1459337813744188,6.002207904167385,41.12966749465406,0.8260975113717424,0.9999999999999868,1.0000003740631287,0.9999999999999968,0.1011764705882352,0.1019607843137254,0.9923076923076922,0.2597647058823529,0.046,5.647058823529412,0.3488627450980391,0.0316078431372549,11.037220843672456,0.0001620696091394,0.0002161589344972,0.000332348214861,0.0008686819664455,0.00087313756134,0.0012539536787627,0.001814042697275,0.0049155333460919,-1.1946654952307434,-1.194600866105661,-1.1944620362813994,-1.1938211929932323,-0.2050779520213786,-0.2049997867829151,-0.2048848244961582,-0.2042482213035263,0.6069721033391706,0.7857857857857854,0.0003030271082866,-2.017017017017017,0.5199203187250996,0.9557505494929156,0.9456696652285832,0.9868659787326206,0.1311207104070319,-0.144948282370838,0.001149389,62.0,0.157846683,0.0690675814,1.2476743687,-0.2751239092,0.0826333176,-0.0173139069,0.5861688719,1.5566913303,340.7729363441,5.4292559928,13.8120754684,True
1,1,7,1,4.4273912257996,21.941467237200904,5,0.374681427012582,96.2029002418734,0.2289181843746469,3.172239208760616,13.857523889709595,0.5592873213091587,0.9999999999999832,1.0000004187524714,0.9999999999999982,0.1109803921568627,0.094,1.1806424697538591,0.2617254901960784,0.0679999999999999,3.848904267589389,0.3583529411764706,0.0375294117647058,9.548589341692791,0.0001741714820288,0.0002105949601596,0.0003078673540517,0.0008171425654254,0.0011756448694199,0.0013754291333055,0.0020084822881875,0.0051378956227329,-0.8565054282777262,-0.8564742259364325,-0.8563908970895335,-0.8559546241201951,-0.127609356399823,-0.1275838320509199,-0.127502953460759,-0.1271031410017624,0.6154188951960936,0.6256256256256253,0.0004804870439655,-2.077077077077077,0.5438247011952191,0.977439339242887,0.9689323120643232,0.994378903255452,0.1238857112986808,-0.1499919422412736,0.000922526,62.0,0.1545105399,0.0679503718,1.7045649948,0.533627784,0.103790463,0.0329591925,0.8008202822,2.9055418215,349.9629162928,5.7457975881,15.2892319948,True
1,1,8,1,6.587812702537733,57.31144565710221,5,0.637646132931331,96.31953286101296,1.7392250071084931,4.97162496318919,2.8585289096404183,0.870537011031976,0.9999999999999928,1.0000003077014343,0.9999999999999992,0.1227450980392157,0.056,2.19187675070028,0.2774117647058823,0.0519215686274509,5.342900302114804,0.4056862745098039,0.0512941176470588,7.909021406727828,0.0001455172300548,0.0001980855708364,0.0002947328746238,0.0012824865511921,0.0007663506970053,0.0009672439589398,0.0014663812447875,0.0063833024165255,-0.9983449997318484,-0.9982925107536342,-0.9981960093585448,-0.9972097468963944,-0.1935820090683101,-0.1935430899213411,-0.193446391818087,-0.1924938343461489,0.5793290280292069,0.7457457457457454,0.0023033628731421,-1.7167167167167163,0.5239043824701195,0.9579575918970392,0.953256661971755,0.9915234889259243,0.1176130687685268,-0.135756208024964,0.0008606989,62.0,0.1404595296,0.0614885816,1.3086190322,0.2383058671,0.0884180606,0.0141444848,0.6148012343,1.7124837714,356.4684281431,7.2678913462,18.6248651546,True
1,1,9,1,5.756982579671374,40.86173537696793,6,0.7234979681410291,98.7359938154142,0.1487774138398377,5.176869596978245,34.7960719531747,0.9058316544473584,0.99999999999999,1.0000001671728809,0.9999999999999982,0.1149019607843137,0.0839999999999999,1.3678804855275446,0.2656470588235294,0.046,5.774936061381074,0.3485882352941176,0.0452156862745098,7.709453599306158,0.0002691645254793,0.0003958054106689,0.0005294323096092,0.0015183792952724,0.0009208099283271,0.0013697409776246,0.0017996001474466,0.0047668273788006,-1.155951111371491,-1.1558046812857268,-1.1556501735353824,-1.1545066913833868,-0.3369376278464108,-0.3367862266718893,-0.3366412574538061,-0.3356405655021081,0.6022445187327962,0.6456456456456453,0.0003815764661271,-1.6366366366366365,0.4920318725099601,0.9535492132038554,0.941358370548508,0.9925310073904264,0.1268397968835009,-0.1415880840918807,0.0019323664,62.0,0.1640425875,0.0711629423,1.3103945101,-0.0423870235,0.1057650089,0.0002579296,0.6156353701,1.7171337722,319.0742420853,5.4232856307,14.0173490203,True
1,1,10,1,5.704498762246058,38.81994754767865,6,0.5368726438492206,94.9354203508315,0.1801368641864575,5.667799540712052,31.463851479313977,0.7645292325294375,0.9999999999999906,1.000001093373036,0.9999999999999984,0.1070588235294117,0.088,1.2165775401069518,0.2636862745098039,0.0279607843137254,9.430575035063114,0.3345098039215686,0.0438431372549019,7.62969588550984,0.0005372385221798,0.000661735123481,0.0009322937264526,0.0025821815500186,0.0021675228131632,0.0025283861477597,0.0035590129828665,0.0085239762727873,-0.9513814854448046,-0.95126297801657,-0.951005435209058,-0.9494349187387088,-0.2466353557869364,-0.2465461607978441,-0.246291419624379,-0.245064224162741,0.5978763085569363,0.6056056056056053,0.0121082975023203,-1.6566566566566563,0.5059760956175299,0.9826484295768332,0.970322970732192,0.9975072023502204,0.1365280222787038,-0.1433062479973594,0.002638103,62.0,0.1853751668,0.0794843767,2.0679618713,0.0464370116,0.1281809867,0.0002209027,0.9715474707,4.276466301,302.5379784327,6.0713995566,16.2844957741,True
1,1,11,1,6.912682244186139,60.3196917746922,5,0.6710094964692331,97.78286153365691,1.0977602097836208,5.259806162373767,4.791398080834544,0.8351333067764455,0.9999999999999936,1.0000004001211282,0.9999999999999986,0.1011764705882352,0.066,1.532976827094474,0.2578039215686273,0.026,9.915535444947205,0.3245882352941177,0.0353333333333333,9.18645948945616,0.0001601810034221,0.0001976685381976,0.0002859328515148,0.0011346904059505,0.0006120570231593,0.0007697114585399,0.0010628183749845,0.0039871702417997,-0.9889001873300164,-0.988863109960764,-0.9887758113812162,-0.9879363404093342,-0.2560897042193217,-0.2560493058154695,-0.2559741981817778,-0.2552248431291491,0.5962964253244651,0.7457457457457454,0.0010520152176161,-1.9369369369369367,0.5079681274900398,0.9889091728619432,0.9678058538218866,0.9980697249484758,0.1288794866283877,-0.1552266069401527,0.0010207119,62.0,0.1437424092,0.0623978601,2.35204323,0.169511984,0.1035138196,0.0081050598,1.1050115009,5.5321073558,350.2628440676,5.0308575592,13.3465773475,True
1,1,12,1,7.244653175463283,60.85608678550959,8,0.8196389718662621,103.37182146423528,1.4556972033862268,4.99033022403698,3.428137536040139,0.925974209767344,0.9999999999999926,1.0000002269596064,0.9999999999999984,0.1050980392156862,0.1,1.0509803921568628,0.2597647058823529,0.046,5.647058823529412,0.3623529411764706,0.0453725490196078,7.986171132238549,0.0003026794580954,0.0003821025305109,0.000546136732693,0.0015003540797983,0.0012249464497504,0.00144282145631,0.0020897028120771,0.0053039470491185,-0.9958064766198058,-0.995727362663732,-0.9955639668862668,-0.994613463374028,-0.2552122815247583,-0.2551566089513258,-0.2549913144076802,-0.2541699937287173,0.5914240876299278,0.7457457457457454,0.0002638890814457,-1.7167167167167163,0.5039840637450199,0.9864437134473568,0.9682632404135056,0.9967021872780876,0.1249942903613122,-0.1291185200769154,0.0020767656,62.0,0.1639529788,0.0710215034,2.9484897821,-0.0124592587,0.1507154258,0.0025537119,1.3852275664,8.693591995,316.5620246398,5.2344654366,13.8297298499,True
1,1,13,1,4.286338602308673,20.61527777458313,5,0.3575626879883801,94.48856875165733,1.1605153922872145,3.7762556097158937,3.253947026306492,0.7771384981321586,0.9999999999999876,1.0000002917487314,0.9999999999999972,0.1149019607843137,0.076,1.5118679050567598,0.2754509803921568,0.042,6.558356676003734,0.350313725490196,0.0274901960784313,12.743223965763194,0.0001684201236473,0.0002178236633647,0.0002908705951436,0.0010321705788818,0.0005523649178621,0.0007284492235514,0.0009522539471999,0.0031664358949879,-1.1492463799042014,-1.1491895935010537,-1.1491056304380742,-1.1482535506079496,-0.3388697458446301,-0.3388100432230803,-0.3387341606583921,-0.3379834267053931,0.6304126440234292,0.6256256256256253,0.0003322932516398,-1.836836836836837,0.5677290836653387,0.96040281134338,0.9511611142145868,0.9899692564556106,0.1149180772619354,-0.1657483823881471,0.0010688113,62.0,0.1526039348,0.0662201512,1.557166346,0.120412732,0.0942275879,0.0086420123,0.7315710439,2.4247670292,345.7394317753,5.1571876381,13.6395971906,True
1,1,14,1,4.471548844799252,21.46448784590614,7,0.6304430723847345,100.80180224447346,1.0549345572010895,3.579183043071453,3.392801021295197,0.745910673520983,0.9999999999999832,1.0000001384249726,0.9999999999999976,0.1050980392156862,0.094,1.118064246975386,0.2656470588235294,0.048,5.534313725490196,0.37,0.0412156862745098,8.977164605137963,0.0001034988454166,0.0001357365074896,0.0001740029516926,0.000465814732883,0.0004197503707699,0.0005669838792572,0.0007261666558272,0.0018771850044006,-1.0582544950520854,-1.0582203758699906,-1.0581798760417178,-1.0578710329476602,-0.2493850986345344,-0.2493483653726977,-0.2493086508900931,-0.2490214835270968,0.6088713838133119,0.6656656656656653,0.0001911090621689,-1.9769769769769767,0.5159362549800797,0.9755476910071872,0.9616425569623432,0.996104358878751,0.1314490676122104,-0.1386908965940698,0.0007106396,62.0,0.1400569226,0.0607454758,1.8957109315,-0.5327344148,0.1090728953,-0.0224601304,0.890622398,3.593719936,365.5540451097,6.091984909,15.9347280409,True
1,1,15,1,5.396912200816259,33.15910891412965,4,0.8035533739104261,102.58081516803796,0.6354849113959267,4.485447598804004,7.058307000477988,0.9258224977658144,0.9999999999999928,1.0000001826693723,0.9999999999999988,0.1011764705882352,0.06,1.6862745098039211,0.2519215686274509,0.046,5.476555839727194,0.3389803921568627,0.0454901960784313,7.451724137931034,0.0001507636274412,0.0001874058591168,0.0002439994390081,0.0009346236514861,0.0007109559699466,0.0008913439675258,0.0011657387592736,0.0041409567915114,-1.093269338301079,-1.0932292724322257,-1.093167391077128,-1.0924122389518638,-0.2268788223923269,-0.2268378670584233,-0.2267755683995975,-0.2261000741894416,0.6002319432653341,0.7257257257257255,0.0001589282865622,-1.896896896896897,0.5298804780876494,0.9599446815005312,0.949046530278152,0.99244880715596,0.1169624577797789,-0.1235237526043835,0.0009721033,62.0,0.1362389298,0.0589191186,0.8478765716,0.1756491128,0.0378869284,0.0101789316,0.3983401967,0.7188946807,354.0651251787,7.0000777505,17.9543873112,True
1,1,16,1,8.31921119389748,97.34192868944967,6,0.7639067323230544,100.93458004993934,0.812875358971746,6.012653154701751,7.396771335654105,0.8857084490284046,0.9999999999999908,1.0000002984767002,0.9999999999999978,0.1384313725490196,0.102,1.3571703191080355,0.2911372549019607,0.05,5.822745098039214,0.3547058823529411,0.0510980392156862,6.941673062164236,0.0002662046430705,0.0004155550617356,0.0006432685251693,0.0015725723498319,0.0008611330075283,0.001240634834062,0.0020563770485896,0.0047678355247264,-0.9707783581847156,-0.9706333334242252,-0.9704122152593744,-0.9695098269982686,-0.3017035046413898,-0.3015889089281556,-0.3013425845250747,-0.3005238229375062,0.6076787622745317,0.7457457457457454,0.0005393206898739,-1.5365365365365364,0.5059760956175299,0.985943432724036,0.9656136513769724,0.9964543183070012,0.1309960369959676,-0.1269335852404626,0.0016532149,62.0,0.156545332,0.0675731511,0.5887707486,-0.1877699352,0.0393195414,-0.0110464427,0.2766099025,0.3466509945,327.6795587521,5.8041814083,15.7124404451,True
