fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,switch
1,1,10,1,0.9711398751795368,-0.1233217487256741,1,0.4272177026047798,103.05409604067066,0.4580542097518949,5.36732717923755,11.71766805100375,0.8674559882759116,0.9999999999999836,1.0000011343362123,0.4333333333333333,0.2666666666666666,1.6249999999999998,0.0,0.6399693256813712,0.5938136330315007,0.5300372714141977,0.0,0.6596051891547263,0.6157652952267352,0.560729488010386,-5.248825677872711,-1.889738248185446,-2.132001432946087,-2.466752437444282,-5.092572776742225,-1.7334853470549598,-1.9567431974079144,-2.237017050983927,0.7599498942628317,0.7857857857857854,1.46273335620113,0.2252252252252251,0.5,1.0622937250965183,0.9132706633895452,0.8197096301026219,0.1778011004131903,-0.4078021500045877,1.7960633377,2.0,2.0848321906,0.9254114672,1.5307999782,0.085495278,1.5173460092,0.0858658675,0.7191838823,2.3433485732,-65.003254087,4.225436077,11.3213733749,True
1,1,11,1,1.4410772527720623,1.44260426422123,2,0.5346211061905772,105.205249323982,0.8863155784137932,5.075088233774324,5.726051033489704,0.8348300240153329,0.9999999999999928,1.000000571899202,0.3666666666666666,0.25,1.4666666666666666,0.0,0.44368373386104,0.466599667190045,0.5872045333543138,0.0,0.4567034620327122,0.4692243926311513,0.5637699644985517,-5.505455437179993,-3.062774412206409,-2.9366117624621846,-2.2726270462877456,-5.348505601647098,-2.905824576673514,-2.838856309229928,-2.333178788486209,0.7761073862084814,0.9259259259259256,1.0354529378710997,0.1651651651651651,0.4090909090909091,1.0540199258718266,0.9570267449185782,0.947844947959471,0.1454651804328421,-0.4671151622709957,1.7323832838,2.0,2.0634033732,0.9199356354,1.583353416,-0.232592343,1.5668640292,-0.2282593661,0.7438739698,2.5070080399,-66.7884212183,4.9496466574,13.2416295868,True
1,1,12,1,1.1482216694325005,0.1254990896657424,1,0.7947676942909857,102.88772237093454,2.952309118108709,6.255775629560844,2.1189433014278607,0.9515878391081928,0.9999999999999823,1.0000003028576043,0.4333333333333333,0.3333333333333333,1.3,0.0,0.64657309261323,0.5268836416997253,0.5719518556588602,0.0,0.6665312454064165,0.6496196006991031,0.6064265906026542,-5.3642068576324045,-1.895855040275924,-2.537894013652403,-2.2961387912715674,-5.203584740039693,-1.7352329226832124,-1.8232340990111613,-2.0479925872254228,0.8712219756400781,0.9859859859859856,2.603339243239814,0.5655655655655653,0.4545454545454545,1.0198247564575742,0.947011270680487,0.9388628181441336,0.1296500181553745,-0.4867148535462611,1.5052925502,2.0,1.9677322915,0.8781358923,0.8835371167,-0.1557760472,0.8593477583,-0.1464256261,0.4150938482,0.7806378366,-63.5003357382,6.0699642523,15.6420590551,True
1,1,13,1,0.243960473542609,-1.104593329379841,1,0.3587026615035881,106.57709118214493,0.0701822304598325,3.057528047455076,43.56555822495546,0.756538779720007,0.9999999999999694,1.0000005984723637,0.3333333333333333,0.1833333333333333,1.818181818181818,0.0,0.4441663592171077,0.5493438849352841,0.5439652138490917,0.0,0.446238078325553,0.4733414861269354,0.4997255535545254,-5.955708394827602,-3.310383080538261,-2.6839764076713224,-2.716010204212376,-5.928058233433507,-3.2827329191441663,-3.1220623393730755,-2.965656051227485,0.8198960466731063,0.9059059059059056,2.169565408047153,0.5455455455455454,0.4545454545454545,1.0088028198467087,0.959360072898669,0.9117197667180466,0.0837582414121263,-0.6056762587524509,2.0208665586,2.0,2.1719616369,0.961732483,2.3132727633,-0.224272049,2.4020226842,-0.2375933155,1.0867967797,5.3512308774,-77.4583227058,5.4355565556,14.03489463,True
1,1,14,1,-0.0067774424433894,-1.257845419542508,2,0.3722520124573933,106.94804493489522,0.6451790242055303,3.207437598032916,4.971391625731379,0.3976572620536421,0.999999999999925,1.0000005306311768,0.1833333333333333,0.35,0.5238095238095238,0.0,0.6630804442770903,0.5210751464063459,0.6507859533876516,0.0,0.6698651714459368,0.4591809204957757,0.6139074202651417,-5.456843254115318,-1.8385172048260887,-2.6134178565606976,-1.9056063144989064,-5.401573635301705,-1.7832475860124766,-2.921274081318155,-2.085507499481432,0.8429177058139772,0.8458458458458454,1.2738113231864785,0.1451451451451451,0.5909090909090909,0.973324186363732,0.90991635336646,0.6910417537064384,0.1674505937783227,-0.5655367916399563,1.6142770161,2.0,2.0392268327,0.9087606261,1.0673184049,-0.0693731205,1.0163100962,-0.0592371422,0.5014359845,1.1391685774,-78.6491046533,7.7875839968,20.8756545086,True
1,1,15,1,0.619664401298495,-0.7077180121741602,2,0.5566464690264827,105.35593456077927,0.6980276564970191,5.925779054679056,8.489318438207702,0.903886189753458,0.9999999999999803,1.000000405004472,0.2833333333333333,0.2333333333333333,1.2142857142857144,0.0,0.4863120562539172,0.4261662636673603,0.6224227653391302,0.0,0.507682153280774,0.4868961222267686,0.6361087153897135,-5.044009774318842,-2.591047009204989,-2.894422974895736,-1.904503262189706,-4.831689964404244,-2.3787271992903904,-2.4791588569338234,-1.75820986798569,0.8626017521967752,1.0260260260260257,1.7192957312101929,0.4654654654654652,0.5909090909090909,1.0480750681037023,0.932583870498995,0.9449538033072706,0.1417489301796497,-0.5416259689772632,1.5171514478,2.0,2.0013349261,0.8927826584,1.2484207908,-0.3944480045,1.2627560752,-0.3901940827,0.5865195478,1.5585544708,-67.4526483181,6.6423015384,17.3482434316,True
1,1,16,1,2.5278260625202127,7.099698772344251,2,0.7336187144791555,103.44287519064088,0.1353308769327163,8.177105954916808,60.42306190761101,0.899819487492326,0.999999999999986,1.0000006013681346,0.3166666666666666,0.2333333333333333,1.3571428571428572,0.0,0.4661026055016863,0.42190801668751,0.588763935898122,0.0,0.482993175169148,0.4611602259087118,0.603340553531739,-5.362564798148055,-2.863059373559622,-3.1000557198031515,-2.205280041081688,-5.175032594845852,-2.6755271702574186,-2.7885133943217912,-2.052725564526764,0.7980017164407939,0.9859859859859856,1.2738113231864785,0.3853853853853852,0.3636363636363636,1.0299267440720972,0.95814943998399,0.9786986754880406,0.0955268392201772,-0.4138588327899365,1.7012456354,2.0,2.0102907384,0.8930785428,1.5028134486,-0.3437400178,1.5035527575,-0.3450724743,0.7060355538,2.2584482612,-67.4564585616,5.7605705588,14.6186642299,True
1,1,17,1,1.063882582512785,0.3076449439926416,1,0.1339303625943915,113.06549254191,0.8573362787634936,2.3828381565663768,2.7793506650658264,0.7202788242284737,0.9999999999999318,1.0000003830564963,0.4833333333333333,0.3666666666666666,1.318181818181818,0.0,0.6813391585408243,0.6814406176550766,0.789405920926015,0.0,0.6855600739074619,0.6855600739074619,0.7269886664619167,-6.57973730669559,-2.096704626731947,-2.0960370524127976,-1.3856537186523,-6.539226612792464,-2.056193932828821,-2.056193932828821,-1.7852829778661938,0.8412488994349407,0.9659659659659654,2.1150728248687947,0.1451451451451451,0.6818181818181818,0.9918231492418104,0.8923047780588527,0.6819850381548471,0.1873717835779532,-0.6002300562575027,1.8569198443,2.0,2.1322097619,0.9468027338,2.4006159861,0.3471629301,2.4974882873,0.3634460913,1.1278314276,5.7629571129,-79.2700079184,6.2733740849,17.0299054719,True
1,1,18,1,1.8272671981619064,4.371443575710146,2,0.7061784794384182,104.43068330543898,2.442984867949789,7.420066233299488,3.0372952082697853,0.6366380365352211,0.9999999999999836,1.000000775861465,0.3833333333333333,0.3,1.2777777777777777,0.0,0.2903750577832079,0.40561098394546,0.5786171574088329,0.0,0.2973476625530595,0.3346412262452806,0.6671221710728548,-6.201026818495331,-4.400403297759527,-3.685822229173254,-2.613006307761624,-6.055616867055397,-4.254993346319593,-4.029157812992374,-2.0157805955200017,0.8498691228782437,1.0460460460460457,2.164964029297577,0.3453453453453451,0.6363636363636364,0.9929670744511228,0.8974841747723554,0.8475889040981583,0.1846990540727124,-0.5661222568538083,1.8205258798,2.0,2.0723287103,0.9233526512,1.8841791089,0.1016015715,1.8701377707,0.0840290836,0.8852046419,3.5501309144,-72.0745048008,5.6906828392,14.8930057927,True
1,1,19,1,0.8603112591496069,-0.3095091172915909,1,0.5539671763256799,105.04956550361088,0.0989151767063291,4.9053694306963616,49.59167636388087,0.7199142704883991,0.9999999999999686,1.000000741442569,0.2666666666666666,0.35,0.761904761904762,0.0,0.7334962957898565,0.7018719929465641,0.7129258293372451,0.0,0.7669315673359627,0.7221014077289702,0.7647960760189385,-4.910284794932415,-1.3086090865762334,-1.4638934199779905,-1.409615935223158,-4.696215231910553,-1.0945395235543711,-1.30507160194971,-1.1045682504049927,0.844132284591581,0.8658658658658656,1.2451178085219232,0.3253253253253251,0.5909090909090909,0.9846960282048014,0.8777559184642107,0.6966670931193856,0.211559673097382,-0.5518431073975854,1.6405589446,2.0,2.0342741145,0.9081023834,1.511954779,-0.4536443742,1.5273070982,-0.4316677799,0.7103302347,2.2860072537,-68.709826511,5.9156905817,15.0962213468,True
1,2,0,1,0.5824772110929637,-1.1101474930250106,1,0.7937419108192161,468.4185474623137,2.1587378691943746,7.454986885567374,3.4534007078633966,0.90633118275674,0.9999999999999865,1.0000009825125815,0.1833333333333333,0.2166666666666666,0.8461538461538461,0.0,0.7460159073401691,0.6632989885044515,0.7096710967341363,0.0,0.7499020344278144,0.7499020344278144,0.693875283338697,-6.28240673402523,-1.5956313740614094,-2.115292701972741,-1.8239642569596213,-6.249850173482853,-1.5630748135190329,-1.5630748135190329,-1.913233613533034,0.7334016806848126,1.1061061061061055,3.7643580519633,0.9259259259259256,0.3636363636363636,1.0666033639734858,0.9001706654065135,0.8802787638740268,0.1809047173255396,-0.4908474438082522,2.1024839342,2.0,2.1784862571,0.9639952389,2.5267706721,0.2002712398,2.5227230045,0.1677226152,1.1871000571,6.3845700292,-78.4665532029,5.3426519888,14.3202246575,True
1,2,1,1,1.2486826922877552,0.4687609164514237,2,0.8501672583720401,460.1191768583741,1.9170225629018047,8.026472040067832,4.186947089406254,0.8980912785190707,0.999999999999982,1.0000012868515562,0.2166666666666666,0.1666666666666666,1.3,0.0,0.3999982107257839,0.5990234459223464,0.6535742581509203,0.0,0.4113781503751332,0.7074629447466273,0.7102236130251555,-5.0005937452477545,-3.0003651945821064,-2.0051208483117127,-1.7323343978833212,-4.862262492166032,-2.862033941500384,-1.422391951327176,-1.4089688575031758,0.8498691228782437,1.0060060060060056,1.429784237094935,0.4454454454454452,0.5454545454545454,0.8522986509900736,0.8971316634596068,0.8392890527965309,0.1652384373993978,-0.4561325177846427,1.9930625222,2.0,2.1248425854,0.9454135216,2.6921612256,-0.3267246109,2.6198264675,-0.3439092239,1.2648020574,7.2477320644,-74.6197231083,5.15139311,13.2690860351,True
1,2,2,1,1.0318897602859054,1.4202960223060923,2,0.7770025719408423,457.7069773916843,2.146198867678081,9.66414686479438,4.502913038645751,0.9555698942779264,0.9999999999999736,1.0000009505648102,0.2666666666666666,0.1333333333333333,2.0,0.0,0.4873501406520995,0.5615757181008025,0.5769365368856827,0.0,0.501222934480376,0.5470014167702306,0.6387501328572143,-6.001348989965461,-3.076590715603458,-2.631137121352081,-2.5389514870523984,-5.8352443057980485,-2.910486031436046,-2.643357403326095,-2.107981230215242,0.7914418345980005,1.0660660660660657,2.920555512182745,0.4454454454454452,0.5909090909090909,1.0340824563861932,0.8876316265978422,0.8892839758305479,0.19656466823045,-0.492118843699151,2.0768172688,2.0,2.1349694061,0.9467945747,1.981651469,-0.4769471629,1.9676350673,-0.4615582488,0.9309980514,3.9269425446,-76.5789804479,5.2641065786,13.2921183099,True
1,2,3,1,1.215683462065638,0.8575160642880602,1,0.8261837124460834,468.2898156551906,1.4691729428876454,5.965337794232807,4.06033736403285,0.9043273232678836,0.9999999999999956,1.0000004264137532,0.0833333333333333,0.1,0.8333333333333333,0.0,0.4666515370530523,0.4949409835749118,0.5075777870540186,0.0,0.4828327833369835,0.4828327833369835,0.4863015011520022,-7.050823341181106,-3.760545791529405,-3.561081901683984,-3.471982032755579,-6.814528058579065,-3.5242505089273646,-3.5242505089273646,-3.5006128340496265,0.8129446296088397,1.1461461461461455,1.216424293857368,0.4254254254254251,0.5909090909090909,0.9395159717210516,0.9036183934271276,0.8747569296406192,0.1482318582370484,-0.2885659694757801,2.4599037407,2.0,2.2866868646,1.0016331981,3.1725961588,-0.5129208692,3.4080223277,-0.5826189994,1.4905147994,10.0653663866,-83.944339643,4.7496789361,12.3282648537,True
1,2,4,1,0.5471916429861798,-0.3224710556302259,1,0.908904384172533,458.19755553136525,2.019719416585548,10.817894309075497,5.356137204128962,0.9456521621927652,0.9999999999999574,1.0000008669702385,0.2166666666666666,0.1666666666666666,1.3,0.0,0.3703254368501527,0.3908151917736516,0.6453915215707813,0.0,0.3691981519976186,0.3691981519976186,0.6918061250183763,-5.636041916995818,-3.548872231978569,-3.433391114360758,-1.998588248549184,-5.653250629029992,-3.5660809440127443,-3.5660809440127443,-1.742297217603055,0.8198960466731063,1.2062062062062056,2.989446772280588,0.5055055055055053,0.4545454545454545,1.0382138444175724,0.9378451850213942,0.8687956055020968,0.1649699292395746,-0.6061351935569047,1.8372905989,2.0,2.1021756701,0.9367040151,2.2353764806,0.1222817796,2.2363962512,0.1188355581,1.050200391,4.99690801,-78.6182466558,6.464119707,17.3098248218,True
1,2,5,1,1.1393893623518094,0.7461652450959462,2,0.8963631639207358,464.2031869642238,1.5894377716885488,9.73271335779764,6.123368609428497,0.9387388473423688,0.9999999999999868,1.000000348417281,0.1666666666666666,0.2166666666666666,0.7692307692307693,0.0,0.7184051343942077,0.8359470660184511,0.8226722046821496,0.0,0.7209231819537858,0.8904193256887696,0.8904193256887696,-5.863574308301272,-1.6511524193156737,-0.9619365688956548,-1.0397747047734542,-5.843093958456773,-1.6306720694711745,-0.64029017603157,-0.64029017603157,0.9173525437908652,1.1461461461461455,3.278165422830289,0.2252252252252251,0.6363636363636364,1.007836705207311,0.8603106114850722,0.6928188129863658,0.2571619635526884,-0.3269188089193154,1.8839817164,2.0,2.0926935928,0.9307512732,2.4209301497,0.0585484131,2.3985600833,0.0972342566,1.1373752081,5.8609027895,-80.5137913935,6.7893007748,17.9016686847,True
1,2,6,1,0.7747289381311839,-0.4960391545250542,1,0.8021407618598162,466.63362502834354,2.6832705165277826,5.984690306220399,2.2303715817534244,0.93247103875351,0.999999999999968,1.000000611725408,0.2,0.2166666666666666,0.9230769230769232,0.0,0.7952834728719084,0.7543280433262561,0.6978527557975754,0.0,0.8184070420240844,0.8184070420240844,0.7489968166709903,-6.164148494922423,-1.2619030725823714,-1.5143584219751052,-1.862480480595333,-5.989984409488727,-1.0877389871486756,-1.0877389871486756,-1.5035051548728091,0.8925748284019125,1.0260260260260257,2.486055071882549,0.7057057057057055,0.4090909090909091,1.0408571319909123,0.9061757595726748,0.8421872927174459,0.1711390105089594,-0.5006381685433315,2.0028004662,2.0,2.1235927307,0.9448356438,2.4223607162,-0.5825346505,2.4413219387,-0.5753862592,1.1380473014,5.8678314395,-75.0282215045,5.2126146515,14.0235427521,True
1,2,7,1,0.1782508153659098,-1.171031057356821,2,0.8161208666415074,455.4199193803122,2.2765351950646293,6.578399397772937,2.8896541604252164,0.845064642369074,0.9999999999999576,1.000001034789068,0.1333333333333333,0.15,0.888888888888889,0.0,0.7262566246803889,0.5197772091687429,0.7010891917221911,0.0,0.731372367141287,0.5179585489178431,0.7214138468084018,-6.09283502648224,-1.6678732254148008,-2.925918240491737,-1.821214242469152,-6.0502173719842265,-1.6252555709167869,-2.91645556135375,-1.6855067836340665,0.7466757874738221,1.0460460460460457,1.46273335620113,0.2452452452452451,0.5,0.6318015807895092,0.8658121071191938,0.7550685915049432,0.1707388835230075,-0.4048512381440862,2.2893490068,2.0,2.2340442832,0.9777706209,2.7359926233,-0.533538828,2.913848933,-0.5679656198,1.2853944505,7.4856556346,-86.3341132434,6.0486693276,15.4314477494,True
1,2,8,1,1.1998695859373043,2.031233762788177,2,0.8254394874019082,466.64110910143967,2.5184924777846884,9.482275593673684,3.7650601212096793,0.952477868652524,0.9999999999999886,1.000001219889075,0.0333333333333333,0.2833333333333333,0.1176470588235294,0.0,0.4767120083918038,0.4963910852018909,0.5744867658410185,0.0,0.4978038996708823,0.4978038996708823,0.4978038996708823,-5.911173608512199,-3.093246165645722,-2.9769197261660505,-2.515282599833242,-5.660717894595681,-2.8427904517292046,-2.8427904517292046,-2.8427904517292046,0.8342974823706741,1.1661661661661658,2.7889802923804394,0.6256256256256253,0.5454545454545454,1.0182469697305652,0.9319239450694076,0.9404740919318562,0.1374994553475589,-0.4914722118540873,1.6711532972,2.0,2.0291289171,0.9048280464,1.3660258897,-0.2624837789,1.3571625249,-0.2248619922,0.6417715029,1.8660267313,-74.4722213271,6.8850592449,18.3328862459,True
