fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,switch
1,1,0,1,6.756107732396429,57.51496788400303,8,0.7451608862460132,98.64933049043825,0.2890982531540662,6.385990171596645,22.08934195182917,0.9003547923927544,0.9999999999999944,1.000000232345672,0.999999999999999,0.2244078144078144,0.06,3.740130240130241,0.271965811965812,0.0311111111111111,8.741758241758243,0.3824175824175824,0.044017094017094,8.687933425797503,4.554772527371718e-06,4.554772527371718e-06,4.554772527371718e-06,7.036327106299237e-06,7.77619699725531e-05,7.77619699725531e-05,7.77619699725531e-05,0.0001076565725706,-0.8028033037185185,-0.8028033037185185,-0.8028033037185185,-0.8028013115092301,-0.0445440392132814,-0.0445440392132814,-0.0445440392132814,-0.044542707483373,0.5552824631122373,0.7657657657657654,1.6604286571875295e-05,-2.477477477477477,0.4593301435406698,0.9459667934228616,0.9345549001417572,0.9868126681443864,0.3900344152827491,-0.0627835779523373,1.33917e-05,112.0,0.0200803753,0.0086582739,1.2197643352,-0.4876275559,0.0102588225,-0.0038428055,0.5730564819,1.4878250334,603.3308076613,6.6421945821,17.6556582739,True
1,1,1,1,5.934451108495155,39.93235964119368,7,0.7452814500772595,101.135154136634,1.4375106447389436,5.526848339776017,3.8447355920482313,0.8566737854575351,0.9999999999999888,1.0000001360661015,0.999999999999996,0.2586813186813187,0.0422222222222222,6.126662810873338,0.2586813186813187,0.0422222222222222,6.126662810873338,0.4164468864468865,0.0407203907203907,10.226986506746629,4.544870706122713e-06,4.544870706122713e-06,4.544870706122713e-06,7.189999418349687e-06,6.44814626591353e-05,6.44814626591353e-05,6.44814626591353e-05,0.0001044719098323,-0.7475723069538753,-0.7475723069538753,-0.7475723069538753,-0.7475703295199145,-0.043861361500423,-0.043861361500423,-0.043861361500423,-0.0438596073518529,0.527354189742566,0.6656656656656653,1.906690840512252e-05,-2.497497497497497,0.4002509410288582,0.9424447456046235,0.9429232885049922,0.9867779813347785,0.2720838985491253,-0.0778198762964378,6.2201e-06,112.0,0.0205840565,0.0088108164,1.0718306042,-0.1020118495,0.0059302731,-0.0006686977,0.5035558571,1.1488208441,634.1019564585,5.4314157336,14.7798876998,True
1,1,2,1,7.47503316000087,66.69477653440056,8,0.6662177965633187,96.9807674961788,2.534439849319635,4.377577995580597,1.7272368869814565,0.868844188989253,0.9999999999999938,1.0000002270153343,0.9999999999999988,0.2388644688644688,0.0288888888888888,8.268385460693152,0.2587667887667887,0.0266544566544566,9.708199725148877,0.3955799755799756,0.0351770451770451,11.24540090246442,5.504849359728566e-06,5.504849359728566e-06,5.504849359728566e-06,8.910851654602948e-06,0.0001404596730419,0.0001404596730419,0.0001404596730419,0.0002035454039622,-0.6548300126559174,-0.6548300126559174,-0.6548300126559174,-0.6548277822911138,-0.0225106140381512,-0.0225106140381512,-0.0225106140381512,-0.0225091937401166,0.5063419437815669,0.6056056056056053,1.148312414543511e-05,-2.537537537537537,0.4007490636704119,0.971547192404147,0.9602666786414664,0.9950043666664924,0.2446421777541907,-0.0855599627925501,7.0748e-06,112.0,0.018735012,0.0081871986,1.0553021804,0.1124737966,0.0076550615,0.0002640638,0.4957906519,1.1136626919,630.656317881,5.2828366889,13.3865860921,True
1,1,3,1,7.1048850719216246,57.906081428649024,10,0.5104930005827812,96.51058283631598,1.8331667722881075,4.318927822123565,2.3559928575035216,0.7635208070694522,0.9999999999999896,1.000000414913333,0.999999999999998,0.2663736263736264,0.0444444444444444,5.993406593406593,0.2663736263736264,0.0444444444444444,5.993406593406593,0.4229426129426129,0.0406593406593406,10.402102102102102,5.980626256337675e-06,5.980626256337675e-06,5.980626256337675e-06,8.911788802848656e-06,8.691042749039618e-05,8.691042749039618e-05,8.691042749039618e-05,0.0001166025742941,-0.5789896806327225,-0.5789896806327225,-0.5789896806327225,-0.5789879835097059,-0.0363823181712623,-0.0363823181712623,-0.0363823181712623,-0.0363812378082352,0.5708711881212375,0.6456456456456453,1.2889185075444495e-05,-2.017017017017017,0.4275,0.9757619492292908,0.9648872952490132,0.9971525670822328,0.2973188342590022,-0.0886071535885083,7.9656e-06,112.0,0.0198511656,0.008526878,1.2375864025,0.1546769304,0.00793558,0.0005109887,0.5814294528,1.5316201035,624.8960192852,4.8188953255,12.5816765657,True
1,1,4,1,10.98218953424757,149.5297344995189,8,0.6996482186865123,102.08544079897672,2.2557531565094573,3.922653483183386,1.7389551121157614,0.8923708057407961,0.999999999999986,1.000000425328798,0.9999999999999988,0.3427106227106226,0.032087912087912,10.68036529680365,0.3427106227106226,0.032087912087912,10.68036529680365,0.4450549450549451,0.044090354090354,10.09415674328441,6.364800493345114e-06,6.364800493345114e-06,6.364800493345114e-06,6.364800493345114e-06,0.0002381383404581,0.0002381383404581,0.0002381383404581,0.0002381383404581,-0.4899435634626597,-0.4899435634626597,-0.4899435634626597,-0.4899435634626597,-0.0111074984871765,-0.0111074984871765,-0.0111074984871765,-0.0111074984871765,0.5821714182652394,0.5055055055055053,1.514189325304352e-05,-2.8178178178178173,0.4390934844192634,0.9815332947307404,0.9707859097951956,0.9984407481824996,0.2507782654836749,-0.0928013505933044,1.2001e-06,112.0,0.0190818418,0.0081680804,2.2156641817,0.0100214152,0.0213862744,0.0017245965,1.040939372,4.9091677659,702.3703131323,6.8269892332,18.3673775853,True
1,1,5,1,9.415150227233363,108.72905755817182,8,0.5951847618495469,100.54722826532142,0.808813324679893,3.755394183570429,4.643091389544942,0.8134225060126871,0.9999999999999902,1.0000002353994026,0.9999999999999986,0.1701831501831501,0.0433333333333333,3.927303465765004,0.2686446886446886,0.0332844932844932,8.071166544387381,0.3955921855921856,0.0574236874236874,6.889007016797789,6.612458204981142e-06,6.612458204981142e-06,6.612458204981142e-06,2.684737240988715e-05,0.0001228246228805,0.0001228246228805,0.0001228246228805,0.0004173409086287,-0.5584166757262423,-0.5584166757262423,-0.5584166757262423,-0.5584053761380003,-0.0269996141605892,-0.0269996141605892,-0.0269996141605892,-0.0269916613577099,0.5448356273859213,0.5655655655655653,1.8207916800994626e-05,-2.6776776776776776,0.4616265750286369,0.9492070544926944,0.9465095155210363,0.9929108814953996,0.3104483865297215,-0.0818396304889778,5.1066e-05,112.0,0.0224963704,0.0097724823,2.1469254607,-0.1942039151,0.0089306822,-0.0019959315,1.0086452899,4.6092889338,544.7893954606,4.9525875779,12.3417659682,True
1,1,6,1,5.851327286651581,38.300169798553526,7,0.7808686900539332,101.91898590615376,0.1951491441553137,6.059214269901297,31.049146006394672,0.8345635552351742,0.9999999999999876,1.00000037414984,0.999999999999997,0.2753113553113553,0.0155555555555555,17.698587127158557,0.2753113553113553,0.0155555555555555,17.698587127158557,0.4186813186813187,0.0484859584859584,8.635104507680685,4.890084503247954e-06,4.890084503247954e-06,4.890084503247954e-06,4.890084503247954e-06,0.0002120214827006,0.0002120214827006,0.0002120214827006,0.0002120214827006,-0.7012860057362174,-0.7012860057362174,-0.7012860057362174,-0.7012860057362174,-0.0156395547868143,-0.0156395547868143,-0.0156395547868143,-0.0156395547868143,0.5565505419506075,0.7457457457457454,1.5856239617711373e-05,-2.557557557557557,0.4471649484536082,0.9548801294025446,0.9456695881740036,0.9879901733598532,0.2912500716149043,-0.0876849630799941,6.4521e-06,112.0,0.0202084579,0.0087359526,2.3251919611,-0.2022647225,0.0178320966,-0.0025581949,1.0923965283,5.4065176558,632.2039823536,5.5063230993,15.0011464078,True
1,1,7,1,6.103182659506087,42.57093993512643,7,0.3898391024795189,96.2433894929994,0.2407707092959648,3.2689289000209665,13.576937616621256,0.5762517787689894,0.999999999999984,1.0000004190760252,0.9999999999999984,0.3206593406593406,0.0366178266178266,8.756918972990995,0.3206593406593406,0.0366178266178266,8.756918972990995,0.3945054945054945,0.0506471306471306,7.789296046287368,6.296044058927292e-06,6.296044058927292e-06,6.296044058927292e-06,6.296044058927292e-06,0.0002021804503911,0.0002021804503911,0.0002021804503911,0.0002021804503911,-0.5069869483793985,-0.5069869483793985,-0.5069869483793985,-0.5069869483793985,-0.0135351159163364,-0.0135351159163364,-0.0135351159163364,-0.0135351159163364,0.5462986990320551,0.6256256256256253,1.7387624002162504e-05,-2.6776776776776776,0.4162087912087912,0.9768268474680024,0.9689316755951448,0.9947794798653036,0.3013931240213101,-0.0956478428631118,3.3892e-06,112.0,0.0182178785,0.0079237764,1.3924192717,0.2843336985,0.0135196428,0.0034404499,0.6541713561,1.9388314282,661.6400644799,5.5127017885,14.6389429892,True
1,1,8,1,8.89692819433794,104.51667093169176,8,0.6402206756466202,96.11220548465892,1.7760195393966618,4.95501765172981,2.789956721654705,0.8720514688734752,0.9999999999999932,1.0000003076666837,0.9999999999999992,0.3271794871794871,0.0332722832722832,9.833394495412843,0.3271794871794871,0.0332722832722832,9.833394495412843,0.4527350427350427,0.0461782661782661,9.804071919619249,5.113186387005032e-06,5.113186387005032e-06,5.113186387005032e-06,5.113186387005032e-06,9.034077172143352e-05,9.034077172143352e-05,9.034077172143352e-05,9.034077172143352e-05,-0.5878679171608402,-0.5878679171608402,-0.5878679171608402,-0.5878679171608402,-0.027111440465193,-0.027111440465193,-0.027111440465193,-0.027111440465193,0.5561014832128113,0.6656656656656653,1.259215613694151e-05,-2.237237237237237,0.4448924731182795,0.9576148947413274,0.9532562005398548,0.9921392833433254,0.3092442430512305,-0.0842415191954314,4.2946e-06,112.0,0.0174845097,0.0076675589,1.6123210696,-0.0610411381,0.0124169119,0.0002099093,0.7574832394,2.5995792315,653.0998964509,5.0228510015,12.9593711446,True
1,1,9,1,7.795324122964979,75.3707616428584,7,0.7293327781726646,98.60532783944343,0.0967954225983588,5.148701517157593,53.19158054117416,0.9096732159287448,0.9999999999999906,1.0000001671154024,0.9999999999999984,0.2365445665445665,0.0488888888888888,4.838411588411588,0.273052503052503,0.0411111111111111,6.641817641817642,0.4032600732600732,0.0373870573870573,10.786087524493794,5.582206560642672e-06,5.582206560642672e-06,5.582206560642672e-06,9.66643638222342e-06,8.109110154253314e-05,8.109110154253314e-05,8.109110154253314e-05,0.0001384894208477,-0.6762812133555961,-0.6762812133555961,-0.6762812133555961,-0.676278451252278,-0.0427151764049534,-0.0427151764049534,-0.0427151764049534,-0.0427127244267854,0.5835293866664713,0.5455455455455454,1.6604286571875295e-05,-2.457457457457457,0.4410692588092345,0.9524720423538148,0.9413593654321268,0.9931804334713054,0.2783271596855746,-0.077884361336523,9.7335e-06,112.0,0.0203255577,0.008823908,0.5627245238,-0.0248821008,0.0062084549,-0.0008917089,0.264373147,0.3166588897,615.0756185939,6.6453456004,17.563647768,True
