fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,600,650,700,750,800,850,900,950,1000
1,1,0,1,5.436477622949226,37.129538882689225,7,0.7387974106094575,98.80342009903524,0.2940548440586807,6.337738992511047,21.55291477275003,0.8972008801191174,0.9999999999999942,1.0000002319481605,0.9999999999999988,0.1066666666666666,0.065,1.641025641025641,0.2583333333333333,0.0566666666666666,4.5588235294117645,0.3516666666666667,0.04,8.791666666666666,6.408775566377426e-05,9.08560371406154e-05,0.0001472494152833,0.0005774391586295,0.0003109191757269,0.000441611525757,0.0007045610489662,0.0026499680594231,-1.1734611782962832,-1.1734297647439362,-1.1733635850626656,-1.1728587417452725,-0.2369574566100731,-0.236926478451508,-0.2368641512225409,-0.236403029153578,0.6066016732207521,0.8058058058058054,0.0009161402457138,-2.117117117117117,0.560200668896321,0.9466267846096186,0.9345558630913589,0.9860591135893096,0.138526043873603,-0.1266629561403862,0.000755489,74.0,0.1000031073,0.044044547,1.1882759106,-0.2706251821,0.0479591252,-0.0081144377,0.558262931,1.4119996397,375.7209406634,5.2756605133,13.7694002116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,4.7548983786354775,25.25483642165176,6,0.7393853968940949,101.17471101474383,1.4293588934154224,5.456264991415068,3.81728131160778,0.8516968983074751,0.9999999999999885,1.00000013609684,0.999999999999996,0.1116666666666666,0.0933333333333333,1.1964285714285714,0.2616666666666666,0.0416666666666666,6.279999999999999,0.3616666666666667,0.0383333333333333,9.434782608695654,4.317518167422729e-05,6.326211051573784e-05,0.0001082406260854,0.0003543687893233,0.0002343296567905,0.0003385847192978,0.0005591182286605,0.0017197720524207,-1.0847090063274964,-1.0846872169141106,-1.0846384262066333,-1.0843714372439612,-0.1986936899117918,-0.1986729702334951,-0.1986291413463626,-0.1983984727029054,0.5699465842335049,0.6856856856856854,8.147535483706583e-05,-1.8768768768768769,0.4548494983277591,0.9424097371609363,0.9429242463501472,0.985816177219641,0.1128654720858415,-0.1149670833309103,0.0004799653,74.0,0.1035904328,0.0440757088,0.5780719791,-0.0353588483,0.0241261982,-0.0031179998,0.2715835224,0.334167213,395.4229707308,5.1154440712,13.4623854951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1,6.033247430350878,43.17083433368567,6,0.6606616491575918,97.11604029218609,2.5178619375264506,4.364097700299688,1.7332553605329848,0.8663263244366699,0.9999999999999936,1.0000002276574156,0.9999999999999988,0.105,0.0866666666666666,1.2115384615384617,0.2616666666666666,0.0566666666666666,4.61764705882353,0.36,0.0366666666666666,9.818181818181818,7.641239383894018e-05,0.0001030767638194,0.0001587123408258,0.0005569281204625,0.0003922136650859,0.0005138005765773,0.0007899627648601,0.0025381705076143,-0.9531206049138488,-0.9530951886112828,-0.9530421571442104,-0.9526625804750748,-0.1850083408789745,-0.1849858374600584,-0.1849347251048265,-0.1846111651862062,0.5899985554433841,0.6056056056056053,0.0004381689931514,-2.2572572572572573,0.4966555183946488,0.9721920809382496,0.960267225296508,0.9947245690055456,0.1227498512818217,-0.137716668141872,0.000556424,74.0,0.0977431414,0.0431202549,1.1366244176,-0.0383702051,0.0438283806,-0.0018304169,0.5339965854,1.2919150667,388.4268373602,6.4142172323,17.4721173797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,1,5.718402956986305,37.14902465511236,7,0.5083073510831996,96.65180641871773,1.8700330218977,4.289416744145994,2.2937652404625006,0.7603745737738165,0.9999999999999892,1.00000041504391,0.9999999999999978,0.1116666666666666,0.065,1.7179487179487178,0.27,0.0349999999999999,7.714285714285715,0.395,0.0416666666666666,9.48,3.9331596587929306e-05,5.0936789069941455e-05,7.889997099598417e-05,0.0003474128696681,0.0001742850808529,0.0002185891078484,0.0003320306454383,0.0012413840772368,-0.8442936414465634,-0.8442838428709495,-0.8442602328056331,-0.8440335201556673,-0.1963091749224006,-0.1963004761193438,-0.1962782026227595,-0.1960996570830264,0.562811028058512,0.7057057057057055,4.793808495089107e-05,-1.8768768768768769,0.4933110367892976,0.9763557010258228,0.9648886914779552,0.997001539455498,0.1237006285410451,-0.140135339472074,0.0003447254,74.0,0.095615635,0.0411771349,1.6753053942,0.0523198688,0.0737315635,0.0070614132,0.7870738533,2.8066481637,410.8146631437,5.1573571006,13.572994278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,1,8.92686519576177,98.55933534892672,7,0.6961930865183336,102.11675183638648,2.22626492055357,3.905520953320641,1.7542929941821648,0.8917835255527445,0.9999999999999856,1.0000004257457458,0.9999999999999988,0.115,0.09,1.277777777777778,0.265,0.0633333333333333,4.18421052631579,0.41,0.0416666666666666,9.84,1.7952993189232107e-05,2.567208424725619e-05,3.395752985465978e-05,0.0001083660830857,0.0001985025230321,0.0002937662200706,0.0003791331261181,0.0011897523491598,-0.694214663550792,-0.6942093047483837,-0.6942035527672837,-0.6941518963311494,-0.0611664378026872,-0.0611606097047953,-0.0611553870785417,-0.0611057945440106,0.6017277172278975,0.5455455455455454,2.8870909173592348e-05,-2.697697697697697,0.4916387959866221,0.9819870342939973,0.9707868518415252,0.9983779253150712,0.1276564757638972,-0.130008162009785,0.0001278248,74.0,0.0896730016,0.0394281672,1.7032052801,0.4288039301,0.0688828488,0.0175083605,0.8001814758,2.9009082261,451.2937334941,5.3543721126,14.4981034838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,1,7.640317874837397,71.35113387970351,7,0.5972916784836163,100.79373372526052,0.8988984163925009,3.75847542381942,4.181201518746803,0.8123657441504416,0.99999999999999,1.000000235729208,0.9999999999999986,0.1116666666666666,0.105,1.0634920634920633,0.2766666666666666,0.0783333333333333,3.5319148936170213,0.3716666666666667,0.0433333333333333,8.576923076923077,0.0003293379673855,0.0003850276900413,0.000499104251674,0.0010717985595333,0.0016697148939225,0.0019062969758481,0.0024541560424764,0.0051636051159242,-0.8207957341078992,-0.820750009162149,-0.8206563447597552,-0.8201861248536484,-0.1629199440289446,-0.1628813356243709,-0.1627919291726159,-0.162349767597453,0.6391023004726476,0.5655655655655653,0.0004184288507901,-1.916916916916917,0.4949832775919732,0.9493460713952708,0.9465082492625106,0.9925468185661218,0.1328021139509458,-0.1067209398931066,0.0021576608,74.0,0.1149113211,0.0495725942,1.7636604795,-0.039092213,0.089550702,-0.0041911839,0.8285838834,3.1104982868,329.707841875,5.4712584381,14.7509045725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,1,4.677240562739041,24.070071223432787,5,0.7758231040225556,102.01739243094283,0.1641689003307576,6.0233278273077335,36.68982258620419,0.8292346674826022,0.9999999999999872,1.0000003740959489,0.9999999999999968,0.1016666666666666,0.0816666666666666,1.2448979591836733,0.2616666666666666,0.065,4.0256410256410255,0.3733333333333333,0.0533333333333333,7.000000000000001,4.219895312871969e-05,6.626137853672156e-05,8.782982745455475e-05,0.0002723312121056,0.0004109551850902,0.0006397487404975,0.0008474183037296,0.0024087462230818,-1.0171518371830783,-1.017127361009999,-1.0171054216967408,-1.0169177478547402,-0.1037250310382797,-0.1037012896630024,-0.1036797402752778,-0.1035177249073266,0.6091830131093228,0.7457457457457454,8.728526623848371e-05,-2.3773773773773774,0.4866220735785953,0.955417381820134,0.945670333288916,0.98729590942033,0.1342547304886033,-0.1318785388366881,0.0003906669,74.0,0.0958370601,0.0419131426,1.0028127786,0.3169309325,0.0373341167,0.0091937104,0.4711306491,1.0056334689,404.2234045264,5.843022597,15.7391543952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,1,4.881723177744871,26.88435387796668,6,0.3802261606855461,96.2177723430348,0.2332744976095368,3.207744349611062,13.750943127012102,0.5655338321437714,0.9999999999999836,1.0000004188728355,0.9999999999999984,0.1083333333333333,0.0683333333333333,1.5853658536585364,0.26,0.0583333333333333,4.457142857142857,0.3783333333333333,0.0316666666666666,11.947368421052632,2.4340061568667056e-05,3.767214213105432e-05,6.363678251748456e-05,0.0002435068535261,0.0002529497184439,0.000404841456195,0.0006740323085378,0.0023837505011598,-0.7279725048970386,-0.7279627992727206,-0.7279438972683437,-0.727812953615019,-0.067131657829959,-0.067121458505877,-0.0671033827054179,-0.0669885774487678,0.5760514813755042,0.6856856856856854,0.0001049593230558,-2.457457457457457,0.4866220735785953,0.9772071163625096,0.9689329157347328,0.9945306320425312,0.1272853261164918,-0.135292943803222,0.0001781227,74.0,0.0899572313,0.039319739,0.7263227689,0.2006337604,0.0318774401,0.009004609,0.3412331044,0.5275447647,438.1714292549,6.2239952238,16.2031724716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,1,7.209080727043109,68.62664441626126,5,0.6385620787776265,96.24401955305864,1.7526280805361028,4.965581459994061,2.833220302207621,0.8710671697679669,0.999999999999993,1.0000003076885509,0.9999999999999992,0.1316666666666666,0.07,1.880952380952381,0.285,0.0333333333333333,8.55,0.4266666666666666,0.0366666666666666,11.636363636363637,2.1925659108779868e-05,2.985495495041712e-05,4.94240756882991e-05,0.0002284422153369,0.0001935907997239,0.000254224734802,0.0004011873837792,0.0017170348094902,-0.8488870085827391,-0.8488802773589255,-0.8488636650223252,-0.8487116955172452,-0.0999957555742587,-0.0999896912641125,-0.099974992777495,-0.0998433881424941,0.5714843625231798,0.7657657657657654,3.896780472491361e-05,-2.077077077077077,0.5100334448160535,0.9578275316596102,0.9532573005644638,0.9917569575843505,0.1160775520664978,-0.1209828306923449,0.0002014157,74.0,0.0857499603,0.0373246435,1.0500736763,0.0638921972,0.040016146,-0.0008099672,0.4933342527,1.1026547258,435.6732525676,5.8843938171,15.4763908147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,9,1,6.305618365434607,49.12934731731086,7,0.7256080230154704,98.68764965616766,0.1295517168389496,5.166445440635109,39.87940543511053,0.9072445053518272,0.9999999999999905,1.000000167151237,0.9999999999999984,0.1183333333333333,0.0783333333333333,1.5106382978723405,0.2683333333333333,0.045,5.962962962962964,0.365,0.0383333333333333,9.521739130434783,4.23403507763353e-05,6.483041725355628e-05,0.0001031558538917,0.0003923312459936,0.0001990181926012,0.0002960261685254,0.0004680232750733,0.0016641489261107,-0.9867361127464008,-0.9867139200459832,-0.9866761013523586,-0.9863907494681552,-0.2136593962913237,-0.2136386654999477,-0.2136019093868636,-0.2133462950304672,0.5704182273495936,0.6256256256256253,7.429955634386284e-05,-1.996996996996997,0.5217391304347826,0.95313623070375,0.9413602210937668,0.9927795804343572,0.1261695247563891,-0.1296465721740114,0.0004459958,74.0,0.0991724483,0.0432424154,1.7334901938,0.107284028,0.0707843001,0.002620661,0.8144096062,3.0049882519,398.0319923549,4.9258655261,13.6108356926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,10,1,6.254026844425891,46.80850914985952,6,0.5406937117663355,94.88885220613052,0.1803611967666201,5.7049449988127225,31.630667244876857,0.7670709344451101,0.9999999999999908,1.0000010935349346,0.9999999999999984,0.1066666666666666,0.0383333333333333,2.782608695652174,0.2633333333333333,0.0466666666666666,5.642857142857142,0.355,0.0666666666666666,5.325,6.48352775769987e-05,8.952243913294535e-05,0.0001336767454088,0.0006985920899814,0.0003707031327574,0.0005016859333549,0.0007578487640473,0.0038155865039789,-0.8109075087167905,-0.8108874884140941,-0.8108516810340113,-0.8103935572367246,-0.1402867038216304,-0.1402683218620272,-0.1402323722962511,-0.1398032532717985,0.5685943374374983,0.6056056056056053,4.577840538376616e-05,-2.237237237237237,0.4882943143812709,0.982268697287512,0.9703265031838187,0.9975810552417392,0.1364761441497825,-0.1329808900624579,0.0003991439,74.0,0.1053267958,0.044884451,1.3198744936,-0.2536546377,0.0571870326,-0.0081845265,0.6200891534,1.7420686788,401.4874030728,6.3472307814,16.7684270342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,11,1,7.553712419927909,72.1264166568939,6,0.6743909533881915,97.76206317445914,1.1058997834295914,5.26854038478907,4.764030578295613,0.8369697206779413,0.9999999999999936,1.000000399970988,0.9999999999999986,0.1016666666666666,0.0849999999999999,1.196078431372549,0.265,0.03,8.833333333333334,0.3533333333333333,0.0466666666666666,7.571428571428571,3.3872917651088184e-05,4.438041806555044e-05,6.627370442572957e-05,0.0002239125415353,0.000196578588916,0.0002612505255757,0.000388154481655,0.0012629862556246,-0.8429071099706951,-0.8428982528238703,-0.8428797981920244,-0.8427469187944043,-0.1407167485456796,-0.1407076463317303,-0.1406897853085585,-0.140566657621534,0.596003614147608,0.7057057057057055,5.01996513311008e-05,-2.2172172172172173,0.4866220735785953,0.9882706681331744,0.9678054777865274,0.9981207783377324,0.1328972573503522,-0.1419664339854099,0.0002884814,74.0,0.0870565638,0.0379586072,1.1980709187,0.0535523176,0.044888932,-0.0014781538,0.5628647157,1.4353739263,420.5752937905,5.658567671,15.3700014929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
