fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sp1000
1,1,0,1,6.941766904496067,60.737852055721866,9,0.7457799058994689,98.63454592857708,0.2886224827834498,6.3906197193449845,22.14179456054293,0.9006608933987033,0.9999999999999944,1.0000002323835004,0.9999999999999992,0.2634868421052631,0.0463048245614035,5.690267582287473,0.2634868421052631,0.0463048245614035,5.690267582287473,0.3903070175438596,0.0437609649122806,8.91906790278126,4.465431251537639e-06,4.465431251537639e-06,4.465431251537639e-06,6.908408880797777e-06,9.729187810038878e-05,9.729187810038878e-05,9.729187810038878e-05,0.0001341075990913,-0.7698063606199176,-0.7698063606199176,-0.7698063606199176,-0.769804479991802,-0.0324998351168066,-0.0324998351168066,-0.0324998351168066,-0.0324986384955232,0.5552824631122373,0.7657657657657654,1.6604286571875295e-05,-2.477477477477477,0.4593301435406698,0.9459050016798234,0.9345551163340456,0.9868832276265016,0.3080666650696657,-0.0772154326050249,0.0
1,1,1,1,6.100118418938211,42.25331585006673,7,0.7458565527731702,101.131324148626,1.4382998857659222,5.533681736107045,3.847376886330109,0.8571551090488618,0.9999999999999888,1.000000136063177,0.999999999999996,0.3022697368421053,0.0378837719298245,7.978871201157743,0.3022697368421053,0.0378837719298245,7.978871201157743,0.4246820175438596,0.0490460526315789,8.658841940532081,4.543506095294447e-06,4.543506095294447e-06,4.543506095294447e-06,4.543506095294447e-06,7.288704068039556e-05,7.288704068039556e-05,7.288704068039556e-05,7.288704068039556e-05,-0.7196972616927292,-0.7196972616927292,-0.7196972616927292,-0.7196972616927292,-0.0362966920525662,-0.0362966920525662,-0.0362966920525662,-0.0362966920525662,0.527354189742566,0.6656656656656653,1.906690840512252e-05,-2.497497497497497,0.4002509410288582,0.942447953180906,0.9429232831438984,0.9868666086544212,0.272370704570168,-0.0776343073401572,0.0
1,1,2,1,7.678152122056514,70.41236900911684,8,0.6667631668692144,96.96755641944787,2.5360587758605133,4.378894731668682,1.7266534882192837,0.8690930411551209,0.9999999999999938,1.0000002269534003,0.9999999999999988,0.2772258771929824,0.0231359649122807,11.982464454976302,0.2772258771929824,0.0231359649122807,11.982464454976302,0.4006798245614035,0.0438048245614035,9.146933667083855,5.496388625759776e-06,5.496388625759776e-06,5.496388625759776e-06,5.496388625759776e-06,0.0001705209275511,0.0001705209275511,0.0001705209275511,0.0001705209275511,-0.6303569369897178,-0.6303569369897178,-0.6303569369897178,-0.6303569369897178,-0.0175901484951556,-0.0175901484951556,-0.0175901484951556,-0.0175901484951556,0.5063419437815669,0.6056056056056053,1.148312414543511e-05,-2.537537537537537,0.4007490636704119,0.9714868015543108,0.9602666786414664,0.9950305964750042,0.2446421777542142,-0.0898627194771514,0.0
1,1,3,1,7.299908678456448,61.18590440808271,10,0.5107162417136589,96.49665254014036,1.8295303872905315,4.321838764879634,2.362266729704403,0.7638358516489342,0.9999999999999896,1.0000004149007773,0.999999999999998,0.3033223684210526,0.0357675438596491,8.480380134886571,0.3033223684210526,0.0357675438596491,8.480380134886571,0.4278399122807018,0.0416776315789473,10.265456458826629,5.967927920267528e-06,5.967927920267528e-06,5.967927920267528e-06,5.967927920267528e-06,9.810822716861996e-05,9.810822716861996e-05,9.810822716861996e-05,9.810822716861996e-05,-0.5568575589899325,-0.5568575589899325,-0.5568575589899325,-0.5568575589899325,-0.0305754752890001,-0.0305754752890001,-0.0305754752890001,-0.0305754752890001,0.5708711881212375,0.6456456456456453,1.2889185075444495e-05,-2.017017017017017,0.4275,0.9757061877972352,0.96488728539439,0.9971667688817032,0.2976372736360921,-0.0928564789424501,0.0
1,1,4,1,11.27265501040138,157.58105930737122,8,0.6999888450651366,102.08236047804712,2.2586541163483456,3.9243389238110047,1.7374678554836174,0.8924316995006053,0.999999999999986,1.000000425288326,0.9999999999999988,0.3758004385964913,0.0324561403508772,11.578716216216218,0.3758004385964913,0.0324561403508772,11.578716216216218,0.4478289473684211,0.0480701754385964,9.3161496350365,6.464642352005363e-06,6.464642352005363e-06,6.464642352005363e-06,6.464642352005363e-06,0.0002938106189045,0.0002938106189045,0.0002938106189045,0.0002938106189045,-0.4750099573230257,-0.4750099573230257,-0.4750099573230257,-0.4750099573230257,-0.0090023089404126,-0.0090023089404126,-0.0090023089404126,-0.0090023089404126,0.5821714182652394,0.5055055055055053,1.514189325304352e-05,-2.8178178178178173,0.4390934844192634,0.9814901331962428,0.970785909795196,0.9984467350742888,0.2507782654837299,-0.0888243084245243,0.0
1,1,5,1,9.665816598303175,114.63446471193512,8,0.5949939719889099,100.52298600025308,0.7999520280653485,3.755092130216153,4.694146646890427,0.8135364281863957,0.9999999999999902,1.0000002353679007,0.9999999999999986,0.2130372807017543,0.0378947368421052,5.62181712962963,0.2697587719298245,0.0263157894736842,10.250833333333334,0.4026644736842105,0.0470285087719298,8.562135695966427,6.353932817658644e-06,6.353932817658644e-06,6.353932817658644e-06,1.446848682230257e-05,0.0001359496464773,0.0001359496464773,0.0001359496464773,0.0002802673760842,-0.5316411515594258,-0.5316411515594258,-0.5316411515594258,-0.5316368375011792,-0.0208021328081186,-0.0208021328081186,-0.0208021328081186,-0.0207991302833486,0.5410117521762433,0.5455455455455454,1.3808297652180924e-05,-2.8378378378378373,0.4358108108108108,0.9491940070430076,0.9465091857231792,0.9929451814219794,0.3810212712887478,-0.0762703546876659,0.0
1,1,6,1,6.015980704720652,40.54977521367645,8,0.7813605332125296,101.90945317896686,0.1981502976563627,6.062690740750615,30.596425099823406,0.8350798493346099,0.9999999999999876,1.0000003741550207,0.999999999999997,0.3128618421052631,0.0136842105263157,22.862980769230766,0.3128618421052631,0.0136842105263157,22.862980769230766,0.4217214912280702,0.0354934210526315,11.881680568427557,4.915767375559472e-06,4.915767375559472e-06,4.915767375559472e-06,4.915767375559472e-06,0.000225581269076,0.000225581269076,0.000225581269076,0.000225581269076,-0.6761634327311492,-0.6761634327311492,-0.6761634327311492,-0.6761634327311492,-0.014015189836622,-0.014015189836622,-0.014015189836622,-0.014015189836622,0.5565505419506075,0.7457457457457454,1.5856239617711373e-05,-2.557557557557557,0.4471649484536082,0.95482987460783,0.9456695877561294,0.9880551352635172,0.2912627307980456,-0.0863138310722673,0.0
1,1,7,1,6.27448507631076,45.05020378263391,7,0.3907835883197262,96.24589608966576,0.2415041812693404,3.274915610094696,13.56049238105036,0.5772972530170062,0.999999999999984,1.0000004190956455,0.9999999999999984,0.3548793859649123,0.0294078947368421,12.067486950037289,0.3548793859649123,0.0294078947368421,12.067486950037289,0.4007236842105263,0.0396052631578947,10.117940199335548,6.388911539981083e-06,6.388911539981083e-06,6.388911539981083e-06,6.388911539981083e-06,0.0002269427923131,0.0002269427923131,0.0002269427923131,0.0002269427923131,-0.4902884976352751,-0.4902884976352751,-0.4902884976352751,-0.4902884976352751,-0.0116555844316968,-0.0116555844316968,-0.0116555844316968,-0.0116555844316968,0.5462986990320551,0.6256256256256253,1.7387624002162504e-05,-2.6776776776776776,0.4162087912087912,0.9767908928403032,0.9689316685370668,0.994803010594536,0.3016942478853199,-0.097940258878965,0.0
1,1,8,1,9.135127224155765,110.18770142640716,8,0.6403885517571626,96.09919276790986,1.7783287719628451,4.953974856032652,2.785747458027494,0.8721525628983922,0.9999999999999932,1.0000003076645685,0.9999999999999992,0.3610526315789474,0.0335745614035087,10.753755715218812,0.3610526315789474,0.0335745614035087,10.753755715218812,0.4571929824561404,0.0458771929824561,9.965583173996176,5.166604229618789e-06,5.166604229618789e-06,5.166604229618789e-06,5.166604229618789e-06,0.000111666239256,0.000111666239256,0.000111666239256,0.000111666239256,-0.5677263361195278,-0.5677263361195278,-0.5677263361195278,-0.5677263361195278,-0.0219333635109189,-0.0219333635109189,-0.0219333635109189,-0.0219333635109189,0.5561014832128113,0.6656656656656653,1.259215613694151e-05,-2.237237237237237,0.4448924731182795,0.9575947974885576,0.953256195591168,0.9921753990755676,0.3094558299720448,-0.0836959964954948,0.0
1,1,9,1,8.005456540769897,79.5184539548289,7,0.7297030725902212,98.59734179893596,0.0936171196261259,5.146979803343626,54.97904468647258,0.9099103718025244,0.9999999999999906,1.0000001671120116,0.9999999999999984,0.276030701754386,0.0421052631578947,6.555729166666668,0.276030701754386,0.0421052631578947,6.555729166666668,0.408015350877193,0.0417105263157894,9.782071503680337,5.52295984462534e-06,5.52295984462534e-06,5.52295984462534e-06,8.172602636273861e-06,0.0001012408070011,0.0001012408070011,0.0001012408070011,0.0001501643839429,-0.6495221406528447,-0.6495221406528447,-0.6495221406528447,-0.6495204196416817,-0.0312320456774662,-0.0312320456774662,-0.0312320456774662,-0.0312305175393665,0.5835293866664713,0.5455455455455454,1.6604286571875295e-05,-2.457457457457457,0.4410692588092345,0.9524100064350626,0.941359360879837,0.9932179039953044,0.2785062054454891,-0.0818082921501491,0.0
