fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,1,1.1478564532099549,0.5876323813144029,1,0.7910799201885131,114.75728701384352,0.5594134084365843,10.275032097947443,18.36751129484633,0.9999999999999852,1.000002758752539,0.0,0.0,0.5726094914489304,0.5338596659089877,0.0,0.0,0.5903285178537714,0.6067913601366407,-5.344697731682231,-5.344697731682231,-2.284273081595417,-2.49137918626183,-5.184273768804955,-5.184273768804955,-2.1238491187181405,-2.038501237311088,0.7892840171978274,1.0260260260260257,3.278165422830289,0.4054054054054052,0.5714285714285714,1.1054173201928592,0.8390429539444151,0.9004377725669982,0.2670061008600224,-0.513723361500861,1.8920338921,1.0,2.0994210731,0.9352847746,1.6868582021,0.2498284743,1.8237817091,0.2701072333,0.7925014685,2.8454905939,-90.3272999558,8.3563071402,20.7122958647,0.0,1.08126e-05,0.0,0.0,4.8862e-06,0.0
1,1,1,1,0.0487172368852716,-1.2265025015257245,1,0.533207855186179,110.04001791302608,0.1376971910898107,7.099963561058288,51.56215246560443,0.9999999999999288,1.0000009422774403,0.0,0.0,0.4796876803960589,0.6704152276222967,0.0,0.0,0.4658748011964631,0.6280487583740219,-5.20767896866832,-5.20767896866832,-2.709619523940473,-1.7163716875047013,-5.362083199847496,-5.362083199847496,-2.864023755119649,-1.994433503885074,0.8310026385347145,0.8858858858858855,1.6418389895747365,0.1651651651651651,0.5714285714285714,0.9689077994293436,0.9004262423140753,0.850164798174377,0.1910218783375245,-0.5390177269980176,1.7593286076,1.0,2.1121712426,0.9424561427,1.1081017382,-0.3958876443,1.1980471621,-0.4280221323,0.5205963688,1.2278894622,-83.9111005014,7.868292572,20.3738379706,0.0,4.468e-07,0.0,0.0,3.441e-07,0.0
1,1,2,1,0.7025801421885852,-0.5128910380131266,2,0.7140464651833489,100.9031066363094,1.881574918899311,6.449482587923605,3.4277043784663337,0.999999999999989,1.0000004899686663,0.0,0.0,0.5939376944853537,0.6418250691269284,0.0,0.0,0.6027441579244416,0.6247424381052601,-6.014456795180882,-6.014456795180882,-2.44224419266938,-2.154227646852988,-5.926581876483829,-5.926581876483829,-2.3543692739723268,-2.223994665338874,0.8101433278662709,0.9459459459459456,1.5317404637020795,0.4654654654654652,0.6428571428571429,1.088714879310997,0.9424363410484884,0.901122126822054,0.1190561073862633,-0.6544832237507217,2.0451634383,1.0,2.2037888929,0.9800046173,2.3062453624,-0.6249031955,2.4934449757,-0.6756270423,1.0834952423,5.3187676718,-89.4346830356,7.0920913528,19.246725812,0.0,2.3802e-06,0.0,0.0,1.6658e-06,0.0
1,1,3,1,0.4670388400357513,-0.3282223341576489,1,0.0727651165618121,109.75292478554393,0.2704473620420553,2.592692959266212,9.58668237578535,0.9999999999999774,1.0000004124568946,0.0,0.0,0.4904649091353014,0.6775828657865799,0.0,0.0,0.4979635996259191,0.7244439435451892,-6.45291199841199,-6.45291199841199,-3.287985101452757,-2.080529393859387,-6.355739454323155,-6.355739454323155,-3.190812557363922,-1.7513624998875397,0.9182490619437732,0.8458458458458454,1.3968351179887395,0.3253253253253251,0.7142857142857143,1.0837971871805898,0.9447583404406972,0.8887560126303402,0.1218207456783422,-0.7549065963743613,1.9121040822,1.0,2.1449065809,0.9568014549,1.7708371664,-0.4956902624,1.914577307,-0.5359258015,0.8319555568,3.1358642698,-86.3852664068,7.4201255679,19.222763715,0.0,4.439e-07,0.0,0.0,2.3358e-06,0.0
1,1,4,1,1.3042975127176264,0.3275927743658502,1,0.8223380217823145,109.2576073285491,1.7821649343984864,5.998916348097788,3.3660837065692424,0.9999999999999852,1.0000009049900154,0.0,0.0,0.9005202088823719,0.786514862865077,0.0,0.0,0.8993081386993308,0.8093661665580628,-5.656063041757147,-5.656063041757147,-0.562663969942137,-1.207485394113294,-5.663686174553687,-5.663686174553687,-0.5702871027386776,-1.0796902068672702,0.8891669208074203,0.8058058058058054,1.3968351179887395,0.2452452452452451,0.6428571428571429,1.0358823932074064,0.8999859739601218,0.9000621690059276,0.2002508470408281,-0.3784206911444355,1.7942028287,1.0,2.1148824096,0.9454921697,1.2643191934,-0.0606491517,1.3669449018,-0.0655720874,0.5939887633,1.5985030228,-88.9371895541,8.1277933714,21.1866598431,0.0,1.57192e-05,0.0,0.0,4.889e-06,0.0
1,1,5,1,0.8217479253298721,-0.4772982883371921,1,0.7824971738270027,109.0427526738869,0.1368928600179451,6.330650504896324,46.24529361185417,0.9999999999999714,1.0000003378174347,0.0,0.0,0.4533677716927625,0.6195752318602905,0.0,0.0,0.4698491805777154,0.5920966165300907,-5.702199548355511,-5.702199548355511,-3.117006045370096,-2.169257941069501,-5.502177315296628,-5.502177315296628,-2.9169838123112126,-2.244356743360876,0.8285789991166335,0.8258258258258254,2.8547679022815924,0.5255255255255253,0.4285714285714285,0.9804540645166132,0.9112350177668704,0.8588710884603605,0.1592439983483001,-0.5651509184704591,1.8147482214,1.0,2.1332635106,0.9528550496,1.3549361363,-0.3508557951,1.4649172878,-0.3793350151,0.636561435,1.8358519335,-88.7232418411,7.984098448,20.9457518905,0.0,4.086e-07,0.0,0.0,1.7146e-06,0.0
1,1,6,1,0.7500624535082031,-0.9287927561308532,1,0.4223360779346591,111.76629806626715,0.3772398340455674,3.3788727667953684,8.956829215408968,0.9999999999998952,1.0000013352479702,0.0,0.0,0.6483326713106121,0.708478134772167,0.0,0.0,0.6518159909431209,0.6267743476572679,-6.010529399380749,-6.010529399380749,-2.113706817889258,-1.7522007415142022,-5.978408992165301,-5.978408992165301,-2.0815864106738107,-2.2312955960725502,0.8891669208074202,0.9059059059059056,1.2738113231864785,0.4454454454454452,0.5,1.1477786225985311,0.9071393189016552,0.8669593888590307,0.2149335831817149,-0.5705390897275123,1.8143683988,1.0,2.1407383208,0.9565389992,1.3532702277,0.1194729574,1.4631161563,0.1291706643,0.6357787758,1.8313403093,-93.0152595063,8.4487307793,22.69706518,0.0,7.7474e-06,0.0,0.0,1.8781e-06,0.0
1,1,7,1,0.1513034028613604,-0.065256275213215,1,0.0006706475222379,103.6875870814482,0.0782893208537851,1.8764345549731785,23.967950347629767,0.9999999999998812,1.0000003343698922,0.0,0.0,0.6302082527508568,0.7115522464926322,0.0,0.0,0.6323417072826025,0.7330723632880859,-5.785640103864722,-5.785640103864722,-2.13948196296285,-1.6688548905619136,-5.766119961580127,-5.766119961580127,-2.119961820678255,-1.5391367743419764,0.8150329337057288,0.7657657657657654,1.1092898648952227,0.1451451451451451,0.3571428571428571,1.1384178455601046,0.9057534426198124,0.5431354820033789,0.1892891833722524,-0.5322220022994921,1.7865878056,1.0,2.1225664926,0.9475374566,1.2304687616,0.022041657,1.3303468058,0.0238307943,0.5780855197,1.5140533733,-89.1809670856,8.2714409221,22.2316357727,0.0,9.9464e-06,0.0,0.0,1.2627e-06,0.0
1,1,8,1,1.3577184818490131,1.2895153867497955,2,0.4678008487433878,102.20911913370858,3.9092267912123546,9.05419040379573,2.3161077336697025,0.9999999999999868,1.0000005898710802,0.0,0.0,0.5383361667223658,0.587497270297474,0.0,0.0,0.5485972782760811,0.5130448455157143,-6.3839839529975055,-6.3839839529975055,-2.947254503323732,-2.6334108069885933,-6.264576194168143,-6.264576194168143,-2.8278467444943693,-3.0505676684097267,0.9182490619437732,0.9859859859859856,1.05931476351837,0.6456456456456453,0.6428571428571429,1.0357072022586389,0.9096790026491453,0.8756498840259805,0.177991439621598,-0.556539905624925,1.934641876,1.0,2.1175618061,0.9423641895,1.8640968902,0.0139928239,2.0154069904,0.0151286316,0.8757698312,3.4748572159,-93.3050974156,8.5674073078,21.7841591201,0.0,1.26e-07,0.0,0.0,2.2438e-06,0.0
1,1,9,1,0.8918367049384264,-0.5968677071436495,1,0.5454311563499437,103.71720495901371,0.1100230305366758,5.647420643523638,51.329440899567736,0.9999999999999696,1.0000018663910404,0.0,0.0,0.3265578737031293,0.4050786486208483,0.0,0.0,0.336566231655518,0.4471750664744079,-6.240114970388127,-6.240114970388127,-4.2023562939951145,-3.7123776309445793,-6.054554749505283,-6.054554749505283,-4.016796073112271,-3.347108826922316,0.8756208553965157,0.8858858858858855,1.4972369099516047,0.3453453453453451,0.6428571428571429,0.9456262870681296,0.9391069291245284,0.9353189744362,0.1124349107256691,-0.6015110671239856,1.8181877257,1.0,2.098384142,0.9364314583,1.3700060064,-0.5372110474,1.4812103903,-0.5808168588,0.6436413983,1.8769164576,-96.2633537064,9.1674361705,23.5487173777,0.0,2.433e-07,0.0,0.0,5.4705e-06,0.0
1,1,10,1,0.720090586805796,-1.061545476945627,2,0.6347914163019519,104.37195563725533,0.0606035485553734,7.149512059557108,117.97183877813036,0.999999999999974,1.0000011790879162,0.0,0.0,0.6187254817671725,0.4834771482243002,0.0,0.0,0.6246863036499006,0.5304715198162784,-5.429043297349269,-5.429043297349269,-2.069955867662004,-2.8042249263605927,-5.377238799795798,-5.377238799795798,-2.0181513701085327,-2.52476676125306,0.7340193304500358,0.8058058058058054,0.8222999513430427,0.0250250250250249,0.3571428571428571,1.099647547932416,0.9074635742978394,0.8562418504477949,0.2024892029619688,-0.3807288459691726,1.9361482825,1.0,2.1410970901,0.9540682565,1.8702914983,0.037215248,2.0221044193,0.0402360367,0.8786801149,3.4979902886,-86.5891324886,7.3609340664,18.947916093,0.0,1.57061e-05,0.0,0.0,1.923e-06,0.0
1,1,11,1,1.082455521595334,0.0462212026207327,2,0.447232996442359,102.2438220174341,0.5254487612297614,5.90518770550155,11.238370210790938,0.9999999999999944,1.0000008100712756,0.0,0.0,0.4975870106513879,0.6148572930302822,0.0,0.0,0.5310887540804825,0.65290879068229,-5.535113754591716,-5.535113754591716,-2.780913047829044,-2.131808694828772,-5.185951850046694,-5.185951850046694,-2.4317511432840218,-1.7999982990961223,0.8310026385347145,0.9059059059059056,1.679674872092653,0.3053053053053052,0.5714285714285714,0.9981738735487644,0.9629446153258284,0.9681011872003472,0.0861192705521602,-0.4628742159780579,1.8552104537,1.0,2.1240126733,0.9484821896,1.5304362988,-0.2904061357,1.6546629262,-0.313978613,0.7190130224,2.3422352648,-84.3918153086,7.3036604865,17.7144619896,0.0,5.396e-07,0.0,0.0,5.742e-07,0.0
1,1,12,1,0.6698611434387667,-0.9968961611719758,1,0.7196450066777692,102.3716741068965,2.9869448217890886,6.720748083839212,2.2500409230237097,0.999999999999973,1.000000250651242,0.0,0.0,0.2774906170818676,0.4866260506694498,0.0,0.0,0.2865939992564091,0.4797954730290574,-5.874923234157596,-5.874923234157596,-4.244687160602604,-3.016032542733293,-5.688311959722707,-5.688311959722707,-4.058075886167714,-2.959085632270706,0.7049371893136829,0.8258258258258254,0.7671581176779302,0.5455455455455454,0.2857142857142857,0.9489348374210756,0.9532148481860758,0.9533061420920372,0.0874308115259055,-0.6164191638423676,1.7601842352,1.0,2.0708880252,0.9247164334,1.1119714045,-0.2992165973,1.2022309321,-0.3235042261,0.5224143736,1.2364804044,-95.5533099364,9.4529959741,23.9623533025,0.0,5.973e-07,0.0,0.0,1.3694e-06,0.0
1,1,13,1,0.1367481981322514,-1.3621261480994358,1,0.6290087945482956,107.53991296007968,0.2239825896843928,2.4872814304265884,11.104798073508045,0.9999999999999484,1.0000006710453606,0.0,0.0,0.4959342322177167,0.5922416414434337,0.0,0.0,0.4983090256899296,0.5924444725195409,-5.658000016479182,-5.658000016479182,-2.8520041224187502,-2.307096799432576,-5.631035661405919,-5.631035661405919,-2.8250397673454875,-2.294959709245565,0.8600847796710673,0.9059059059059056,2.319345059274428,0.4054054054054052,0.4285714285714285,1.0370787619463808,0.9661114748479108,0.9181308873126126,0.0864578158440111,-0.5403884168056902,1.974495449,1.0,2.2080365539,0.985037761,2.0263797467,-0.0775166566,2.1908624643,-0.08380874,0.9520118069,4.1062148777,-92.1449292722,7.4814632126,20.6898422855,0.0,9.375e-07,0.0,0.0,3.3757e-06,0.0
1,1,14,1,0.0426348571180612,-1.0195423856684884,1,0.163184529653674,109.00834775477728,0.1874170281490252,2.4802849817603243,13.234042852222144,0.9999999999998588,1.0000005036175972,0.0,0.0,0.9365546791613916,0.7963068325614535,0.0,0.0,0.9554933110014948,0.9205125211545594,-5.883352148061772,-5.883352148061772,-0.3732711646402951,-1.1983986341950787,-5.766739463247646,-5.766739463247646,-0.2566584798261688,-0.4583835810920647,0.7602018760614745,0.6656656656656653,1.216424293857368,-0.1551551551551551,0.5714285714285714,0.7479379665064165,0.8566236420886608,0.3390236464209815,0.2376286470726891,-0.6907179282661513,1.8445336608,1.0,2.1618090605,0.9659026444,1.4845015236,-0.2413194698,1.6049995918,-0.2609075467,0.6974324433,2.2037447736,-84.3583479244,7.106161235,19.2552978159,0.0,2.4049e-06,0.0,0.0,4.9624e-06,0.0
1,1,15,1,0.6021359209373529,-1.220819583983902,2,0.5433942106395266,106.65890175046816,0.2708827177237908,7.330700182751702,27.062266077183075,0.9999999999999885,1.0000009768971554,0.0,0.0,0.6137952579589722,0.6080630554480833,0.0,0.0,0.6238065816422382,0.6080275660665789,-5.263867318747549,-5.263867318747549,-2.032930519975094,-2.063104073436605,-5.179388762245285,-5.179388762245285,-1.9484519634728303,-2.030177619424693,0.781061186729918,1.0260260260260257,0.8412497049736118,0.4254254254254251,0.6428571428571429,1.0839657843051749,0.934821119917547,0.9473902617195388,0.1494032856770324,-0.8042139842479605,1.6945521879,1.0,2.0840857581,0.9312943448,0.8095416279,0.111356648,0.8752527105,0.1203955481,0.3803300883,0.6553576473,-89.3751026248,8.7527348259,22.2902193894,0.0,2.3941e-06,0.0,0.0,2.5217e-06,0.0
1,1,16,1,2.0242832865848523,3.832337067219073,2,0.7602153118387324,102.7563132364443,0.6198020151133773,9.43671982484108,15.225377773440876,0.9999999999999944,1.000000525892334,0.0,0.0,0.4378420109052578,0.471884344830468,0.0,0.0,0.4571846893347905,0.4468515307747352,-5.708692547388485,-5.708692547388485,-3.209187122800052,-3.014849904825494,-5.467167827131842,-5.467167827131842,-2.967662402543409,-3.0241555145755954,0.8600847796710673,0.9859859859859856,1.0115911122238297,0.5655655655655653,0.4285714285714285,1.0342908127239412,0.974741587084374,0.9856376664221552,0.090633530736021,-0.5148630796419984,1.8403955648,1.0,2.1056371013,0.9387577004,1.4666266552,-0.3509857126,1.5856738074,-0.3794754781,0.6890346661,2.1509937459,-88.2600207978,8.1398294973,20.6932363396,0.0,1.6662e-06,0.0,0.0,2.2615e-06,0.0
1,1,17,1,0.5478788956245204,-0.967243521755576,2,0.5203580811891155,112.50531034045338,0.2371732499946327,4.593492146698808,19.3676653956665,0.9999999999999374,1.0000007562008792,0.0,0.0,0.7608487100504686,0.8749179722218432,0.0,0.0,0.7387292556491641,0.7954307280205798,-5.892147309635676,-5.892147309635676,-1.4091146296720325,-0.7370017334568413,-6.068573358481848,-6.068573358481848,-1.5855406785182042,-1.2414436338983368,0.8392254690026238,0.9659659659659654,2.4287643824604506,0.3053053053053052,0.7857142857142857,0.921151898512719,0.8423426583252963,0.4620289926827784,0.2385742617078527,-0.6051507973974423,1.7945082418,1.0,2.1181023374,0.9464079025,1.2656738224,0.0514331615,1.368409487,0.0556080286,0.5946251805,1.6019302246,-85.2853890211,7.6605154921,20.5125941309,0.0,8.734e-07,0.0,0.0,1.2973e-06,0.0
1,1,18,1,1.8842002217288112,3.637668493420532,2,0.7476072410427619,101.20418765221378,2.2116153930137545,9.626903530404414,4.352883218671169,0.9999999999999908,1.0000009185845424,0.0,0.0,0.3372552598325161,0.654116635632645,0.0,0.0,0.3519946132969877,0.7017244633237588,-6.008680354071808,-6.008680354071808,-3.982221300008785,-2.0783025762743867,-5.7570740503157705,-5.7570740503157705,-3.730614996252748,-1.7171943520427977,0.9391083726122168,1.0060060060060056,2.72615650877771,0.4054054054054052,0.6428571428571429,0.9778466917477588,0.8901313922736609,0.7957104473154689,0.1986204472131373,-0.5272332741102865,1.8772858625,1.0,2.1461104274,0.9581271235,1.6245787909,0.4354631897,1.7564470328,0.4708100535,0.7632420294,2.6392562477,-84.8516391648,7.1529406755,19.1781623108,0.0,4.1296e-06,0.0,0.0,3.4812e-06,0.0
1,1,19,1,0.7718878066792102,-0.9738973289548896,1,0.6162466628211664,101.69016330979954,0.6797210508191944,5.843370593580614,8.596718589983686,0.999999999999979,1.0000015941530804,0.0,0.0,0.5033433891231595,0.705026252123079,0.0,0.0,0.5215004990014183,0.744828443819299,-4.855347803760428,-4.855347803760428,-2.411440584843965,-1.4322001389211905,-4.686298907855536,-4.686298907855536,-2.2423916889390725,-1.1958101850454166,0.8392254690026237,0.9259259259259256,2.989446772280588,0.6456456456456453,0.6428571428571429,0.9916894478803896,0.8975214232561053,0.824860091397858,0.2002144237808908,-0.5113503493326023,1.7727078306,1.0,2.1147551476,0.9448330255,1.1683964265,-0.2544591084,1.2632360141,-0.2751137393,0.5489233669,1.3651502095,-80.2159689466,7.0116393641,18.5023530771,0.0,4.4407e-06,0.0,0.0,1.03805e-05,0.0
1,2,0,1,0.2542804546978431,-1.609017068494995,2,0.8512967248394123,459.8629286736836,3.440225729015981,8.828284828091945,2.566193477838191,0.9999999999999776,1.000001823434111,0.0,0.0,0.697265232780536,0.6442347905234206,0.0,0.0,0.6814421800563063,0.6247705492220579,-5.653833243231403,-5.653833243231403,-1.711611890787326,-2.0114371681238685,-5.785114963265611,-5.785114963265611,-1.8428936108215348,-2.1707455103534103,0.8891669208074203,1.0860860860860857,1.8004066355637218,0.4454454454454452,0.7142857142857143,1.0765653293628843,0.8840530868720535,0.8744283114736078,0.2079977862421141,-0.5434063669488538,1.9998660023,1.0,2.1751700453,0.9681160839,2.127990515,0.2390009534,2.3007210526,0.2584008345,0.9997494786,4.5283436319,-88.9071465847,7.3530923681,19.3410522736,0.0,1.50818e-05,0.0,0.0,1.1327e-06,0.0
1,2,1,1,0.8719638895940648,-0.7716803027483174,1,0.8791510133460327,469.36243365301056,2.3403273545466834,9.679673384040616,4.136033946377364,0.999999999999991,1.000001643578588,0.0,0.0,0.3952243420171388,0.611476589531908,0.0,0.0,0.3952249461435057,0.5875171710076829,-5.352406454783151,-5.352406454783151,-3.237005135483193,-2.079535210023779,-5.35239827329082,-5.35239827329082,-3.2369969539908627,-2.207772381660591,0.8809440903395108,1.0260260260260257,1.8853440944102444,0.5455455455455454,0.5,0.8993435409765849,0.9171247004060036,0.8244361897817124,0.1693392902751837,-0.5197093591561919,1.8567951729,1.0,2.1390642601,0.9545407095,1.537231698,-0.1808615603,1.6620099129,-0.1955422247,0.7222055633,2.3630812934,-83.0203494637,7.2167231123,18.6367479902,0.0,3.1028e-06,0.0,0.0,2.8109e-06,0.0
1,2,2,1,1.1967110010048687,1.3407015526562365,2,0.7780269841397636,456.077834362035,2.199398068633983,9.638119216658191,4.382162262534085,0.999999999999969,1.0000011979687982,0.0,0.0,0.6557895078065604,0.5408040908072149,0.0,0.0,0.6765625613949071,0.5411652756139841,-6.090354269870843,-6.090354269870843,-2.096363840864659,-2.796665766259502,-5.903357142274542,-5.903357142274542,-1.9093667132683585,-2.708665247327758,0.8048200929232757,1.0660660660660657,0.3586492311846585,-0.2152152152152151,0.7857142857142857,1.038392806226922,0.9193136337067492,0.894869192715511,0.1381437496258162,-0.5499408098580373,2.1154993962,1.0,2.2334964926,0.9925277255,2.5753539263,-0.7717609325,2.7843972773,-0.8344053287,1.209924916,6.6324478455,-90.2546248372,6.8689726198,18.6147945603,0.0,0.0001586364,0.0,0.0,2.6495e-06,0.0
1,2,3,1,0.8513555264803089,-0.0611010278693946,1,0.8461924702086556,467.41253095326687,3.1637158397458585,7.023447149777838,2.2199993632620405,0.999999999999996,1.000002974994184,0.0,0.0,0.4730336410438501,0.5311910280915432,0.0,0.0,0.499620404493393,0.5408974654777708,-6.955694614850221,-6.955694614850221,-3.66541706519852,-3.260892041297122,-6.585554793319518,-6.585554793319518,-3.295277243667817,-3.0234448968480057,0.6840778786452394,1.1461461461461455,1.974288632420328,0.5855855855855853,0.5714285714285714,0.916593303404624,0.9163821954388288,0.8288818748447165,0.142880490085332,-0.3449808387774615,2.1574687443,1.0,2.2360663268,0.9939172526,2.7317002937,-0.6653253275,2.9534343931,-0.7193302681,1.2833778746,7.4621864948,-91.5881408858,6.8151428335,17.7297657106,0.0,4.199e-07,0.0,0.0,5.5973e-06,0.0
1,2,4,1,0.2958680768273055,-0.6344876558231096,1,0.941047984848558,462.6035032161731,1.6089377830276552,10.547747671855932,6.55572128588308,0.9999999999999604,1.000001942942015,0.0,0.0,0.7307675387607999,0.813748307900215,0.0,0.0,0.735844379712774,0.8217383268025469,-5.704484733255082,-5.704484733255082,-1.5358324648357078,-1.06246993412615,-5.66512755053799,-5.66512755053799,-1.4964752821186158,-1.0098751160358912,0.8310026385347143,1.1461461461461455,1.2738113231864785,0.9459459459459456,0.3571428571428571,1.0880187887825752,0.913147458893208,0.8622657229268401,0.2137912214060132,-0.607643375603879,1.8127881186,1.0,2.1271182102,0.9503925163,1.3463353457,-0.1792152764,1.4556183648,-0.1937623107,0.6325207046,1.8126188632,-89.1083331279,8.0186823503,21.1640530835,0.0,4.2014e-06,0.0,0.0,1.30954e-05,0.0
1,2,5,1,0.8464802994400062,-0.2525625656546695,1,0.92571194363332,464.7124006111671,2.7507735441916408,9.861870398863129,3.585126234650187,0.999999999999992,1.0000005940588756,0.0,0.0,0.7248894799771457,0.6689281466215533,0.0,0.0,0.7430362791150897,0.7463343982549882,-5.719321287505815,-5.719321287505815,-1.5734454535835054,-1.8935062987213545,-5.579641197142879,-5.579641197142879,-1.4337653632205694,-1.415363041794507,0.8130429233911851,1.0660660660660657,1.5678717853794495,0.5255255255255253,0.7857142857142857,1.0468014254446756,0.8546599526372398,0.6972908061996368,0.2340654632286135,-0.3437731306178661,1.8160193328,1.0,2.1350510562,0.9533365094,1.3605087179,-0.4716495436,1.4709421999,-0.5099336801,0.6391794849,1.8509839714,-88.1075010306,7.9375807115,20.9844439221,0.0,1.08834e-05,0.0,0.0,8.9792e-06,0.0
1,2,6,1,0.4842027171784934,-1.185133343495988,1,0.8782919896960355,471.2720752650005,2.313795929803676,7.386880332698526,3.1925375256949726,0.9999999999999604,1.0000008362950286,0.0,0.0,0.557405860965386,0.6491661244488311,0.0,0.0,0.5459496889833422,0.6109997002545807,-6.347364633201025,-6.347364633201025,-2.8093063849703657,-2.226870533802339,-6.480557310727969,-6.480557310727969,-2.9424990624973097,-2.520938736390548,0.8891669208074202,1.0260260260260257,1.8853440944102444,0.3853853853853852,0.5714285714285714,1.077039864370582,0.944533257603754,0.934694215001218,0.1026575281495284,-0.4389826685715306,1.9302048546,1.0,2.1522262514,0.960351979,1.8458230133,-0.1780236911,1.9956498096,-0.1924740036,0.867184596,3.4070625964,-97.8478601305,8.5946528809,22.6339521014,0.0,3.8989e-05,0.0,0.0,8.231e-07,0.0
1,2,7,1,-0.3206347491653109,-0.9929375226110676,1,0.836047131432299,456.5304752794081,2.211394036881668,8.028187297970268,3.630373946965588,0.99999999999997,1.00000241010847,0.0,0.0,0.4772289502112511,0.6425664460476191,0.0,0.0,0.4594294475407016,0.5705352135978193,-6.137356128199452,-6.137356128199452,-3.208432106066238,-2.193697012773754,-6.375133413436098,-6.375133413436098,-3.4462093913028844,-2.7378953096867384,0.7892840171978274,1.0660660660660657,0.732596542821523,0.4654654654654652,0.4285714285714285,0.5699019263164911,0.8437633066304145,0.702120929130384,0.1914104989495881,-0.5723026561099495,2.1211103419,1.0,2.2320616983,0.9918590296,2.596434825,-0.4447433408,2.8071893279,-0.4808434812,1.2198289157,6.7414738005,-87.8950273472,6.5432529572,17.5819910167,0.0,1.5165e-06,0.0,0.0,1.0478e-06,0.0
1,2,8,1,1.1707523640457045,1.9731379877073705,2,0.844291206187023,452.8757213214381,0.5898411855906742,16.435233168401588,27.86382770464416,0.999999999999984,1.0000008526310733,0.0,0.0,0.743205084046685,0.7892659067405587,0.0,0.0,0.7586909470974879,0.8360920444150287,-5.947225909060637,-5.947225909060637,-1.5272173774726037,-1.2532832593549497,-5.825835339801524,-5.825835339801524,-1.405826808213491,-0.9549007601215448,0.8891669208074203,1.1661661661661658,2.989446772280588,0.5055055055055053,0.7142857142857143,1.0310084975580818,0.895229040350986,0.8974157662158115,0.1946261662357483,-0.4538590135994519,1.8391821943,1.0,2.0839733628,0.9300283668,1.4613777743,-0.3034791512,1.579998871,-0.3281127746,0.6865686936,2.1356249992,-90.0997138302,8.4724141522,20.3801831861,0.0,4.93293e-05,0.0,0.0,6.4997e-06,0.0
1,2,9,1,0.0866158204942977,-1.378713461367645,2,0.9029780905131723,465.8660706356784,0.7709404888020517,8.871525395969584,11.507406245785408,0.9999999999999688,1.000000619961838,0.0,0.0,0.921761942791947,0.7819568113136692,0.0,0.0,0.94206049143622,0.8116808544579077,-6.196944941582555,-6.196944941582555,-0.4848369328546908,-1.351201635176288,-6.063419558142662,-6.063419558142662,-0.351311549414798,-1.1418579902526371,0.8891669208074203,1.0860860860860857,2.8547679022815924,0.8658658658658656,0.4285714285714285,0.906188177898992,0.8721743901431664,0.826509351128121,0.1768589433407306,-0.4370629266463237,1.7950805948,1.0,2.0962592245,0.9358328417,1.2682118163,-0.4609851321,1.3711534917,-0.4984036305,0.5958175533,1.608361211,-97.1031510157,9.2893303881,23.8759581991,0.0,2.4918e-06,0.0,0.0,4.3305e-06,0.0
