fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,1,4.68572812431585,27.507787018988623,7,0.7325749972993514,98.95780012714572,0.2990547367643095,6.289387414377481,21.03089047318539,0.8941056737638199,0.999999999999994,1.0000002315432683,0.9999999999999988,0.1051207729468599,0.0733333333333333,1.4334650856389988,0.2564734299516907,0.0644444444444444,3.979760119940029,0.3108695652173913,0.043719806763285,7.11049723756906,0.0006911662244703,0.0009063458534366,0.0012203180771605,0.0036720190651215,0.0020619553764767,0.002857699543273,0.003834717665507,0.0109535973505335,-1.502368609436962,-1.5020451067228633,-1.501573078459713,-1.497887172281818,-0.4621438810706191,-0.4617753729256858,-0.4613229170349437,-0.4580261726085359,0.6451343727665574,0.8458458458458454,0.0026449801824277,-1.5565565565565564,0.5550660792951542,0.9473211657108316,0.9345479026518604,0.9852697116098512,0.145267973792597,-0.1434812607907303,0.0054809545,56.0,0.2089573825,0.0914613686,2.2587328073,0.390593483,0.2124099768,0.0333272258,1.0611734077,5.1018738949,267.0664008199,4.6279701918,12.3584645995,0.0,4.459e-07,0.0,0.0,4.459e-07,0.0
1,1,1,1,4.081778754147382,18.33113547269412,3,0.7336500380172275,101.21375822302204,1.42132353266149,5.3866541441470535,3.789885990320804,0.8467815590610634,0.999999999999988,1.0000001361283462,0.9999999999999956,0.1007729468599033,0.0844444444444444,1.1933638443935928,0.2542995169082125,0.0532367149758454,4.776769509981851,0.341256038647343,0.0416425120772946,8.194895591647333,0.0005656674166864,0.0007565382059815,0.0010916320263313,0.0034937007728828,0.0014589164779835,0.0019876127936271,0.0028580548352198,0.0079694830429579,-1.388029855295031,-1.3877647709914325,-1.3872993875121915,-1.3839633572939114,-0.5276643313173744,-0.5273849495348242,-0.5269249772558595,-0.524223918289112,0.6071984001204245,0.7657657657657654,0.0017074483761636,-1.436436436436436,0.486784140969163,0.942373716216244,0.9429187857690764,0.9847770002225326,0.1166103449755442,-0.1309811247957798,0.0034116066,56.0,0.2068522871,0.0884632883,0.8991572767,0.179442173,0.0792294877,0.0178080157,0.4224323427,0.8084838083,288.152438864,5.8301118843,15.4770639572,0.0,1.815e-07,0.0,0.0,1.815e-07,0.0
1,1,2,1,5.215110265378153,32.055098750966586,6,0.6553164432876194,97.24740655648633,2.5017776715938576,4.351008686533467,1.7391668076410174,0.8639370520526387,0.9999999999999936,1.0000002282957705,0.9999999999999986,0.1029468599033816,0.1377777777777777,0.7471949509116409,0.2608212560386473,0.0822222222222222,3.1721504112808456,0.3304347826086956,0.0437681159420289,7.549668874172184,0.000778376908587,0.0010844098442001,0.0013962156957168,0.0026026745804458,0.0023832408578909,0.0033068805114207,0.0043642997988929,0.0077103970615898,-1.2239634040599263,-1.223588539160117,-1.2232066029183375,-1.221728791100332,-0.3860099407353298,-0.3856525549109112,-0.3852434054527159,-0.3839486930351148,0.6492376431852316,0.6456456456456453,0.0015929502125721,-1.5765765765765765,0.513215859030837,0.9728688287963084,0.9602636089689566,0.9944320276624268,0.1155464610717562,-0.1535240921366767,0.0046427362,56.0,0.2239219463,0.0977931515,1.0075034157,-0.0467207179,0.0863130399,0.0114017017,0.4733343534,1.0150631326,270.7976454174,5.6849156135,14.7711016876,0.0,3.743e-07,0.0,0.0,3.743e-07,0.0
1,1,3,1,4.929003824146919,27.336419823725564,7,0.5063604306965792,96.78658041639054,1.905201595310564,4.261296230677494,2.236664215044848,0.7574622340509335,0.999999999999989,1.0000004151737938,0.9999999999999978,0.1138164251207729,0.1,1.138164251207729,0.2869082125603864,0.0533333333333333,5.379528985507246,0.3584057971014493,0.0370048309178743,9.685378590078331,0.0006734720503644,0.0009891449933478,0.0014683227088409,0.0037567289739473,0.001667679087734,0.0025001587999636,0.0037067601888595,0.0091818574032218,-1.08407721499297,-1.0837347705213114,-1.0832149547966512,-1.080732473824452,-0.4220386280889235,-0.4216867025944747,-0.42117661954482,-0.4188620570803978,0.6350443257310514,0.7657657657657654,0.0024689241172903,-1.396396396396396,0.5286343612334802,0.976975709193953,0.9648867062552864,0.9968444835337872,0.1175670004527582,-0.1662398859552132,0.0037973277,56.0,0.2115326982,0.0908436667,0.805361376,0.1539486886,0.0571567911,0.0114675828,0.3783661676,0.648606946,282.1770571674,6.1440678306,16.1762841467,0.0,4.95e-08,0.0,0.0,4.95e-08,0.0
1,1,4,1,7.767436094662825,74.44302864227515,7,0.6928947302057233,102.14676522280018,2.19801198780494,3.889097439454628,1.7693704406673882,0.8912760115921523,0.9999999999999852,1.0000004261549136,0.9999999999999988,0.1051207729468599,0.1022222222222222,1.0283553875236295,0.2651690821256038,0.0377777777777777,7.0191815856777495,0.3738647342995169,0.0458454106280193,8.154899894625922,0.0001638571007506,0.0002172458260215,0.0002793944815549,0.0007445355136977,0.0008957255402943,0.0011828359404316,0.0014742762370185,0.0036498592756534,-0.8966521601326354,-0.8966042811714868,-0.896548546312701,-0.8961314082504304,-0.1668428793494557,-0.1667949340778013,-0.1667462657460925,-0.1663829597852348,0.623996071927804,0.5855855855855853,0.0004588404126454,-1.916916916916917,0.5154185022026432,0.982449539052934,0.9707862724779092,0.9983141645870488,0.1154589966049612,-0.1488097674661061,0.0007671216,56.0,0.179469314,0.0784128835,0.946235467,0.1686221842,0.0841001689,0.0163798325,0.4445501087,0.895361559,351.4398085408,6.4565866314,17.5896201902,0.0,5.5e-09,0.0,0.0,5.5e-09,0.0
1,1,5,1,6.63806757676426,53.67568033953295,5,0.5996482481654115,101.031568448673,0.9853447149329556,3.76119903602892,3.817140315493384,0.8115374641581341,0.9999999999999898,1.0000002360609714,0.9999999999999984,0.1181642512077294,0.0933333333333333,1.266045548654244,0.2869082125603864,0.06,4.781803542673107,0.3368115942028986,0.0348309178743961,9.66990291262136,0.0006798882749003,0.0009353132893405,0.0015736642278567,0.0037673281101381,0.0020120184652074,0.0027272069828112,0.0046312302292851,0.0108678392896716,-1.0547431716897318,-1.0544735806080567,-1.0537998262368178,-1.051484500072888,-0.340310694457599,-0.3400668174715058,-0.3394175516634402,-0.3372908880165127,0.6442900435119987,0.5655655655655653,0.0015211855179861,-1.5965965965965965,0.5198237885462555,0.9494882844633752,0.9465157570233864,0.992169960916804,0.1222803554987871,-0.127063942959486,0.0035986465,56.0,0.2033090208,0.0892972641,0.7407504473,-0.0936254138,0.0705808604,-0.0152299115,0.3480113601,0.5487112252,284.8394721139,4.6317051059,12.908622576,0.0,1.6354e-06,0.0,0.0,1.6354e-06,0.0
1,1,6,1,4.00490845409783,17.352305307331555,5,0.7709036899228597,102.11418329859418,0.1336727993053106,5.987999766813695,44.79594800088697,0.8239836509236566,0.9999999999999868,1.0000003740401278,0.9999999999999966,0.1007729468599033,0.1111111111111111,0.9069565217391304,0.2608212560386473,0.0688888888888888,3.786115007012622,0.3456521739130435,0.0350241545893719,9.868965517241378,0.0004527863166233,0.0005677527217877,0.00070897019033,0.0016780602520567,0.0016968436124088,0.0022847966136444,0.0027256294677441,0.0058410114692861,-1.308334355191571,-1.308183872557524,-1.307999029197333,-1.306730561031272,-0.3366489060955044,-0.3364506359273345,-0.3363019777796024,-0.3352514051793075,0.5989677978570589,0.7657657657657654,0.0009593608287093,-1.796796796796797,0.5154185022026432,0.9559829698327368,0.945666773232741,0.9865670220039808,0.1324194278770611,-0.150880699107096,0.0024521918,56.0,0.2037082017,0.0890162873,1.3035262733,-0.1422102436,0.1156832996,-0.0101766574,0.6124086094,1.6991807451,299.3595317167,6.783568961,17.3342054631,0.0,8.15e-08,0.0,0.0,8.15e-08,0.0
1,1,7,1,4.182094374772223,19.47400644466824,5,0.3709943812383873,96.19297723977418,0.2259940902527095,3.1485589674735204,13.93204116069036,0.5551078073833178,0.9999999999999832,1.000000418671131,0.9999999999999982,0.1116425120772946,0.1133333333333333,0.985080988917306,0.2673429951690821,0.06,4.455716586151369,0.3456521739130435,0.0460386473429951,7.507869884575028,0.0004192899562362,0.0004830880652002,0.0006175241381804,0.001447641173128,0.0020842342814876,0.0023795057897192,0.0029145922600131,0.0068000371786005,-0.939166651036061,-0.9391067088465648,-0.93898039800926,-0.9382004527503668,-0.1923548541618705,-0.192297938628661,-0.1921947971777558,-0.1914458520098932,0.6349464755701658,0.6856856856856854,0.000526892142135,-1.956956956956957,0.5,0.9775994133521384,0.9689313289597452,0.994274457494582,0.1257318966322973,-0.1581993468472229,0.0015487935,56.0,0.191202476,0.0840689696,0.7089160633,0.0039415242,0.0629629825,-0.0003731875,0.3330552743,0.5025619849,319.9152453706,7.0337589832,18.7760946015,0.0,6.32e-08,0.0,0.0,6.32e-08,0.0
1,1,8,1,6.254463877752505,51.66067476111783,5,0.6370511341638678,96.36948994488368,1.7303423459206322,4.975582194730129,2.875490047654622,0.8701992485036605,0.9999999999999928,1.000000307710167,0.9999999999999992,0.1116425120772946,0.0755555555555555,1.4776214833759589,0.2803864734299517,0.0733333333333333,3.823451910408433,0.4021739130434782,0.0438647342995169,9.168502202643172,0.0004014066250606,0.0005574095186264,0.0009403531180235,0.0027134669392452,0.0017006842100404,0.0021923384091772,0.0036724018000491,0.0106519004484871,-1.0943490906121556,-1.0941783004311387,-1.0937590581647596,-1.091817873462554,-0.2702400460636153,-0.2701069550644324,-0.2697063012799411,-0.2678169480504818,0.6134334425179758,0.7857857857857854,0.0023033628731421,-1.5165165165165162,0.5176211453744494,0.9580473294207956,0.9532558106560904,0.99136262358382,0.1182713106507371,-0.1413241321608261,0.0023497757,56.0,0.190950754,0.0839671765,0.6066420707,-0.2517158668,0.0580863602,-0.0235501841,0.2850060137,0.3680146019,304.0219005474,5.0263333096,13.1931771376,0.0,4.25e-08,0.0,0.0,4.25e-08,0.0
1,1,9,1,5.462573202958093,36.735042130511374,6,0.7221128697594157,98.76855735322177,0.1617251921699956,5.183890982333355,32.05370117528979,0.9048879832928624,0.99999999999999,1.0000001671877998,0.9999999999999982,0.1138164251207729,0.0844444444444444,1.347826086956521,0.2695169082125604,0.0422222222222222,6.383295194508009,0.3390821256038647,0.0435748792270531,7.781596452328157,0.0005941013374623,0.0007877892710172,0.0010972235579816,0.0030782273863579,0.0015461992929785,0.002070338099727,0.0028286373203336,0.0078766144176006,-1.2637893492926382,-1.2635444230341073,-1.2631531308107025,-1.2606480710121155,-0.472041173237652,-0.4717933749949073,-0.4714348722244167,-0.4690483291216878,0.6236250473501294,0.6456456456456453,0.0010046204213468,-1.436436436436436,0.5154185022026432,0.953838035047562,0.9413523193028652,0.9923581247592324,0.131179384279144,-0.1485520903065789,0.0037254772,56.0,0.211466395,0.0917421058,2.0334626017,-0.0570016561,0.2127672286,0.0046075412,0.9553393972,4.1349701524,282.2699482774,5.6250224521,14.6265746694,0.0,2.02e-07,0.0,0.0,2.02e-07,0.0
