fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1,0,1,0.576367069959383,0.0026336630350029,0.1,0.0729997354397369,0.6095935739575664,4.920953208303236e-07,3.054174036701014e-09,6.063095609235718e-09,0.0007330297336145,0.6166542859162272,1.0,1.0,0.1351823198367816,0.7727272727272726,0.5918367346938775,0.1725327812284333,0.4634146341463415,0.4375,0.2055130572408336,0.3310225303292894,0.2664233576642335,0.1170600134861766,0.1448743827271743,0.0745116676544688,0.0920052424747801,0.0837490354685006,0.0994012695169184,0.0961342704385103,0.0952448288478031,0.0906192867878115,0.1011639215113224,0.0738165070916379,0.0921549616056034,0.0838968044969236,0.0986437991982368,0.0939285484364812,0.0956806776697007,0.0910367388958565,0.0982536149178476,0.2007491356127545,0.7435984405239027,0.0133630289532293,6.871893891574478e-08,0.0472440944881889,0.2419928825622772,0.0406446583357131,0.9428430271576624,0.9188103940600733,0.8512482648688,0.1456414974219657,0.4643779911075238,0.1118678772199778
1,1,1,1,0.4242322303483813,0.001010883308907,0.1,0.0525341093767716,0.6318248822109203,4.920956057998199e-07,4.089831047631541e-09,6.091357487037549e-09,0.0005257122919374,0.6341905716415234,1.0,1.0,0.0180060522243978,0.7454545454545445,0.6632653061224489,0.1250363137706741,0.4661246612466125,0.453125,0.1991947472491969,0.3050259965337955,0.2499999999999999,0.1136855999196567,0.0554283963522328,0.0990554284450995,0.0983626980481007,0.0811603147759034,0.0626762495341162,0.1110536719207416,0.1057783881686251,0.0894962131180452,0.0584380813749509,0.0982482200922099,0.0983655090865235,0.0811631520297857,0.0617397371636183,0.1085339729143785,0.1058191617393956,0.0895156810220001,0.0549702377803943,0.113618901267768,0.7522368380213806,0.0155902004454342,8.864347929017239e-08,0.0472440944881889,0.2597864768683271,0.2533309662928285,0.9422193140667582,0.9165399191026928,0.8616947380612956,0.1198199287105259,0.5113679163627863,0.1030032920347473
1,1,2,1,0.4821845322668469,0.0015334386095813,0.0,0.0671605124910238,0.5954878632753446,4.92095667412382e-07,2.530648590712586e-09,6.129921391319306e-09,0.0009156593064857,0.6000312452578858,1.0,1.0,0.0446248853226711,0.7545454545454544,0.6632653061224489,0.1283907214007514,0.5609756097560976,0.421875,0.2656868921826597,0.3310225303292894,0.2390510948905107,0.1374091556154941,0.1273068882240564,0.0500317944041478,0.059259230364273,0.0461564864781047,0.0,0.0669744523352556,0.0697660387509689,0.0594888566947064,0.0,0.0500652856219676,0.0602256634652832,0.0471141761150543,0.0,0.0674832021574198,0.0732495615962338,0.0629705779304867,0.0,0.1092777564348828,0.7009760520471651,0.0178173719376391,8.331281018943935e-08,0.0446194225721784,0.3238434163701065,0.0356306490579436,0.8957460389854891,0.8653793285718017,0.836675363105446,0.1780764526895404,0.5090960100053648,0.168279988474813
1,1,3,1,0.4791263455791461,0.0019478548608809,0.1,0.0693147889187044,0.6154939936120795,4.920950590569595e-07,3.709940902190056e-09,6.108365617319838e-09,0.000591375640972,0.6220221791510067,1.0,1.0,0.0399008640166504,0.7636363636363636,0.5510204081632653,0.193621048237944,0.5772357723577236,0.484375,0.2374130431852621,0.315424610051993,0.2354014598540146,0.1308868935656741,0.4944175107234256,0.0125331698077991,0.0048663025237754,0.0374759279121335,0.0655652966770601,0.02372717952034,0.0095711543039409,0.04316922681121,0.0562948964888945,0.0118891450758539,0.0051418001591432,0.0377363228541275,0.0648804076912098,0.0219738007268204,0.0107432596797321,0.0442924800142957,0.0539076590268414,0.1990203611217825,0.69349306304838,0.0178173719376391,8.864347929017239e-08,0.0446194225721784,0.4412811387900357,0.0766581504665899,0.8539582434869012,0.8578769366178571,0.7739818038822301,0.1639074034128762,0.4843367518344029,0.0835698653147051
1,1,4,1,0.5092312474010927,0.0017769973694959,0.0,0.0492649004119581,0.6297953135869891,4.920960721533993e-07,3.690553223439711e-09,6.254346181138137e-09,0.0006113781929547,0.6334255407982212,1.0,1.0,0.0762005175884213,0.7090909090909089,0.5816326530612234,0.1522662110030653,0.4878048780487805,0.421875,0.2266917514513496,0.3448873483535529,0.2645985401459854,0.1258921015355233,0.1835553112496846,0.0462579711425877,0.0359311466536367,0.0299389721492651,0.0627283596687648,0.0609625393470503,0.0411882564826255,0.0422875767151196,0.0524487488831071,0.0455230747167646,0.0360711624944033,0.0300766587183606,0.0619223227139842,0.0591391309722491,0.0421689881700578,0.0432519382981131,0.0498946446742882,0.1301190933538225,0.7242388004349096,0.0178173719376391,9.422563240480773e-08,0.0472440944881889,0.3416370106761566,0.1346712257925082,0.9436431983912538,0.9481441006764816,0.8350839913375316,0.0990979967275991,0.4599791163886192,0.0972958723892082
1,1,5,1,0.5101320729084722,0.0021291699231417,0.0,0.0489436486639706,0.6152198484395472,4.920959450996665e-07,1.1173525759502747e-09,6.2932096326463284e-09,0.0022564835370921,0.616807016319918,1.0,1.0,0.0993893004340622,0.7363636363636362,0.5510204081632653,0.1818548183970581,0.4878048780487805,0.4296875,0.2223237320740393,0.3518197573656845,0.2846715328467153,0.1162339851652057,0.1083967126842806,0.042989845362257,0.0230154954478578,0.0155092400159366,0.049032393078169,0.0577242143437771,0.0298911572003139,0.0222787378498352,0.0421501016724277,0.0423692757191411,0.0232883716880708,0.0157779333371884,0.0483376355805572,0.056411665258349,0.0314645070596742,0.0238457839014243,0.0401342596200532,0.1253553592009221,0.7646567887495026,0.0155902004454342,9.422563240480773e-08,0.0472440944881889,0.3096085409252667,0.0409410529728226,0.9598664553663362,0.9046441922483792,0.8098394849667556,0.1727223705245957,0.5106635992335878,0.0451137499157067
1,1,6,1,0.6100958618383928,0.0026541611843136,0.1,0.1087531652745757,0.6034132433415518,4.92095752278314e-07,1.2328590590572122e-09,6.3612146571699375e-09,0.0020589280893386,0.6080503893265192,1.0,1.0,0.2513521655187523,0.7454545454545453,0.6122448979591836,0.1503124839409738,0.5230352303523036,0.4140625,0.2502975867213147,0.3622183708838821,0.2627737226277372,0.1367571212480181,0.2352079803914499,0.0558872190656838,0.046954917989075,0.0327666811424716,0.0376274165615884,0.0803303050717877,0.0449207860978185,0.0403633341070548,0.0352476529979624,0.0558824527452969,0.0478934752346444,0.0336979287671403,0.0375829719118409,0.0803137287264189,0.0479135963364971,0.043337556021162,0.0346528532853166,0.1400883595850941,0.7229332139537705,0.0133630289532293,9.422563240480773e-08,0.0472440944881889,0.2882562277580069,0.0802426731091334,0.9395823620631326,0.8943958710465472,0.895346871629396,0.1294795378123918,0.4968047927866695,0.0735221093544055
1,1,7,1,0.6115899462540284,0.002577287486935,0.0,0.0491515174420802,0.5993265520637384,4.920950541492368e-07,2.2640646605181404e-09,6.4687026299766195e-09,0.0010968573363075,0.6044547953702275,1.0,1.0,0.0362517287179417,0.7636363636363636,0.6530612244897959,0.1366202014532073,0.5149051490514905,0.4023437499999996,0.2533359408399204,0.3864818024263429,0.2810218978102189,0.1364664510016473,0.0117371949680999,0.0448408077716435,0.0327816355555955,0.0501216352778077,0.0421624845047414,0.0615644029754772,0.0418518935483969,0.0568421297787935,0.0411086990748086,0.0448460509070635,0.0337452986364071,0.0510442120281995,0.0421274562027909,0.0618286641201156,0.0451639005434226,0.0600631220727193,0.0408212792958332,0.0,0.6957931654085394,0.0133630289532293,9.422563240480773e-08,0.0472440944881889,0.2491103202846973,0.0344852072832808,0.9637358568851756,0.9495962893756672,0.9096040814610976,0.0683474922049856,0.4863115616991521,0.0697702932179179
1,1,8,1,0.5899201505913145,0.0027341716834179,0.2,0.0507955705053101,0.5970962506092882,4.920952391372579e-07,2.688294539662419e-09,5.993966727192813e-09,0.0008353335538916,0.6014741810528773,1.0,1.0,0.0941654913666799,0.7909090909090908,0.6428571428571428,0.1519622344769692,0.4932249322493225,0.453125,0.212741724075176,0.3760831889081455,0.2481751824817518,0.1564396493594066,0.2008704898532962,0.074713354833461,0.0826496448343185,0.0758111655882667,0.0720421449833543,0.0981955527383298,0.0850515758253613,0.0875837402491579,0.0757981240287524,0.0743487522937167,0.0831604077078382,0.0763136590627824,0.0716137052424579,0.0974006966395775,0.0870547696351344,0.0895488282011308,0.0743597192843846,0.2472147522089897,0.8033211801695934,0.0133630289532293,7.822229538664609e-08,0.0498687664041994,0.2846975088967971,0.0507560378829397,0.9382776305516196,0.937088614842004,0.8229966315518173,0.1162953743343226,0.4706216132139528,0.0882841571594091
1,1,9,1,0.551949010547382,0.0027476484718305,0.0,0.0949393401111153,0.5914942187935744,4.920950476942359e-07,3.455651446869419e-09,6.196700402746129e-09,0.0006526187530615,0.5927694468302213,1.0,1.0,0.0857307170927414,0.6545454545454544,0.5714285714285704,0.1351996682319528,0.5230352303523036,0.41796875,0.2478622614965269,0.3500866551126516,0.2591240875912408,0.1327464691157317,0.2576640954475,0.1062993530071036,0.0825874541882512,0.0616384963375444,0.0564073103489612,0.1249500567617457,0.0866033432802285,0.0794747199372396,0.05586397554393,0.105923281476681,0.0830713004654082,0.0621222724832115,0.0559453501245378,0.1241481225790813,0.0885681740804559,0.0814228055946678,0.0543603706381708,0.0896273530541683,0.7227555162689918,0.0133630289532293,7.33611155858038e-08,0.0472440944881889,0.3309608540925266,0.0766118388045415,0.9114768117387618,0.8829708880343183,0.8359099538755488,0.1529932478911326,0.460923540263091,0.0349924289331233
