fid,iid,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1,1,0.576367069959383,0.0026336630350029377,0.1,0.07299973543973698,0.6095935739575664,4.920953208303236e-07,3.0541740367010145e-09,6.063095609235718e-09,0.0007330297336145757,0.6166542859162272,1.0,1.0,0.13518231983678164,0.7727272727272726,0.5918367346938775,0.17253278122843338,0.4634146341463415,0.4375,0.2055130572408336,0.3310225303292894,0.26642335766423353,0.11706001348617667,0.14487438272717434,0.07451166765446882,0.09200524247478015,0.08374903546850065,0.09940126951691841,0.0961342704385103,0.09524482884780316,0.0906192867878115,0.10116392151132247,0.0738165070916379,0.09215496160560344,0.0838968044969236,0.09864379919823685,0.09392854843648124,0.09568067766970079,0.0910367388958565,0.09825361491784768,0.20074913561275454,0.7435984405239027,0.013363028953229383,6.871893891574478e-08,0.04724409448818894,0.24199288256227725,0.04064465833571318,0.9428430271576625,0.9188103940600731,0.8512482648688,0.14564149742196575,0.46437799110752387,0.11186787721997782
1,1,1,0.4242322303483813,0.0010108833089070334,0.1,0.05253410937677164,0.6318248822109203,4.920956057998199e-07,4.089831047631541e-09,6.091357487037549e-09,0.000525712291937463,0.6341905716415234,1.0,1.0,0.018006052224397856,0.7454545454545445,0.6632653061224489,0.12503631377067417,0.4661246612466125,0.453125,0.19919474724919695,0.3050259965337955,0.24999999999999994,0.11368559991965677,0.055428396352232845,0.09905542844509951,0.09836269804810072,0.08116031477590346,0.06267624953411621,0.11105367192074167,0.10577838816862517,0.08949621311804523,0.05843808137495099,0.0982482200922099,0.09836550908652353,0.08116315202978575,0.06173973716361836,0.1085339729143785,0.10581916173939565,0.08951568102200014,0.05497023778039434,0.11361890126776808,0.7522368380213806,0.015590200445434271,8.864347929017238e-08,0.04724409448818894,0.2597864768683271,0.2533309662928285,0.9422193140667582,0.9165399191026928,0.8616947380612956,0.11981992871052594,0.5113679163627863,0.10300329203474734
1,1,1,0.4821845322668469,0.001533438609581324,0.0,0.06716051249102387,0.5954878632753446,4.92095667412382e-07,2.5306485907125866e-09,6.129921391319306e-09,0.0009156593064857921,0.6000312452578858,1.0,1.0,0.044624885322671184,0.7545454545454544,0.6632653061224489,0.1283907214007514,0.5609756097560976,0.421875,0.26568689218265973,0.3310225303292894,0.23905109489051074,0.13740915561549413,0.12730688822405645,0.050031794404147845,0.05925923036427305,0.046156486478104775,0.0,0.06697445233525567,0.06976603875096898,0.05948885669470649,0.0,0.05006528562196766,0.06022566346528324,0.04711417611505431,0.0,0.06748320215741987,0.07324956159623386,0.06297057793048677,0.0,0.1092777564348828,0.7009760520471651,0.01781737193763916,8.331281018943935e-08,0.04461942257217844,0.3238434163701065,0.035630649057943664,0.8957460389854891,0.8653793285718017,0.836675363105446,0.17807645268954042,0.5090960100053648,0.16827998847481307
1,1,1,0.4791263455791461,0.0019478548608809834,0.1,0.06931478891870443,0.6154939936120795,4.920950590569595e-07,3.709940902190056e-09,6.1083656173198384e-09,0.0005913756409720335,0.6220221791510067,1.0,1.0,0.03990086401665045,0.7636363636363636,0.5510204081632653,0.19362104823794404,0.5772357723577236,0.484375,0.2374130431852621,0.31542461005199307,0.2354014598540146,0.1308868935656741,0.49441751072342566,0.012533169807799172,0.004866302523775401,0.0374759279121335,0.06556529667706013,0.02372717952034009,0.009571154303940954,0.04316922681121005,0.05629489648889452,0.011889145075853924,0.005141800159143228,0.037736322854127535,0.06488040769120984,0.021973800726820425,0.010743259679732109,0.044292480014295754,0.05390765902684147,0.19902036112178256,0.69349306304838,0.01781737193763916,8.864347929017238e-08,0.04461942257217844,0.4412811387900357,0.07665815046658997,0.8539582434869012,0.8578769366178571,0.7739818038822301,0.16390740341287624,0.48433675183440295,0.08356986531470512
1,1,1,0.5092312474010927,0.0017769973694959332,0.0,0.049264900411958135,0.6297953135869891,4.920960721533993e-07,3.690553223439711e-09,6.254346181138137e-09,0.0006113781929547789,0.6334255407982212,1.0,1.0,0.07620051758842135,0.7090909090909089,0.5816326530612234,0.15226621100306534,0.4878048780487805,0.421875,0.2266917514513496,0.3448873483535529,0.2645985401459854,0.12589210153552338,0.1835553112496846,0.046257971142587784,0.035931146653636725,0.02993897214926511,0.06272835966876489,0.060962539347050315,0.041188256482625585,0.042287576715119624,0.05244874888310713,0.045523074716764644,0.03607116249440334,0.030076658718360627,0.061922322713984235,0.0591391309722491,0.042168988170057875,0.043251938298113135,0.04989464467428828,0.13011909335382255,0.7242388004349096,0.01781737193763916,9.422563240480773e-08,0.04724409448818894,0.3416370106761566,0.13467122579250823,0.9436431983912538,0.9481441006764815,0.8350839913375316,0.09909799672759911,0.4599791163886192,0.09729587238920823
1,1,1,0.5101320729084722,0.002129169923141708,0.0,0.04894364866397069,0.6152198484395472,4.920959450996665e-07,1.1173525759502747e-09,6.293209632646328e-09,0.0022564835370921894,0.616807016319918,1.0,1.0,0.09938930043406226,0.7363636363636362,0.5510204081632653,0.1818548183970581,0.4878048780487805,0.4296875,0.22232373207403935,0.35181975736568455,0.2846715328467153,0.1162339851652057,0.10839671268428064,0.04298984536225703,0.02301549544785786,0.015509240015936676,0.04903239307816909,0.05772421434377717,0.02989115720031399,0.02227873784983525,0.04215010167242772,0.042369275719141175,0.023288371688070852,0.015777933337188466,0.04833763558055726,0.056411665258349064,0.031464507059674296,0.023845783901424333,0.040134259620053236,0.1253553592009221,0.7646567887495026,0.015590200445434271,9.422563240480773e-08,0.04724409448818894,0.3096085409252667,0.04094105297282269,0.9598664553663362,0.9046441922483792,0.8098394849667556,0.17272237052459571,0.5106635992335878,0.04511374991570671
1,1,1,0.6100958618383928,0.002654161184313662,0.1,0.10875316527457576,0.6034132433415518,4.92095752278314e-07,1.2328590590572122e-09,6.361214657169937e-09,0.0020589280893386973,0.6080503893265192,1.0,1.0,0.2513521655187523,0.7454545454545453,0.6122448979591836,0.15031248394097388,0.5230352303523036,0.4140625,0.25029758672131475,0.36221837088388215,0.2627737226277372,0.13675712124801814,0.23520798039144997,0.055887219065683835,0.04695491798907503,0.03276668114247161,0.03762741656158841,0.08033030507178773,0.04492078609781858,0.04036333410705484,0.0352476529979624,0.05588245274529691,0.04789347523464449,0.033697928767140395,0.0375829719118409,0.08031372872641895,0.047913596336497166,0.04333755602116207,0.03465285328531664,0.14008835958509414,0.7229332139537705,0.013363028953229383,9.422563240480773e-08,0.04724409448818894,0.28825622775800697,0.08024267310913347,0.9395823620631326,0.8943958710465472,0.895346871629396,0.12947953781239185,0.49680479278666956,0.07352210935440551
1,1,1,0.6115899462540284,0.0025772874869350315,0.0,0.04915151744208021,0.5993265520637384,4.920950541492368e-07,2.2640646605181404e-09,6.4687026299766195e-09,0.001096857336307512,0.6044547953702275,1.0,1.0,0.0362517287179417,0.7636363636363636,0.6530612244897959,0.13662020145320733,0.5149051490514905,0.4023437499999996,0.2533359408399204,0.38648180242634295,0.28102189781021897,0.13646645100164734,0.011737194968099995,0.044840807771643565,0.032781635555595545,0.050121635277807775,0.04216248450474147,0.06156440297547727,0.04185189354839691,0.05684212977879355,0.04110869907480863,0.044846050907063506,0.033745298636407184,0.05104421202819953,0.0421274562027909,0.06182866412011567,0.045163900543422675,0.060063122072719355,0.040821279295833235,0.0,0.6957931654085394,0.013363028953229383,9.422563240480773e-08,0.04724409448818894,0.24911032028469737,0.03448520728328086,0.9637358568851756,0.9495962893756671,0.9096040814610975,0.0683474922049856,0.48631156169915213,0.06977029321791794
1,1,1,0.5899201505913145,0.0027341716834179807,0.20000000000000004,0.05079557050531011,0.5970962506092882,4.920952391372579e-07,2.688294539662419e-09,5.993966727192813e-09,0.0008353335538916507,0.6014741810528773,1.0,1.0,0.09416549136667991,0.7909090909090908,0.6428571428571428,0.15196223447696924,0.4932249322493225,0.453125,0.21274172407517603,0.37608318890814557,0.2481751824817518,0.1564396493594066,0.20087048985329625,0.07471335483346109,0.08264964483431858,0.07581116558826673,0.07204214498335437,0.0981955527383298,0.08505157582536138,0.08758374024915794,0.07579812402875241,0.07434875229371674,0.08316040770783828,0.07631365906278242,0.07161370524245791,0.09740069663957751,0.08705476963513448,0.08954882820113086,0.07435971928438467,0.2472147522089897,0.8033211801695934,0.013363028953229383,7.822229538664608e-08,0.04986876640419944,0.2846975088967971,0.0507560378829397,0.9382776305516195,0.9370886148420041,0.8229966315518173,0.11629537433432269,0.4706216132139528,0.08828415715940918
1,1,1,0.551949010547382,0.0027476484718305786,0.0,0.09493934011111532,0.5914942187935744,4.920950476942359e-07,3.455651446869419e-09,6.196700402746129e-09,0.000652618753061526,0.5927694468302213,1.0,1.0,0.08573071709274145,0.6545454545454544,0.5714285714285704,0.1351996682319528,0.5230352303523036,0.41796875,0.24786226149652693,0.35008665511265163,0.25912408759124084,0.1327464691157317,0.2576640954475,0.10629935300710369,0.0825874541882512,0.06163849633754448,0.05640731034896129,0.12495005676174575,0.08660334328022856,0.07947471993723965,0.05586397554393008,0.10592328147668106,0.08307130046540823,0.06212227248321156,0.05594535012453783,0.12414812257908137,0.08856817408045592,0.08142280559466786,0.054360370638170896,0.08962735305416836,0.7227555162689918,0.013363028953229383,7.336111558580379e-08,0.04724409448818894,0.3309608540925266,0.07661183880454159,0.9114768117387618,0.8829708880343183,0.8359099538755488,0.15299324789113267,0.460923540263091,0.034992428933123376
1,1,1,0.5850207306189933,0.0023008235521207294,0.0,0.09535507766733439,0.624889654277167,4.920949657884605e-07,3.878018227131194e-09,6.363620888530736e-09,0.0005888087218437937,0.6274627247044999,1.0,1.0,0.05720173624899015,0.6727272727272726,0.5714285714285714,0.14280966763153066,0.5474254742547425,0.41015625,0.2661030361829311,0.36741767764298094,0.25912408759124067,0.1424454317885811,0.14632519914933484,0.014984949730848407,0.04656046630476651,0.05843914186225185,0.04412463856528426,0.010017027578636206,0.05097997394047271,0.07129700793382288,0.0384431125197211,0.014495579464342212,0.04698547723715052,0.05884881821493715,0.04358049669675024,0.008879000759666633,0.05277814178227214,0.07303212365622114,0.03667444785196705,0.2697080291970805,0.632887287728007,0.015590200445434271,6.871893891574478e-08,0.04461942257217844,0.2526690391459072,0.1089960403528949,0.9996709249713599,0.9694060815559276,0.9445130215509823,0.04181587290553579,0.5054398674213615,0.12170719895047244
1,1,1,0.5893880304487941,0.0022622073326171734,0.0,0.060811066177860085,0.6095416215186369,4.920953357300752e-07,3.3323725695705032e-09,6.395159817112021e-09,0.0007050201793233826,0.6135817277893459,1.0,1.0,0.19635497254590517,0.7363636363636362,0.6428571428571428,0.13129183070243985,0.5392953929539296,0.41015625,0.26166008700356336,0.36568457538994786,0.26094890510948904,0.14006357769001057,0.2949212413942255,0.07386698576080375,0.05522110714389328,0.05104135429552459,0.05037340011064062,0.10734863493678148,0.0661867817854409,0.05135805162396867,0.04984700084303606,0.07373348616730024,0.05600799480009788,0.05181320440630244,0.05018909334238131,0.1072572494038333,0.06903270752419188,0.05421512772608794,0.04917753757398258,0.22915866308106037,0.7574275496881051,0.015590200445434271,8.864347929017238e-08,0.04724409448818894,0.22064056939501753,0.10496383831055067,0.956587276615012,0.9183551976262114,0.8236131208059416,0.133119063542825,0.46392640954200914,0.07943183281122612
