fid,iid,rep,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.0005488857,0.0,0.0,1.2111e-06,0.0
1,1,1,0.0,0.001295968,0.0,0.0,9.363e-07,0.0
1,1,2,0.0,0.00338883,0.0,0.0,4.8942e-06,0.0
1,1,3,0.0,0.0006380564,0.0,0.0,2.89e-07,0.0
1,1,4,0.0,0.0008558781,0.0,0.0,2.0645e-06,0.0
1,1,5,0.0,0.0002407418,0.0,0.0,8.645e-07,0.0
1,1,6,0.0,0.0056998257,0.0,0.0,1.15527e-05,0.0
1,1,7,0.0,0.0059891559,0.0,0.0,5.2855e-06,0.0
1,1,8,0.0,0.0037734287,0.0,0.0,3.7749e-06,0.0
1,1,9,0.0,0.0004692762,0.0,0.0,4.2392e-06,0.0
1,1,10,0.0,0.0017798352,0.0,0.0,1.2936e-06,0.0
1,1,11,0.0,0.0004428774,0.0,0.0,1.9655e-06,0.0
1,1,12,0.0,0.0037778563,0.0,0.0,1.4943e-06,0.0
1,1,13,0.0,0.0025219978,0.0,0.0,7.412e-07,0.0
1,1,14,0.0,0.0033650042,0.0,0.0,1.4749e-06,0.0
1,1,15,0.0,0.001340027,0.0,0.0,1.7135e-06,0.0
1,1,16,0.0,0.0046051658,0.0,0.0,1.4857e-06,0.0
1,1,17,0.0,0.0022899133,0.0,0.0,1.2499e-06,0.0
1,1,18,0.0,0.0012671755,0.0,0.0,1.3592e-06,0.0
1,1,19,0.0,0.0011796422,0.0,0.0,1.4015e-06,0.0
1,2,0,0.0,0.0004030114,0.0,0.0,5.715e-06,0.0
1,2,1,0.0,0.0019180883,0.0,0.0,1.399e-07,0.0
1,2,2,0.0,0.0053077789,0.0,0.0,8.9111e-06,0.0
1,2,3,0.0,0.0038935058,0.0,0.0,2.2583e-06,0.0
1,2,4,0.0,0.0003012931,0.0,0.0,4.828e-07,0.0
1,2,5,0.0,0.0137018461,0.0,0.0,1.5554e-06,0.0
1,2,6,0.0,0.0010966734,0.0,0.0,5.24911e-05,0.0
1,2,7,0.0,0.0172165622,0.0,0.0,1.14986e-05,0.0
1,2,8,0.0,0.0068557966,0.0,0.0,3.0691e-06,0.0
1,2,9,0.0,0.0056562888,0.0,0.0,2.414e-06,0.0
1,2,10,0.0,0.0024063277,0.0,0.0,2.6078e-06,0.0
1,2,11,0.0,0.0002183565,0.0,0.0,5.6815e-06,0.0
1,2,12,0.0,0.004691735,0.0,0.0,8.9761e-06,0.0
1,2,13,0.0,0.0029560741,0.0,0.0,1.6662e-06,0.0
1,2,14,0.0,0.0027556988,0.0,0.0,3.86e-07,0.0
1,2,15,0.0,0.0032890722,0.0,0.0,4.2727e-06,0.0
1,2,16,0.0,0.0040604681,0.0,0.0,8.52e-07,0.0
1,2,17,0.0,0.0084419866,0.0,0.0,1.4229e-06,0.0
1,2,18,0.0,0.0021803684,0.0,0.0,9.557e-07,0.0
1,2,19,0.0,0.0013569265,0.0,0.0,4.1723e-06,0.0
1,3,0,0.0,0.0038886503,0.0,0.0,2.8156e-06,0.0
1,3,1,0.0,0.0033892153,0.0,0.0,4.9599e-06,0.0
1,3,2,0.0,0.0007796397,0.0,0.0,4.011e-07,0.0
1,3,3,0.0,0.0070831736,0.0,0.0,6.7105e-06,0.0
1,3,4,0.0,0.0032747667,0.0,0.0,1.9075e-06,0.0
1,3,5,0.0,0.0018749501,0.0,0.0,2.7753e-06,0.0
1,3,6,0.0,0.0032185055,0.0,0.0,2.6229e-06,0.0
1,3,7,0.0,0.0092011169,0.0,0.0,9.4e-07,0.0
1,3,8,0.0,0.0122484788,0.0,0.0,4.128e-06,0.0
1,3,9,0.0,0.0025975383,0.0,0.0,1.0563e-06,0.0
1,3,10,0.0,0.0031164092,0.0,0.0,1.9323e-06,0.0
1,3,11,0.0,0.0011410461,0.0,0.0,5.0564e-06,0.0
1,3,12,0.0,0.0037220653,0.0,0.0,1.378e-06,0.0
1,3,13,0.0,0.0006563473,0.0,0.0,5.47e-07,0.0
1,3,14,0.0,0.0153117238,0.0,0.0,2.2641e-06,0.0
1,3,15,0.0,0.0072593904,0.0,0.0,6.5564e-06,0.0
1,3,16,0.0,0.0043227579,0.0,0.0,3.9986e-06,0.0
1,3,17,0.0,0.0013436726,0.0,0.0,1.2036e-06,0.0
1,3,18,0.0,0.0018790255,0.0,0.0,1.5953e-06,0.0
1,3,19,0.0,0.0020982102,0.0,0.0,1.2617e-06,0.0
1,4,0,0.0,0.0029650278,0.0,0.0,1.132e-06,0.0
1,4,1,0.0,0.0070355609,0.0,0.0,1.2444e-05,0.0
1,4,2,0.0,0.003828178,0.0,0.0,4.3514e-06,0.0
1,4,3,0.0,0.0266548529,0.0,0.0,6.1005e-06,0.0
1,4,4,0.0,0.0028020949,0.0,0.0,9.205e-07,0.0
1,4,5,0.0,0.0022724322,0.0,0.0,2.3125e-06,0.0
1,4,6,0.0,0.0013388693,0.0,0.0,1.339e-06,0.0
1,4,7,0.0,0.0116667426,0.0,0.0,2.237e-06,0.0
1,4,8,0.0,0.0118139851,0.0,0.0,1.7706e-06,0.0
1,4,9,0.0,0.0065495962,0.0,0.0,9.1501e-06,0.0
1,4,10,0.0,0.0012739361,0.0,0.0,2.7992e-06,0.0
1,4,11,0.0,0.0016602276,0.0,0.0,2.0294e-06,0.0
1,4,12,0.0,0.0035295964,0.0,0.0,1.04731e-05,0.0
1,4,13,0.0,0.0007159364,0.0,0.0,5.5092e-06,0.0
1,4,14,0.0,0.0026628351,0.0,0.0,2.3688e-06,0.0
1,4,15,0.0,0.0032800845,0.0,0.0,2.2116e-06,0.0
1,4,16,0.0,0.0006822897,0.0,0.0,1.1322e-06,0.0
1,4,17,0.0,0.002155016,0.0,0.0,3.2766e-06,0.0
1,4,18,0.0,0.0007452315,0.0,0.0,5.362e-07,0.0
1,4,19,0.0,0.0033648732,0.0,0.0,4.3979e-06,0.0
1,5,0,0.0,0.0048294945,0.0,0.0,3.6871e-06,0.0
1,5,1,0.0,0.0028099881,0.0,0.0,4.0722e-06,0.0
1,5,2,0.0,0.0076404814,0.0,0.0,7.1696e-06,0.0
1,5,3,0.0,0.0002828477,0.0,0.0,3.205e-07,0.0
1,5,4,0.0,0.0034595465,0.0,0.0,2.2644e-06,0.0
1,5,5,0.0,0.0006878571,0.0,0.0,3.539e-06,0.0
1,5,6,0.0,0.0009518297,0.0,0.0,6.445e-07,0.0
1,5,7,0.0,0.0072548039,0.0,0.0,1.9706e-06,0.0
1,5,8,0.0,0.0042639759,0.0,0.0,5.1387e-06,0.0
1,5,9,0.0,0.0072823953,0.0,0.0,2.3859e-06,0.0
1,5,10,0.0,0.0009230256,0.0,0.0,2.3966e-06,0.0
1,5,11,0.0,0.0012998175,0.0,0.0,2.0655e-06,0.0
1,5,12,0.0,0.0013805007,0.0,0.0,9.479e-07,0.0
1,5,13,0.0,0.0005176641,0.0,0.0,1.0047e-06,0.0
1,5,14,0.0,0.0387735136,0.0,0.0,3.2538e-06,0.0
1,5,15,0.0,0.0113583088,0.0,0.0,6.14e-07,0.0
1,5,16,0.0,0.0053381322,0.0,0.0,7.534e-07,0.0
1,5,17,0.0,0.0014777801,0.0,0.0,1.1423e-06,0.0
1,5,18,0.0,0.0014344564,0.0,0.0,2.5251e-06,0.0
1,5,19,0.0,0.002917984,0.0,0.0,1.04568e-05,0.0
2,1,0,1e-10,15.0288598239,7.18e-08,0.0831646665,20.9740177954,292.2371396839
2,1,1,1e-10,9.0850952261,5.337e-07,21.3764747046,8.0463254636,1.6746175421
2,1,2,1e-10,90.4464633342,3.2622e-06,0.0009223905,0.2181798795,10.8981948598
2,1,3,1e-10,5.2171215044,1.565e-07,3.7488909029,0.7311715381,11.2191288791
2,1,4,1e-10,20.2758231961,1.989e-07,0.3888074633,5.9677716503,12.4398507113
2,1,5,0.0,33.3523827733,1.5017e-06,19.142020713,16.5917830958,12.4604307624
2,1,6,0.0,7.4019830665,3.1556e-06,0.5816222449,4.3332815809,20.4826541046
2,1,7,1e-10,76.2185207839,2.687e-07,2.1909328873,8.0300722011,91.5712044879
2,1,8,1e-10,19.1884431818,3.203e-06,7.759748295,14.1714888049,73.9555095637
2,1,9,1e-10,69.1729416444,3.2512e-06,2.3655308157,0.2242096069,4.1057817323
2,1,10,0.0,2.1233923124,2.7605e-06,0.4288197858,0.2448774824,18.7069680922
2,1,11,0.0,3.7253090731,2.743e-07,3.3843009947,5.7906570902,6.0522283732
2,1,12,0.0,132.5275562629,2.568e-07,0.8164108327,3.038708695,20.8044717607
2,1,13,1e-10,29.4458955594,1.365e-07,4.2867575995,3.363791059,7.2507129622
2,1,14,0.0,14.6673146895,4.24e-07,0.5636594999,2.5279657275,4.4385440497
2,1,15,1e-10,9.2360605053,2.527e-07,1.7600431174,50.1317439853,585.862966548
2,1,16,0.0,37.65327947,3.539e-07,26.8607964259,874.9673207695,10.2453470298
2,1,17,0.0,11.4395178385,1.8865e-06,0.5487893637,1.065005759,48.8439055229
2,1,18,0.0,2.4064538571,2.7688e-06,0.2420254359,1.365571768,32.9811002418
2,1,19,0.0,0.8351041158,6.043e-07,0.555464699,0.2090526749,70.7560934036
2,2,0,1e-10,144.5011453746,2.406e-07,1.3781762677,1.247648502,0.8185954689
2,2,1,1e-10,1.5436042405,2.69696e-05,0.0945018481,0.1322186572,7.7814409561
2,2,2,0.0,156.9322370744,2.68949e-05,3.5379830091,8.1194353554,3.7465921
2,2,3,0.0,0.8471706025,8.129e-07,0.1227172623,2.4233489561,12.4494533215
2,2,4,0.0,18.2396087638,2.69696e-05,6.7149872354,1.8510797912,1.4041360612
2,2,5,0.0,3.518538089,2.765e-07,0.1151581354,0.5372636745,4.8734319769
2,2,6,0.0,36.3247454585,2.69696e-05,2.0726636059,2.9895104179,3.1545918189
2,2,7,1e-10,7.0680762995,2.52e-07,0.5354490952,0.0609242562,5.3273543643
