fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,8.0,0.0,1,1.8619497845040553,4.0362569027463655,2,0.7298137685452065,6.0539177233968875,1.8602559134740893,7.652868691147401,4.113879512875955,0.8549367841164779,0.999999999999987,1.000000318502015,0.22000000000000003,0.215,1.0232558139534884,0.195,0.19,1.0263157894736843,0.0,0.46638942871599165,0.47431629142658266,0.6561447488253519,0.0,0.37883362189705977,0.4746246745524787,0.6526929447875983,-5.582777252770944,-2.97902895920247,-2.9347750503759444,-1.9196672745036647,-5.380572103618567,-3.3422304857264633,-2.826819820032459,-1.868710652665762,0.7676140012869415,1.06006006006006,1.473356144568958,0.17917917917917947,0.5652173913043478,1.0737599874704034,0.9242619101209456,0.9434919693317964,0.16234516005591876,-0.4528251581469507
1,8.0,1.0,1,0.7542559951996521,-0.11216738946830151,1,0.8346841532679002,5.451373708437402,0.901281777615124,7.443293511571834,8.258564298578728,0.9457234665753416,0.9999999999999779,1.0000002485747368,0.06999999999999999,0.11000000000000001,0.6363636363636362,0.14500000000000002,0.175,0.8285714285714287,0.0,0.41205892044020576,0.5238778543573767,0.6977558836542558,0.0,0.4427409671895636,0.4457348634190959,0.7184632393225889,-5.266718797293807,-3.096520335418782,-2.507601454263864,-1.5918347689295875,-5.093722036597293,-2.838522615519414,-2.8232725403197594,-1.4340700019747468,0.8603366804457536,0.9939939939939944,2.996512177445874,0.5315315315315318,0.5,1.0064076086281866,0.8965389113815133,0.9106884275230593,0.17559885388104954,-0.41362958409305006
1,8.0,2.0,1,1.6885329135451963,2.377282995853637,2,0.7749406881595167,9.603280340674777,0.47223202740194575,6.916548419000721,14.64650429801031,0.9105404105602125,0.9999999999999873,1.0000003812562508,0.21500000000000002,0.165,1.3030303030303032,0.15,0.17,0.8823529411764705,0.0,0.4903042312697677,0.44365001057428555,0.6382335911014104,0.0,0.5364829282041338,0.4833910130581844,0.6605384568915369,-6.128510804696086,-3.1236760257711063,-3.409596921388044,-2.2170893457111087,-5.935522965581324,-2.7512162245833713,-3.066344506218849,-2.0148817850519576,0.8089837159884242,1.06006006006006,2.266498079273693,0.48748748748748744,0.5,1.000271543196997,0.8760963084325641,0.8823101232589123,0.19846646343209226,-0.3631726140987256
1,8.0,3.0,1,1.6393295868238154,3.7768988585510197,2,0.716744488664823,7.889033639796823,1.0640293370641418,4.383907107557018,4.12009984579283,0.8557530371889863,0.9999999999999833,1.0000002374751362,0.16,0.22000000000000003,0.7272727272727272,0.08,0.04,2.0,0.0,0.30522430935568046,0.36276266743495594,0.5109131716559969,0.0,0.3205823953742181,0.3770129564197726,0.5234323301102276,-6.118194472165665,-4.250772789895158,-3.898741925557046,-2.9923283295833167,-5.930989917734422,-4.029618962966784,-3.6949298743535035,-2.826518045234426,0.8558620635573071,1.0380380380380387,1.9972842200036731,0.4654654654654652,0.5652173913043478,1.0549899222635266,0.9343076203783875,0.9069954997222589,0.15358182810818263,-0.3567208600382388
1,8.0,4.0,1,1.3831859333162415,2.290533572887372,2,0.6161391883363665,1.1011644120397115,0.33137117482803863,5.373977626198058,16.217396184163647,0.8010977787298678,0.9999999999999802,1.0000002847289442,0.19,0.22999999999999998,0.8260869565217392,0.335,0.225,1.488888888888889,0.0,0.5280162795969578,0.6402753475612376,0.7145510679130794,0.0,0.5381613652181987,0.613243582697195,0.7489261776515901,-5.341749472449679,-2.521218789467787,-1.921558972391903,-1.5247966823866324,-5.196894146157861,-2.4001264975670815,-2.0099321610699343,-1.3048040776159304,0.7976726615847574,1.0160160160160154,1.8504070195423021,0.44344344344344305,0.5869565217391305,0.9488714766311177,0.9028229363482491,0.842488737031325,0.16299175968361862,-0.38003998780434367
1,8.0,5.0,1,1.3654148297128819,1.9925501516093576,2,0.7649661642141823,2.9111016107926773,0.7419797322295301,4.525266210762632,6.0989081159466885,0.8057989269975767,0.9999999999999833,1.000000412044342,0.175,0.125,1.4,0.16499999999999998,0.12000000000000002,1.3749999999999996,0.0,0.25862640072013565,0.3730665838959492,0.5291809908567595,0.0,0.2511321252704589,0.4146327986051201,0.5552408502907986,-5.407316046371359,-4.0088413597421,-3.390027120905846,-2.5458671830769077,-5.2918273565895815,-3.962879505964885,-3.0976621699917084,-2.353588635524673,0.8232984972237315,0.8838838838838833,1.0069386314760271,0.20120120120120072,0.5652173913043478,1.0553738752578428,0.9175255194390202,0.9169345661173179,0.18384980517354566,-0.36285741621918466
1,8.0,6.0,1,1.1026271727217516,0.4565669170243001,1,0.7576676771471802,6.775237028610471,1.8317618882704096,4.458580636268809,2.434039415722695,0.8970848356193271,0.9999999999999792,1.0000002949568363,0.30500000000000005,0.16499999999999998,1.848484848484849,0.11000000000000001,0.10500000000000001,1.0476190476190477,0.0,0.38027154903177635,0.42043602459413704,0.5353807933067795,0.0,0.3684864386925032,0.4418190411457296,0.5130696098665827,-6.144866614316352,-3.8081486682966257,-3.5613433233319505,-2.855023051579319,-6.079771531417366,-3.8394581717413145,-3.393612703021441,-2.9604255237151023,0.8144923488558243,0.861861861861862,1.6719497597319883,0.44344344344344305,0.6086956521739131,1.0551887858417743,0.919768781826585,0.8442003080445357,0.16898886021061862,-0.3830889232068761
1,8.0,7.0,1,1.2660232287489428,2.166085286046764,2,0.8696732636384288,4.822024081391184,2.680924675614387,8.03234222324212,2.996108878516458,0.9248886284615627,0.9999999999999751,1.0000003665327173,0.13,0.15,0.8666666666666667,0.15,0.17,0.8823529411764705,0.0,0.5393949453786736,0.48760937410787164,0.574780893979857,0.0,0.6054341922572274,0.4738663571058062,0.5717300343218549,-4.984583093699357,-2.2959241681379328,-2.554053651191935,-2.1195399669859594,-4.913290641965341,-1.9386164908220604,-2.585047504055177,-2.1042148146012485,0.8835790074510896,1.0820820820820811,3.2322839781813806,0.5755755755755753,0.6304347826086957,1.0199280645642714,0.9150348961324056,0.8890618245733414,0.16454642447269244,-0.3538334025551142
1,8.0,8.0,1,0.9289549201394185,-0.07944933539270993,1,0.5075846645260289,5.312155616470681,0.23220985600026856,5.6413397060217045,24.294144112535776,0.79977894658037,0.9999999999999755,1.000000311192136,0.13,0.155,0.8387096774193549,0.24500000000000002,0.16499999999999998,1.484848484848485,0.0,0.3730556771919739,0.3644183166239234,0.5502189264205417,0.0,0.40406284638051476,0.4019257286986905,0.5637013582193834,-5.582350172610875,-3.4998227486447924,-3.5480395199027517,-2.5108354537333937,-5.344873142966618,-3.1852084872767583,-3.1966311101777,-2.331960892766031,0.8739894512534537,1.0160160160160154,1.6306163126774824,0.44344344344344305,0.6086956521739131,1.0138295458180588,0.921027354964727,0.9262944074062465,0.1399901638465835,-0.437124885866018
1,8.0,9.0,1,1.3004992883936477,0.8680315207446152,1,0.6395413273227382,6.011291872369702,0.8845267372653939,5.4153219226627565,6.122281774550745,0.8312476613720338,0.9999999999999858,1.0000003691723431,0.195,0.165,1.1818181818181819,0.24500000000000002,0.145,1.6896551724137934,0.0,0.5911015278759159,0.5121178253231404,0.5509472231405185,0.0,0.5639717675624084,0.5293741194941168,0.5648876101867865,-5.880407016249876,-2.404489444412319,-2.8689457630730524,-2.640613099710985,-5.6562577246550045,-2.466288057892795,-2.661981272033965,-2.4611078159740885,0.8856106147561218,1.0820820820820811,1.8046618049350174,0.48748748748748744,0.41304347826086957,1.0309675909261118,0.9248281996499963,0.9088520654968848,0.15240788112124848,-0.37640103072846076
