fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,8.0,0.0,1,7.251151095420282,67.84890163524878,8,0.8481892209844514,1.0025692464663436,1.7519566824915886,7.030544616447639,4.012967150791066,0.9249830566276128,0.9999999999999948,1.000000113934198,0.9999999999999984,0.17634746922024627,0.049411764705882356,3.5689368770764123,0.2639398084815322,0.04229822161422708,6.239974126778786,0.3837209302325581,0.041983584131326954,9.139784946236558,4.393089022602471e-06,4.393089022602471e-06,4.393089022602471e-06,1.356073068035283e-05,7.0583669952524e-05,7.0583669952524e-05,7.0583669952524e-05,0.00018895693598188824,-0.8696212118471252,-0.8696212118471252,-0.8696212118471252,-0.8696132394364534,-0.04907448293014709,-0.04907448293014709,-0.04907448293014709,-0.04906867341326692,0.5489799508558653,0.7737737737737733,1.1750871309048075e-05,-2.551551551551552,0.4375,0.9639246710298065,0.9455466360178993,0.9912740114895037,0.30843186335577294,-0.09953575521295405
1,8.0,1.0,1,5.226919425576724,30.75709507189,8,0.8685579260922245,2.986913620442131,0.09663776824148004,5.781244816199683,59.823865155426745,0.9525580310502371,0.9999999999999937,1.0000001502301785,0.9999999999999966,0.23010943912448703,0.03529411764705882,6.519767441860466,0.23010943912448703,0.03529411764705882,6.519767441860466,0.39186046511627903,0.04073871409028727,9.618871725990598,2.6827849348349993e-06,2.6827849348349993e-06,2.6827849348349993e-06,4.345925342116024e-06,4.168735564116232e-05,4.168735564116232e-05,4.168735564116232e-05,6.302535762349091e-05,-1.2021388929765995,-1.2021388929765995,-1.2021388929765995,-1.2021368936454675,-0.06346387234287762,-0.06346387234287762,-0.06346387234287762,-0.06346251809418871,0.566482766845254,0.9279279279279278,1.3681576279674705e-05,-2.3753753753753752,0.450402144772118,0.9249049351565918,0.9170671350258732,0.9819129421939212,0.27887643267340684,-0.07246545524201972
1,8.0,2.0,1,7.094052119592151,62.28983366456194,8,0.819480675471207,5.001335459892431,0.2123856028348389,6.314782289075911,29.73262878833922,0.9253293963972955,0.9999999999999943,1.0000002058520576,0.9999999999999981,0.20901504787961694,0.025882352941176474,8.075581395348836,0.2581121751025992,0.0340218878248974,7.586650583031766,0.42325581395348844,0.04774281805745555,8.865329512893982,3.4901835224571337e-06,3.4901835224571337e-06,3.4901835224571337e-06,9.052855062744148e-06,6.373718663295112e-05,6.373718663295112e-05,6.373718663295112e-05,0.00011578434940916291,-0.9644749156362842,-0.9644749156362842,-0.9644749156362842,-0.9644695505603945,-0.049611165354799376,-0.049611165354799376,-0.049611165354799376,-0.049608583069813056,0.5518612300967884,0.7517517517517519,1.3005112521734099e-05,-2.2872872872872874,0.44218551461245237,0.9447602104005305,0.9320317883595611,0.9898185622933999,0.29550950266920367,-0.05530497735189716
1,8.0,3.0,1,7.005329730114392,65.20129524421411,7,0.7250901352979683,0.34045567557453893,2.4693545579821,5.096667011016844,2.063967280252263,0.8904137819673587,0.9999999999999928,1.0000001834265047,0.9999999999999973,0.14948016415868673,0.057647058823529405,2.5930232558139537,0.2732421340629275,0.03294117647058824,8.294850498338871,0.4,0.04073871409028727,9.818670248488921,4.3094095241662616e-06,4.3094095241662616e-06,4.3094095241662616e-06,1.746641231879704e-05,6.180285655788993e-05,6.180285655788993e-05,6.180285655788993e-05,0.0001999834652051809,-0.9831399286637357,-0.9831399286637357,-0.9831399286637357,-0.9831269934332035,-0.06670971271510835,-0.06670971271510835,-0.06670971271510835,-0.06670049415666945,0.5695772875863504,0.7737737737737733,1.1169868184678226e-05,-2.3533533533533526,0.4261501210653753,0.9605137388664412,0.9485996693172368,0.9897375942336154,0.29783403731470465,-0.07992643053566477
1,8.0,4.0,1,5.9700984621492195,43.97842181937816,8,0.7399659672480495,-4.236722886338832,0.41051687926978525,4.893572845138323,11.920515555518348,0.8737887614482069,0.9999999999999932,1.0000002909819075,0.9999999999999983,0.19838577291381668,0.03294117647058824,6.022425249169435,0.2964979480164159,0.03173734610123119,9.342241379310344,0.4558139534883721,0.05012311901504788,9.093886462882097,4.457211619131275e-06,4.457211619131275e-06,4.457211619131275e-06,2.082398142206762e-05,6.491037240213457e-05,6.491037240213457e-05,6.491037240213457e-05,0.00022341009077754694,-0.8639309052014541,-0.8639309052014541,-0.8639309052014541,-0.8639167653801789,-0.055543006523406366,-0.055543006523406366,-0.055543006523406366,-0.05553420240103582,0.540361862066319,0.7077077077077075,1.3681576279674705e-05,-2.067067067067067,0.4365175332527207,0.9509728950192468,0.9465269190744894,0.9908601948325558,0.3050918322004039,-0.0865538972052994
1,8.0,5.0,1,6.943705297718118,59.80505262795348,8,0.7617580524642438,-4.406966535040624,0.3909782003293793,4.52287783587068,11.568107459854243,0.8512737936601729,0.9999999999999926,1.0000003092333711,0.9999999999999983,0.15181942544459642,0.0446922024623803,3.397000306091215,0.2639398084815322,0.041176470588235294,6.4099667774086395,0.3825581395348837,0.044199726402188784,8.65521510368307,4.687642534608511e-06,4.687642534608511e-06,4.687642534608511e-06,1.887148693105436e-05,5.829996437434454e-05,5.829996437434454e-05,5.829996437434454e-05,0.00023120381630594523,-0.8106994998336176,-0.8106994998336176,-0.8106994998336176,-0.810688000944157,-0.05688565107543642,-0.05688565107543642,-0.05688565107543642,-0.05687581475378864,0.5549155595963778,0.6856856856856854,1.3681576279674705e-05,-2.3313313313313317,0.41646489104116224,0.9642533882525334,0.9462122852382854,0.9926118289147373,0.3084842330962991,-0.07873991545487659
1,8.0,6.0,1,6.5060311419610715,48.736650674704364,8,0.8472184345611177,1.0650119010263168,0.08235813920309093,5.848691559256092,71.01534366668386,0.9442695417824258,0.9999999999999922,1.0000002161493617,0.9999999999999986,0.21493844049247604,0.03176470588235294,6.766580534022395,0.24882352941176472,0.02,12.441176470588236,0.4069767441860465,0.04662106703146375,8.729460093896714,4.167696888149832e-06,4.167696888149832e-06,4.167696888149832e-06,7.431845851218466e-06,0.00014204192817443169,0.00014204192817443169,0.00014204192817443169,0.00021697262923893793,-0.778012618764885,-0.778012618764885,-0.778012618764885,-0.7780100792052181,-0.021117524330612855,-0.021117524330612855,-0.021117524330612855,-0.021115941754917912,0.5573757688032999,0.7517517517517519,1.6758078645307688e-05,-2.419419419419419,0.4509283819628647,0.9456634337571678,0.9451524264663127,0.9862810176103454,0.2782365285001755,-0.0753700405120193
1,8.0,7.0,1,6.031309189060347,45.51436930553873,8,0.8877497375134773,3.2813593884492036,2.2342072800887354,5.570053576830756,2.4930782503803908,0.96055019316548,0.9999999999999916,1.000000213622261,0.9999999999999969,0.18337893296853627,0.04,4.584473324213406,0.24998632010943914,0.03294117647058824,7.588870431893688,0.3837209302325581,0.04544459644322845,8.443708609271523,3.4174269394647057e-06,3.4174269394647057e-06,3.4174269394647057e-06,8.877718940623761e-06,7.304699654721075e-05,7.304699654721075e-05,7.304699654721075e-05,0.00018860653407365942,-1.0282597171685735,-1.0282597171685735,-1.0282597171685735,-1.0282541025510772,-0.04106645037976121,-0.04106645037976121,-0.04106645037976121,-0.04106170441306886,0.5380570682267394,0.9279279279279278,2.2717281330269027e-05,-2.661661661661662,0.4375,0.9532127799693066,0.9435097564458467,0.9920822932922239,0.25852594104832605,-0.07114695671944178
1,8.0,8.0,1,5.65934338202263,36.651178484491616,8,0.7758767342379739,2.996306251681574,0.08670168098801084,5.200791852357638,59.9849021736592,0.8846522530660773,0.9999999999999913,1.000000223232722,0.9999999999999972,0.26277701778385776,0.03292749658002736,7.980473618612382,0.26277701778385776,0.03292749658002736,7.980473618612382,0.4069767441860465,0.041901504787961695,9.71269996735227,3.1369329925876696e-06,3.1369329925876696e-06,3.1369329925876696e-06,4.937274353244301e-06,4.7564915880446415e-05,4.7564915880446415e-05,4.7564915880446415e-05,6.482005409662004e-05,-0.9528593030088295,-0.9528593030088295,-0.9528593030088295,-0.952857587531434,-0.055621363291547245,-0.055621363291547245,-0.055621363291547245,-0.05562040349158307,0.5745803288110172,0.8398398398398399,1.3005112521734099e-05,-2.419419419419419,0.4328767123287671,0.9484391420272656,0.9400458561767772,0.9918860894355361,0.30567824740980715,-0.08935934196053213
1,8.0,9.0,1,6.821470608213821,54.39842932561229,10,0.7465103830825137,1.9847493388760213,0.19944399204461186,5.538645332599068,27.770429561799876,0.8981184179258898,0.9999999999999937,1.000000150451686,0.9999999999999983,0.18564979480164162,0.0611764705882353,3.0346601073345263,0.2720793433652531,0.036470588235294116,7.460240060015004,0.43139534883720926,0.03964432284541723,10.881642512077295,4.59182375568978e-06,4.59182375568978e-06,4.59182375568978e-06,1.119836107108119e-05,7.222187593398768e-05,7.222187593398768e-05,7.222187593398768e-05,0.0001719224526538306,-0.8704357619616648,-0.8704357619616648,-0.8704357619616648,-0.8704300113689171,-0.05362230739527095,-0.05362230739527095,-0.05362230739527095,-0.05361696083415991,0.5738267360773917,0.8398398398398399,1.3005112521734099e-05,-2.441441441441442,0.445679012345679,0.969089626774405,0.9601495119359271,0.9956629884035573,0.3301629317849481,-0.08083011224742832
