fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,8.0,0.0,1,2.1009061128038216,5.535966157310767,2,0.7267870616812878,1.8005425912117765,1.7807765933613153,6.987046032201144,3.9235949406841115,0.8515630028809187,0.9999999999999897,1.0000001859591754,0.9999999999999951,0.2517857142857143,0.06964285714285715,3.615384615384615,0.12321428571428572,0.13392857142857142,0.92,0.11443906947129541,0.22279208569752415,0.30719346826791366,0.4419121844858395,0.1181989012582974,0.24502867685816743,0.3161729858388876,0.4443328980410119,-4.649346373678286,-4.080474503091407,-3.637352806481787,-2.930056500692351,-4.482341775099851,-3.83764491283799,-3.4760065471567247,-2.824548379122642,0.7814671268853368,1.06006006006006,0.7427982482564911,0.3333333333333329,0.4714285714285714,1.0343771509492594,0.9397231949748917,0.961806443708288,0.14203450661589623,-0.39870870053653823
1,8.0,1.0,1,0.930922467137479,0.18619031792193752,1,0.7978866546109448,6.547367613980887,0.5680522737575219,6.289322157963918,11.071731332684658,0.9266365927656702,0.9999999999999858,1.000000105353372,0.9999999999999847,0.11071428571428572,0.11071428571428572,1.0,0.05535714285714286,0.08392857142857142,0.6595744680851064,0.44279353990743003,0.3344106484692134,0.4388751962100218,0.5341851223901458,0.45963157569315355,0.38890923195524846,0.45862291797621885,0.5397516422439937,-3.1115917952258196,-3.7168312170479902,-3.1334728877345186,-2.6012364447895044,-2.90701892107278,-3.287483770869331,-2.912445194955782,-2.4759971608363878,0.7763836623251648,1.0160160160160154,1.3312624876018004,0.5095095095095097,0.44285714285714284,0.9802670786415404,0.9100279277676487,0.9158335123275605,0.15095017294753324,-0.3453226194913887
1,8.0,2.0,1,2.1376322271662844,4.570558297417631,2,0.7616890986293505,7.09253723035064,0.4891497120598291,6.819949541333189,13.942458460445796,0.9083762266103907,0.9999999999999889,1.000000204043196,0.9999999999999926,0.2660714285714285,0.18392857142857139,1.4466019417475728,0.2089285714285714,0.16607142857142856,1.2580645161290323,0.3926275938532646,0.4166157746137151,0.4447080412474487,0.5438327169297505,0.40934532569289783,0.41390340921858143,0.43959251197245763,0.5789767585766412,-3.3734170800121817,-3.2401839303386466,-3.084156209751685,-2.5336062166778146,-3.1465860310109006,-3.122303819129784,-2.9854506367362377,-2.242910972892543,0.833624806909107,1.0160160160160154,1.3650078065460138,0.3553553553553552,0.5,1.012707882410711,0.890483605836773,0.9195606472647779,0.1834261964483267,-0.2970419642981805
1,8.0,3.0,1,2.0583385521268505,5.800290609983113,2,0.6902470765318129,5.132195299574203,0.25156504334454505,4.296438384644225,17.078837057499268,0.855803598693397,0.9999999999999849,1.0000001757171697,0.9999999999999897,0.29107142857142854,0.1392857142857143,2.0897435897435894,0.09642857142857143,0.06785714285714287,1.4210526315789473,0.3340114241440309,0.46861355571090596,0.4687692799529937,0.5473741436899958,0.35490101447208566,0.5336987211654268,0.5076722263504914,0.5705432937511422,-3.7771252873441847,-3.0137351432741695,-3.01285195999751,-2.5670478887374584,-3.4433014897730008,-2.488944990016054,-2.6278648618191367,-2.2922821917160037,0.7855690243618528,1.0380380380380387,1.4360089846512607,0.3993993993993996,0.5,1.0465577423899473,0.9148662482223886,0.9178971918549879,0.16369378698665707,-0.31329521588479664
1,8.0,4.0,1,1.5118370668753378,2.7373849329265907,2,0.6355957950958335,-2.157732242614113,0.08805476513005683,4.260518271498969,48.38486895293158,0.8098693736439377,0.9999999999999849,1.000000332766896,0.9999999999999926,0.2375,0.16785714285714284,1.4148936170212767,0.175,0.17857142857142855,0.9800000000000001,0.39013035090566694,0.37827093160404696,0.45799224295011054,0.5415098478176467,0.40138363131101285,0.3993678081568845,0.47165603911330467,0.5630683710713132,-3.2651019482103045,-3.328594553759483,-2.9017849734229966,-2.454650909991893,-3.1150024611001115,-3.125492140993103,-2.749327991270672,-2.273648317412573,0.809521299130224,1.0160160160160154,1.9972842200036731,0.44344344344344305,0.5285714285714286,1.0034747169156562,0.9299271322607012,0.9223275684918946,0.1353953981049151,-0.35917718156513656
1,8.0,5.0,1,1.826657529433083,3.7676787675883743,2,0.7320767467889642,-0.087905919914963,0.398062478258195,4.000090950090191,10.048902291905076,0.812282064790177,0.9999999999999851,1.0000003631578562,0.9999999999999946,0.25357142857142856,0.1107142857142857,2.2903225806451615,0.19642857142857142,0.125,1.5714285714285714,0.18276447388598424,0.305084918714822,0.32373403139330825,0.44346319626325115,0.18868897327695183,0.2798608867030745,0.320315359715127,0.47398679542207767,-4.108579302655443,-3.4936240885752667,-3.3998673245637274,-2.7979395412134975,-3.9507274896906805,-3.5067604131982772,-3.309764941245665,-2.561452709030768,0.7681670972837706,0.9059059059059056,1.4360089846512607,0.2892892892892895,0.4857142857142857,1.0269080545019675,0.9356546189833045,0.9556891981745502,0.15785460885649896,-0.3103518019824565
1,8.0,6.0,1,1.483945838522354,1.6431394860348707,1,0.7586497464847998,3.733079745484808,1.216410218075605,4.9895843082743365,4.1018927941660985,0.8968327102182013,0.9999999999999841,1.0000002401602996,0.9999999999999946,0.2196428571428571,0.0982142857142857,2.2363636363636363,0.17142857142857143,0.0982142857142857,1.7454545454545458,0.17963244456236838,0.22954980983050416,0.3213047392018799,0.4340811652888087,0.18967267674878455,0.22398018467831243,0.34399657460499483,0.43905462122484207,-4.364677589088451,-4.099097601132994,-3.6109253407100446,-3.0109104617006928,-4.08304515058984,-3.9101778414653587,-3.3054440199334376,-2.826469307938709,0.8194587697412662,1.0820820820820811,1.3650078065460138,0.4654654654654652,0.5285714285714286,0.9716283085284357,0.9324055093373717,0.9256729086054349,0.13111835923562937,-0.33097088982233613
1,8.0,7.0,1,1.5657887750585446,3.0722559711567223,2,0.8178207940436021,4.390782480225802,2.872524467975851,5.920421420376946,2.0610516938603562,0.9196046913045657,0.9999999999999802,1.000000259768329,0.9999999999999877,0.10892857142857144,0.14107142857142857,0.7721518987341773,0.125,0.11071428571428572,1.129032258064516,0.3958664934861986,0.43613186005566484,0.5177686791417404,0.5963646431822197,0.40967774202628116,0.44205582019380474,0.47139414790234085,0.6221445242885008,-3.0260508256175154,-2.824365197461512,-2.4154536553393844,-2.021773484796711,-2.857188072227358,-2.7004766193008924,-2.5584777045459983,-1.8288386447335245,0.7524131004904024,1.06006006006006,2.5736529368675245,0.5315315315315318,0.42857142857142855,1.0544408168676038,0.923490343490087,0.9313169464646904,0.14862140194379095,-0.3321376564629771
1,8.0,8.0,1,1.2574327416982427,0.8753849461428347,1,0.6295525580730281,4.389186752529369,0.06521025018645331,5.548949954333569,85.0932167637397,0.817819394884939,0.9999999999999795,1.000000251266091,0.9999999999999901,0.1821428571428571,0.12499999999999997,1.457142857142857,0.22142857142857145,0.15178571428571427,1.4588235294117649,0.24216023464026504,0.39292283574826925,0.40766613377139876,0.5272529827455139,0.2548572348268023,0.42986392660646655,0.4261545773964313,0.5507063781254895,-3.912929861287015,-3.1345021371086923,-3.0583785372060492,-2.4409195785224624,-3.6556955878730744,-2.7971068436899698,-2.815305036271031,-2.204249692693977,0.8150938464823223,0.9939939939939944,1.473356144568958,0.3993993993993996,0.5285714285714286,1.009550867339935,0.916861042724792,0.9326093348366706,0.15494499073181972,-0.3685636288255916
1,8.0,9.0,1,1.7085732748997482,2.427900349466543,2,0.6569604716963326,3.8839793278912715,0.6969273027416485,5.457776380922007,7.83119897793014,0.8439707154884684,0.9999999999999877,1.0000002168022573,0.9999999999999931,0.3214285714285714,0.18214285714285713,1.7647058823529411,0.1821428571428571,0.15535714285714283,1.1724137931034482,0.1903584353682767,0.2162430457084805,0.3941401718373751,0.5015662373102131,0.2015729667467029,0.21447408218086064,0.41236250247862516,0.5449703339373007,-4.390860561910916,-4.250482745765904,-3.285708320490493,-2.703113633148199,-4.0891394546391115,-4.023066466208706,-3.0095820608039565,-2.3304318153490575,0.8314898252424615,1.0820820820820811,1.7154331750298604,0.3113113113113108,0.4714285714285714,1.0233539026790832,0.9366982835249792,0.9483416770921489,0.14257141728106598,-0.3474507213426913
