fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,8.0,0.0,1,1.364194269426872,1.5274432367000204,2,0.7896026350393053,11.225613851152785,2.2069443595741807,8.85202383359591,4.0109864098720935,0.9467236829222239,0.9999999999999929,1.0000010089353024,0.2833333333333333,0.2833333333333333,1.0,0.0,0.46471761320102384,0.5466257507744395,0.740906574952937,0.0,0.4826597539549914,0.4826597539549914,0.7915074905824472,-5.411812145612287,-2.8968477222110334,-2.45357626846674,-1.402164944517982,-5.210636276990638,-2.695671853589384,-2.695671853589384,-1.086378633051913,0.8198960466731063,1.06006006006006,3.4004119327037095,0.7957957957957954,0.4090909090909091,1.082003382565266,0.91959457517953,0.9636006331659644,0.16288187226780104,-0.4666226509988532
1,8.0,1.0,1,0.749138085026143,0.1137898555734922,1,0.7995660669839468,5.111130162062857,0.6333478232235213,9.055070969528662,14.29715337686247,0.9260404643020536,0.9999999999999283,1.0000003200870138,0.15,0.08333333333333333,1.8,0.0,0.6684359422729935,0.6691334101789801,0.5483452061102553,0.0,0.6837663516767829,0.6837663516767829,0.509396307617924,-4.9749585710389095,-1.6495174508374104,-1.6460475769004983,-2.2469638880125977,-4.863417323836723,-1.5379762036352238,-1.5379762036352238,-2.386010496669251,0.8712219756400781,1.0380380380380387,2.779723163320126,0.5315315315315318,0.5454545454545454,0.8653685157100635,0.8766121984151286,0.8731841340960855,0.17972938361841906,-0.5078714008623373
1,8.0,2.0,1,1.1287074255971559,0.5906518379406207,2,0.844729726520487,5.53384510143687,0.2369407400190578,8.036469416457882,33.91763449296008,0.9290595970863312,0.9999999999999898,1.0000016239787834,0.13333333333333333,0.3,0.4444444444444445,0.0,0.5550593947820208,0.661432900957395,0.8383292289062417,0.0,0.5751052462915189,0.632144805624656,0.851289790260063,-6.053340940006577,-2.6933771814372975,-2.0494620815738624,-0.9786482974642787,-5.842345866666159,-2.4823821080968798,-2.1491372743904673,-0.8688164792051785,0.8493276454077656,0.971971971971972,2.6388908144575076,0.42142142142142086,0.45454545454545453,1.064249690021538,0.9015279104773329,0.8395058869708216,0.19590977607276308,-0.3321367442018981
1,8.0,3.0,1,1.288828001068931,2.672507416227088,2,0.7071757054365635,10.78301424245922,0.8514175247616083,7.012249074512707,8.235969862701726,0.9052232096329835,0.9999999999999782,1.0000006767435885,0.2333333333333333,0.3833333333333333,0.6086956521739131,0.0,0.4344505513686074,0.5095361671989461,0.6190792051692177,0.0,0.4492925658538053,0.4492925658538053,0.6749880071863399,-6.3064385852169265,-3.5666028646971726,-3.093080039829949,-2.4022535984323463,-6.098110515835389,-3.358274795315635,-3.358274795315635,-1.9819590511495964,0.8279747926459312,0.971971971971972,3.670321730827201,0.6196196196196196,0.5,0.9849932075820151,0.9264917204389265,0.8916991803044951,0.13148205969918164,-0.4890707676848224
1,8.0,4.0,1,1.2322062622901968,1.0982502828406062,1,0.8576867121157713,6.567409819871383,0.14078995762954818,9.377884184628826,66.60904188425333,0.9409111358455176,0.9999999999999817,1.0000006622056408,0.26666666666666666,0.26666666666666666,1.0,0.0,0.16660241760489314,0.35702553637319023,0.6312725246242922,0.0,0.16857793757076825,0.39736225713105666,0.7025552769826174,-5.435188560419134,-4.529673006114848,-3.494687449346065,-2.004103356074275,-5.371495032819199,-4.465979478514913,-3.237065642409903,-1.5977228522261528,0.8712219756400781,1.0160160160160154,2.776153294436798,0.6636636636636631,0.5909090909090909,0.9535964567330982,0.9086669706887871,0.9021520816867163,0.16317779123256104,-0.5790370484438125
1,8.0,5.0,1,0.9972312057317706,0.7395961902364805,1,0.7681069952446662,6.3565434599368675,0.8021109276265781,6.511618796670285,8.118102587054844,0.9298876076777373,0.9999999999999808,1.0000013429641712,0.2833333333333333,0.36666666666666664,0.7727272727272727,0.0,0.49207946838258126,0.6184143534767359,0.6610619565365988,0.0,0.49147623649931643,0.5126347892782571,0.6590994547783802,-5.674618231845527,-2.882255109044877,-2.1653528667714776,-1.9233440009034681,-5.681583188416342,-2.8892200656156914,-2.7690059878556426,-1.9368548066531202,0.725908786150068,0.9279279279279278,2.8483544033097714,0.3113113113113108,0.36363636363636365,1.0598254359003618,0.8797883349975247,0.7785715204148578,0.25652353706005887,-0.5453679358005779
1,8.0,6.0,1,0.4011722405049511,-0.8170326428063239,1,0.8287138829321969,10.722460402846814,2.5157404589322865,5.626341988679237,2.2364556600831276,0.852308451663998,0.9999999999999658,1.0000004915814538,0.11666666666666665,0.0,0.0,0.0,0.7910850792233465,0.6911232406567438,0.7182178384932558,0.0,0.7904656142365032,0.6970749963552856,0.7221405732863082,-6.3333144473766705,-1.3231238860273322,-1.9562136424075316,-1.7846150344836893,-6.338277682310815,-1.3280871209614764,-1.9200227900152154,-1.7611502031590698,0.7910502993765274,0.9499499499499499,2.5084150592775414,0.48748748748748744,0.5909090909090909,1.0443721232974796,0.8859260401714153,0.6207502972150213,0.20355180833081088,-0.5530577144718278
1,8.0,7.0,1,1.4778284667953354,2.4646580585332707,2,0.8644117875075725,2.817255553390103,1.8781781279116063,9.492554555475074,5.0541290064058435,0.864531249847301,0.9999999999999653,1.0000007961079633,0.2,0.3,0.6666666666666667,0.0,0.5488933849924023,0.4575001969691506,0.7997977834922722,0.0,0.5630427306260111,0.5207517583997274,0.8706785392009766,-5.197292615497664,-2.3445330789811356,-2.819530220201171,-1.0405095014618784,-5.066683896877114,-2.2139243603605854,-2.428199348322774,-0.6552309629510367,0.9288705943317929,1.0820820820820811,3.4888485160357896,0.5755755755755753,0.7272727272727273,0.9928498412556535,0.8971424554979388,0.6596182783702054,0.18934169897652522,-0.4346982014549016
1,8.0,8.0,1,0.4492461148130253,-1.0364819167164911,1,0.15923977859700567,7.017023128484814,1.4073625603294184,4.1584972278259125,2.954815869801554,0.9050369220091299,0.9999999999999627,1.0000008635197417,0.5166666666666666,0.35,1.476190476190476,0.0,0.43680734273481986,0.4228195677486538,0.4921708555982504,0.0,0.44802587858320236,0.44802587858320236,0.4787485861291594,-6.339694246445325,-3.5704692489043164,-3.6591474655046854,-3.219481504941024,-6.180948757464998,-3.4117237599239894,-3.4117237599239894,-3.221828278891846,0.9225479046070499,0.9059059059059056,2.4464027646856312,0.5535535535535532,0.6363636363636364,0.9746679937123038,0.9318064380954791,0.9063846380789515,0.1260615062547898,-0.5245552769485601
1,8.0,9.0,1,0.5924238546503218,-0.9044419493428362,1,0.8177059322915766,6.025123065125777,0.061378887978160164,8.755519453263958,142.64708504297678,0.9080754022389133,0.9999999999999851,1.0000017921720579,0.08333333333333333,0.2333333333333333,0.35714285714285715,0.0,0.483822094070045,0.5771307429263857,0.5240816717255863,0.0,0.4974577647471811,0.5713686919431865,0.525670142825964,-5.624056080827487,-2.9030134906341623,-2.378240416639863,-2.676591368108969,-5.469896708871794,-2.7488541186784685,-2.3445689812593757,-2.594535324675887,0.7461343100033441,1.0160160160160154,1.8504070195423021,0.4654654654654652,0.36363636363636365,1.0703852117652004,0.9417813799376353,0.9553172175249363,0.09393365810858403,-0.5377575362403075
