fid,iid,rep,evaluations,raw_y,true_y,x0,x1,x2,x3,x4
1,6.0,0.0,1,54.2405806133,-147.4794193867,3.528105,0.800314,1.957476,4.481786,3.735116
1,6.0,0.0,2,31.6594279636,-170.0605720364,-1.954556,1.900177,-0.302714,-0.206438,0.821197
1,6.0,0.0,3,48.4438150378,-153.2761849622,0.288087,2.908547,1.522075,0.24335,0.887726
1,6.0,0.0,4,56.1358069706,-145.5841930294,0.667349,2.988158,-0.410317,0.626135,-1.708191
1,6.0,0.0,5,58.6702571901,-143.0497428099,-5.0,1.307237,1.728872,-1.48433,4.539509
1,6.0,0.0,6,12.918696873,-188.801303127,-2.908731,0.091517,-0.374368,3.065558,2.938718
1,6.0,0.0,7,64.0455472151,-137.67445278489998,0.309895,0.756325,-1.775571,-3.961593,-0.695824
1,6.0,0.0,8,59.5287200501,-142.1912799499,0.312698,2.460581,2.40476,-0.774654,-0.604606
1,6.0,1.0,1,44.7839771953,-156.9360228047,3.248691,-1.223513,-1.056344,-2.145937,1.730815
1,6.0,1.0,2,60.534388676,-141.185611324,-4.603077,3.489624,-1.522414,0.638078,-0.498741
1,6.0,1.0,3,30.1260087823,-171.5939912177,2.924216,-4.120281,-0.644834,-0.768109,2.267539
1,6.0,1.0,4,13.5920311662,-188.1279688338,-2.199783,-0.344856,-1.755717,0.084427,1.16563
1,6.0,1.0,5,36.9607051222,-164.75929487780002,-2.201238,2.289447,1.803181,1.004989,1.801712
1,6.0,1.0,6,17.0685285032,-184.6514714968,-1.367456,-0.24578,-1.871539,-0.535776,1.060711
1,6.0,1.0,7,32.085011231,-169.634988769,-1.383322,-0.793507,-1.374345,-1.690411,-1.342492
1,6.0,1.0,8,5.6506417315,-196.0693582685,-0.025329,-2.234621,0.468831,3.319604,1.484088
1,6.0,2.0,1,51.4592413049,-150.2607586951,-0.833516,-0.112534,-4.272392,3.280542,-3.586871
1,6.0,2.0,2,52.2147069545,-149.5052930455,-1.683495,1.005763,-2.490576,-2.115904,-1.818015
1,6.0,2.0,3,85.2723317126,-116.44766828739999,1.102908,4.584416,0.083079,-2.235851,1.078117
1,6.0,2.0,4,37.7683994715,-163.9516005285,-1.192319,-0.038261,2.350002,-1.495742,0.018051
1,6.0,2.0,5,34.7760576419,-166.9439423581,-1.756216,-0.312868,0.513141,-1.977558,-0.677644
1,6.0,2.0,6,37.7619630587,-163.9580369413,-0.472368,-1.27531,-2.375225,-2.842434,-0.30699
1,6.0,2.0,7,76.5253758394,-125.1946241606,-0.538114,4.462734,-4.869535,0.225453,0.740889
1,6.0,2.0,8,39.2764330157,-162.4435669843,2.719268,1.003714,-1.688427,2e-05,1.084705
1,6.0,3.0,1,83.8642788067,-117.8557211933,3.577257,0.87302,0.192995,-3.726985,-0.554776
1,6.0,3.0,2,22.7675298825,-178.9524701175,-0.709518,-0.165483,-1.254001,-0.087636,-0.954436
1,6.0,3.0,3,35.48102968,-166.23897032,-2.62773,1.769245,1.762636,3.419146,0.100067
1,6.0,3.0,4,26.173194836,-175.546805164,-0.809355,-1.09072,-3.092955,1.964735,-2.202135
1,6.0,3.0,5,42.4099636563,-159.3100363437,-2.370093,-0.4113,2.972297,0.473433,-2.04757
1,6.0,3.0,6,38.7548489105,-162.9651510895,-1.425986,1.25049,-0.321027,-1.537673,-0.460061
1,6.0,3.0,7,83.8406702959,-117.8793297041,1.490113,3.952222,-2.488247,-1.252834,-1.607532
1,6.0,3.0,8,19.1991222095,-182.5208777905,-4.838166,-1.847584,-2.047752,2.247956,-0.263828
1,6.0,4.0,1,27.6724780541,-174.0475219459,0.101123,0.999903,-1.991818,1.387197,-0.836603
1,6.0,4.0,2,31.5738939686,-170.1461060314,-3.169154,-1.295414,1.19715,0.6645,-2.294953
1,6.0,4.0,3,39.2355638113,-162.4844361887,1.237339,-0.175974,0.850145,0.664506,-2.313633
1,6.0,4.0,4,28.1571249859,-173.5628750141,0.701994,-1.213775,3.093959,1.446683,0.092271
1,6.0,4.0,5,39.482407454,-162.237592546,-1.965983,0.108865,0.319786,-2.417896,4.44672
1,6.0,4.0,6,69.3791894246,-132.34081057539998,0.78859,3.384715,-2.225624,3.271495,-2.721931
1,6.0,4.0,7,84.5458803068,-117.1741196932,-1.302452,1.084903,0.096012,-4.716147,-2.211168
1,6.0,4.0,8,75.9356925407,-125.7843074593,1.675673,4.175742,1.829682,-0.552407,1.593024
1,6.0,5.0,1,55.325333314,-146.394666686,0.882455,-0.66174,4.861542,-0.504184,0.21922
1,6.0,5.0,2,33.2379334718,-168.4820665282,3.164962,-1.818465,-1.183273,0.375206,-0.65974
1,6.0,5.0,3,37.0119112216,-164.7080887784,-2.385529,-0.409753,-0.717658,1.206943,-3.329577
1,6.0,5.0,4,78.0451568039,-123.6748431961,-1.400358,2.302782,3.714662,-3.022359,1.289695
1,6.0,5.0,5,12.4485957696,-189.2714042304,-1.961216,-1.713706,-1.743758,-0.845016,1.99288
