fid,iid,rep,evaluations,raw_y,true_y,x0,x1,x2,x3,x4
1,6.0,0.0,1,54.2405806133,-147.4794193867,3.528105,0.800314,1.957476,4.481786,3.735116
1,6.0,0.0,2,31.6594279636,-170.0605720364,-1.954556,1.900177,-0.302714,-0.206438,0.821197
1,6.0,0.0,3,48.4438150378,-153.2761849622,0.288087,2.908547,1.522075,0.24335,0.887726
1,6.0,0.0,4,56.1358069706,-145.5841930294,0.667349,2.988158,-0.410317,0.626135,-1.708191
1,6.0,0.0,5,58.6702571901,-143.0497428099,-5.0,1.307237,1.728872,-1.48433,4.539509
1,6.0,0.0,6,12.918696873,-188.801303127,-2.908731,0.091517,-0.374368,3.065558,2.938718
1,6.0,0.0,7,64.0455472151,-137.67445278489998,0.309895,0.756325,-1.775571,-3.961593,-0.695824
1,6.0,0.0,8,59.5287200501,-142.1912799499,0.312698,2.460581,2.40476,-0.774654,-0.604606
1,6.0,0.0,9,76.7860456003,-124.9339543997,-5.0,4.123376,1.844586,1.023585,-0.239598
1,6.0,0.0,10,36.2415830194,-165.4784169806,-0.589614,0.540198,2.974424,1.830056,4.850634
1,6.0,0.0,11,38.7036983615,-163.0163016385,-0.683673,2.563614,-0.200113,0.340713,3.941735
1,6.0,0.0,12,16.6157790266,-185.1042209734,-1.136877,0.831336,-0.021139,2.911343,3.187219
1,6.0,0.0,13,51.3449508863,-150.37504911370002,0.347172,3.155277,1.328055,0.575625,3.808615
1,6.0,0.0,14,34.7519314997,-166.9680685003,-1.336655,0.714384,3.448243,1.601467,3.353588
1,6.0,0.0,15,11.2137147812,-190.5062852188,0.721625,-1.025887,0.28143,2.469965,3.263395
1,6.0,0.0,16,38.0843573984,-163.6356426016,-2.029373,2.381225,1.789466,0.854793,2.325665
1,6.0,1.0,1,44.7839771953,-156.9360228047,3.248691,-1.223513,-1.056344,-2.145937,1.730815
1,6.0,1.0,2,60.534388676,-141.185611324,-4.603077,3.489624,-1.522414,0.638078,-0.498741
1,6.0,1.0,3,30.1260087823,-171.5939912177,2.924216,-4.120281,-0.644834,-0.768109,2.267539
1,6.0,1.0,4,13.5920311662,-188.1279688338,-2.199783,-0.344856,-1.755717,0.084427,1.16563
1,6.0,1.0,5,36.9607051222,-164.75929487780002,-2.201238,2.289447,1.803181,1.004989,1.801712
1,6.0,1.0,6,17.0685285032,-184.6514714968,-1.367456,-0.24578,-1.871539,-0.535776,1.060711
1,6.0,1.0,7,32.085011231,-169.634988769,-1.383322,-0.793507,-1.374345,-1.690411,-1.342492
1,6.0,1.0,8,5.6506417315,-196.0693582685,-0.025329,-2.234621,0.468831,3.319604,1.484088
1,6.0,1.0,9,13.3635686736,-188.3564313264,-2.145997,-2.248564,-3.533439,0.072847,1.236332
1,6.0,1.0,10,14.3879258538,-187.3320741462,-3.153172,-3.099433,2.386176,1.963637,1.676995
1,6.0,1.0,11,11.9231996373,-189.7968003627,0.673478,-0.773633,-2.145224,2.106917,0.786523
1,6.0,1.0,12,6.2136817935,-195.5063182065,-0.976593,-3.18544,0.916274,1.793543,3.488713
1,6.0,1.0,13,10.8876463938,-190.8323536062,-1.669015,-0.664234,1.115321,2.669097,3.212761
1,6.0,1.0,14,44.6016055281,-157.1183944719,-2.689508,-1.134245,1.310364,-3.54089,2.526468
1,6.0,1.0,15,8.5227389085,-193.1972610915,-3.648723,-1.457445,-1.437007,1.681644,1.119554
1,6.0,1.0,16,13.0865224782,-188.6334775218,-4.409983,-1.502977,0.007591,3.113157,1.19565
1,6.0,2.0,1,51.4592413049,-150.2607586951,-0.833516,-0.112534,-4.272392,3.280542,-3.586871
1,6.0,2.0,2,52.2147069545,-149.5052930455,-1.683495,1.005763,-2.490576,-2.115904,-1.818015
1,6.0,2.0,3,85.2723317126,-116.44766828739999,1.102908,4.584416,0.083079,-2.235851,1.078117
1,6.0,2.0,4,37.7683994715,-163.9516005285,-1.192319,-0.038261,2.350002,-1.495742,0.018051
1,6.0,2.0,5,34.7760576419,-166.9439423581,-1.756216,-0.312868,0.513141,-1.977558,-0.677644
1,6.0,2.0,6,37.7619630587,-163.9580369413,-0.472368,-1.27531,-2.375225,-2.842434,-0.30699
1,6.0,2.0,7,76.5253758394,-125.1946241606,-0.538114,4.462734,-4.869535,0.225453,0.740889
1,6.0,2.0,8,39.2764330157,-162.4435669843,2.719268,1.003714,-1.688427,2e-05,1.084705
1,6.0,2.0,9,85.7465319658,-115.9734680342,1.448917,-1.887182,-0.490343,-5.0,-2.731086
1,6.0,2.0,10,39.325254276,-162.394745724,-1.821503,-0.188136,1.58814,-2.166959,-0.249064
1,6.0,2.0,11,50.1766104503,-151.5433895497,-1.633491,0.658596,-1.22328,-2.854704,-1.219187
1,6.0,2.0,12,25.5736243355,-176.1463756645,0.043801,1.487676,-1.85637,1.002591,0.77558
1,6.0,2.0,13,18.519318373,-183.200681627,1.096704,-0.403683,0.051817,1.278528,0.05865
