fid,iid,rep,evaluations,raw_y,true_y,x0,x1,x2,x3,x4
1,6.0,0.0,1,54.2405806133,-147.4794193867,3.528105,0.800314,1.957476,4.481786,3.735116
1,6.0,0.0,2,31.6594279636,-170.0605720364,-1.954556,1.900177,-0.302714,-0.206438,0.821197
1,6.0,0.0,3,48.4438150378,-153.2761849622,0.288087,2.908547,1.522075,0.24335,0.887726
1,6.0,0.0,4,56.1358069706,-145.5841930294,0.667349,2.988158,-0.410317,0.626135,-1.708191
1,6.0,0.0,5,58.6702571901,-143.0497428099,-5.0,1.307237,1.728872,-1.48433,4.539509
1,6.0,0.0,6,12.918696873,-188.801303127,-2.908731,0.091517,-0.374368,3.065558,2.938718
1,6.0,0.0,7,64.0455472151,-137.67445278489998,0.309895,0.756325,-1.775571,-3.961593,-0.695824
1,6.0,0.0,8,59.5287200501,-142.1912799499,0.312698,2.460581,2.40476,-0.774654,-0.604606
1,6.0,0.0,9,76.7860456003,-124.9339543997,-5.0,4.123376,1.844586,1.023585,-0.239598
1,6.0,0.0,10,36.2415830194,-165.4784169806,-0.589614,0.540198,2.974424,1.830056,4.850634
1,6.0,0.0,11,38.7036983615,-163.0163016385,-0.683673,2.563614,-0.200113,0.340713,3.941735
1,6.0,0.0,12,16.6157790266,-185.1042209734,-1.136877,0.831336,-0.021139,2.911343,3.187219
1,6.0,0.0,13,51.3449508863,-150.37504911370002,0.347172,3.155277,1.328055,0.575625,3.808615
1,6.0,0.0,14,34.7519314997,-166.9680685003,-1.336655,0.714384,3.448243,1.601467,3.353588
1,6.0,0.0,15,11.2137147812,-190.5062852188,0.721625,-1.025887,0.28143,2.469965,3.263395
1,6.0,0.0,16,38.0843573984,-163.6356426016,-2.029373,2.381225,1.789466,0.854793,2.325665
1,6.0,0.0,17,25.1928613628,-176.5271386372,3.363214,-2.142838,-1.865938,1.717488,1.305858
1,6.0,0.0,18,32.7930661527,-168.9269338473,1.319768,-1.36484,0.033737,-1.505014,4.699097
1,6.0,0.0,19,16.7849470286,-184.9350529714,-1.374669,0.897319,-2.217589,1.49511,1.981275
1,6.0,0.0,20,39.8697517633,-161.8502482367,1.321063,2.441251,0.499395,1.83203,3.205461
1,6.0,0.0,21,45.6248150846,-156.0951849154,-4.65765,-0.111736,3.344284,2.436207,5.0
1,6.0,0.0,22,49.2776213077,-152.4423786923,-2.969532,1.084749,2.30605,-2.081116,1.063167
1,6.0,0.0,23,41.8967208967,-159.8232791033,-4.596426,1.375939,-0.084602,-0.475211,4.215248
1,6.0,0.0,24,18.0391228287,-183.6808771713,-0.913195,0.234589,-0.679289,-0.43581,2.441599
1,6.0,1.0,1,44.7839771953,-156.9360228047,3.248691,-1.223513,-1.056344,-2.145937,1.730815
1,6.0,1.0,2,60.534388676,-141.185611324,-4.603077,3.489624,-1.522414,0.638078,-0.498741
1,6.0,1.0,3,30.1260087823,-171.5939912177,2.924216,-4.120281,-0.644834,-0.768109,2.267539
1,6.0,1.0,4,13.5920311662,-188.1279688338,-2.199783,-0.344856,-1.755717,0.084427,1.16563
1,6.0,1.0,5,36.9607051222,-164.75929487780002,-2.201238,2.289447,1.803181,1.004989,1.801712
1,6.0,1.0,6,17.0685285032,-184.6514714968,-1.367456,-0.24578,-1.871539,-0.535776,1.060711
1,6.0,1.0,7,32.085011231,-169.634988769,-1.383322,-0.793507,-1.374345,-1.690411,-1.342492
1,6.0,1.0,8,5.6506417315,-196.0693582685,-0.025329,-2.234621,0.468831,3.319604,1.484088
1,6.0,1.0,9,13.3635686736,-188.3564313264,-2.145997,-2.248564,-3.533439,0.072847,1.236332
1,6.0,1.0,10,14.3879258538,-187.3320741462,-3.153172,-3.099433,2.386176,1.963637,1.676995
1,6.0,1.0,11,11.9231996373,-189.7968003627,0.673478,-0.773633,-2.145224,2.106917,0.786523
1,6.0,1.0,12,6.2136817935,-195.5063182065,-0.976593,-3.18544,0.916274,1.793543,3.488713
1,6.0,1.0,13,10.8876463938,-190.8323536062,-1.669015,-0.664234,1.115321,2.669097,3.212761
1,6.0,1.0,14,44.6016055281,-157.1183944719,-2.689508,-1.134245,1.310364,-3.54089,2.526468
1,6.0,1.0,15,8.5227389085,-193.1972610915,-3.648723,-1.457445,-1.437007,1.681644,1.119554
1,6.0,1.0,16,13.0865224782,-188.6334775218,-4.409983,-1.502977,0.007591,3.113157,1.19565
1,6.0,1.0,17,1.9518611609,-199.7681388391,-1.004191,-2.225483,-0.362777,3.304466,2.190667
1,6.0,1.0,18,6.186574754,-195.533425246,-1.221428,-3.853319,-0.738595,3.926145,3.645113
1,6.0,1.0,19,9.8630139222,-191.8569860778,0.060281,-4.137332,1.449855,2.219346,2.645383
1,6.0,1.0,20,4.4772826361,-197.2427173639,-1.56122,-3.665409,0.476169,2.73861,3.313594
1,6.0,1.0,21,20.5164975205,-181.2035024795,0.022915,0.710452,1.128823,2.51378,1.001869
