fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,6,0,0.0,0.3377566702393633,0.02784868613990621,0.2,0.7939194898330115,0.0001019828494522008,6.187362763677761e-09,1.0323200774805465e-08,0.00027039602472456176,0.8677368365943824,0.9999999999999949,1.451815191571876e-14,0.9999999999999993,0.20844327176781025,0.11049977074736363,0.10150527286579256,0.6547277936962752,0.10910118711136238,0.1113055909144294,0.22333848531684705,0.04516129032258047,0.2534851526716499,0.03766586810603337,0.05145953180940197,0.05191189112785866,0.06135321141321142,0.02877304540441414,0.03937333847232086,0.04330974108031819,0.055491275727588295,0.3592161777460903,0.3825599779052492,0.3498244775506123,0.3669165259177858,0.3600997115200787,0.4055312593909159,0.3669608118405122,0.40441047324753127,0.5296434549524074,0.029023746701846972,1.4793641946973273e-07,0.057324840764331274,0.40420137631293007,0.782883419960005,0.8444130404516201,0.8843265748323459,0.1275704241114456,0.7101567329099847,0.14721330714922493,0.1859748927350049,0.2624016865786607,0.32261736441340194,0.48651944031386857,0.2800908755461545,0.4069685071580567,0.3226173644297851,0.9982460181836524,0.018552120033354515,0.026075891154623394,2.7777273852377595e-08,0.1314192520583948,5.778295618409041e-08,0.12009824745608938,3.067141595225934e-08,0.13390414077260537
1,6,1,0.0,0.42235877886086537,0.09249227737970203,0.6000000000000001,0.45158719062319164,0.00010198198888129792,8.688888545905526e-09,4.353144388378616e-09,6.94119914573994e-05,0.7780148913876391,0.9999999999999792,1.1530267927641275e-13,0.9999999999999972,0.24802110817941986,0.073360843649702,0.15837314460897156,0.6547277936962752,0.08196721311475413,0.14529035305419016,0.4265842349304485,0.04372759856630812,0.4268510779992018,0.02213805925727947,0.040910966290125625,0.0471468371757045,0.06750348651269661,0.017897416984888937,0.028322007350168224,0.04022540175001237,0.06146091566233503,0.42844283096375996,0.4591204291891889,0.42698444120155976,0.4579187088361159,0.42208481955631255,0.47435912802884356,0.4369952698854729,0.4899867501489669,0.4788315613517886,0.007915567282321942,1.0270338236381328e-07,0.01273885350318469,0.4382470119521912,0.8434280698722643,0.9562454463699996,0.9827063621820367,-0.00840675592856821,0.6500167596534668,0.10535798352591877,0.14156057380768416,0.20313559675749682,0.2100884728528333,0.49638434637377155,0.16685118138508695,0.46160763719093095,0.21008847284304197,0.998729730794322,0.0190388997772712,0.025945916584762568,1.916560951405174e-08,0.07518503097659734,4.0308830096924874e-08,0.0779437782972848,1.1359801719147757e-08,0.104786738462561
1,6,2,0.0,0.36782099750217834,0.051095716346413717,0.4000000000000001,0.7645529285229581,0.0001019830265895101,1.2291904445178391e-08,5.886438626033478e-09,6.389880672323446e-05,0.8925664852072399,0.9999999999999905,3.7034005965950686e-14,0.9999999999999949,0.20844327176781025,0.03668042182485106,0.2636039720702298,0.7722063037249285,0.04465799886941779,0.27187931398324083,0.0965996908809893,0.20286738351254466,0.020533450982055126,0.04572770777237585,0.04683796078030915,0.06417592445208152,0.09241750274101382,0.041271539368737065,0.037124318471484695,0.05670712247872757,0.08202594951653464,0.35959286853365025,0.37252851926907093,0.35303508403201433,0.38444863653209954,0.3794886903062102,0.41262658855797724,0.3862922248939829,0.43582231320153525,0.5710326557405678,0.015831134564643815,5.173000959709039e-07,0.07006369426751596,0.45526982977182195,0.7873991847485668,0.7503564157446876,0.8109887418318023,0.22263002757626094,0.7435449559431404,0.2036904947074806,0.18306174170834577,0.24873094306121235,0.32038211324858057,0.5066266663430945,0.29057785576700673,0.48911054026873574,0.3203821132595419,0.9977962785868402,0.02071012088958827,0.02810024447747366,5.254235865502918e-08,0.1210520055651803,2.6054241916259837e-07,0.15554186827731312,1.3261989683084586e-07,0.2039039690580266
1,6,3,0.0,0.39950112475086674,0.07629855436459158,0.4000000000000001,0.7260395559658183,0.00010198454312482156,1.1693476765381609e-08,7.724400534117839e-09,9.50260231363894e-05,0.8828123306270063,0.9999999999999898,6.20440147038219e-14,0.9999999999999974,0.20844327176781025,0.02934433745988082,0.3097271194345782,0.680515759312321,0.10853589598643301,0.11526778639111689,0.2202472952086553,0.0795698924731181,0.1536857861019908,0.05046958211602391,0.05716454318964386,0.06538675983818007,0.09717223938564079,0.04250894581969516,0.04660319768710362,0.05639440114686265,0.08806608267400393,0.3887031553050709,0.40696993934567594,0.3795110843461997,0.4148026328370819,0.40183230064770364,0.4448501388637944,0.40823065849306084,0.4647634941896762,0.7142579428419311,0.02374670184696566,4.890509873546626e-07,0.057324840764331274,0.3871785584932995,0.872919390196814,0.898998608545746,0.9639042263680286,0.1686203816829207,0.6329497916063132,0.1616643961666813,0.17449241396497883,0.244739591538236,0.08890480655403935,0.43487929170513345,0.07764977740522142,0.39231496110112296,0.08890480654023415,0.9980677952174773,0.021203384409457196,0.02784730241988278,1.0443378913070062e-07,0.1227705456351094,1.0624473871408738e-07,0.1245168734579081,1.3558568348133248e-07,0.20719840671643236
1,6,4,0.0,0.3823253785826638,0.060343029399677006,0.4000000000000001,0.7616064375393745,0.0001019865767911361,5.585234239157688e-09,7.1562217096192975e-09,0.00020543996036126655,0.9220488033536132,0.9999999999999857,6.956025198205006e-14,0.9999999999999979,0.24802110817941986,0.051811095827602086,0.21341058850261305,0.858166189111748,0.018654607122668167,0.5163847899941967,0.2681607418856259,0.11326164874551965,0.12560895052824,0.03922416237073013,0.048021653535088964,0.06357567222951804,0.08451839832700975,0.03312708575846442,0.04090810583585987,0.05750572207862544,0.08237433554987877,0.37259832905038287,0.3928574331148467,0.3708049208753239,0.3976828915892983,0.3957897370777612,0.4420761951247621,0.4106747805827705,0.4622965628940753,0.4316715536074254,0.04485488126649079,1.2394547269372653e-07,0.05095541401273888,0.4382470119521912,0.7483059766259759,0.7857200664314581,0.869560055407014,0.18140784914469288,0.7021242197826848,0.18439535913627164,0.20353043177301977,0.27642824922941367,0.24298045626840478,0.48452319844587793,0.20861551965651745,0.44785705424332867,0.24298045627886272,0.9979045239311768,0.0206991519065539,0.028859111081812168,5.864339481799779e-08,0.12067471436588219,1.9288834777064007e-07,0.1524575435263298,9.33277365828444e-08,0.19517453594651463
1,6,5,0.0,0.40197279986916645,0.0703000636539278,0.4000000000000001,0.7151544999396405,0.00010198359050084503,8.708860991054337e-09,7.041629514626635e-09,0.00012171937532188051,0.9003104476974519,0.9999999999999936,2.5119514427841675e-14,0.9999999999999983,0.20844327176781025,0.06648326455754246,0.16246390283200104,0.657593123209169,0.02769926512153763,0.33665913047683516,0.3199381761978364,0.06523297491039415,0.24646450957782612,0.024037024735964498,0.03753931664576238,0.036443402880424705,0.04523017807462188,0.02278024308748621,0.03012785845915544,0.03195832103596588,0.047470029824530226,0.40444183605110107,0.43108203116860055,0.3951438242647952,0.41688717497239236,0.42188281656498683,0.4716499391757062,0.4281615652998407,0.47701724523793365,0.42007051630737147,0.015831134564643815,1.194337781707938e-07,0.03503184713375798,0.40420137631293007,0.7845983310959044,0.8570439365714124,0.9118469095340371,0.15939370584200085,0.7289673148897583,0.08686135514217086,0.17001901071048664,0.22434430045857878,0.1445487020991447,0.4326269644327635,0.10492079167122227,0.40698085587254873,0.14454870210963375,0.9990205137525291,0.016577280058495486,0.023838311277492766,9.844469134479399e-09,0.0625878541939508,1.5612005439033508e-08,0.06037299622089516,8.987043966266437e-09,0.08873228054442454
1,6,6,0.0,0.46061893131371767,0.1190794736500844,0.8,0.7545564352261918,0.00010198745345563663,2.466847958346784e-08,6.286501673964431e-09,2.3655389908061783e-05,0.9302661064200302,0.9999999999999951,1.947469831780496e-13,0.9999999999999999,0.20844327176781025,0.08069692801467224,0.13659820396550193,0.5888252148997133,0.07292255511588466,0.14902765015958985,0.4397217928902629,0.068100358422939,0.309125705931256,0.033087893976024414,0.0465582698123581,0.05001343205627248,0.06588429810036517,0.030131424951095703,0.041405179496092945,0.049964200533162015,0.0738639865053672,0.4434304076357537,0.4707741636760911,0.43690911174836866,0.46585103654688276,0.4682304941456418,0.5245740413176472,0.48156229343987994,0.5403358852191521,0.5082714705747744,0.007915567282321942,1.3794990980738058e-07,0.028662420382165592,0.3531329228540384,0.81187831259804,0.9434730644002203,0.9392532041471684,0.02690506389181191,0.7146388212530177,0.0966498414919135,0.16165990569115496,0.22842582813682566,0.16193375629174275,0.4950951089815778,0.1605028744524229,0.47569212074158346,0.16193375627825288,0.9987773882559824,0.01981932710638968,0.028132294455951414,2.9551711099538497e-08,0.06998076133503671,2.6347762068762435e-08,0.06757061328407854,2.084915512629253e-08,0.1076854369412832
1,6,7,0.0,0.37152865312425293,0.053914235317527065,0.2,0.7541880507334631,0.0001019818605811732,1.1633107614736914e-09,8.179202240729755e-09,0.0012160505928712588,0.8177195639199168,0.9999999999999917,7.942253420198034e-14,0.9999999999999972,0.20844327176781025,0.051811095827602086,0.2008452624403545,0.7020057306590262,0.07179197286602604,0.17216468520937683,0.20865533230293662,0.0774193548387095,0.1515027252592206,0.043553615991444423,0.07017560938363883,0.07007858047408183,0.09356851079058659,0.0364889826400414,0.05241176662823439,0.059462721510771574,0.08855456988490037,0.39638298920091064,0.42905726328168753,0.39571514967889065,0.4257807456158015,0.407796809074598,0.46128744263109767,0.4215131782422492,0.47714777157938526,0.47546740360977013,0.01846965699208447,3.3643137766297636e-07,0.057324840764331274,0.3871785584932995,0.7977410179643574,0.8472621651327792,0.9233374547737787,0.16675982185524096,0.6714693854488633,0.1641949502663052,0.24151075702463642,0.32792115065771377,0.3565300845992463,0.4000232400938714,0.3587181486925436,0.3657605578069809,0.3565300846099501,0.9980123660654675,0.018810038514670144,0.026487547550464036,6.638493886505383e-08,0.15468576675863221,8.091445236298197e-08,0.14647012751045016,1.204029651482499e-07,0.1942404705577574
1,6,8,0.0,0.4099595203103227,0.07980188391233914,0.6000000000000001,0.6928802087728105,0.00010198972307715745,1.6223140950969363e-08,6.91578006675147e-09,5.3926073724993624e-05,0.9080304815228042,0.9999999999999949,7.626639541985367e-14,0.9999999999999987,0.20844327176781025,0.051811095827602086,0.2008452624403545,0.6346704871060169,0.08931599773883557,0.13125837674270785,0.29443585780525516,0.09964157706093178,0.15527680274228634,0.03337246914414949,0.0410182593129483,0.04879097718865958,0.07283931869739355,0.026118888800865006,0.030825898437648422,0.04186645996334098,0.06841594853369509,0.32648178847913134,0.3441283687531681,0.3178917412540243,0.34456889230289733,0.3479747551814468,0.387002716856325,0.3557737929541871,0.40437358633232795,0.49484702930520985,0.03166226912928763,3.674254565371777e-07,0.06050955414012736,0.3531329228540384,0.785983746473244,0.7777730389175952,0.8541232625083142,0.21242827188883073,0.7208264952344052,0.1473644432689444,0.1763095470634628,0.2348723930265184,0.22735299702230183,0.4412059846203699,0.2024917797853909,0.42124720601090937,0.22735299700739045,0.9981865859355449,0.022684056841264122,0.031173612799481186,1.3625332443283453e-07,0.10500383907705635,1.3082615708000295e-07,0.11118124124666753,6.032888087748553e-08,0.1710684476212046
1,6,9,0.0,0.4142892518586775,0.09534894039751131,0.4000000000000001,0.4248709864202752,0.00010198231681849464,2.397899321022329e-09,7.224939090156776e-09,0.0005119731586789155,0.7921466945779647,0.9999999999999917,2.5403118952153426e-14,0.9999999999999977,0.20844327176781025,0.11737734983952319,0.09566428915822901,0.7893982808022924,0.045223289994347174,0.2738683951869462,0.5200927357032458,0.0774193548387095,0.32027560453640685,0.0290305532765289,0.04123413760877659,0.0489371046612612,0.06295236554268913,0.021538513829294302,0.03485215482916688,0.0439938159174322,0.06103985197300855,0.3551693835451371,0.37829491657418124,0.35053809091329435,0.37140879941399396,0.3719408960838906,0.4215450548903368,0.3861918932089195,0.4300477709314401,0.40877126919783313,0.010554089709762501,1.9335425633090465e-07,0.05095541401273888,0.285041651575516,0.7268218147578471,0.8118083929778788,0.9020993529709793,0.1310982405484717,0.6611940997710565,0.12836703397749097,0.20542410580786297,0.2799812011727141,0.3001300747899862,0.3379257028567699,0.2549809824691284,0.33773484048822366,0.3001300748041638,0.9984529906288763,0.01725671536080258,0.023673197136226735,2.086673516237287e-08,0.11225833337296527,4.117713645166534e-08,0.09967584503819617,8.137522714888124e-08,0.16011149961407928
