fid,iid,rep,budget,algorithm,precision
1,6,0,20,BFGS,0.0
1,6,0,20,DE,1.1437449187
1,6,0,20,MLSL,0.0
1,6,0,20,Non-elitist,0.0
1,6,0,20,PSO,1.784e-07
1,6,0,20,Same,0.0
1,6,1,20,BFGS,0.0
1,6,1,20,DE,1.3592497877
1,6,1,20,MLSL,0.0
1,6,1,20,Non-elitist,0.0
1,6,1,20,PSO,2.506e-07
1,6,1,20,Same,0.0
1,6,2,20,BFGS,0.0
1,6,2,20,DE,1.1505356798
1,6,2,20,MLSL,0.0
1,6,2,20,Non-elitist,0.0
1,6,2,20,PSO,1.1152e-06
1,6,2,20,Same,0.0
1,6,3,20,BFGS,0.0
1,6,3,20,DE,1.3641697619
1,6,3,20,MLSL,0.0
1,6,3,20,Non-elitist,0.0
1,6,3,20,PSO,1.631e-07
1,6,3,20,Same,0.0
1,6,4,20,BFGS,0.0
1,6,4,20,DE,1.3644660592
1,6,4,20,MLSL,0.0
1,6,4,20,Non-elitist,0.0
1,6,4,20,PSO,2.855e-07
1,6,4,20,Same,0.0
1,6,5,20,BFGS,0.0
1,6,5,20,DE,0.4874261837
1,6,5,20,MLSL,0.0
1,6,5,20,Non-elitist,0.0
1,6,5,20,PSO,1.0366e-06
1,6,5,20,Same,0.0
1,6,6,20,BFGS,0.0
1,6,6,20,DE,1.5846368816
1,6,6,20,MLSL,0.0
1,6,6,20,Non-elitist,0.0
1,6,6,20,PSO,3.197e-07
1,6,6,20,Same,0.0
1,6,7,20,BFGS,0.0
1,6,7,20,DE,1.3609364146
1,6,7,20,MLSL,0.0
1,6,7,20,Non-elitist,0.0
1,6,7,20,PSO,8.86e-08
1,6,7,20,Same,0.0
1,6,8,20,BFGS,0.0
1,6,8,20,DE,1.1166304692
1,6,8,20,MLSL,0.0
1,6,8,20,Non-elitist,0.0
1,6,8,20,PSO,3.379e-07
1,6,8,20,Same,0.0
1,6,9,20,BFGS,0.0
1,6,9,20,DE,2.3814843494
1,6,9,20,MLSL,0.0
1,6,9,20,Non-elitist,0.0
1,6,9,20,PSO,1.638e-07
1,6,9,20,Same,0.0
1,6,10,20,BFGS,0.0
1,6,10,20,DE,1.5339167504
1,6,10,20,MLSL,0.0
1,6,10,20,Non-elitist,0.0
1,6,10,20,PSO,2.475e-07
1,6,10,20,Same,0.0
1,6,11,20,BFGS,0.0
1,6,11,20,DE,1.0509403397
1,6,11,20,MLSL,0.0
1,6,11,20,Non-elitist,0.0
1,6,11,20,PSO,4.112e-07
1,6,11,20,Same,0.0
1,6,12,20,BFGS,0.0
1,6,12,20,DE,0.7831303357
1,6,12,20,MLSL,0.0
1,6,12,20,Non-elitist,0.0
1,6,12,20,PSO,9.612e-07
1,6,12,20,Same,0.0
1,6,13,20,BFGS,0.0
1,6,13,20,DE,2.8044835882
1,6,13,20,MLSL,0.0
1,6,13,20,Non-elitist,0.0
1,6,13,20,PSO,6.1e-08
1,6,13,20,Same,0.0
1,6,14,20,BFGS,0.0
1,6,14,20,DE,3.3975839704
1,6,14,20,MLSL,0.0
1,6,14,20,Non-elitist,0.0
1,6,14,20,PSO,3.05e-07
1,6,14,20,Same,0.0
1,6,15,20,BFGS,0.0
1,6,15,20,DE,1.2186299719
1,6,15,20,MLSL,0.0
1,6,15,20,Non-elitist,0.0
1,6,15,20,PSO,1.755e-07
1,6,15,20,Same,0.0
1,6,16,20,BFGS,0.0
1,6,16,20,DE,1.7660527461
1,6,16,20,MLSL,0.0
1,6,16,20,Non-elitist,0.0
1,6,16,20,PSO,4.79e-07
1,6,16,20,Same,0.0
1,6,17,20,BFGS,0.0
1,6,17,20,DE,3.2696346178
1,6,17,20,MLSL,0.0
1,6,17,20,Non-elitist,0.0
1,6,17,20,PSO,4.301e-07
1,6,17,20,Same,0.0
1,6,18,20,BFGS,0.0
1,6,18,20,DE,1.6971446749
1,6,18,20,MLSL,0.0
1,6,18,20,Non-elitist,0.0
1,6,18,20,PSO,8.19e-08
1,6,18,20,Same,0.0
1,6,19,20,BFGS,0.0
1,6,19,20,DE,1.0251813838
1,6,19,20,MLSL,0.0
1,6,19,20,Non-elitist,0.0
1,6,19,20,PSO,2.614e-07
1,6,19,20,Same,0.0
1,7,0,20,BFGS,0.0
1,7,0,20,DE,4.0722359875
1,7,0,20,MLSL,0.0
1,7,0,20,Non-elitist,0.0
1,7,0,20,PSO,2.559e-07
1,7,0,20,Same,0.0
1,7,1,20,BFGS,0.0
1,7,1,20,DE,2.0653853856
1,7,1,20,MLSL,0.0
1,7,1,20,Non-elitist,0.0
1,7,1,20,PSO,9.99e-08
1,7,1,20,Same,0.0
1,7,2,20,BFGS,0.0
1,7,2,20,DE,2.1103771446
1,7,2,20,MLSL,0.0
1,7,2,20,Non-elitist,0.0
1,7,2,20,PSO,6.833e-07
1,7,2,20,Same,0.0
1,7,3,20,BFGS,0.0
1,7,3,20,DE,1.8009862394
1,7,3,20,MLSL,0.0
1,7,3,20,Non-elitist,0.0
1,7,3,20,PSO,1.031e-07
1,7,3,20,Same,0.0
1,7,4,20,BFGS,0.0
1,7,4,20,DE,0.4570483867
1,7,4,20,MLSL,0.0
1,7,4,20,Non-elitist,0.0
1,7,4,20,PSO,6.69e-08
1,7,4,20,Same,0.0
1,7,5,20,BFGS,0.0
1,7,5,20,DE,1.2789199709
1,7,5,20,MLSL,0.0
1,7,5,20,Non-elitist,0.0
1,7,5,20,PSO,3.486e-07
1,7,5,20,Same,0.0
1,7,6,20,BFGS,0.0
1,7,6,20,DE,1.2249717349
1,7,6,20,MLSL,0.0
1,7,6,20,Non-elitist,0.0
1,7,6,20,PSO,2.921e-07
1,7,6,20,Same,0.0
1,7,7,20,BFGS,0.0
1,7,7,20,DE,0.7692879656
1,7,7,20,MLSL,0.0
1,7,7,20,Non-elitist,0.0
1,7,7,20,PSO,3.71e-08
1,7,7,20,Same,0.0
1,7,8,20,BFGS,0.0
1,7,8,20,DE,2.6050563818
1,7,8,20,MLSL,0.0
1,7,8,20,Non-elitist,0.0
1,7,8,20,PSO,1.009e-07
1,7,8,20,Same,0.0
1,7,9,20,BFGS,0.0
1,7,9,20,DE,2.370992691
1,7,9,20,MLSL,0.0
1,7,9,20,Non-elitist,0.0
1,7,9,20,PSO,5.05e-07
1,7,9,20,Same,0.0
1,7,10,20,BFGS,0.0
1,7,10,20,DE,1.7672921926
1,7,10,20,MLSL,0.0
1,7,10,20,Non-elitist,0.0
1,7,10,20,PSO,2.859e-07
1,7,10,20,Same,0.0
1,7,11,20,BFGS,0.0
1,7,11,20,DE,0.7239215242
1,7,11,20,MLSL,0.0
1,7,11,20,Non-elitist,0.0
1,7,11,20,PSO,2.119e-07
1,7,11,20,Same,0.0
1,7,12,20,BFGS,0.0
1,7,12,20,DE,4.0378515966
1,7,12,20,MLSL,0.0
1,7,12,20,Non-elitist,0.0
1,7,12,20,PSO,4.429e-07
1,7,12,20,Same,0.0
1,7,13,20,BFGS,0.0
1,7,13,20,DE,2.9033147131
1,7,13,20,MLSL,0.0
1,7,13,20,Non-elitist,0.0
1,7,13,20,PSO,7.03e-08
1,7,13,20,Same,0.0
1,7,14,20,BFGS,0.0
1,7,14,20,DE,0.9133379435
1,7,14,20,MLSL,0.0
1,7,14,20,Non-elitist,0.0
1,7,14,20,PSO,2.453e-07
1,7,14,20,Same,0.0
1,7,15,20,BFGS,0.0
1,7,15,20,DE,1.967417996
1,7,15,20,MLSL,0.0
1,7,15,20,Non-elitist,0.0
1,7,15,20,PSO,1.982e-07
1,7,15,20,Same,0.0
1,7,16,20,BFGS,0.0
1,7,16,20,DE,3.056157109
1,7,16,20,MLSL,0.0
1,7,16,20,Non-elitist,0.0
1,7,16,20,PSO,9.21e-08
1,7,16,20,Same,0.0
1,7,17,20,BFGS,0.0
1,7,17,20,DE,2.9413660857
1,7,17,20,MLSL,0.0
1,7,17,20,Non-elitist,0.0
1,7,17,20,PSO,2.576e-07
1,7,17,20,Same,0.0
1,7,18,20,BFGS,0.0
1,7,18,20,DE,0.6932587368
1,7,18,20,MLSL,0.0
1,7,18,20,Non-elitist,0.0
1,7,18,20,PSO,4.745e-07
1,7,18,20,Same,0.0
1,7,19,20,BFGS,0.0
1,7,19,20,DE,2.4705219899
1,7,19,20,MLSL,0.0
1,7,19,20,Non-elitist,0.0
1,7,19,20,PSO,1.601e-07
1,7,19,20,Same,0.0
2,6,0,20,BFGS,1e-10
2,6,0,20,DE,9390.6687721995
2,6,0,20,MLSL,0.0001667003
2,6,0,20,Non-elitist,35.0357534228
2,6,0,20,PSO,2.6959069912
2,6,0,20,Same,1119.4749245496
2,6,1,20,BFGS,1e-10
2,6,1,20,DE,1610.4869454265
2,6,1,20,MLSL,0.0002717171
2,6,1,20,Non-elitist,8.9065132341
2,6,1,20,PSO,0.171629937
2,6,1,20,Same,698.092452377
2,6,2,20,BFGS,1e-10
2,6,2,20,DE,4668.808102697
2,6,2,20,MLSL,5.4387e-06
2,6,2,20,Non-elitist,14.4537305892
2,6,2,20,PSO,24.1102513529
2,6,2,20,Same,379.9442500033
