fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4
1,6,0,0.0,0.40901407189074324,0.009842683849934142,0.0,0.6569233885798339,0.26114266317486295,1.022823739457738e-08,8.572604297000954e-09,9.65908603741544e-05,0.8559790439636912,0.9999999999999734,2.6294735542113927e-13,0.2884615384615385,0.2527472527472526,0.22045315370483776,0.0,0.4574352552525367,0.3439726099644106,0.39033712885812644,0.0,0.4457959024326492,0.35671602213573333,0.4236484723424054,0.5142865355292823,0.5227197801216592,0.43901818095216016,0.4883123639540886,0.5513430391873027,0.5312183770246987,0.4686610178540541,0.5184076722767863,0.7326409108902676,0.03731343283582089,2.155626579316237e-07,0.12228260869565225,0.26315789473684204,0.7980664635641602,0.6629577951056107,0.6708296284446471,0.4880853862936292,0.3812701131570534,0.4123202836078244,0.527726472043605,0.5586741675002309,0.3920199270486152,0.5305750928007019,0.4148698748816064,0.545756369257993,0.39201992708739897,0.5323197467509619,0.2768479782684389,0.29620816495357355,2.1713243924178923e-08,0.42477886121868863,1.977669521428096e-08,0.5144562559757191,4.948754865532792e-09,0.48489240117627874
1,6,1,0.0,0.5586551244487163,0.11696234498966074,0.0,0.5725953455916313,0.2611426637911338,7.291513914067375e-09,3.2671826035922037e-09,4.614851580511231e-05,0.8682441443311004,0.9999999999999711,6.881770387344389e-13,0.5096153846153847,0.40659340659340654,0.2421012561857633,0.0,0.2784090532451386,0.15211143992576864,0.22796872083979447,0.0,0.2624015865937674,0.16181637910817254,0.22259704746941006,0.6673059839903068,0.3586412241105371,0.295672148237033,0.3916148682143746,0.6477737345791401,0.3533673687831166,0.3124743590597105,0.3721585192132368,0.5633136995126886,0.012437810945273617,1.2202702927865739e-07,0.07608695652173918,0.5263157894736842,0.8288880838678215,0.7288393962147683,0.8909158143844937,0.4369133946729533,0.5121664995218383,0.3335604822719335,0.4358397437844972,0.47413934249769296,0.34278716443324775,0.5130145964227778,0.3579190555578512,0.5194951152832125,0.34278716442267565,0.6562375139099985,0.21527490257342063,0.2187172579328603,1.7234007472733028e-08,0.3811396614122024,6.137997621459616e-09,0.28634469537527396,3.84735209773953e-09,0.3364645939632296
1,6,2,0.0,0.505891814690618,0.10099364994535603,0.5,0.723747303554304,0.2611426632327783,1.1244305140354438e-09,6.59830462801968e-09,0.0008309166205764976,0.8440188683149525,0.9999999999999771,1.4951333818779557e-12,0.24999999999999994,0.2967032967032967,0.16275430359937404,0.0,0.21002663255485415,0.4070425133855484,0.46067487099621096,0.0,0.20223092846565954,0.3623603734671859,0.4273099340553362,0.6626848971021011,0.29305085148246857,0.5209181477526752,0.5726850116167741,0.6704372277956012,0.2986595353743072,0.4929154798913808,0.5402427192485915,0.5433402872066706,0.03233830845771139,1.7239043519527115e-07,0.05163043478260877,0.42105263157894735,0.7802442242522384,0.5981084362480908,0.807454061651736,0.5387020583020711,0.6020857059352013,0.19172918512370402,0.27641415713670625,0.31372490707463063,0.268390116924075,0.5771639101774758,0.29964005192011023,0.6047917164425917,0.26839011693858805,0.6406145602235642,0.4627359018265079,0.4689468663408027,1.9431061491767967e-08,0.31177447124830776,1.0832192667682723e-08,0.3544492317593586,5.370784293116386e-09,0.33270314218885755
1,6,3,0.0,0.5445409381157154,0.12159048318533888,0.5,0.6740924634825017,0.26114266477399495,1.04611279627838e-08,6.702036039148613e-09,6.957931623578195e-05,0.9097028818406026,0.9999999999999867,7.530374812924408e-13,0.3942307692307693,0.40659340659340654,0.1872858774267226,0.0,0.3049975590063145,0.319657987963217,0.3866853152406975,0.0,0.29414200935083934,0.33247189491218226,0.3568949847805413,0.4260571877805921,0.3520239220575736,0.39861425049907123,0.4676072197430823,0.45365007202457464,0.35974183758785994,0.4284606147040779,0.441835298822812,0.7326409108902681,0.044776119402985134,1.452970625519749e-07,0.10597826086956527,0.4736842105263158,0.8667684810383779,0.6463198842575664,0.7696089292848924,0.4209416952719043,0.4193569684663675,0.3690525491028524,0.5332738848449066,0.5962644762105023,0.1854329050037071,0.6488411764434233,0.1881987802612973,0.7000894798858597,0.18543290497946513,0.4240543014592284,0.41765448149328166,0.4347020116171905,1.0727664856002175e-08,0.3361421432432968,1.710760903971846e-08,0.5126536566984592,6.097603094016057e-09,0.5734045263051954
1,6,4,0.0,0.5040088311463173,0.09053066606412294,0.0,0.7757683018501412,0.2611426663936714,4.331840123936195e-09,6.267570408800239e-09,0.00018819950590051447,0.9191491459101548,0.9999999999999618,8.988198136246101e-13,0.40384615384615385,0.32967032967032966,0.2366197183098592,0.0,0.1856209429934118,0.2361724167319591,0.32884356945590376,0.0,0.17830255821224233,0.24441279227857055,0.3025008266206786,0.57507002367135,0.2516925301105722,0.34816560390126994,0.4492684111907068,0.5854863203673724,0.25786299161600607,0.3708081195258227,0.42217005258713985,0.7326409108902676,0.044776119402985134,1.7239043519527115e-07,0.12771739130434784,0.4736842105263158,0.7531040660971792,0.5807246339192966,0.7182519756157699,0.574621493287348,0.584531490060666,0.29441025295024387,0.4007447127646824,0.45942514232213005,0.427517830693952,0.5719273196381179,0.43134655049179593,0.5838569235698738,0.427517830664403,0.5827441507439715,0.3429713494925898,0.34255612291218934,2.0764952693437795e-08,0.3501599829460666,1.2996002913739962e-08,0.33644579904548744,5.940451473786159e-09,0.4208795274362238
1,6,5,0.0,0.5034624681248135,0.07345204606830984,0.5,0.6820410286072042,0.26114266414802306,5.457994062460072e-09,5.457601881845429e-09,0.00012427164359193118,0.9117807227089185,0.9999999999999882,3.6985166575607595e-13,0.45192307692307704,0.43956043956043955,0.19859154929577472,0.0,0.2944549996391194,0.2621946717625672,0.3574630642311384,0.0,0.282039409022795,0.27239504214265103,0.3263714652286948,0.512276853008033,0.35236486726229166,0.3586569871629213,0.4595548005235719,0.5238933518984688,0.3557858063557595,0.3833133070529702,0.42899187039723075,0.48038929717679935,0.054726368159203884,2.3422896899087012e-07,0.12228260869565225,0.26315789473684204,0.8898645283419334,0.6795712886194152,0.8319921096148175,0.5828745317218015,0.43024683258899143,0.32520923202862234,0.4348503472505052,0.4788381842977336,0.5481722815182345,0.4691921616988449,0.5963317600046891,0.4798236629872283,0.5481722815326368,0.6157471661692975,0.2591076476510238,0.2584871063438226,1.4624720032103616e-08,0.4471364922622682,2.316549316494302e-08,0.5919120269836424,5.64459438638918e-09,0.4872178756889527
1,6,6,0.0,0.5566118527513229,0.117853750399908,0.0,0.7083691931603469,0.2611426659272238,1.1836235133997616e-08,4.606720489120496e-09,3.462621993808537e-05,0.9580755717464775,0.9999999999999916,1.59170340744761e-12,0.2692307692307692,0.20879120879120874,0.24907338769458864,0.0,0.14365828746977782,0.21838792679925828,0.2802705010166685,0.0,0.14122085866519263,0.20699911518557745,0.3160773990618659,0.631925408177384,0.22285013073060556,0.34558632088318675,0.42345852260203287,0.6658578409061437,0.2386761984464812,0.35694862480024825,0.4512732798883606,0.6146356208520962,0.029850746268656747,1.2571045217854131e-07,0.10054347826086957,0.4736842105263158,0.8962922149207885,0.8399408537276067,0.9150879113579513,0.3810488275139141,0.5398184898246048,0.3189530239424668,0.3454787010567322,0.4012083604042034,0.38666323190364027,0.5199936417840788,0.39716249489907396,0.5295779575791357,0.38666323192918506,0.6224961934174504,0.2919298027144862,0.32488775593305214,2.4216951498177318e-08,0.3137123341065557,9.233939981251861e-09,0.3355606932923507,6.450583270394391e-09,0.38053556062920424
1,6,7,0.0,0.5025387564717345,0.10719359706755913,0.5,0.6326566191970352,0.26114266253323754,1.584837029278525e-09,5.727747236862339e-09,0.0005087115533219979,0.7934727047700845,0.9999999999999898,1.4448441392150933e-12,0.33653846153846145,0.3186813186813186,0.2039825157843614,0.0,0.36251193414741956,0.24587195844468046,0.30447758125737145,0.0,0.3359708928046142,0.3363584983062749,0.26034202604801554,0.5537488561748389,0.42741688721117355,0.3523333802479788,0.4238869864701725,0.5159135879034025,0.41257710550594295,0.4432725451724782,0.36924969118377493,0.8039362445356937,0.05970149253731338,9.903358845126575e-08,0.07880434782608703,0.4736842105263158,0.6143713811210209,0.7232014421289303,0.703073629832865,0.3926129222051584,0.43724994374715376,0.3534513780313488,0.4274484963808787,0.46952320477428655,0.4275718742082929,0.6439054687888391,0.4535792915759177,0.6569881145626361,0.42757187421377935,0.5341992356492284,0.3383661610546447,0.3415714472530597,1.7264152601348236e-08,0.3192418932873841,9.064981937434477e-09,0.347494437187269,3.8200614270909585e-09,0.42292869977110126
1,6,8,0.0,0.534801012334325,0.09448897375983073,0.5,0.7545276575725068,0.26114266587846613,1.127747960608734e-08,6.632566899616024e-09,6.197058345881385e-05,0.96000834412503,0.9999999999999896,1.200685402238087e-12,0.14423076923076925,0.17582417582417578,0.15845070422535215,0.0,0.3079237954739491,0.3539360276944169,0.43531854487690647,0.0,0.2988798138478198,0.35519668495050877,0.43335172742751255,0.5324374066418776,0.3690551633070348,0.45180774414094405,0.5302201819508032,0.5613809512022825,0.3784253614306005,0.4688707356840949,0.5282803362641427,0.6517215805746508,0.04726368159203975,1.8237694451368263e-07,0.13043478260869568,0.26315789473684204,0.8037690115747803,0.6589652751717852,0.8182181923498519,0.4655199365718875,0.6594344915208474,0.2903345418586792,0.32306343871130894,0.3468138782739616,0.6014998308090472,0.4149606982222249,0.6552177902429625,0.4340777400211929,0.6014998308236091,0.5784596848913246,0.3907466057286386,0.3955959942955816,1.4738573694974038e-08,0.39771335859232043,1.0134508243368437e-08,0.4104362953304601,8.988202353800276e-09,0.46082297419871265
1,6,9,0.0,0.5780214806982922,0.17468158478632176,0.5,0.6435044197741008,0.2611426646581039,7.442833701862583e-09,6.6907250789670984e-09,0.0001072949943428298,0.9216352448161227,0.9999999999999893,9.385460044402793e-13,0.24038461538461536,0.3186813186813187,0.14570179698882957,0.0,0.20670379143335138,0.2784818164692229,0.3030290914102176,0.0,0.1999191075893285,0.28110711994931004,0.287449688494608,0.32295394209295614,0.22390500659695634,0.3342336242831684,0.36659538263674624,0.36126883988495484,0.2366938247698443,0.357547929967592,0.3564742945547713,0.5916314554342619,0.039800995024875635,1.0204079664271159e-07,0.07336956521739132,0.4736842105263158,0.7985332439043452,0.6609780981569529,0.744363362097725,0.5036689807717383,0.6019935563205709,0.4680159121051905,0.5647247283663361,0.6030724254515625,0.47576790292024906,0.5789920874803278,0.44426864029456026,0.5883713341229285,0.47576790292934684,0.5302516160568658,0.17495561225296796,0.18412985532813003,2.756342487699502e-08,0.49473760377781945,1.0326944286404967e-08,0.5701172241638968,6.725999843127781e-09,0.6727836919973098
