fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_3,mean_std_x_last_3
1,6,0,0.0,0.4057250511338212,0.020431939088762868,0.0,0.6628345423284326,0.27695180397605607,9.07092891775353e-09,7.289476888817478e-09,2.0807420305513037e-06,0.8739685222129597,0.9999999999999774,5.047356321552553e-12,0.39999999999999997,0.3469387755102041,0.09954751131221719,0.0,0.29392000191649437,0.3178234175072016,0.24916762055423458,0.0,0.2913180520459952,0.2865430393942816,0.22866881467622147,0.5071501223374058,0.320571031367402,0.3959847297500356,0.29190630794382094,0.578669279520188,0.33205619298346967,0.35095791516825114,0.26921958797909734,0.7221076135641817,0.04726368159203978,1.6803959769350236e-07,0.12433862433862436,0.4117647058823529,0.913330815533884,0.8383916005026522,0.9271870618815052,0.27405905994768576,0.42296990110492694,0.47373838599460916,0.5594802764666928,0.5777372427933551,0.4845969689974216,0.5353453200485299,0.5828565102551924,0.48717707589967496,0.48459696899369287,0.6495947367095389,0.16209127847765348,0.13248587263732348,1.5667550919475295e-08,0.5111301334528456,1.6435894895860587e-08,0.36334404149567767,4.182021134561064e-09,0.48941011250134436
1,6,1,0.0,0.588188147485447,0.12874684270033593,0.0,0.7025499913329125,0.27695180557311494,1.0950445902026957e-08,3.778595174880258e-09,7.05304965324166e-07,0.9250283680380005,0.9999999999999774,1.0062474216766901e-11,0.3454545454545454,0.1836734693877551,0.1623931623931624,0.0,0.28134187848874637,0.16857045452826808,0.08446188159243717,0.0,0.2675377225127446,0.2277389998165227,0.13525666619630572,0.7017287880147471,0.33410213220773555,0.29951054712182373,0.18878219520543704,0.6838414766707819,0.32291719401613483,0.31914099684509084,0.210871257906946,0.6905516170143093,0.03731343283582089,7.994091983217992e-08,0.07671957671957667,0.47058823529411753,0.8258757566424781,0.5869445052062567,0.8266250927655701,0.5600741136312475,0.5460538500711299,0.38423029537343134,0.4731051000013222,0.49129117380937526,0.45419146133000904,0.6335291530636419,0.5654188302817034,0.6020799627447206,0.4541914613639527,0.6510243498192585,0.2447924166672364,0.24211351119568936,3.238205010313071e-09,0.21319430433040543,9.434840179806718e-09,0.21830206464781265,3.805667114160712e-09,0.30014747130657904
1,6,2,0.0,0.5529782316335802,0.13802753576663607,0.5,0.7087915363807815,0.27695180209557324,1.143576404728525e-08,5.712819212635419e-09,1.1516890432284332e-06,0.9601997257795216,0.9999999999999709,6.229725977159421e-12,0.4181818181818182,0.4489795918367346,0.08041958041958042,0.0,0.34465547990008083,0.3612793073547344,0.3553849852053952,0.0,0.33695478509037197,0.3550493552643714,0.3471588890096321,0.707837860136044,0.39585370441983075,0.46542580381575316,0.4245657227046824,0.7303485886807464,0.3971419779480454,0.43560659580549227,0.40876412236321885,0.8401446431621851,0.04975124378109452,1.4636239063227334e-07,0.11640211640211634,0.47058823529411753,0.8813414234669719,0.6379246633711411,0.8682492642399804,0.49007884190813233,0.6039681653687154,0.2039258609305994,0.30101368494715874,0.3239884689924848,0.1669707158274828,0.6344420336565014,0.308506680457043,0.6344479527452979,0.16697071586675305,0.7332707544177404,0.3191694934155369,0.3282395064162452,8.614290703450458e-09,0.3645579842376504,1.2390654680344318e-08,0.31157931447492593,4.586268369928428e-09,0.30185755222605715
1,6,3,0.0,0.5924171717449781,0.1570371825899631,0.5,0.6445716573200877,0.27695180449139234,7.26594515681e-09,6.365681552924283e-09,2.3387091627709594e-06,0.9363461342764914,0.9999999999999862,2.494170546637163e-12,0.3272727272727273,0.4489795918367346,0.06293706293706294,0.0,0.45456260102846474,0.45446782083656484,0.3102898598767141,0.0,0.4392584678461119,0.4031508561059418,0.3660409640659764,0.2996613282897327,0.4825070885369995,0.505438540992919,0.31431597746876805,0.35797301300652906,0.4786455526564846,0.4322237310206589,0.36403618793771664,0.7438367359602476,0.05970149253731351,1.8751884917553983e-07,0.1137566137566137,0.47058823529411753,0.7017029234326393,0.6983244608366879,0.5954381295231339,0.380753215222679,0.3940515505018427,0.5341878218936136,0.6006042547670036,0.6419365981011875,0.48636846030370334,0.48536760131416157,0.5575645064326488,0.45256627678426253,0.4863684603300783,0.38426405925895124,0.34920572938698347,0.36242820968991296,1.5308742661195188e-08,0.6210126520826235,1.4838477002093852e-08,0.7281541341384818,5.228010420057297e-09,0.6982350203552534
1,6,4,0.0,0.5422898173355326,0.11243549137494399,0.0,0.7739578342712752,0.2769518049578438,1.7048913065853357e-09,6.4270916617030494e-09,1.1565756137646925e-05,0.9205223844157175,0.9999999999999576,1.956636201598896e-11,0.3272727272727273,0.3469387755102041,0.08144796380090498,0.0,0.2563559019361155,0.23587410912855905,0.20140084746108855,0.0,0.24983781367237862,0.22427613020018147,0.26663685205922427,0.6247517322134872,0.298296189915776,0.3417802655622135,0.2727124730538987,0.6529517588709641,0.30023424828603346,0.30957121858903164,0.3217474514200433,0.7049783817214041,0.05472636815920402,1.5472758820464871e-07,0.10582010582010579,0.7058823529411764,0.7461988563610336,0.52216856552602,0.6806654013351121,0.5963208749335337,0.5970733703262943,0.2802143154377841,0.3956120903552627,0.43389343756286003,0.4717601633007396,0.4673247492754771,0.5746912156140135,0.41448483406569775,0.4717601633241635,0.5646466928044553,0.37564771153506293,0.38399183415427773,1.081477052394713e-08,0.31904958315715526,1.4630830246136266e-08,0.3204328191878383,5.1792597144312706e-09,0.3724505570915575
1,6,5,0.0,0.5127933040667201,0.08259058174896321,0.0,0.7481345009162736,0.2769518039013287,9.036184032656579e-09,5.6748084828134704e-09,1.5667644420236171e-06,0.9461203140613538,0.9999999999999887,5.050806466317705e-12,0.2909090909090909,0.3265306122448979,0.07692307692307693,0.0,0.19979966647611255,0.15555612775914773,0.13311680493820177,0.0,0.1912489743831931,0.1363271193254553,0.1656883888690004,0.6426120848159951,0.24464721308763632,0.27432041260842455,0.2156438235008853,0.6411131051247816,0.23841747373716826,0.22917411790630593,0.2263462982167529,0.14239766341334037,0.06467661691542277,6.461495632111458e-08,0.082010582010582,0.11764705882352938,0.8776712095930224,0.7708506746124604,0.9141136855187542,0.49062981460053245,0.4344488045988456,0.26225998615146007,0.3400651849478855,0.3635367279418764,0.3514978321589426,0.4445734154450464,0.45630122687911046,0.3897934659856303,0.35149783217781927,0.7152945542800997,0.28728748942228355,0.2573105897303496,2.288137013936522e-08,0.4095079703855219,2.1663945664817493e-08,0.35261015608524193,5.174538733992499e-09,0.3466006860494313
1,6,6,0.0,0.5817680444412511,0.1315190230146115,0.0,0.777919990826573,0.2769518056154786,1.4708000659281282e-08,4.576753294270994e-09,5.672130130554418e-07,0.9657759792959926,0.9999999999999893,9.01148793986447e-12,0.43636363636363645,0.3265306122448979,0.11538461538461539,0.0,0.41801109977974504,0.36441804417020757,0.34336334800052337,0.0,0.426104226748057,0.3435243879143577,0.42754729665128666,0.5704843265488404,0.4573376103842296,0.4489794494271129,0.39235421556965255,0.6777256684443695,0.4804450954716696,0.4180999431482482,0.47183471578976494,0.7049783817214041,0.06965174129353227,1.0718270171764946e-07,0.0899470899470899,0.6470588235294117,0.7903608208251955,0.8600765390871064,0.9087285199294024,0.1684393481223114,0.6321478421775019,0.33800831281589416,0.3402040753493534,0.3720613287308554,0.3980216703956301,0.6054705792395426,0.4885446446003041,0.5682753326727497,0.3980216704022708,0.6776651554614375,0.26988304361658466,0.24368573057967524,4.993669013744941e-09,0.3804434405478837,9.669238665101108e-09,0.29625300954207723,6.070650143127148e-09,0.4241641359311308
1,6,7,0.0,0.5369500876791784,0.14712862245894512,0.5,0.7747734212266177,0.27695180181843493,9.063460664793377e-12,4.712703513218957e-09,0.00169685245021098,0.8628521545376252,0.9999999999999885,5.2864683184922386e-12,0.1272727272727272,0.14285714285714277,0.07692307692307693,0.0,0.31580268209938117,0.24290104912684063,0.3192874466442821,0.0,0.30003791641648436,0.2913449367701385,0.2582542095071634,0.5262999278045115,0.34625479052557084,0.32871352817288785,0.3624512435794029,0.5271748478052181,0.3344649854007756,0.3462465721760258,0.28590202697716544,0.7438367359602476,0.06965174129353227,7.994091983217992e-08,0.074074074074074,0.5294117647058824,0.7247552668461532,0.6501295509923168,0.7962319997606675,0.3198427295443673,0.5735802717290042,0.3664229353120443,0.4402367862728136,0.4690942616320708,0.45305752407902294,0.5379982408201626,0.5466367605793064,0.4920215937889458,0.453057524075572,0.5348862913009136,0.3706678137644981,0.3991738769573706,7.803535451109582e-09,0.3415376455268083,1.0714690981854305e-08,0.4116716643977545,3.40493431126267e-09,0.4328010146488981
1,6,8,0.0,0.5518922886001161,0.10346601170242259,0.0,0.7404404319915754,0.27695180429742206,2.431583700937635e-09,7.1380149908723e-09,8.829449264058935e-06,0.9901312490635706,0.9999999999999911,1.056558709811961e-11,0.3454545454545454,0.1836734693877551,0.1623931623931624,0.0,0.35904688354780134,0.3575949637529026,0.35790168947430345,0.0,0.3608028813585107,0.39084826344337664,0.36314918067891233,0.5641745207006819,0.39570636016235927,0.4418151015488238,0.40490668896301313,0.64958059647377,0.4125055625547458,0.4555880275040367,0.40927737168805245,0.7438367359602476,0.05970149253731351,1.0718270171764946e-07,0.1137566137566137,0.4117647058823529,0.8783054783281157,0.8204122558702442,0.9602287129747391,0.2511945665486117,0.4938950087095033,0.1885316451139578,0.21106192042283478,0.22348507691739172,0.3479753368489969,0.5480000013819684,0.45721731909577323,0.49779467839576863,0.3479753368801785,0.6483491532357766,0.43008602669573326,0.46663707439991475,9.46667820424203e-09,0.4290866598825166,2.6679352507355705e-08,0.4019498403820143,8.099143038028478e-09,0.4479135791951605
1,6,9,0.0,0.6141963214046395,0.2004326507715695,0.5,0.7013718354509064,0.2769518036466299,3.843356854406433e-09,6.037598773979231e-09,4.5788363973417396e-06,0.9739399136379749,0.9999999999999927,1.4019818817570485e-11,0.2545454545454546,0.3673469387755102,0.059829059829059825,0.0,0.2613288967595699,0.25621129698876066,0.20806932010551904,0.0,0.25032677907355416,0.22501012704850773,0.1933256173967598,0.29473386728874473,0.2540537359866756,0.29717462579420983,0.20502768125782528,0.33678722413689277,0.24902005833654006,0.24296353134228177,0.1725454037763341,0.5611187514265914,0.05472636815920402,1.0417549354166651e-07,0.0899470899470899,0.4117647058823529,0.8075959527239807,0.7659800072722285,0.8583528632896376,0.35233141405038115,0.6398189342039604,0.5036041497634556,0.6563873522163552,0.669065809078524,0.7860220452997639,0.5484020526395127,0.8804119943879043,0.49882996114603945,0.7860220453088074,0.5558704706381596,0.17152627523346942,0.1889128584084555,3.997877438763067e-09,0.5164474515941583,1.5331038183472844e-08,0.5757902337010916,6.486972930417204e-09,0.6752154753368291
