fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,6,0,0.0,0.3663715379569129,0.01853000090112313,0.0,0.6988355134189437,0.10375704204496052,1.0529592217312574e-08,8.399229436966756e-09,0.00012868107698448488,0.828819318620174,0.9999999999999831,5.058716879907058e-13,0.2359550561797753,0.11643835616438356,0.1791044776119403,0.4090909090909091,0.2550335570469799,0.20095693779904314,0.0,0.23510776142088954,0.288071020422399,0.3543312591204729,0.0,0.16711655108553486,0.3093889757511306,0.34293336494104404,0.49376004810936003,0.35104362059307515,0.41561326892387246,0.471513818117376,0.503194863072226,0.2919752080415047,0.4519842274901666,0.4498894467036394,0.48765057395490663,0.04282115869017637,6.159969750654877e-08,0.1088235294117647,0.3600000000000001,0.8911711446025239,0.7677692868305712,0.8386569082753633,0.37094319357914696,0.576697171506769,0.4243071235074071,0.4931418549391524,0.5324942376642947,0.4969135680960024,0.5206722512391172,0.4926369887137753,0.4516769968010917,0.49691356814318743,0.5917190493014634,0.2823888946231272,0.3134593206385822,1.9427494747432945e-08,0.36515645975918987,3.7473242654849005e-08,0.5091326716317756,2.5112769991358074e-08,0.4620442469065875
1,6,1,0.0,0.5172175969364723,0.12480137831536942,0.3333333333333333,0.49789522018727156,0.10375704142530168,9.488133461155377e-09,3.4723781641965338e-09,5.185970844939391e-05,0.795866791066483,0.9999999999999645,4.11514115698005e-12,0.7865168539325843,0.2328767123287671,0.32992930086410055,0.577922077922078,0.37583892617449655,0.1926406926406927,0.0,0.165480655056939,0.2741373366700078,0.2490255576327075,0.0,0.12991203467953308,0.27770097117197584,0.27089960704513977,0.6726201041842075,0.3330921987899668,0.4502485285858719,0.4278837232103564,0.6744836204146285,0.2982886312275684,0.46630763585550783,0.43425839169953073,0.49657430957473636,0.020151133501259397,1.2308040481349033e-07,0.06470588235294106,0.5200000000000001,0.8539483666350955,0.7804658071577686,0.9147090299527137,0.29793895043285434,0.5077786530721367,0.29099695880451487,0.3774092872160959,0.4156759694255423,0.3283508615080512,0.3946158987319306,0.3184977182299801,0.3287989830635277,0.3283508615547842,0.7474046364569848,0.1970296829996022,0.2158126244681187,1.7127785283159743e-08,0.38590234942501134,1.622977281331938e-08,0.3489968350705308,9.319391784145939e-09,0.2863451580141446
1,6,2,0.0,0.4320184670755469,0.0692872656320176,0.3333333333333333,0.672970081491836,0.10375704139529777,1.1174887414175991e-08,5.529646338365676e-09,7.355755809669806e-05,0.8351008903998938,0.9999999999999829,3.914711785936225e-12,0.6853932584269663,0.19863013698630136,0.3310719131614654,0.35064935064935066,0.21476510067114096,0.20454545454545459,0.0,0.2569508666625405,0.29455631564269796,0.28265021152549263,0.0,0.21679845302824324,0.29953046345966144,0.27746580744268395,0.5713572168618464,0.39323571197334367,0.4420565079076991,0.4257161027102333,0.5789691891393172,0.3641837601262473,0.4611196525350997,0.411945214460457,0.6906409043437711,0.03274559193954657,2.3434968860866044e-07,0.07941176470588221,0.5200000000000001,0.7984428707213624,0.6806407015203417,0.8426378858171392,0.38826799415569635,0.6506496411745445,0.33939045855378375,0.34221790487575365,0.36313850672999015,0.6448032774596542,0.6644725013984382,0.7353955592848828,0.6778321209833621,0.6448032774945327,0.6880847001742799,0.24664438897083155,0.28288601071948394,3.248262845064336e-08,0.322152458465346,3.5335321366542144e-08,0.4012603140075567,2.058860022230271e-08,0.3976555404969231
1,6,3,0.0,0.48933105864733284,0.10975829353584153,0.3333333333333333,0.6037314356946974,0.10375704226124335,8.783174749734237e-09,6.3002634014149195e-09,0.0001160100187391343,0.8458400113789155,0.999999999999982,3.254646006775044e-12,0.6292134831460673,0.1506849315068493,0.3857634902411021,0.4155844155844156,0.2953020134228188,0.17630853994490361,0.0,0.2179080157249046,0.3246585244556858,0.2887238074185621,0.0,0.16749095876126868,0.31004041128443505,0.28681305935187035,0.5108623180241738,0.33731644423853485,0.4564673298381317,0.41348949323754347,0.5360244822681828,0.3005927248077709,0.4606281259771286,0.40789832150139443,0.8144776682299009,0.04282115869017637,9.889095500499835e-08,0.0764705882352941,0.4800000000000001,0.8427198335141919,0.8033314341820139,0.8497798516114231,0.22486649190633556,0.4672404665231069,0.34399946296337086,0.4826089723620135,0.5465233195057642,0.33828104908434037,0.5513753713694108,0.31473649264608616,0.5072142493324079,0.33828104912315154,0.6497897107221183,0.26771618612474046,0.31209656522882223,2.8867386981378107e-08,0.3526263924636842,2.9068320126577945e-08,0.46664202400856514,2.0636427327833317e-08,0.48755252412497296
1,6,4,0.0,0.45869038636586157,0.08193447337474857,0.3333333333333333,0.7077106397533068,0.1037570450335112,5.367034078300549e-09,5.495165805247393e-09,0.00017824336703091312,0.8905703435295509,0.9999999999999694,2.1607101416236396e-12,0.35955056179775285,0.1780821917808219,0.19104477611940301,0.35714285714285715,0.36241610738255037,0.12345679012345682,0.0,0.24575092436911958,0.31299611090871926,0.3495194436300094,0.0,0.19574489387600577,0.29858017735365655,0.39274947810587196,0.5699170454077154,0.3815867556198374,0.4591941779570475,0.4858375178476448,0.5855652891302112,0.3430705624193837,0.46188836991109494,0.5116968650907383,0.5364145213986298,0.05793450881612085,2.593525528845758e-07,0.0999999999999999,0.3600000000000001,0.8073341764835278,0.7116483680173218,0.7897149950729575,0.3325222898856882,0.5822723339463378,0.3402482188006681,0.35735039439771077,0.408005213033646,0.3676974975712856,0.4949918116150913,0.3357888854554776,0.44541238289191837,0.3676974976177742,0.6766279074408916,0.25995182774195125,0.2760152692784652,2.513315568090238e-08,0.4384036249738039,1.9354602104881766e-08,0.44681689629148524,2.016117708285837e-08,0.3865547998308392
1,6,5,0.0,0.4633689641605655,0.07430466880155948,0.3333333333333333,0.6709440747920516,0.10375704172457642,1.2292984449898284e-08,5.749878906688818e-09,6.789018684707392e-05,0.8955920756766005,0.9999999999999898,1.6339683546354265e-12,0.752808988764045,0.136986301369863,0.4999999999999999,0.33766233766233766,0.1342281879194631,0.31515151515151524,0.0,0.24221322342910803,0.23269818254997016,0.20528387771296275,0.0,0.2516332512426025,0.24492207813903505,0.21200064441661032,0.6020373768253378,0.38618595500414576,0.3927110581427462,0.36658716907700145,0.6200246866990817,0.40845093823231776,0.42166446788742784,0.36990237226631123,0.4545609254548779,0.027707808564231745,1.8656943442341805e-07,0.0941176470588235,0.12,0.7671772612637453,0.8000157361891258,0.9098350748057217,0.3487166650764095,0.546634790414639,0.31482361902656814,0.4440753794797154,0.481884816057105,0.32173958163143196,0.6590175928489377,0.3106246475131065,0.6284960028371215,0.32173958163815103,0.7127469446149575,0.21003974799587435,0.24177843682764352,1.4917012638866783e-08,0.3011280416338997,1.2239152931139901e-08,0.3225184022230264,2.485889933677702e-08,0.3947507500786347
1,6,6,0.0,0.5224944532155226,0.12495902809354036,0.6666666666666667,0.7112549397189787,0.10375704451157663,2.229727160295222e-08,4.487358671420835e-09,1.633444044090912e-05,0.9447534025383078,0.9999999999999913,7.670485936955157e-12,0.7078651685393259,0.14383561643835616,0.4513432835820896,0.2727272727272727,0.14093959731543623,0.2424242424242425,0.0,0.23868579580955798,0.20692155307361548,0.2032883215933986,0.0,0.20708258719645592,0.21667559461110386,0.24069536189480162,0.6757329849825793,0.4016703380553024,0.39269249390579003,0.3909834767498211,0.69709125308964,0.3787168694296804,0.4207730786274653,0.41781508946014734,0.428957167551975,0.05793450881612085,4.372234277791482e-08,0.07352941176470583,0.44000000000000006,0.8326537087653034,0.8477088450754344,0.917965765532824,0.27523568277568944,0.5826042997791762,0.2423928636273382,0.2680474108756692,0.30905589811663425,0.2595064027548749,0.502726344261638,0.25251430632988653,0.4501623935955724,0.2595064027818755,0.7925486836587257,0.20904083229368256,0.23678579520600354,6.653417459804353e-09,0.25694976123244884,8.057441477129502e-09,0.2770222698228183,1.2719875172541368e-08,0.25420712294426007
1,6,7,0.0,0.4363095595275532,0.0723764752171415,0.3333333333333333,0.6787631165554944,0.10375703968374421,2.1804579030767002e-09,6.969739008572853e-09,0.000595956960735916,0.7986852234096691,0.9999999999999836,3.2604349551972316e-12,0.2359550561797753,0.0821917808219178,0.23507462686567163,0.3181818181818182,0.22147651006711397,0.17998163452708915,0.0,0.27034115584880536,0.290785350729385,0.22876703573846502,0.0,0.19354602876682944,0.32548006675534724,0.24093612791943714,0.6243113658716595,0.4189918944099821,0.4522194595561994,0.39479724921164927,0.603547797472364,0.3447598819479121,0.49135048996473757,0.38850267104883995,0.45923437613687623,0.05793450881612085,1.9209564923717608e-07,0.08529411764705873,0.12,0.7918796961538501,0.8443415544127513,0.8942173179920593,0.2319815407209257,0.5463067091842613,0.2828169380542998,0.4016033265082508,0.44659266337431625,0.40488823548289565,0.5227752472519662,0.47188765928888926,0.44674340404361007,0.4048882354831709,0.6741106964069502,0.2911393644791117,0.3302536136460025,2.019847918919892e-09,0.18381412116338572,1.8159588813646382e-08,0.31471117229947587,1.6183039864029116e-08,0.34970530472211747
1,6,8,0.0,0.4838702997592726,0.09347902099483142,0.3333333333333333,0.6582572933842261,0.10375704760650543,1.6756000029694865e-08,5.311332407324408e-09,3.8626388514625533e-05,0.9148274118301132,0.9999999999999913,4.089708481130839e-12,0.6404494382022472,0.2328767123287671,0.26865671641791045,0.35714285714285715,0.22818791946308728,0.19607843137254907,0.0,0.2194555326614628,0.22385118874536303,0.24156687318671,0.0,0.18834981555229352,0.2527908424556966,0.2544812600137412,0.41646643059638566,0.3132085885938077,0.3269276004587518,0.3378867208910563,0.4600021126135698,0.3063936956881444,0.382118289588157,0.3560433235704986,0.41732864461856556,0.04534005037783369,2.6212931647130177e-07,0.08529411764705873,0.2799999999999999,0.841757534233958,0.7621068915929454,0.8462546828903362,0.2903113809426795,0.6041430336088182,0.4933324493456627,0.49030216952813843,0.5235100345370816,0.8664698450678169,0.3403150310467105,0.8454922121646021,0.3110570679420761,0.866469845093843,0.59786030146422,0.2213808285098983,0.24764062653175986,4.550699178755843e-08,0.32589419676193976,3.330600107907204e-08,0.4674586785968454,3.1842262243516035e-08,0.5450879283311751
1,6,9,0.0,0.5272486246890971,0.16229113324204283,0.3333333333333333,0.5869832357823139,0.10375704493987914,5.990306182535616e-11,5.800856940752299e-09,0.018773273951610218,0.8291676706784166,0.9999999999999876,2.3640164837897357e-12,0.8426966292134832,0.19863013698630136,0.4070556309362279,0.33766233766233766,0.2550335570469799,0.1658692185007975,0.0,0.2218676051459539,0.26087336446694454,0.2683902523924384,0.0,0.17590256863009432,0.27445365332584093,0.29229528161677815,0.34091307219184763,0.29548446096426484,0.3450786341412793,0.3419169749476852,0.3749979953451017,0.2711038144546191,0.3815780231273323,0.3683358550791713,0.4777985514197649,0.040302267002518904,7.856149353057331e-08,0.01470588235294116,0.3600000000000001,0.7238642042691275,0.6840153254279882,0.7751291481547883,0.32348416913234257,0.6119219947507598,0.4953702883581969,0.5331085232034551,0.5903939635949467,0.4363810492506352,0.6626408337361736,0.4143449335129565,0.6124067395873491,0.4363810492862235,0.5944352187768756,0.20356589925998939,0.22590965983946334,3.35717297904161e-08,0.47761047640902576,3.217755272950362e-08,0.5834459095748551,1.7542286970803636e-08,0.596339602709852
