fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,6.0,0.0,1,4.786305579552293,24.825526961043696,5,0.005428,0.8331337845991906,-174.2616929761756,1.28618293802464,5.232230902411385,4.068030097217126,0.9140528579897469,0.9999999999999919,1.0000001689060494,0.9999999999999986,0.019234,0.10333333333333335,0.06833333333333333,1.5121951219512197,0.26166666666666666,0.03833333333333333,6.826086956521739,0.3783333333333333,0.034999999999999996,10.80952380952381,0.19026,2.3906852488044563e-05,3.354392076918244e-05,5.826554846608633e-05,0.0002876930319215481,0.00014480166572992912,0.00021253038747120342,0.00035286019813704267,0.0015326189588216895,-1.1321487145769358,-1.1321378037216248,-1.1321098144934711,-1.1318500622531298,-0.1793900199411123,-0.1793778683247943,-0.17935269091152922,-0.17914102331410361,0.008335,0.5783887100569297,0.7457457457457454,0.00017427746784089192,-2.237237237237237,0.5234113712374582,0.42102,0.9469670720587765,0.9391412739674063,0.9902794500592564,0.12377490234159524,-0.10305896939929447,0.838588
1,6.0,1.0,1,6.112439611257195,46.39095372101776,6,0.006632,0.6143625902094538,-173.9997154949254,1.2289571007781541,4.623505780901908,3.7621376514887177,0.8242462655987086,0.999999999999982,1.000000371065261,0.9999999999999968,0.01942,0.11166666666666666,0.05,2.233333333333333,0.26,0.05166666666666667,5.032258064516129,0.36833333333333335,0.05,7.366666666666666,0.18904,2.2123104117665845e-05,3.756022259381446e-05,6.731045235303295e-05,0.0003576912684198883,0.0001536567939999718,0.00025655370642892856,0.0004751005709962166,0.0023585759044533316,-0.8495338031771754,-0.8495206885330697,-0.849495414148089,-0.849248720371414,-0.11639582328192587,-0.1163838446704955,-0.11635840281895517,-0.116139140465736,0.008957,0.5816972049278605,0.6656656656656653,0.0001868041933252645,-2.3373373373373374,0.49665551839464883,0.436714,0.9348828187189439,0.9296338667181797,0.9862332430708243,0.11747166861515689,-0.133320131586037,0.85149
1,6.0,2.0,1,5.071200387866934,28.919318947855064,6,0.006009,0.7945781005444172,-170.57845920959414,1.600536401591117,5.788646383164384,3.6166914900590856,0.9281737536365333,0.9999999999999908,1.0000001843341395,0.9999999999999976,0.016102,0.10166666666666666,0.08166666666666667,1.2448979591836733,0.25166666666666665,0.03333333333333333,7.55,0.36333333333333334,0.04166666666666667,8.719999999999999,0.19282,3.64824742913864e-05,4.7579540082495144e-05,7.023696938394564e-05,0.0002589549756947718,0.00015447651024964927,0.00021079350807566704,0.0003186484995251945,0.0010247615173490086,-1.264681487696445,-1.2646674529307482,-1.264638797453929,-1.2644001205774298,-0.27551688148046877,-0.27550136279958176,-0.2754716423375722,-0.2752770662234895,0.009007,0.5796672424106574,0.8458458458458454,7.258733650817246e-05,-1.996996996996997,0.5117056856187291,0.437941,0.9343802699423496,0.9303452347419633,0.9848472568554049,0.1346052510082866,-0.10238833568048429,0.834132
1,6.0,3.0,1,6.0098571550668725,48.77520553478884,3,0.007223,0.5546003316439945,-173.9429635367154,0.13995104542764603,5.913216282318371,42.25203366112383,0.800842637299103,0.999999999999991,1.000000375052081,0.9999999999999973,0.019136,0.10833333333333332,0.08333333333333333,1.3,0.2633333333333333,0.045,5.851851851851851,0.31833333333333336,0.03833333333333333,8.304347826086957,0.306772,0.00010976880163010504,0.00014913810214242946,0.00023943145327812257,0.0007004663344042093,0.000554276314787891,0.000726699289290209,0.001145526445940512,0.003369321305698174,-1.140036397295792,-1.1399915099330398,-1.139888560925722,-1.139362906680379,-0.2295758544563897,-0.22953624835196482,-0.2294400424249406,-0.22892922968847487,0.013691,0.5837396549189282,0.7057057057057055,0.0003322932516398972,-1.896896896896897,0.5234113712374582,0.502182,0.9519638725981512,0.9427499530083853,0.9890586992610642,0.12776065431720826,-0.14519782476800455,0.831452
1,6.0,4.0,1,5.1734018949617075,32.918931306248126,8,0.005392,0.7335387910391808,-169.82365957394265,1.3077902830783334,4.3520818387625555,3.3278132549803296,0.9099992448669596,0.9999999999999873,1.0000001673418324,0.9999999999999969,0.01591,0.10166666666666666,0.06833333333333333,1.4878048780487805,0.2583333333333333,0.03666666666666667,7.045454545454545,0.365,0.034999999999999996,10.428571428571429,0.188736,0.00010219758086177464,0.00014911547438880768,0.00022797861278254502,0.0008050939545169861,0.0004535217147204713,0.0006318006631128951,0.0009651188073647297,0.0033092963016929326,-1.2710305786461629,-1.270970938473723,-1.2708706907682237,-1.2701370845486923,-0.2918032137138856,-0.2917511677398278,-0.2916538603031104,-0.29096951140966604,0.009807,0.598491607213028,0.8658658658658656,0.0003030271082866396,-1.6966966966966963,0.49331103678929766,0.439373,0.9408337863787485,0.9337168905452138,0.9787496412490921,0.13892922405341565,-0.128279060881789,0.836474
1,6.0,5.0,1,5.6883403630509495,39.55804997793483,6,0.006185,0.6144854514197149,-174.19762748013963,0.2902350194105461,4.71033993313244,16.229398997746458,0.8671930249556259,0.9999999999999919,1.0000002192454707,0.9999999999999969,0.016377,0.11000000000000001,0.08333333333333334,1.32,0.26833333333333337,0.058333333333333334,4.6000000000000005,0.3616666666666667,0.043333333333333335,8.346153846153847,0.189191,6.78617791964584e-05,8.381476658892501e-05,0.0001476080671898558,0.0005017061036648115,0.0002655249899877997,0.0003247521926206112,0.0005536510643463932,0.0018149842285545904,-1.096070308267202,-1.096052821484709,-1.0959828947967043,-1.0955947521126552,-0.27934313833997354,-0.27932658923311354,-0.2792626309213931,-0.27891019257562266,0.008279,0.6035141307177835,0.7457457457457454,0.0003030271082866396,-1.8568568568568569,0.4916387959866221,0.426809,0.9640663774463764,0.9462246325823639,0.9896813495391137,0.13332251242543294,-0.12600162681868288,0.837962
1,6.0,6.0,1,7.553991746065086,70.66800195335959,6,0.007752,0.7451404837431649,-171.23114777458395,0.39794654146921227,5.70433030836788,14.334413580546734,0.8980622245337856,0.9999999999999878,1.0000002088673519,0.9999999999999978,0.018754,0.10333333333333335,0.08666666666666667,1.1923076923076925,0.2633333333333333,0.043333333333333335,6.076923076923076,0.36333333333333334,0.04666666666666667,7.785714285714286,0.228077,0.00015023350251062737,0.0001945095772398027,0.00025270142144211355,0.0006862669789915362,0.0008673623948588562,0.0011126671816776804,0.0014239232822771195,0.0034750627819476816,-0.9596178038175924,-0.9595753093239026,-0.9595194590035798,-0.9591033392603068,-0.1697076554661554,-0.16966598922618006,-0.1696131208270365,-0.1692647245656978,0.008952,0.6309641907135077,0.7857857857857854,0.0002095662399480433,-1.9369369369369367,0.5033444816053512,0.444671,0.9856242924154661,0.9740004023031797,0.9975876842272157,0.12065329856056024,-0.1334703325275132,0.953114
1,6.0,7.0,1,5.665789772433841,39.589064769832056,6,0.006139,0.7772541752883521,-174.3831889034281,0.3586352987835144,5.531566320809783,15.423931608441148,0.8957825911108739,0.9999999999999909,1.00000025676925,0.9999999999999983,0.018066,0.10166666666666666,0.06999999999999999,1.4523809523809523,0.25166666666666665,0.028333333333333332,8.882352941176471,0.3433333333333334,0.03666666666666667,9.363636363636365,0.217089,1.554293800544247e-05,1.7967878295772217e-05,2.5885191516850153e-05,0.0001247626842690283,9.747979880488118e-05,0.00011698386658460002,0.00016571476038749168,0.0006458005650181739,-0.9662010708338138,-0.9661987278174912,-0.9661910779820779,-0.9660955409577734,-0.14829104959463027,-0.14828815703398163,-0.14828092997409956,-0.1482097306057353,0.008332,0.5493906584179938,0.7057057057057055,3.6354699612933176e-05,-2.2172172172172173,0.520066889632107,0.436305,0.9633498127567146,0.9470785058928846,0.9938473998325598,0.1247956487604072,-0.11525609601875156,0.836313
1,6.0,8.0,1,6.0575583688887065,45.150063685528686,7,0.005808,0.7419371505413392,-167.76362581366192,0.25117401120642935,4.746353619995904,18.89667484784115,0.9097587373958639,0.999999999999993,1.0000001526168514,0.9999999999999981,0.018094,0.1,0.08833333333333335,1.1320754716981132,0.25666666666666665,0.04166666666666667,6.159999999999999,0.37666666666666665,0.03333333333333333,11.299999999999999,0.188585,5.903083935386941e-05,7.117807623480017e-05,9.302720117807019e-05,0.00027908377983842854,0.00029305452389180467,0.0003509338268211706,0.00044910901588463866,0.0012370547700590784,-1.2953136272065364,-1.295297891796197,-1.2952695886561574,-1.2950285728070194,-0.2628538243166743,-0.2628386060607718,-0.26281279277217245,-0.262605617503684,0.009007,0.557455392976179,0.9059059059059056,9.571521538991856e-05,-2.037037037037037,0.47157190635451507,0.429515,0.9486805794559209,0.9419841884169347,0.983575008090736,0.1236481637474801,-0.11819729821234569,0.828276
1,6.0,9.0,1,5.019015855952865,35.11004099981466,7,0.006613,0.6307228286439736,-182.6145006841767,0.673789290629485,6.6216902989978195,9.827538655017106,0.8624611965722909,0.999999999999991,1.00000036989848,0.9999999999999972,0.017197,0.09833333333333334,0.06166666666666667,1.5945945945945947,0.25166666666666665,0.041666666666666664,6.04,0.36833333333333335,0.03166666666666666,11.631578947368423,0.188808,3.52824266131068e-05,5.173162157016279e-05,8.337187245876104e-05,0.00040286809140861914,0.00018813843031043444,0.0002817354337142505,0.00045443842362040583,0.0017581563873440137,-1.31388762701567,-1.3138660138593772,-1.3138244406584154,-1.3134046437180042,-0.2359859693396023,-0.23596387760372226,-0.23592311445212605,-0.23561539741131024,0.008552,0.5487707481178477,0.7857857857857854,8.728526623848371e-05,-1.8168168168168168,0.4916387959866221,0.451609,0.9292967389722098,0.9226362807345148,0.9867165738157224,0.1372937635806485,-0.13090264348822112,0.847567
