fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,0,1,1.5133229111460675,2.990583145054996,2,0.543374214460236,109.7104618408571,0.3675508244457628,4.441367539954055,12.083682703341182,0.7600447353025743,0.999999999999986,1.0000002572788036,0.2966666666666667,0.1066666666666666,2.7812500000000004,0.1599999999999999,0.0699999999999999,2.2857142857142856,0.2547684010050072,0.2938896850575827,0.3653755831046554,0.5165247311601538,0.2613470555711314,0.2919170778878933,0.3511714662802476,0.5115033903859214,-4.293123500366619,-4.0677539586602185,-3.6559386394164055,-2.7851999852147418,-4.148112285147831,-3.9764377713104126,-3.6436781738660473,-2.7432893930450684,0.7692780307791991,1.1061061061061055,1.60400310705682,0.5455455455455454,0.5185185185185185,1.0365275032945025,0.9252033999634643,0.9316315069947632,0.1578374164181659,-0.4005352978252258,1.5955546465,6.0,1.8029285826,0.7933133404,1.0842167866,-0.320042484,0.8076926153,-0.2427045784,0.5093749993,1.1755260403,-55.7932495561,4.9928151282,13.71219111
1,1,1,1,1.0801689862584545,0.1405123027018682,1,0.6386355213486359,105.04446681197284,0.2826772646178145,4.61384197953243,16.32194221834727,0.7615020609591536,0.999999999999974,1.0000002657100868,0.2433333333333333,0.1399999999999999,1.738095238095238,0.18,0.1266666666666666,1.4210526315789476,0.2192432383035361,0.5092515882547248,0.5001374649349245,0.6383746998053877,0.2271046933185007,0.6387847301521795,0.5904968218682229,0.6834494317355815,-3.5886743685861275,-2.2556785071293435,-2.2975707101233107,-1.6621763774685046,-3.429565230552245,-1.602819061657378,-1.8170868025468925,-1.4046285612633174,0.7907951964004674,0.9059059059059056,1.05931476351837,0.4054054054054052,0.4259259259259259,0.9879578543974796,0.9044306865367344,0.8866692116303232,0.1795823544690928,-0.3379884909405097,1.3382542917,6.0,1.7976064123,0.7949211061,2.2414320779,0.4273911417,1.9091921602,0.4086162028,1.0530453662,5.0240177597,-51.2859060957,5.5849640732,14.509112312
1,1,2,1,1.581734363093894,2.123486127894968,2,0.6120856019166905,104.38725630637416,1.381350584000919,4.150337853305992,3.004550692182015,0.842796341325187,0.9999999999999892,1.0000002954853384,0.3233333333333333,0.16,2.020833333333333,0.3133333333333333,0.1233333333333333,2.540540540540541,0.3469677493886571,0.3300908795834573,0.3874466903908372,0.4890331438843877,0.3608267406143586,0.3608267406143586,0.4364087343395532,0.5108097848351891,-3.3028829227683847,-3.3882421450995883,-3.0981499974914364,-2.58434970337986,-3.1086193131204585,-3.1086193131204585,-2.7410262669969034,-2.379176738577192,0.8033924497048675,0.9459459459459456,0.8222999513430427,0.2252252252252251,0.4444444444444444,1.029622746597492,0.9496473354807972,0.9564564425198132,0.124562992843556,-0.3752155796039756,1.2141536628,6.0,1.7500691277,0.7750323817,1.2239382074,0.1528282938,0.8953727465,0.1151749216,0.5750174054,1.4980247356,-46.2075267034,5.7354735533,15.4512932691
1,1,3,1,1.271331699439327,0.9141674595014102,1,0.4674301421225071,102.05554474757793,1.314229946020661,3.7322421910763968,2.839869995640566,0.6969454755189372,0.9999999999999778,1.000000430894953,0.3066666666666666,0.05,6.133333333333333,0.2666666666666666,0.1066666666666666,2.5,0.3345693358733306,0.3153681005979649,0.3563947221943615,0.4243931764311099,0.3456900808417655,0.3291009298837837,0.4161391142985104,0.4338671855681261,-3.108508573192861,-3.198205678672217,-3.006552946333958,-2.688903355844755,-2.958230290840365,-3.0332322546289623,-2.63971996625247,-2.5595687781191425,0.8198907828038609,0.8458458458458454,0.5555776222398878,0.3453453453453451,0.5185185185185185,1.0174157939162458,0.953356797825655,0.979120295476061,0.0964493683116135,-0.4514868253473727,1.0300418068,6.0,1.7125762165,0.7597055722,0.9349717344,0.0135956978,0.7305690178,0.0060714463,0.4392583038,0.8741721442,-36.0371356014,4.9935555614,13.40123385
1,1,4,1,2.821547994336066,8.576403580935192,3,0.5717460852345124,103.62521034458376,1.8475924979617409,3.5630872141894927,1.9285027505363228,0.8898532005109369,0.999999999999974,1.0000004511541682,0.3199999999999999,0.1399999999999999,2.2857142857142856,0.3366666666666667,0.1699999999999999,1.9803921568627456,0.3565114767351193,0.3153368790315628,0.3477662785299427,0.4315245604427091,0.3847135157769117,0.3847135157769117,0.3888770711545149,0.4601394262824606,-2.650757406550103,-2.8203701748876915,-2.686781978979934,-2.341751915329855,-2.348781535121913,-2.348781535121913,-2.3328876673999206,-2.060852268986827,0.7940568748631489,0.8258258258258254,1.05931476351837,0.2052052052052051,0.5555555555555556,1.0176802262478948,0.9621945236124454,0.9884471814469256,0.103011339155597,-0.3962217556766876,0.9342978182,6.0,1.6758699252,0.7476198586,0.7344382834,-0.1210502816,0.5344257211,-0.0868208567,0.3450458476,0.5393995921,-37.6845278402,6.4301287091,17.5125378319
1,1,5,1,2.2986894738796013,5.3716637673518495,3,0.6672928496457227,106.05978872018332,1.7514407758684816,3.500414394703504,1.9985913557184165,0.850209110690368,0.9999999999999832,1.0000002366888965,0.3433333333333334,0.1633333333333333,2.102040816326531,0.2533333333333333,0.1233333333333333,2.054054054054054,0.2613664746014331,0.2783359022574101,0.3250979847163244,0.4401114184700261,0.2778432449706741,0.2778432449706741,0.3367136822404852,0.4520688416193311,-3.3483162888717377,-3.2713917937336667,-3.05941354333641,-2.538043553436765,-3.079491256645759,-3.079491256645759,-2.828450197229325,-2.336541477630478,0.8175549333510715,0.8058058058058054,1.679674872092653,0.3653653653653652,0.5370370370370371,0.9817245068065596,0.9232595205900048,0.9448117075215912,0.1644418037925801,-0.3694163091030507,1.1579399778,6.0,1.7506064428,0.7765820202,1.5912957781,0.0929931791,1.3003813552,0.0860122281,0.7476053644,2.5322222535,-40.8593748512,4.6743414317,11.8812364713
1,1,6,1,0.9184216004614464,-0.097034781981554,1,0.5718084623150794,106.13000961114494,0.6391314300590971,5.212663637416831,8.155855575644033,0.6423559504450054,0.9999999999999658,1.0000004001392802,0.32,0.1266666666666666,2.5263157894736845,0.2266666666666666,0.1066666666666666,2.125,0.2124470952326509,0.3819892485741081,0.4416360056774401,0.565988135165672,0.2166662863078927,0.4104953382572848,0.4319011825187965,0.5603107336268746,-3.990212050304908,-3.131210529007018,-2.8290045343181487,-2.198962587216704,-3.89154910125306,-2.9286194331871345,-2.8222766414224094,-2.184346644956862,0.8318885005113767,0.9459459459459456,1.0115911122238297,0.4454454454454452,0.4629629629629629,1.025874388381948,0.9217158433916371,0.9000554445228869,0.1670170690576385,-0.4519913323048551,1.3351482432,6.0,1.8025985394,0.8015115897,1.6430558389,0.0483295398,1.3297054656,0.0421060272,0.7719227161,2.6996324896,-51.6438837269,5.7029813746,15.1173599933
1,1,7,1,0.8536507241905392,0.316746546750827,2,0.162809173251433,97.84734245168544,0.3629096856667584,1.7889434728343383,4.929445378531547,0.240531210075115,0.9999999999999568,1.0000003969742843,0.3533333333333334,0.1033333333333333,3.4193548387096784,0.4,0.1566666666666666,2.5531914893617023,0.2059668998848405,0.186317605033784,0.2600470978074859,0.4189171226800328,0.2087915277370237,0.2087915277370237,0.2530656155110492,0.4310685071779727,-3.42886046560682,-3.5137117020125417,-3.1953268098911365,-2.5092809166198817,-3.3704407322351395,-3.3704407322351395,-3.181839125898281,-2.4235709607282407,0.7748710559012313,0.8658658658658656,1.333905690039059,0.4254254254254251,0.4814814814814814,1.007705577714162,0.9397415708905426,0.9574935096338916,0.1637172783721863,-0.5730677303249182,1.0752404349,6.0,1.7257378717,0.7686682616,0.9416676308,-0.0734282122,0.7594048791,-0.0448592441,0.4424040973,0.8867379269,-38.318147795,5.0056532896,13.2165229447
1,1,8,1,2.2034215231289767,6.445449331916498,2,0.532053590234655,101.02018059398664,1.3271095927932754,4.405378471189202,3.319528767716044,0.8380346910739935,0.9999999999999868,1.0000003319335888,0.3033333333333333,0.09,3.3703703703703707,0.2899999999999999,0.0866666666666666,3.3461538461538454,0.3434152841215038,0.3350759528131109,0.3411438011777218,0.4183803997880718,0.3549307084003352,0.3549307084003352,0.3705726627022798,0.4371435982852518,-3.24706234162578,-3.2883035219197696,-3.2582956928568256,-2.876331195849948,-3.086613633000576,-3.086613633000576,-3.011767922587938,-2.693230425906843,0.8039972587322359,0.9859859859859856,0.6236057980503497,0.2452452452452451,0.5185185185185185,1.0038944185425531,0.9321213231358568,0.9572012293802294,0.1332996331171175,-0.3656533355273605,1.0976763045,6.0,1.7278464997,0.7630320524,0.6326209022,-0.0417314102,0.4635636472,-0.0114985926,0.2972111072,0.4002092059,-38.508178707,4.9179561815,13.3835042448
1,1,9,1,1.9334912359756509,3.7732711403327066,1,0.6106066341376364,102.76268410439732,0.9861437806869646,5.020253785355101,5.09079292865175,0.8381123751216253,0.9999999999999796,1.0000001769204256,0.2866666666666667,0.1233333333333333,2.324324324324325,0.27,0.2299999999999999,1.173913043478261,0.420694615026572,0.3426529939409502,0.3885567229308695,0.5044886975845327,0.4350031458626195,0.3602099158950474,0.4191528446745673,0.4953170972851685,-2.844249373716868,-3.227414864068404,-3.0020386534936727,-2.4328406883866056,-2.682753008676689,-3.037890849276705,-2.7580143891415423,-2.396366574028189,0.882611461851569,0.8858858858858855,1.3968351179887395,0.3453453453453451,0.5185185185185185,0.9754475468951412,0.9278735634506304,0.9540757827089376,0.1244120914219044,-0.4124629462556601,1.1535157837,6.0,1.7796448462,0.7826502395,0.882931721,0.1886213388,0.6626059073,0.1583012084,0.4148094277,0.779568424,-42.643415709,5.2199961878,14.2363980025
