fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,0,1,2.9384468400473227,10.692260176549263,4,0.6938613099794559,99.88020374522976,0.3239381865916808,5.99904056671924,18.519090416101328,0.8747030850228208,0.999999999999993,1.0000002283606182,0.9999999999999984,0.1,0.085,1.1764705882352942,0.265,0.1,2.65,0.25,0.0349999999999999,7.142857142857143,0.0332332342499474,0.0436682044054987,0.0559501866230839,0.0970834451811284,0.0448380398715448,0.0590602061323112,0.0711279926199336,0.1223569552568586,-2.8463317679104865,-2.815609376426642,-2.7794490558640064,-2.65834549221326,-2.181326460194693,-2.148846955272066,-2.121287459521324,-2.0042946390438194,0.7680913740540126,0.8458458458458454,0.152821403602587,-0.2152152152152151,0.5202020202020202,0.9527792154704662,0.9339211746138076,0.9794364218621092,0.14274765155018,-0.2317305701500689,0.1877338596,24.0,0.8181771162,0.3571813699,1.8169274455,-0.0389034552,0.5974422487,-0.0160018253,0.8536091931,3.3012253424,67.8253663237,5.4285626091,14.2795606263
1,1,1,1,2.5100151538544813,6.262285101882075,3,0.7026071595055062,101.50653483291342,1.298577639280745,4.932733533547486,3.798566511802577,0.8174533175752705,0.9999999999999852,1.0000001365912925,0.9999999999999936,0.1,0.085,1.1764705882352942,0.265,0.045,5.888888888888889,0.25,0.0399999999999999,6.250000000000001,0.0340088618184473,0.0564739222890054,0.0632329628498445,0.0944863277771794,0.0374445994010987,0.0591321037824465,0.0681114377836806,0.10659168001675,-2.621776362712836,-2.5608044115213398,-2.542459840772602,-2.4576357360960586,-2.2894654228675915,-2.2378810762850563,-2.216523474734627,-2.124997123107109,0.7263723497298123,0.7057057057057055,0.1924350975230332,-0.3753753753753752,0.4747474747474747,0.943105016200329,0.941765617390473,0.9760209591627808,0.1253407969838127,-0.1919995902473134,0.1445386624,24.0,0.8323674922,0.3603410299,0.952012013,-0.0624770657,0.3898166602,-0.0152293248,0.4472639831,0.9063268729,76.0001588577,5.9161607127,14.8546228575
1,1,2,1,3.321059798538484,12.514902174043558,3,0.6248558104872053,98.0421810265143,2.406919432336151,4.2622359333186175,1.7708261755906387,0.8512234718405367,0.9999999999999926,1.0000002326322586,0.999999999999998,0.1,0.075,1.3333333333333337,0.265,0.085,3.117647058823529,0.31,0.05,6.199999999999999,0.0305683559778441,0.0397587302540098,0.0539549656037601,0.0986623366311619,0.0384976562353518,0.0529903510641804,0.0710005339773079,0.1277847636748881,-2.368433679348648,-2.345980531573133,-2.311297485966319,-2.2020722054533857,-1.777217754721249,-1.7504298069532762,-1.717140219001089,-1.6121816176402468,0.7003938003289313,0.7257257257257255,0.0920373199661822,-0.5955955955955953,0.4898989898989899,0.9782783700567964,0.9598502491573244,0.9922181368913752,0.1200978841350097,-0.2515541050109429,0.1360883606,24.0,0.8215082138,0.3565281904,0.9622783933,0.1843603488,0.3289292252,0.0760087099,0.4520872228,0.9259797062,80.7543349234,5.3500119536,14.10150665
1,1,3,1,3.079902648926786,10.0461136585919,4,0.4964004216643708,97.528981750148,2.090342705545361,4.082430994413168,1.952996024806411,0.7427471060613025,0.9999999999999872,1.0000004157964388,0.9999999999999968,0.12,0.11,1.090909090909091,0.2799999999999999,0.09,3.1111111111111107,0.3199999999999999,0.075,4.266666666666667,0.0384503515105946,0.0615084947572839,0.0746320191149672,0.1104510984034808,0.055209766100749,0.0853803437673545,0.0975731791625813,0.1456842704531879,-2.0809919640364587,-2.031089381390472,-2.00268736515441,-1.9251674822490576,-1.5173267056136708,-1.468872962576554,-1.4492913516553916,-1.3720252654574268,0.7730738668653887,0.7857857857857854,0.1393619274224143,-0.3953953953953952,0.5454545454545454,0.981452394627002,0.964627919438886,0.9957428456818956,0.1171462900654643,-0.2472616516869304,0.1428862654,24.0,0.8054559706,0.3516086476,0.8972908782,0.0526445733,0.2968064682,0.014366076,0.4215554916,0.8051309202,78.0325137274,5.9255328343,15.8240323334
1,1,4,1,5.11305552266014,31.786408065868564,4,0.6741935452868532,102.314877412103,2.03220432669193,3.7973052665113576,1.868564699245917,0.8894118177339337,0.9999999999999836,1.0000004285630146,0.9999999999999984,0.1,0.1,1.0,0.27,0.1,2.7,0.27,0.03,9.000000000000002,0.0151614478562681,0.0191464893496393,0.026827983959336,0.049204637908222,0.0225781305060798,0.0288356025824692,0.0390062796271079,0.070640474526377,-1.8153271116866605,-1.807981589064332,-1.7938224912173757,-1.7525761910052018,-1.224923088260018,-1.2170811090085405,-1.2043350292204291,-1.1646904735582,0.7458834769526986,0.6856856856856854,0.0697981390783066,-0.6156156156156153,0.5656565656565656,0.9858536353003,0.9703450084047198,0.9978773003384208,0.1157564073650838,-0.2253940593340677,0.0588543942,24.0,0.7537945243,0.3345158321,1.1508467769,0.0503290075,0.3914853238,0.0384634045,0.5406783804,1.324448304,118.0708430116,4.054142566,11.0671515984
1,1,5,1,4.342254540418623,22.48854587705571,3,0.6197825496626416,102.42674336616837,1.5160416213791572,3.802604670785696,2.508245563420898,0.8105438684441295,0.9999999999999886,1.000000238200524,0.999999999999998,0.13,0.075,1.7333333333333338,0.305,0.1,3.05,0.315,0.045,7.000000000000001,0.0304881726618453,0.0429511845551767,0.0591313693459191,0.1006077352929314,0.0374268997422853,0.0521525948572449,0.0753983001125559,0.1303307879885918,-2.043259526296417,-2.016993557115504,-1.9828935948678132,-1.8954815825047808,-1.5813751234179656,-1.557182833062459,-1.5189933386674743,-1.4287468215236188,0.7041059542977368,0.7457457457457454,0.1270878709202059,-0.4554554554554552,0.4696969696969697,0.9507917776015146,0.9460174402724756,0.9894889422813504,0.1189845806966898,-0.1984067230665264,0.1377084691,24.0,0.826568489,0.3636933915,1.6442508371,-0.0112588248,0.5210798127,-0.0255788239,0.7724841373,2.7035608153,79.0011903612,5.07067365,12.9893421464
1,1,6,1,2.411201622801121,5.59826370328474,2,0.7423223703529473,102.75161302136146,0.0636824232110243,5.765466401106515,90.53465792282272,0.7921840391686342,0.999999999999984,1.000000374024062,0.9999999999999952,0.1,0.065,1.5384615384615383,0.27,0.06,4.499999999999999,0.21,0.05,4.2,0.0182237377786217,0.0219626977008906,0.0317058482936592,0.0556680525563628,0.0214442760174429,0.0252148650136731,0.0367387352743933,0.0634324933224501,-2.583202149306797,-2.5733643790540066,-2.547728673119018,-2.484680481860563,-2.2100095287925643,-2.2014938792423115,-2.17546790804763,-2.11518165331561,0.7678485052897834,0.7857857857857854,0.0666536326812491,-0.4554554554554552,0.5555555555555556,0.9609992969067968,0.9448717135989956,0.9808598399772565,0.1329778797599446,-0.2390384629967175,0.074364075,24.0,0.7450042295,0.328193464,0.4150286259,-0.0594610813,0.1487328852,-0.0203726607,0.1949842584,0.1722487603,102.9105882593,7.8210226424,18.7814945259
1,1,7,1,2.516351974780668,6.46486360409652,3,0.3189710873221052,96.0571181613621,0.183561713494005,2.8029065074308908,15.2695595071487,0.4937979011346375,0.99999999999998,1.000000417415689,0.9999999999999976,0.105,0.125,0.8400000000000001,0.2799999999999999,0.075,3.733333333333333,0.28,0.06,4.666666666666667,0.0184971519459361,0.0232619318125812,0.0287656638583844,0.0500706038891337,0.0264209053534558,0.0331177164129187,0.0406630507284245,0.0679475558087354,-1.887567328403707,-1.8784039899364309,-1.8678195430196,-1.8268471619252684,-1.3395610898180814,-1.3303468538402878,-1.3199651228496587,-1.2824239907921782,0.6561393404729876,0.7257257257257255,0.0420362168384471,-0.6356356356356354,0.5151515151515151,0.9804672055363032,0.9688669208124095,0.9924291973856304,0.0960724681176853,-0.2548279443301359,0.0631555783,24.0,0.7285028885,0.3219530971,1.0378966273,-0.3736119112,0.343465956,-0.130949999,0.4876133633,1.077229409,114.8378541369,5.5458167507,14.6114964889
1,1,8,1,4.058464515460152,21.77915595688952,4,0.628867279153424,97.0444483537692,1.6130665706614828,5.023154112207876,3.114040178855105,0.8662996163855007,0.999999999999992,1.0000003078813928,0.9999999999999988,0.1,0.08,1.25,0.275,0.09,3.055555555555556,0.29,0.025,11.599999999999998,0.0237168936792666,0.0275632662436718,0.0366964579192849,0.0644262247143898,0.0374755738911766,0.0400036773660526,0.0526766201097136,0.0919094825524019,-2.1800856938280946,-2.1714965645616933,-2.1511017217316946,-2.089179859628575,-1.4880472089915349,-1.484138801871895,-1.46454663717676,-1.4038932658180672,0.7388156683586681,0.9459459459459456,0.1186286050892026,-0.5355355355355353,0.5353535353535354,0.9597225367239828,0.953033151386014,0.9885632921544536,0.1350078874684033,-0.2238929183272649,0.0881994324,24.0,0.7601663159,0.334349083,2.0810875696,0.1013537273,0.743029033,0.0433555645,0.9777140443,4.3309254723,99.4068491292,5.6239809851,14.8236576371
1,1,9,1,3.528614670709555,14.993196830899937,5,0.7047573454117786,99.25749711807308,0.3685021676049281,5.307601316870015,14.403175295729342,0.8909569931277587,0.9999999999999885,1.0000001671093286,0.9999999999999976,0.11,0.155,0.7096774193548389,0.27,0.075,3.6000000000000005,0.22,0.045,4.888888888888889,0.0654318166750659,0.0696459430760228,0.0805895663418818,0.1083188416346142,0.0934967513951011,0.099912788797956,0.1066621269747903,0.139974620146624,-2.314126820899048,-2.303692030687789,-2.276594026958152,-2.2079323061506773,-1.719556165126183,-1.7073855119170096,-1.6945826167367015,-1.6313917753387166,0.7449530834207065,0.7857857857857854,0.1837656200388172,-0.3553553553553552,0.4898989898989899,0.9600782685847308,0.9396869753675906,0.9892601431045098,0.1450374844137829,-0.2281694589667473,0.2100464516,24.0,0.8751657403,0.3845578437,2.5559528695,0.3850975704,0.9286996468,0.1363560224,1.2008101214,6.5328950712,58.9079680865,5.3528244448,14.762686347
