fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum
1,1,0,1,4.98982471953734,31.012587961760744,7,0.7830353259162991,102.98333280492297,0.2242018232681295,5.541213269321491,24.71529084174571,0.8958381318468047,0.9999999999999936,1.0000003900915966,0.9999999999999984,0.1072946859903381,0.1288888888888889,0.8324587706146926,0.2673429951690821,0.0533333333333333,5.01268115942029,0.3456521739130435,0.0458454106280193,7.539515279241307,0.0011898452690627,0.0016154144686635,0.0022454244187585,0.0044428772704897,0.0045936737082575,0.0065217797227883,0.0089750956739516,0.0171763759608794,-1.381111441296352,-1.380522982630961,-1.3796518321464717,-1.376613289475615,-0.3380456024798217,-0.3373908068028089,-0.3365576468691424,-0.3337724458286502,0.6245298214370248,0.7737737737737733,0.0032697497445117,-1.2742742742742743,0.5066079295154186,0.9618458326554886,0.9419085181470698,0.9912632102740822,0.1439373999615846,-0.1336814089329472,0.0074108731,0.2289670253,0.0996817122,1.3759218981,-0.4441280619,0.1457359643,-0.0469374178,0.6464207385,251.3266096333,5.5907336909,15.2329046329
1,1,1,1,4.552072842533334,23.132801713538843,5,0.8148772611472466,102.60930280569656,0.0308600046199397,4.971702168205406,161.10503641963206,0.8944921722385409,0.9999999999999885,1.000000268253065,0.999999999999998,0.1007729468599033,0.0755555555555555,1.333759590792839,0.2521256038647343,0.0666666666666666,3.781884057971014,0.2978260869565217,0.0393719806763285,7.564417177914111,0.000560349726165,0.0007662091964161,0.0011244800109623,0.0036431155929961,0.0018771990562625,0.0023748522334759,0.0035918794272245,0.0110628864838818,-1.206117812399403,-1.20586938241781,-1.205437023334429,-1.2023975489273433,-0.3730385536902312,-0.3728525607229415,-0.3723977088112044,-0.3696054936004209,0.6178815774644888,0.7517517517517519,0.0060086758917196,-1.5385385385385382,0.4647577092511013,0.9444726525157928,0.9515865315156048,0.9855880590630544,0.1302526698959195,-0.1394936461337849,0.0032559305,0.1988638891,0.0868629788,0.7373688822,0.2106450169,0.0586795564,0.0165952494,0.3464226698,289.8584510336,5.4523235939,14.8782852847
1,1,2,1,5.166995060645577,31.530092043127013,5,0.716969619745192,98.97012727121188,2.626228518309469,4.277804397435169,1.6288774444460137,0.8952825423313956,0.9999999999999925,1.0000002202834102,0.9999999999999982,0.1116425120772946,0.1511111111111111,0.7388107416879794,0.2629951690821256,0.0888888888888888,2.9586956521739136,0.3717391304347826,0.0327053140096618,11.36632200886263,0.0003490414405034,0.0004111191245439,0.0004568303712528,0.0008364578507329,0.0015603679464577,0.0016914694146213,0.0019082037676853,0.0034712498776901,-1.1550790895766103,-1.155007359905218,-1.1549545413641262,-1.15451588849272,-0.2693757576493317,-0.2693403869006336,-0.2692819126787669,-0.268860207934077,0.6732620896379048,0.8178178178178177,0.0003987862458593,-1.8468468468468469,0.5286343612334802,0.9619787729487213,0.9498267272222484,0.992366843037196,0.1172699225416756,-0.1476685490158412,0.002251675,0.1863493107,0.08210863,1.7161006783,0.1604044926,0.0875937488,0.0058445543,0.8062398522,306.4634932252,5.3767963226,14.2811178107
1,1,3,1,4.854167464271194,26.443167413572027,6,0.5024310932385896,99.83938190834152,1.3650369444482084,4.61058690902272,3.377627929979922,0.7290691526239194,0.9999999999999908,1.0000004837887877,0.999999999999998,0.1007729468599033,0.0955555555555555,1.0546006066734075,0.2564734299516907,0.0577294685990338,4.442677824267782,0.3540096618357488,0.034975845410628,10.121546961325969,0.0004134640500667,0.0005410186957014,0.000839133905674,0.0022679543447356,0.0015937669270127,0.0019566754224664,0.0031095987163245,0.0077050025709179,-1.0460985800616047,-1.0459650901346402,-1.045653103241429,-1.0441577979539831,-0.2795893340715931,-0.279487706756767,-0.2791648471378188,-0.2778779702525041,0.6206542046570961,0.641641641641642,0.000732832017333,-1.7587587587587592,0.5704845814977973,0.9853773100873916,0.9769959540133188,0.9983387838870816,0.1202573720817809,-0.1598093340996121,0.0021787776,0.1826623584,0.0799585643,0.579213438,0.0022838458,0.0387448592,-0.0026875,0.2721197903,308.2903821154,7.2979618882,19.3700394386
1,1,4,1,7.791366268797329,74.83667998390864,6,0.6907538553936255,102.91158222394505,2.3853276492858786,4.034196453404883,1.6912546394255918,0.8435039506410428,0.9999999999999852,1.000000361234916,0.9999999999999988,0.1116425120772946,0.1088888888888888,1.025288376220053,0.2847342995169081,0.0644444444444444,4.418290854572713,0.3280193236714976,0.0413043478260869,7.941520467836258,0.0002820071494874,0.0002998567697127,0.0004257431339536,0.0010605558467687,0.0010608835302767,0.0011057221124949,0.0015255891099163,0.0039169845396522,-0.9346052941413204,-0.9345886070858904,-0.9344709198347644,-0.9338774531507316,-0.2485655655586456,-0.2485544083946461,-0.2484499330808329,-0.2478548832447955,0.6181324495356783,0.6856856856856854,0.0005008407989848,-1.8908908908908904,0.526431718061674,0.97863188410847,0.961829442464776,0.9963844129042648,0.1302082892596053,-0.1452288288342648,0.0011408285,0.1760914209,0.0776812871,1.2952833577,0.2787533406,0.0915765083,0.0180806213,0.608536012,335.4511985111,6.7686071977,17.810761999
1,1,5,1,6.323004330602325,48.13805341008911,8,0.690280381385191,101.17482714380051,0.351863751431419,5.346286512737015,15.194195170681134,0.8866550019686706,0.9999999999999888,1.0000003551207202,0.999999999999998,0.1029468599033816,0.0666666666666666,1.5442028985507246,0.2564734299516907,0.0488405797101449,5.251236399604351,0.3693236714975845,0.0392270531400966,9.415024630541872,0.0001430521869799,0.0002081415723655,0.0004154987107063,0.0015422387394367,0.0004642857059633,0.0007152281836067,0.0014073326611319,0.0049571579541209,-1.051669309814031,-1.051600847511344,-1.0513827451727638,-1.0501976177293364,-0.3035742148909082,-0.303497999839716,-0.303287797172235,-0.3022096611827869,0.5713888069354037,0.5975975975975976,0.000351192753045,-1.648648648648649,0.5418502202643172,0.9637178011828214,0.959040064690316,0.9941220011612476,0.1159224032606995,-0.1226159298943754,0.0009940982,0.1843781013,0.0798733045,0.9417844797,0.1791589632,0.0806487769,0.0145793811,0.442458994,341.5306655186,4.400062177,11.4758924725
1,1,6,1,3.9104659364152856,16.902559293949047,5,0.7540494514952338,101.07626610159906,0.1600590646630039,5.191761098575282,32.43653278560802,0.8341432152223246,0.9999999999999868,1.0000003602044152,0.999999999999997,0.1029468599033816,0.0644444444444444,1.5974512743628184,0.2608212560386473,0.0533333333333333,4.890398550724638,0.3326086956521739,0.0392270531400966,8.479064039408868,0.0001760642134636,0.0002391173436703,0.0003584422758029,0.0013352100816729,0.0005779887389938,0.0007973643857165,0.0011390059852986,0.0039553468415789,-1.3616893057058173,-1.361603431813404,-1.3614409197168504,-1.360110631225243,-0.4123403862039304,-0.4122498764514193,-0.4121089223524224,-0.410946959674719,0.5983702996864476,0.7957957957957954,0.0034398264890229,-1.6046046046046043,0.5286343612334802,0.9688634193535106,0.9516739103281686,0.9906848667245456,0.1217512493454038,-0.1508818656411118,0.0013276719,0.1991466834,0.0863304856,1.3773195408,-0.0882011369,0.1074752163,-0.0026577381,0.6470773639,326.4983278378,5.2728280048,14.2866428203
1,1,7,1,3.2387906613801003,9.887088438139866,4,0.4058563142503418,91.46246169711512,1.2229486546907375,3.3052437087055058,2.7026839565405503,0.7049504606968087,0.9999999999999808,1.0000002579400868,0.9999999999999968,0.1094685990338164,0.1088888888888888,1.0053238686779058,0.2651690821256038,0.0644444444444444,4.114692653673163,0.2583091787439613,0.0218357487922705,11.829646017699115,0.0018436289467349,0.0023972401127731,0.0033499259952972,0.0071784273122768,0.004718847764079,0.0060212012645844,0.0080544450388471,0.017353368774533,-1.2214404942211283,-1.2207630421546365,-1.219597243739745,-1.2149123199378729,-0.4891197111820597,-0.4884796842242568,-0.4874804694743383,-0.4829106181497303,0.6350318578542176,0.7077077077077075,0.0077426368268112,-1.34034034034034,0.5,0.9490029706860764,0.938507168608723,0.9914271389562264,0.1375197262233592,-0.1593765025194758,0.0088964128,0.2322280927,0.100966374,1.0778187321,-0.3877551631,0.0627727806,-0.0247933298,0.5063691346,243.2328346177,6.4410694519,17.4198286967
1,1,8,1,5.551376474856302,40.59546284163709,4,0.5589839814371936,95.9150098031368,1.6423850076981636,4.674102614403977,2.845923819625477,0.723321033127855,0.9999999999999916,1.0000001590746992,0.9999999999999968,0.148599033816425,0.0977777777777777,1.519762845849802,0.3021256038647343,0.08,3.776570048309179,0.4020772946859903,0.0413526570048309,9.723130841121495,0.0002023959384233,0.0002803179217553,0.0005507438619396,0.0016580676366499,0.0006248256422152,0.0009206628302767,0.0017154970651437,0.0050669361092427,-1.244455320411706,-1.2443583303545775,-1.244021729227837,-1.2426434353038882,-0.3789000603279546,-0.3787878975173507,-0.3784865464859572,-0.3772158920925152,0.6207016973452358,0.7737737737737733,0.0011273325637104,-1.8688688688688693,0.5352422907488987,0.9751517807590764,0.9608246985812462,0.991415907836116,0.1202746571906665,-0.1626440082968694,0.0013673142,0.1873908285,0.0813925513,0.3400585001,0.0741537281,0.0404860036,0.0058810109,0.159762605,327.6009697229,4.9044247073,13.2664507973
1,1,9,1,6.117470008356763,43.51882592455612,6,0.7736140678755644,103.52163774667744,1.234351697243122,5.60266895661394,4.538956740714409,0.8466126125805216,0.9999999999999905,1.000000238503602,0.9999999999999982,0.1290338164251207,0.0755555555555555,1.707800511508951,0.2869082125603864,0.0355072463768115,8.080272108843538,0.3803864734299517,0.0502415458937198,7.571153846153846,0.0005540737813987,0.0006420342965332,0.0008341862408133,0.0024508589666099,0.0018457833595307,0.0021254026321902,0.0027077664937282,0.0074689949657287,-1.0779319834732657,-1.0778371154568387,-1.0776298739033014,-1.075886244566056,-0.3275282391562383,-0.3274364865928754,-0.3272453932658745,-0.3256830727830702,0.623464742701536,0.6636636636636631,0.000732832017333,-1.6046046046046043,0.4955947136563877,0.9474672198445634,0.9481390623696077,0.990829392773638,0.1246218367569863,-0.1369892571918251,0.0026214175,0.202475469,0.0862678125,1.6239735543,-0.1739568701,0.1632882094,-0.0030877958,0.7629576837,299.1801106478,6.7862992644,17.1590540364
