fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum
1,1,0,1,2.143289556553125,5.574234351995072,2,0.6868540962561578,102.7979254599059,0.1682154478919537,5.756816884662696,34.22287879505781,0.839246727044463,0.9999999999999906,1.000000417949184,0.9999999999999962,0.1054545454545454,0.109090909090909,0.9666666666666666,0.2509090909090908,0.1272727272727272,1.9714285714285715,0.1372727272727272,0.0181818181818181,7.55,0.1601140732159424,0.1991021659839351,0.2079622278433903,0.2848884277972918,0.1902689346822759,0.2044255244178218,0.2113403631326708,0.2988049406781113,-3.3567506478124844,-3.200927932509884,-3.165517149404774,-2.85806816937751,-3.0064753606851227,-2.9539129235325525,-2.928238606330522,-2.603488688010519,0.7803060753568772,1.0160160160160154,0.8648423275731727,0.0910910910910906,0.4705882352941176,0.990046188511917,0.9390945966580916,0.9810655807098086,0.1485618145206725,-0.2734584048388958,0.5577061893,1.3334276173,0.5880088365,0.932553338,-0.1842725508,0.5391611291,-0.1038706981,0.4381221189,1.0080830024,4.9825737291,13.559684661
1,1,1,1,1.856465752352389,2.9823152178049286,1,0.7260969588230153,102.8748565913384,0.0014921788761545,4.93491174584814,3307.1851000637635,0.8343310951936111,0.999999999999982,1.0000002739241072,0.9999999999999954,0.1054545454545454,0.0781818181818181,1.348837209302325,0.3372727272727273,0.1263636363636363,2.6690647482014387,0.1363636363636363,0.0463636363636363,2.941176470588235,0.1874685354412074,0.1946946466126105,0.2227272526913256,0.3007951118977,0.1833919232812652,0.2044117886714112,0.2575784343067364,0.3221308300206282,-2.8145533519509383,-2.789522597689518,-2.692419569875561,-2.421997851587708,-2.577952636437704,-2.511594956486962,-2.343753003665641,-2.139967340183506,0.8285367900769918,0.94994994994995,0.6711611767496287,0.1131131131131128,0.5196078431372549,0.9374468131330788,0.9468775878319288,0.9643971973742692,0.1146015559620503,-0.2796515600115976,0.4803289964,1.3390832585,0.5900150563,0.5062385098,0.1144930421,0.3157900972,0.0526341793,0.2378354991,-0.8757789697,7.2683174741,19.1665125854
1,1,2,1,2.2289851589715948,5.264286680642334,2,0.6502218484229825,100.87061645956273,2.0877933297754696,3.977593970135187,1.905166528414455,0.8811906885179696,0.9999999999999888,1.0000002132132468,0.9999999999999956,0.1145454545454545,0.1181818181818182,0.9692307692307692,0.3263636363636363,0.069090909090909,4.723684210526316,0.2118181818181818,0.0545454545454545,3.8833333333333337,0.1786176205727763,0.2028234461628025,0.2231334085201486,0.2884946253667976,0.2229814147706142,0.224870226277885,0.2482430990106538,0.3134378414203314,-3.021233703011186,-2.932199097553988,-2.857494374981668,-2.617080755024759,-2.6064326749146822,-2.6000968418691284,-2.521694831472779,-2.303005458941149,0.7701267643768239,0.8838838838838833,0.5479472336900282,0.1131131131131128,0.5392156862745098,0.9819557220500272,0.9466933207687362,0.9818065330372464,0.1212282051399804,-0.3481064217932783,0.5519137885,1.3132452543,0.5800675023,1.0452298354,0.1223492941,0.6699969576,0.0521870304,0.4910585718,0.5951417796,5.6643804551,14.8157523664
1,1,3,1,1.9810220833504992,3.564760002343471,1,0.4654393570990793,101.44484740201602,1.347668438770543,4.21262270917854,3.125859883623638,0.692734078634482,0.999999999999987,1.0000004868743602,0.9999999999999954,0.1054545454545454,0.0672727272727272,1.5675675675675675,0.259090909090909,0.0772727272727272,3.3529411764705874,0.2799999999999999,0.0745454545454545,3.756097560975609,0.1499871634428837,0.168289203815048,0.18824156017564,0.2467337477919128,0.1615037600289061,0.1942955938891192,0.2163064830090122,0.2736591026240136,-2.888468745019804,-2.826275717677757,-2.758474673671765,-2.5597096097913616,-2.534440389871792,-2.43532372812486,-2.3687935712283075,-2.1954394299834714,0.7911113263765004,0.8398398398398399,0.4706224849841282,0.0690690690690694,0.5294117647058824,0.9959860643883592,0.9745635215031748,0.995560734883582,0.0924929229635227,-0.328921663462682,0.4654095151,1.2807694353,0.5647911714,1.4637295443,-0.3295261295,0.8838581553,-0.2170563052,0.6876735768,8.0360005794,5.7091953126,15.1859251098
1,1,4,1,3.7565748788046567,16.49751277759712,3,0.6398455247384165,103.6908523102353,1.771732208249301,4.013151851023816,2.2651006920449483,0.8315989794271774,0.9999999999999803,1.0000003475145034,0.9999999999999972,0.1054545454545454,0.07,1.506493506493506,0.2581818181818182,0.0772727272727272,3.3411764705882354,0.3109090909090909,0.0654545454545454,4.75,0.07177921036651,0.1476607924680932,0.1627432458403908,0.2326266585511859,0.0728203339634652,0.1415453707010869,0.1623976437202288,0.2518743335393982,-2.7970706062774697,-2.5684114928159247,-2.5229625140068404,-2.3123780908364613,-2.5559549899665077,-2.3665007697978844,-2.309017335650484,-2.0623570601867,0.845187458090968,0.7737737737737733,0.4473533054498463,0.0030030030030028,0.5098039215686274,0.9923344648440968,0.9634431033095444,0.9931280878022072,0.1099743049021558,-0.2960280158637426,0.3524960366,1.2361950663,0.5489679328,1.2224246215,-0.2433253345,0.7091044006,-0.1455244963,0.5743063089,15.7957052998,7.1711080019,17.4972087839
1,1,5,1,2.9035842057700423,9.443398887999145,3,0.642676160726612,102.3042562814035,0.0653758427315962,4.479755052159445,68.5230945404605,0.877260435259347,0.9999999999999843,1.0000003563531068,0.999999999999996,0.1054545454545454,0.0772727272727272,1.364705882352941,0.2581818181818182,0.0581818181818181,4.4375,0.2872727272727273,0.0981818181818181,2.9259259259259265,0.1355254366390884,0.177784892429164,0.2285216115201331,0.3004870720189075,0.1563831772746813,0.1795570954693012,0.2613311326923579,0.3420175680248067,-2.889736967704587,-2.748473457119747,-2.5788724312582088,-2.338308671009811,-2.446084061189384,-2.3788908160996955,-2.141785339202924,-1.907833386012496,0.7962827986634756,0.7077077077077075,0.7262981187670414,0.0470470470470472,0.4901960784313725,0.973847934808739,0.9540766277618896,0.9867899883397262,0.1275174364105364,-0.2643278169321649,0.5420788363,1.347147463,0.5945747717,0.8611375824,0.0770624557,0.4410924711,0.0731433654,0.4045703414,0.3098716018,5.5289642347,14.4309161504
1,1,6,1,1.4942681133627924,1.721678722673377,1,0.6304373878417562,102.48201576050876,0.2367485652264326,4.746061651388243,20.04684441001357,0.7291171524569899,0.9999999999999776,1.0000003557496897,0.9999999999999925,0.1145454545454545,0.0481818181818181,2.377358490566038,0.2581818181818182,0.0781818181818181,3.3023255813953494,0.1445454545454546,0.0754545454545454,1.91566265060241,0.2019282666000948,0.2100812188992444,0.2270658180264372,0.3452849616081237,0.2129034746419599,0.2136428844546893,0.2284225595738205,0.3600844303491117,-3.125478246453114,-3.093548942370629,-3.027032371396968,-2.56405223300165,-2.922935702444713,-2.92018985454584,-2.865304540376029,-2.3763693585510266,0.7975119401270702,1.0160160160160154,0.5764488282925874,0.2012012012012007,0.4607843137254901,1.0081145242581064,0.9457680787296776,0.9741359298191922,0.1333997976692426,-0.348340063284217,0.6164307156,1.3766351692,0.610158553,1.2486122938,-0.381715649,0.8312953016,-0.2503662042,0.5866095177,-4.9540311953,5.0742514316,13.8369177309
1,1,7,1,0.8854384747490837,-0.5991140251377485,2,0.1843317888999689,93.02929993396506,1.2272922509571311,1.829986314963018,1.491076240020144,0.4932946440016578,0.9999999999999644,1.000000256517629,0.9999999999999908,0.1236363636363636,0.0781818181818181,1.5813953488372094,0.3063636363636363,0.1072727272727272,2.8559322033898304,0.1809090909090909,0.0372727272727272,4.853658536585367,0.1776964506880564,0.1710650999940513,0.1980552294275631,0.2735997103516998,0.2078682931021075,0.1698208259281456,0.1920068140794542,0.2664079329884851,-2.94957329745923,-2.973359714226483,-2.8765470893282115,-2.605571749515197,-2.842569637986188,-2.979103214472505,-2.8994886557337765,-2.632499770171754,0.7840231548763206,0.8838838838838833,0.3652267364308175,0.0690690690690694,0.5098039215686274,0.9721981150479309,0.934305853730017,0.9764825205185752,0.1389002472394547,-0.3786960546633933,0.4956539515,1.3060616658,0.5750281883,1.3888552791,0.0196482111,0.7747172741,0.0327971419,0.6524969596,3.7722688077,6.040600993,15.5805687353
1,1,8,1,2.5619208110092826,8.741303507481264,2,0.5885640899920164,100.02021605404956,1.2576847312140662,4.746031889392484,3.773626069874485,0.720323668053652,0.9999999999999876,1.0000001671503378,0.9999999999999928,0.1054545454545454,0.1581818181818181,0.6666666666666666,0.2863636363636363,0.1081818181818182,2.647058823529411,0.2554545454545454,0.0772727272727272,3.3058823529411763,0.1436031997870037,0.2002209365401586,0.2571142200544932,0.3066825473068423,0.1952484947307659,0.20246447865272,0.2902432369447419,0.3394101494825589,-3.4001550054042924,-3.175365420753786,-2.9494818318998366,-2.752680540752235,-2.887360291942409,-2.861470131679118,-2.546529557465962,-2.370124058365213,0.8226357412872198,0.94994994994995,0.7244350098351338,0.1571571571571572,0.4901960784313725,0.9991668834743744,0.953985755878496,0.9793527274872496,0.1326705484451088,-0.3570280080822861,0.5763771459,1.3574497485,0.5997110863,0.7939462432,0.0972123523,0.5065510963,0.0628073399,0.3730032334,-6.1056466033,6.4900085038,16.6137616184
1,1,9,1,2.7436721747192143,7.890936109359766,3,0.7176191778595298,104.05802529200928,1.1656687108382928,5.323079025267458,4.566545344980012,0.8110076669413468,0.999999999999987,1.0000002368532752,0.9999999999999962,0.1145454545454545,0.1172727272727272,0.9767441860465116,0.3081818181818181,0.11,2.801652892561983,0.2418181818181818,0.0854545454545454,2.829787234042553,0.0893207706071965,0.1685034843330116,0.2192484170641321,0.2781056265301453,0.1417151024131778,0.202850737948621,0.2527020894000541,0.3280506362019699,-3.063713426829319,-2.7973263880293766,-2.6266099307587494,-2.428602095412642,-2.4899683402054444,-2.3126078887171397,-2.1679842478031195,-1.9493907521645928,0.7821707634602522,0.7737737737737733,0.6711611767496287,0.0690690690690694,0.5392156862745098,0.9489149513479792,0.9445587422650206,0.9801911686529629,0.1015655319254836,-0.2822723173435165,0.4555661172,1.2948083243,0.5741338418,0.7749047131,-0.1574436686,0.4082268486,-0.0884032599,0.3640573477,3.5749318461,7.0168035573,17.9774887082
