fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,20,1,3.4875786379979417,13.895346941518024,5,0.4627609340271514,95.03824495432649,0.92124548499409,4.84279602420575,5.256792139650831,0.7004720256909696,0.99999999999998,1.0000002489689697,0.9999999999999966,0.1051612903225806,0.13,0.8089330024813894,0.2563440860215054,0.0833333333333333,3.076129032258064,0.2576344086021505,0.0558064516129032,4.616570327552986,0.0153079727613547,0.0171760634451038,0.0209602299392589,0.0344070030148176,0.0306747990602028,0.0333981989011136,0.0404071308492486,0.0643716966464225,-1.567845109111115,-1.5648707000970543,-1.5588454792505315,-1.5374352750276308,-0.8001494400968177,-0.7979013536385766,-0.7921156864873051,-0.7723336423537359,0.7005627580024972,0.7057057057057055,0.0682258858797778,-0.8358358358358354,0.5165562913907285,0.9709291290302078,0.9504725158127544,0.993596907627369,0.1369417279036246,-0.194513898794197,0.0457418913,37.0,0.4791387058,0.209092227,0.9359332965,0.062297268,0.159238671,0.012229547,0.4397100544,0.8759711354,147.6073984048,5.1046415974,13.707768633
1,1,21,1,3.970746629909238,20.54362671375393,3,0.8070587797060612,104.6543238191658,0.8142026182909872,4.267706219600262,5.241577616832264,0.9237565155777882,0.99999999999999,1.0000002159941166,0.9999999999999968,0.1019354838709677,0.1,1.0193548387096774,0.2595698924731183,0.0766666666666666,3.385694249649369,0.2621505376344086,0.0455913978494623,5.75,0.00669196807585,0.0098146236172081,0.0127677531174542,0.0227619899558836,0.0097456657982722,0.0160276339744033,0.0208199463436296,0.0366267625134901,-2.075105146949374,-2.0685816533524584,-2.0624123141056008,-2.0415335014546225,-1.2558232758378525,-1.247856593359237,-1.2417790663941954,-1.2217331378106029,0.6808074417109816,0.8658658658658656,0.0187667307407778,-0.6956956956956954,0.4768211920529801,0.9612170598443748,0.9482973206061256,0.988255324876278,0.1169033780011824,-0.1783269066615704,0.0381733717,37.0,0.4678379201,0.2059547819,1.4112624576,-0.3878826612,0.233877483,-0.0622247302,0.6630240578,1.9916617242,155.5051044298,4.6368512172,11.7314299455
1,1,22,1,3.736540920514591,17.766381345605193,4,0.4843385156973723,94.31738312711788,0.5380356755298066,4.269688217053291,7.935697224629029,0.71091911990636,0.999999999999985,1.0000002191052806,0.9999999999999964,0.1116129032258064,0.1266666666666666,0.8811544991511038,0.2756989247311828,0.0864516129032258,3.189054726368159,0.2477419354838709,0.0490322580645161,5.052631578947369,0.0110740424274684,0.0141476517986691,0.0199306250038856,0.0338945404155179,0.0195061206200082,0.023533865495989,0.033899525134894,0.0581638775668333,-1.7387057700207211,-1.7333018241463365,-1.7231343401170298,-1.698583320789068,-0.9892707845159124,-0.9852069852234466,-0.9747485372324312,-0.9502669820989164,0.7409916401253998,0.7857857857857854,0.036606951475969,-0.8158158158158154,0.5463576158940397,0.9660178677201732,0.9508885769829158,0.992859466862934,0.1414813799438984,-0.1994318105195103,0.0430187569,37.0,0.5105962898,0.2175965959,0.7397605201,0.1911369314,0.1805821704,0.0394732568,0.3475462833,0.5472456271,149.4715680137,4.9461287053,12.9010008256
1,1,23,1,3.93681651035769,18.05722511977445,4,0.7905406073060117,104.80538018843588,1.7437356593950564,5.245278433977559,3.0080697184327074,0.8501694265533594,0.9999999999999846,1.0000001567200811,0.9999999999999976,0.1019354838709677,0.0799999999999999,1.274193548387097,0.2531182795698924,0.06,4.218637992831542,0.3243010752688172,0.0589247311827956,5.503649635036497,0.003093303178993,0.0036163998604049,0.0050277896752336,0.0116360116753485,0.0074512266633902,0.007949365799086,0.0104747336223779,0.0249902266168861,-1.560108066115928,-1.5592894465253169,-1.557080693548163,-1.546739163615683,-0.698206797922493,-0.6978563827689032,-0.6960799169378592,-0.6858690173264556,0.6570148010984467,0.9259259259259256,0.0063504251685959,-1.1561561561561562,0.4867549668874172,0.9800119888247028,0.9678830537660212,0.994678407350454,0.108361666355984,-0.1716959568563089,0.012345283,37.0,0.4052350486,0.1771663877,0.9616181923,-0.288741108,0.1717379961,-0.0544497336,0.4517770543,0.9247095478,206.9559903869,5.1399742682,14.1571704503
1,1,24,1,3.280511960570261,11.534051389062078,4,0.6616702617648696,105.83693066761916,0.4272485955294892,5.757386450558334,13.475495322397032,0.8746324335301783,0.9999999999999896,1.000000167738365,0.9999999999999972,0.1083870967741935,0.1133333333333333,0.9563567362428844,0.2627956989247312,0.0666666666666666,3.9419354838709673,0.3147311827956989,0.0520430107526881,6.047520661157026,0.0074830858237999,0.0093758228908762,0.0141581984895638,0.0277348706467997,0.0134444877811293,0.0145275457948198,0.0201345946061527,0.041933163809623,-2.0691493664256826,-2.065203483340756,-2.055233427114312,-2.0269294635333672,-1.365580925582052,-1.3640817667952667,-1.3563205422004716,-1.3261471663077269,0.6852030372850286,0.9459459459459456,0.0259136604026994,-0.7357357357357354,0.5331125827814569,0.9184354031721556,0.930778938841074,0.9742327995740976,0.1360869791409111,-0.1729818023033459,0.0359349462,37.0,0.518563987,0.2272365494,0.5551133509,-0.1318333532,0.1014755193,-0.0328230572,0.2607973481,0.3081508323,153.419971896,5.3911021807,14.8643450368
1,1,25,1,4.214170756599006,20.477657742228278,6,0.5978108661137301,104.56911703570594,1.7869548729347609,6.446915345067495,3.607766174016227,0.8727469825498108,0.9999999999999925,1.0000001831292635,0.9999999999999976,0.1051612903225806,0.1033333333333333,1.0176899063475544,0.2692473118279569,0.0366666666666666,7.343108504398827,0.2912903225806452,0.0390322580645161,7.462809917355374,0.0075365487900249,0.0107504434719575,0.0147049373619915,0.0285563151872913,0.0131008561091838,0.0185980934999749,0.0258078119815329,0.0484131178459476,-1.87987294286493,-1.8737853497687644,-1.866294951953574,-1.8400583884172197,-1.0517281690308131,-1.045869820230397,-1.0381864981150872,-1.014096258403832,0.6835791824774473,0.8658658658658656,0.0201049641626049,-0.6956956956956954,0.4602649006622517,0.9443934254608924,0.9408069649361837,0.9828209456675214,0.1257787616489416,-0.1820420112294133,0.040070674,37.0,0.4896996951,0.2105302666,1.3791372035,-0.0321262552,0.2676994471,0.0011447477,0.6479313185,1.9020194261,153.8538626447,4.9697872569,12.7050800766
1,1,26,1,4.678194486594545,30.06643379522236,5,0.6942494595391797,98.49434423540016,1.9686249032601089,4.988273127214787,2.533887039097209,0.9071798839667556,0.9999999999999902,1.0000002914001864,0.9999999999999966,0.1019354838709677,0.0766666666666666,1.329593267882188,0.2531182795698924,0.06,4.218637992831542,0.2753763440860215,0.0388172043010752,7.094182825484765,0.0070760649609421,0.0085936941420279,0.0112004208851359,0.0233698931802339,0.0107425215341715,0.012889663882485,0.0168959932308272,0.0358442241297154,-1.8387918209075875,-1.8359813295629088,-1.8311539428463424,-1.8086173463042243,-1.1796197451562045,-1.1770594293993202,-1.1722821643214434,-1.1496877358832869,0.6819886668465064,0.8058058058058054,0.0230867799418716,-0.8358358358358354,0.5662251655629139,0.9762768604288076,0.9538368269366532,0.9922840392126324,0.1322966952007275,-0.1924968084055262,0.026152673,37.0,0.4864718442,0.2120188294,0.9825702966,-0.0924577281,0.1944280882,-0.0024191242,0.4616205452,0.9654443879,167.969357414,6.385734094,16.929381152
1,1,27,1,4.29989391804204,23.13617459941379,4,0.6541629941097735,100.3438795429026,0.0936412013439005,3.5491131797468443,37.90119230436402,0.875744284165126,0.9999999999999836,1.000000322962435,0.999999999999996,0.1019354838709677,0.1033333333333333,0.9864724245577522,0.2595698924731183,0.0366666666666666,7.0791788856304985,0.2747311827956989,0.0487096774193548,5.640176600441501,0.0063016736767717,0.0081692823972684,0.0113263764902209,0.0222176795565644,0.0094053175772545,0.0127918791021449,0.0175148793551864,0.0316603235881351,-1.6231390972558757,-1.620088484557522,-1.6149315846008243,-1.5971413766888765,-1.051324088358104,-1.0477299102638744,-1.0427173617175811,-1.027704716761469,0.6838058591757568,0.8058058058058054,0.0091825428356562,-0.8558558558558554,0.5397350993377483,0.968349695193887,0.9514833217679288,0.9933139617431168,0.1298320782395529,-0.1645203459598818,0.0249273096,37.0,0.4849604559,0.211097008,1.23433092,0.1794105438,0.2857098071,0.060251681,0.5798999972,1.52357282,171.1102123816,5.4977646195,14.5243626549
1,1,28,1,3.605802652523266,15.80301949885693,5,0.4715656216260613,92.80440356917356,1.1346031995086197,4.247421870086149,3.743530665104458,0.7052781542703015,0.999999999999984,1.0000001626476744,0.999999999999995,0.1083870967741935,0.1,1.0838709677419356,0.2756989247311828,0.0666666666666666,4.135483870967742,0.3108602150537634,0.0488172043010752,6.36784140969163,0.0074371438155115,0.0099072349736094,0.0116419657661082,0.0203293857960996,0.0124438616374297,0.0157029396932116,0.0187627177318627,0.0324757522440409,-1.6609128530702968,-1.656779506625608,-1.65387668122576,-1.6393395186693254,-1.0227446487498446,-1.019369443521577,-1.016200639750501,-1.001998983641405,0.6739036278158574,0.6856856856856854,0.016342878909167,-0.7357357357357354,0.4735099337748344,0.960047640515198,0.9520706170210284,0.991268315806405,0.1275601624421393,-0.217562274768482,0.0256349595,37.0,0.4627096161,0.2027046249,0.8240212502,0.3123678512,0.1235311343,0.0493486472,0.3871327477,0.6790110207,168.6097712473,8.0374771703,21.4236381691
1,1,29,1,4.228678955457744,21.82818721482304,5,0.6809094322902061,104.28540811914216,1.4703378564218788,4.539962988432576,3.0877005367193244,0.778962424430934,0.999999999999992,1.0000002525840783,0.9999999999999984,0.1019354838709677,0.1133333333333333,0.8994307400379506,0.266021505376344,0.0766666666666666,3.46984572230014,0.303763440860215,0.032258064516129,9.416666666666668,0.0078361596128232,0.0101336857193578,0.0127353678846522,0.0245741388158715,0.0136904790447423,0.0185005289221344,0.0230404997930975,0.0441553708129489,-1.941883933941953,-1.937387167528504,-1.9322951004803464,-1.9091240090404664,-1.0435482564372789,-1.0384590637890447,-1.0336556237065837,-1.0113153883448451,0.6891796623257139,0.8658658658658656,0.0253433884053883,-0.6156156156156153,0.4834437086092715,0.964593029331652,0.9560061458295972,0.9918058730580964,0.1283339029576644,-0.1753444228080328,0.040007522,37.0,0.4861512575,0.2147503221,2.2285876841,0.5809366791,0.4477243065,0.1386099259,1.0470109521,4.9666030656,152.1102977189,4.3386487685,11.635817002
