fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,20,1,1.382159603466453,1.791954001153453,2,0.3755101028287774,99.02204459858496,0.53526396824767,3.4775081112718444,6.496809644513153,0.5694615473323781,0.9999999999999613,1.0000002863092323,0.9999999999999892,0.3017857142857142,0.1232142857142857,2.44927536231884,0.3446428571428571,0.1053571428571428,3.2711864406779667,0.1080516093178917,0.22301827777226,0.3015025418530275,0.4247899480313162,0.1125874708355148,0.2202136205990049,0.2741850191812596,0.4451599919408434,-3.8283032359106417,-3.334858465491648,-2.99799865915387,-2.468840715768346,-3.655386779145581,-3.212058347321194,-2.989741972077632,-2.285470131811202,0.8162359987129146,0.7657657657657654,1.2738113231864785,0.1651651651651651,0.5857142857142857,1.0233436439686356,0.9395416338227878,0.9711108539303466,0.1397264797843332,-0.4953236703097645,0.8816621627,8.0,1.5430161027,0.6822560126,1.0717596041,0.3427631591,0.8563852574,0.2610283963,0.5035225006,1.148668649,-28.2193332047,6.0095440743,14.4458575711
1,1,21,1,2.0653209083069592,5.486554843013987,3,0.6771532425207325,106.64401718733252,0.7105482116016084,4.211656596349182,5.927334032487273,0.86470929071876,0.999999999999981,1.0000002635641243,0.9999999999999916,0.2607142857142857,0.0964285714285714,2.703703703703704,0.1392857142857143,0.1392857142857143,1.0,0.4458609562413523,0.3540080390567363,0.3691489735865248,0.5231031506342956,0.4738897246686177,0.3599701963766147,0.3994867723939125,0.5462716592082436,-2.6640662716826977,-3.1056562686037203,-3.0328650558983874,-2.292718453566088,-2.3797164261232018,-2.8950003607734622,-2.716257900377155,-2.052316474715624,0.8268697163385446,1.0060060060060056,1.05931476351837,0.4654654654654652,0.4714285714285714,1.0488024146651136,0.9288237609103231,0.9406741376128196,0.1641962996296838,-0.3836845209075057,1.2250539999,8.0,1.6675687,0.7404305914,1.9428657897,0.030268563,1.4138956987,0.0236347547,0.9127761833,3.7747274768,-41.1683919922,4.8084367954,13.0792148687
1,1,22,1,1.935803114727368,4.592533776370755,2,0.4171075843996197,98.82960624330832,1.1405605806552637,2.565908303509592,2.249690500469034,0.6325156093940889,0.9999999999999696,1.000000249037022,0.9999999999999838,0.3339285714285713,0.1660714285714285,2.0107526881720426,0.3017857142857142,0.1946428571428571,1.5504587155963303,0.1892729081626514,0.3561683042809207,0.3957243559138107,0.5249752530368282,0.2000300653758719,0.3563508924106903,0.4440120578557275,0.5535107599147178,-3.649322924802204,-2.8980772821802896,-2.7200237701021144,-2.13822717458769,-3.4072535501449988,-2.741447661919656,-2.368078858612329,-1.901699029597801,0.8108718375963693,1.0060060060060056,1.5317404637020795,0.2852852852852852,0.4857142857142857,1.0059676882940298,0.9336992696767876,0.9551141452131006,0.1436256228186145,-0.4383805213108382,1.044824291,8.0,1.6221516841,0.71227826,0.8995364468,-0.1390038747,0.5800025194,-0.1036232366,0.4226104803,0.8091658191,-35.1602397837,5.5646247145,14.0840329486
1,1,23,1,1.618314832582506,2.614791668334614,2,0.6953109128183248,105.64968685491684,1.5748499043736728,5.070758841802594,3.2198362699328262,0.7511448315595849,0.9999999999999726,1.0000001526375986,0.9999999999999908,0.2928571428571428,0.1107142857142857,2.6451612903225805,0.1946428571428571,0.0946428571428571,2.056603773584906,0.162826028492661,0.1730454770955181,0.2522797880790222,0.3918461954604618,0.1693804338643566,0.1763767285952731,0.2463588972780143,0.4018125121210539,-3.564542596739888,-3.5210299445315423,-3.1836638937028114,-2.5894141665052994,-3.3997801819268,-3.371143890244256,-3.0847022990802597,-2.448420491500084,0.7625216002158541,0.9259259259259256,1.0115911122238297,0.105105105105105,0.5571428571428572,1.008409932998139,0.9614786792063376,0.9819282640844974,0.0958505281582755,-0.3665444445252007,0.8298228547,8.0,1.5756394596,0.7024334412,0.4921633306,0.0015226426,0.2792937628,-0.0076050708,0.2312228507,0.242224744,-25.1492880193,5.4164511225,13.985603356
1,1,24,1,1.1789666285368428,0.7603951304899987,2,0.5686110345264292,107.62839495121116,0.7372164944491136,4.5728314708955,6.202833910156279,0.8513675415693445,0.9999999999999796,1.0000001686036828,0.99999999999999,0.3625,0.1357142857142857,2.671052631578947,0.2410714285714285,0.0839285714285714,2.8723404255319145,0.3732142905324266,0.3888815230686071,0.3948296882791765,0.4727338481215014,0.3828789660493951,0.4186069641544448,0.3961085332768488,0.4824240538517482,-3.2467131847195594,-3.1655578397987347,-3.134746693146316,-2.731207717888837,-3.1159605021974173,-2.9355631007262013,-3.0491619218962134,-2.6133385776225158,0.802365538177919,0.9659659659659654,1.46273335620113,0.3053053053053052,0.5428571428571428,0.921109339856498,0.9134013936539574,0.8539815269872154,0.1699229201357348,-0.3437400548733004,1.120574416,8.0,1.6959133372,0.7525812472,1.6795569359,-0.0979584806,1.2201020156,-0.1137740893,0.7890712666,2.8209115009,-40.8945631808,5.4405872079,14.8089505976
1,1,25,1,1.885470468804963,3.2866998767807125,2,0.506390501958053,107.73261674450067,0.9428412372927016,6.071874136987054,6.439975148331429,0.8579388458188022,0.9999999999999876,1.0000001938683465,0.9999999999999936,0.3053571428571427,0.1357142857142857,2.249999999999999,0.2446428571428571,0.1107142857142857,2.209677419354838,0.1454026336730635,0.2101933659155503,0.3119333766939845,0.4659994748602972,0.1591574850240917,0.2221896233334321,0.3063967378891813,0.4964064568661623,-4.083399708177476,-3.773819468925531,-3.287689805189008,-2.551537922348208,-3.6704575941855215,-3.3953088158891496,-3.027726732917934,-2.1982936303254714,0.8537081885857924,1.1261261261261255,0.8412497049736118,0.065065065065065,0.5571428571428572,0.9587373605781766,0.9302949310550144,0.940115033240546,0.1358124180095314,-0.3435926316258185,1.0649579619,8.0,1.5859210109,0.6982825448,1.1445518897,0.2040929895,0.7474303549,0.1550491411,0.5377209846,1.3099990282,-37.083031969,6.4379919137,16.0936697409
1,1,26,1,2.624510262071635,9.105042236751611,3,0.5129021805106588,99.7041208163235,1.9526871758971307,4.822195188870007,2.4695175184189586,0.8410288182751036,0.9999999999999836,1.0000003018574388,0.9999999999999896,0.2607142857142857,0.0678571428571428,3.842105263157894,0.3285714285714285,0.175,1.8775510204081636,0.3720261198076219,0.339393154165999,0.3932874533048624,0.5264692353741728,0.3959662060757123,0.4072435931823317,0.4163920669664104,0.5671292884499732,-2.7691636403305675,-2.9130645648455413,-2.6754079706720395,-2.0881189765059407,-2.5025547489146427,-2.455831736157915,-2.417928961935754,-1.793413987349462,0.836711071986016,0.9459459459459456,0.7671581176779302,0.3853853853853852,0.4571428571428571,1.052031118250994,0.9303726813213204,0.9598505576712848,0.1584714010991701,-0.3991920143754287,1.1716848355,8.0,1.6750331979,0.7436873054,2.1282731747,0.109266189,1.4131867085,0.1502657294,0.9998822747,4.529546706,-40.7477898551,5.1043436163,13.4248133342
1,1,27,1,1.9573975468120215,4.653824942816317,2,0.5981734117028195,103.29038703539368,0.7258784963582309,4.1063683957471335,5.657101589796352,0.8268636232875779,0.999999999999972,1.0000003208717776,0.9999999999999876,0.3339285714285714,0.0553571428571428,6.032258064516128,0.2089285714285714,0.1107142857142857,1.887096774193548,0.3420398682899866,0.2620722639075821,0.2951541098431638,0.4035366921274314,0.3571939969290653,0.2698509158614045,0.3045411874242232,0.4273462571064868,-2.638861931852575,-2.9595857216629584,-2.8269053058330007,-2.3922183746924883,-2.468707248454108,-2.80414981791352,-2.670921247475728,-2.199286315282879,0.8511725365374047,0.8858858858858855,1.3038585066127686,0.1451451451451451,0.6142857142857143,1.016362804141553,0.944793244554492,0.9770276234625124,0.1375331605940642,-0.3113166585525522,0.719340099,8.0,1.5745469479,0.6918508938,0.5467198211,0.1235280563,0.4665749133,0.1269103488,0.2568539908,0.2989025627,-24.6049319256,7.0185673435,17.6131698323
1,1,28,1,1.6328161675318105,3.088303129929602,3,0.313224802629333,97.66849354594576,0.374761679811824,2.5720322719524558,6.863114375098138,0.570544849654037,0.9999999999999692,1.0000001961817986,0.9999999999999852,0.2928571428571428,0.1232142857142857,2.376811594202898,0.45,0.1178571428571428,3.818181818181819,0.2372402601810384,0.2996231312753836,0.3169600245899286,0.4130274506843309,0.2501572763711625,0.2759843079902998,0.3482676707949551,0.4052346318024595,-3.208968991976741,-2.9465210827311,-2.8735838914252394,-2.469423347308002,-2.9917354803413456,-2.888690342458381,-2.6002929301390005,-2.3730051628741764,0.850716748108721,0.8658658658658656,1.333905690039059,0.2052052052052051,0.5714285714285714,0.9934993923924452,0.9459368521080568,0.9688087960857016,0.1193932712121084,-0.4654484970125441,0.9387138764,8.0,1.6729494804,0.7408832269,2.4935301649,0.262643439,1.9792397521,0.1563839614,1.1714833617,6.2176926832,-32.7197422485,5.3943289629,14.2663737625
1,1,29,1,2.0176948199430425,4.476930073899607,2,0.6314632852712956,109.25233382169084,1.2601708636692617,4.190781530078454,3.3255661203561577,0.6866282420143819,0.999999999999986,1.0000002327480977,0.9999999999999956,0.3464285714285714,0.1410714285714285,2.4556962025316453,0.2607142857142857,0.0982142857142857,2.6545454545454548,0.2630635608586614,0.2780907736498829,0.3474932074697729,0.446159160221974,0.2776960514240187,0.2856488599998503,0.3595508344690002,0.4702998592296785,-3.7709911305646377,-3.6940951010796095,-3.3389546188429744,-2.8340692407352157,-3.501357519741248,-3.462806399863047,-3.104567690879907,-2.5677134601723206,0.8410759952449598,1.1261261261261255,0.7498773302497266,0.125125125125125,0.4857142857142857,0.9905744190572336,0.9531588181677502,0.9588323571258236,0.1135200500356406,-0.3637216021699506,0.9708845286,8.0,1.6348308217,0.7232414195,0.5101618761,-0.1746118662,0.3988664568,-0.1153943653,0.2396787326,0.2602651399,-37.1427313299,6.7046761606,17.7608620709
