fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,6,0,0.0,0.3107873143654774,0.0215229036518363,0.0,0.7552525848990422,3.15461770386681e-05,8.340679941932633e-09,9.208719189253905e-09,0.0002181964251111,0.8348578260534301,0.9999999999999916,5.097201415289744e-13,0.9999999999999984,0.6748971193415638,0.1314432989690721,0.2301173402868317,0.1125265392781316,0.0969976905311778,0.1074109078779118,0.0604559826744403,0.1057360918179252,0.1390420703542155,0.1514474494189036,0.0569650855139817,0.089946485480594,0.1019468723332681,0.1356977010295731,0.2559915232653219,0.3441881102411282,0.330019204877672,0.3103956480229772,0.2577356024238453,0.329771541758521,0.299722990602758,0.3086220404471174,0.5262884586869987,0.0327455919395466,6.338198573337346e-08,0.0820668693009118,0.4102564102564104,0.7857004409527302,0.8566910276511086,0.876752327526416,0.173823531370081,0.6437893833880669,0.2203693797360076,0.2367434556011958,0.2878032168391882,0.0450921371070892,0.4666205577741338,0.048005824213691,0.4987537374223027,0.940335780797324,0.1240922457076662,0.1573670989569023,8.728498327239708e-09,0.2462580840086387,9.334776133279073e-09,0.2835537209696032,6.197007515562082e-08,0.408680315036572
1,6,1,0.0,0.4287692121679274,0.1045855816089768,0.5,0.4349823735929956,3.154383049309726e-05,6.946982605326183e-09,3.730084820418376e-09,9.965233731399214e-05,0.7849818247108755,0.9999999999999726,3.0225002917025826e-12,0.999999999999996,0.7448559670781892,0.2422680412371132,0.1297134238310708,0.5711252653927812,0.0969976905311778,0.5165339718532349,0.0719533807207169,0.1270381099381009,0.1678045696282139,0.2053642850956971,0.0725368778315765,0.1078237194134513,0.1386459440383625,0.1973329606576683,0.342132272250806,0.4556563034043063,0.4522432751972577,0.4507099129410429,0.3626379888693062,0.4558803539951319,0.4491187032928016,0.4681339192237138,0.671606637493364,0.0151133501259446,1.3931567398067326e-07,0.0607902735562309,0.4615384615384615,0.8225513617853926,0.9439729517487851,0.977958755040139,0.0634008484375296,0.4948742860099517,0.2019116195545683,0.2131926138173896,0.2662606260193483,0.1948557245987505,0.4553697244838405,0.1693527867811715,0.4880782252033792,0.9400290812161328,0.153055818166121,0.1872583716912919,1.4803732885423732e-08,0.273035305161539,1.7394872743954024e-08,0.3017879283012756,3.31330367117856e-08,0.3028259930071189
1,6,2,0.0,0.358532395691403,0.0547036106794465,0.25,0.7193264798587465,3.154571542898552e-05,1.2591525838428678e-08,6.552351961426873e-09,9.040381436979528e-05,0.862636972656387,0.9999999999999862,1.291481327873119e-12,0.9999999999999942,0.374485596707819,0.2010309278350514,0.0805008944543828,0.2059447983014861,0.1316397228637412,0.13976608677043,0.1637735556033271,0.1986638821699772,0.2569156739781392,0.2565194796795618,0.1594039447665479,0.1682691611098381,0.1965742050269676,0.2423425306545215,0.3711404850594592,0.4677382518170551,0.4677834899959834,0.4416141540066717,0.3836795499075773,0.4602294783991984,0.4440612208135802,0.4531688880997037,0.6807061782501185,0.0251889168765743,2.058866408287478e-07,0.0607902735562309,0.5128205128205129,0.8225944965210119,0.7443262726272888,0.8279809593113372,0.2928507933766223,0.6473729582367609,0.334963280820403,0.2463262754434176,0.3027252481843043,0.2611718784696311,0.390323477343846,0.2119821692982763,0.4302637807675082,0.912973491580536,0.143063216803146,0.1843348497562425,2.62623493178657e-08,0.2888531525225993,5.677332975155053e-08,0.3814226728760794,5.0773061896183335e-08,0.3738102434133213
1,6,3,0.0,0.4029792575860101,0.0881656523279268,0.25,0.6618255433210061,3.15467663220635e-05,9.603796359686316e-09,7.314211487122977e-09,0.0001439288270993,0.8582489693576458,0.999999999999986,1.702436445194023e-12,0.9999999999999972,0.5967078189300411,0.1958762886597936,0.1327838827838827,0.256900212314225,0.113163972286374,0.2045922054817368,0.1024064165174115,0.1516649736530423,0.2139097497751882,0.2230000334786707,0.1011217696251429,0.1278821241083378,0.1666441161520818,0.2063128900754003,0.3208546558286053,0.4232708609495251,0.4301277368533869,0.4101087295890408,0.3385821252417211,0.4212838069490032,0.417274073687275,0.4237784408815573,0.6882457214797824,0.0327455919395466,3.032513115961465e-07,0.0759878419452887,0.3333333333333333,0.8101464766237791,0.951062350232597,0.9605959462809182,0.0002818229416247,0.560727256729434,0.2389343076618414,0.2391436596264178,0.2982913206148083,0.2631859180398653,0.5056865673214079,0.299836025397303,0.5424264294188814,0.9205005151598308,0.1871582431373481,0.2315496245692238,1.3960024403720056e-08,0.2251279805632025,2.5632239293866412e-08,0.2820561613123841,5.7113540129042885e-08,0.3931073653079885
1,6,4,0.0,0.3763579063270327,0.0649530919297099,0.25,0.7268562392742012,3.154985858808585e-05,5.162728379651094e-09,6.169913977741019e-09,0.0002440421713606,0.9089652858753708,0.99999999999998,1.6428437488158736e-12,0.9999999999999976,0.7777777777777778,0.1469072164948452,0.2349112426035502,0.2144373673036093,0.1339491916859121,0.1430402437796667,0.1191786990285745,0.1275425554645729,0.1386402326923508,0.1462548497746564,0.1150372059195591,0.1193631265485715,0.1117325724910106,0.1336277920524816,0.330209901606385,0.3983841583677731,0.3680792666845533,0.3448555343177751,0.3402049692371503,0.401554108505899,0.3552786163383405,0.3517940761761239,0.6290644364313578,0.0327455919395466,2.508732553590324e-07,0.0729483282674771,0.3589743589743589,0.7523094125628518,0.7393424454537181,0.8706525004651757,0.2514861269836012,0.6438007969693951,0.2074304737964902,0.2124081518550282,0.2490687972737215,0.11159778350565,0.4457885997762622,0.1101192311062888,0.4814434476942398,0.9380910089702524,0.1576933157680095,0.1918417463537311,1.6798254847130777e-08,0.1623223859151238,1.7061845123571815e-08,0.228397973551272,3.9427756559488736e-08,0.3144163927131741
1,6,5,0.0,0.3932819320701037,0.0705533100820872,0.25,0.6603282334131226,3.154558227772932e-05,8.1625202220204e-09,6.515341611523711e-09,0.0001533434386594,0.889808566414567,0.999999999999991,6.955180585654398e-13,0.9999999999999968,0.7448559670781892,0.170103092783505,0.1933471933471933,0.2123142250530785,0.1339491916859121,0.1415556881170936,0.0625542046678213,0.1218670927276932,0.1521630519903756,0.1535403560923262,0.0621770034126659,0.0990175217437378,0.1243603604704697,0.1407123118580088,0.3140646624710338,0.4259098270868872,0.4137309354913995,0.3868259904974418,0.332149086775396,0.4210880810935515,0.4090415676017621,0.4001079029073216,0.7570353682754538,0.0226700251889168,1.100717467311119e-07,0.0577507598784194,0.3846153846153847,0.7765621015373783,0.8515147414221715,0.9065777386924294,0.240790402577114,0.6981825510079318,0.1571515175413488,0.219666686233807,0.2609779949078135,0.0749862418423578,0.5438538539624193,0.0872904809919604,0.5603261423414473,0.9465957981701304,0.1736936488790694,0.2129798839416031,7.540678023382849e-09,0.157204898605095,8.469348222198045e-09,0.2231810911114037,2.8477946687405924e-08,0.2933212608759329
1,6,6,0.0,0.45586438595653,0.1204890675111019,0.5,0.7317588685183073,3.154959229812791e-05,2.4678558295639807e-08,5.845615025265846e-09,2.6594755960856227e-05,0.9239230304515352,0.9999999999999938,4.984937699645665e-12,1.0,0.6049382716049384,0.1984536082474225,0.1325791855203619,0.2653927813163481,0.0415704387990762,0.4563688153862757,0.093150810487822,0.1300834835104299,0.1677830063298027,0.133581146241871,0.0983277235252061,0.1254846701521681,0.1560547603177677,0.1497573097152076,0.3654095546203439,0.4697429710831372,0.4650534826919896,0.416538516105165,0.3975599707654795,0.4918064686454491,0.4850738008112993,0.460360250974537,0.5691641498685911,0.0478589420654911,9.698281008676726e-08,0.0364741641337386,0.4615384615384615,0.7760073663073874,0.9273222539903864,0.9442722199647616,0.1275860902929433,0.6843564781536995,0.1435059339087624,0.1469210698769711,0.194004082926178,0.2911846647930046,0.5675163806993604,0.3034866348648538,0.5839709229920634,0.9577621637644655,0.1554273287699236,0.192616950062153,1.0899916422908692e-08,0.1524674512642319,8.598594135508342e-09,0.1699132438646629,9.670569518650222e-09,0.189084538323824
1,6,7,0.0,0.3630977026351549,0.058286281687488,0.25,0.711203080492984,3.1544273299681905e-05,4.6265748100833443e-10,7.591267883457285e-09,0.003611253105437,0.7788167257857644,0.9999999999999885,1.9973069947482004e-12,0.9999999999999964,0.7160493827160495,0.1056701030927833,0.3006279434850863,0.178343949044586,0.0831408775981524,0.191916384055151,0.1649086874199018,0.1635254534990232,0.210452740068172,0.2070723139914062,0.1569474569556672,0.1458754535444002,0.1659804405612016,0.1931325301579173,0.38083197153359,0.4511100151030783,0.4466721261478699,0.4174652726603393,0.385178728168651,0.4433730805482034,0.4220389242896105,0.4184268897182477,0.4378247234882617,0.0478589420654911,2.42992244333224e-07,0.0547112462006078,0.3846153846153847,0.8125225025875591,0.82330698935617,0.897482473460427,0.2156380993520462,0.603745999773704,0.2630215610191616,0.2436129940391982,0.3082515020444769,0.3938280061355678,0.4570377027881586,0.3930011396390224,0.481067346638873,0.9190372632973144,0.1713448446546929,0.2043177138126291,2.0256025757504643e-08,0.2378342389168516,1.7450737028559417e-08,0.2938563534186083,4.3585083111772416e-08,0.3509017169590763
1,6,8,0.0,0.4120757789632623,0.0874547572566637,0.25,0.6595919077777357,3.155289678229717e-05,1.5120306093717175e-08,5.382021880518931e-09,5.422478912700666e-05,0.9131105654070631,0.9999999999999925,1.954752745574832e-12,0.999999999999998,0.609053497942387,0.170103092783505,0.159043659043659,0.3333333333333333,0.113163972286374,0.265436148329349,0.1183265547352147,0.1885619864866385,0.2468183502727951,0.2552756969771119,0.1168856782407849,0.161622976308053,0.1985067818763381,0.2370683983269522,0.2841577052250975,0.3976738525436052,0.3949451571554089,0.374856181728723,0.3060914467281,0.4034879255697194,0.392529521271709,0.3975324625070695,0.4262699806308148,0.0377833753148615,2.508732553590324e-07,0.0851063829787233,0.1538461538461538,0.8679322370039206,0.7322895463976877,0.8094489140968903,0.2899005830102404,0.6926925286466238,0.3852176386653623,0.2984722250394183,0.3618184159865278,0.1933917675942726,0.4684702925151632,0.1863446229461096,0.483411652837723,0.9029745061215884,0.1438668314923956,0.1810664990601002,1.917893954451991e-08,0.4357641451652629,5.7000307697160376e-08,0.4965418714364557,6.405676593030921e-08,0.5506109585398714
1,6,9,0.0,0.4256887790105999,0.1175309632931181,0.25,0.5039166959404784,3.154855883174536e-05,4.154992869882569e-09,6.1644105749493745e-09,0.0003095113681154,0.784223697572272,0.999999999999988,7.98938997573803e-13,0.9999999999999968,0.6008230452674899,0.1546391752577318,0.17420814479638,0.503184713375796,0.207852193995381,0.22348635440061,0.0681143374368608,0.1145181810874746,0.1478378134608304,0.1669518359707026,0.0661409397945385,0.0987786251411761,0.1198991700195083,0.1503155075314096,0.2612641675528844,0.3509724216481279,0.3358574759092542,0.3222864224485446,0.2749039295092905,0.3501464218609312,0.3294576661791681,0.3333425181311167,0.5489796489286225,0.0302267002518892,3.867136822702319e-07,0.0729483282674771,0.3333333333333333,0.7261189962312393,0.782887132540683,0.8912957900974643,0.1988548175231995,0.5572900683395806,0.2401775345007287,0.2910246125509892,0.3636696273813027,0.0931669566824651,0.4743580106474717,0.1087752020811594,0.4942140813500903,0.9325553082957174,0.1239347807334943,0.1563641713947486,2.8058316464858355e-08,0.2197109682234914,3.294296069108632e-08,0.2675322305823406,7.7816358380005e-08,0.4535521342392073
