fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,6,0,0.0,0.366595660729252,0.0357882274985529,0.375,0.8235086209581662,0.0001776790162086,2.389179593703145e-09,1.113379401735624e-08,0.0030651609124952,0.8924496803347565,0.9999999999999968,1.1382524121113149e-12,0.9999999999999992,0.0837397625839697,0.0677282146362744,0.1280185609252694,0.3721212121212121,0.0611443116423196,0.0746859777681708,0.5440126224879589,0.0414607588575257,0.3945499561999191,3.905898227562671e-05,5.446056471425086e-05,8.383924053240113e-05,0.000366770337203,1.363336177713742e-05,1.683263523475832e-05,2.794192191377601e-05,0.0001436306147666,0.4379204435718377,0.4477516748933601,0.4715508585979863,0.5630667257922721,0.5391472930940738,0.5842588704992134,0.5552511353075545,0.6499908711200045,0.3745196239047218,0.0284090909090908,1.9601634743191097e-08,0.1424581005586593,0.651063829787234,0.9443876357625453,0.96455178790048,0.9883634812060588,0.0222049294703963,0.7816716138936004,9.429695230641132e-07,0.0182573312391224,0.030995280154449,0.2160882355136017,0.4543139340400914,0.038184262502049,0.4701666074814814,0.9999999999917094,2.819985867742541e-07,4.969296509054787e-07,3.209894280319825e-13,2.5141171038657557e-05,4.3656670580068214e-13,2.8259320296252145e-05,4.461047549564596e-13,4.454663077905435e-05
1,6,1,0.0,0.4298808788762509,0.0881867182751823,0.75,0.4493263059464938,0.0001776786030032,5.337961407882103e-09,5.080558428122616e-09,0.0005746969269412,0.7669385621693694,0.9999999999999836,7.059854501538119e-12,0.999999999999998,0.0961626943958774,0.1204057149089323,0.0793256373659327,0.4098834498834498,0.099269588313413,0.0498371417027126,0.5439295798040191,0.0342574755004606,0.4464289833653536,0.0001574183613578,0.000229047606724,0.0003233209955842,0.0009367251741557,5.4555682641289845e-05,6.870479243855839e-05,0.0001039343586293,0.0003493525624154,0.4695328567703012,0.4822998883520588,0.5095038940897938,0.6086022928552937,0.5448211461914692,0.5904760785101009,0.5631665869926235,0.6593783197645204,0.48066396016072,0.0170454545454544,5.6853179138735567e-08,0.1452513966480447,0.6765957446808512,0.9737524290367036,0.9888463649137984,0.9982628614742944,0.022986400019692,0.7582234356744189,2.7603434249813538e-06,0.0249492018614852,0.040089101018837,0.3403847243041066,0.3347004105016785,0.0629715906525546,0.4562994934337716,0.9999999999901084,2.5871828159495905e-07,4.4866452020881483e-07,4.655866182544181e-12,0.000100814832854,6.299031165460868e-12,0.0001082734267998,1.959058650250853e-12,0.0001155461783599
1,6,2,0.0,0.3844513808881545,0.0515900821929482,0.5,0.8080609493694395,0.0001776806714559,1.7364737414639793e-08,6.119384197963134e-09,0.0001560478860067,0.9143664099955928,0.9999999999999936,2.4227142610599908e-12,0.9999999999999968,0.0878807398546057,0.0903042861816992,0.1005127520376523,0.3721212121212121,0.0458720672864099,0.0981936706949683,0.4954326523833249,0.0375240807437808,0.3880893690085274,6.282918057338923e-05,8.77998986079814e-05,0.0001219613436906,0.0004624674326501,1.444914410764572e-05,1.7590126791836842e-05,2.6333341844611707e-05,0.0001150045639185,0.4267550017938578,0.4355621157033589,0.4581707156656555,0.5470740330742256,0.5217690776496001,0.5652728107752113,0.5311380964372355,0.6215619239894927,0.4442387585075141,0.0369318181818181,2.4009348768603598e-08,0.2206703910614526,0.6936170212765957,0.9280508582748276,0.9382345447307788,0.9842495028596164,0.0653073942564024,0.7948550432379339,1.777331437979166e-06,0.0140547894842339,0.0246356860177371,0.214425674505024,0.3818137160597361,0.0305323603427057,0.4624417109879312,0.999999999990848,2.674778279309173e-07,4.6643735343310173e-07,1.5727141852803328e-12,6.143909207182542e-05,1.5646911129103308e-12,6.462273440711037e-05,5.747794040913259e-13,6.657840541036599e-05
1,6,3,0.0,0.4090828916895047,0.0721343651402676,0.5,0.7828112040781823,0.0001776817328569,1.1609429205470006e-08,7.871772260907439e-09,0.0003786791604474,0.9073158697433746,0.9999999999999928,3.8961523182799276e-12,0.999999999999998,0.0837397625839697,0.0877958337877631,0.1008213561241125,0.3637296037296039,0.056053563523683,0.0797768266947324,0.4054974256767977,0.0452299187536645,0.2875456025131899,9.219008679839585e-05,0.0001790009442249,0.0003010654910321,0.0011542709948705,2.217553346360287e-05,3.6132265788017706e-05,6.558067873255745e-05,0.0002901281862864,0.4370310897876274,0.4468258561703226,0.4705925766572619,0.562199079818397,0.5248385772643966,0.5686572871296477,0.5354871083856841,0.6268969258108837,0.4718739719273318,0.0312499999999999,2.351642884494328e-07,0.2094972067039106,0.6553191489361703,0.9714036205871912,0.9776625645809078,0.9969065306387634,0.0375556645388006,0.7313585042329211,3.0479468920440533e-06,0.0272209121544406,0.0448730431994719,0.157170170977359,0.4295574203362968,0.0191266589874562,0.4706518491781957,0.9999999999899026,2.95958810929691e-07,4.98607678981537e-07,5.605714179538166e-12,9.413963404292186e-05,5.583990443689693e-12,0.0001247600871622,3.822063731277383e-12,0.000141922546459
1,6,4,0.0,0.3979288389541542,0.0609236041916137,0.75,0.7916439994427288,0.0001776828530482,1.3623003558912609e-08,7.714373193553846e-09,0.0003019349573562,0.9325924042259832,0.9999999999999892,4.492786988253249e-12,0.9999999999999984,0.0920217171252416,0.0877958337877631,0.1056617023764757,0.3805128205128205,0.0457613988490483,0.1001462436303273,0.4916957316060455,0.0683474327833152,0.2494674963842892,0.0001014281308011,0.0001361993626348,0.0001906888026281,0.0007808665204636,2.9909451326501723e-05,3.286745996531779e-05,4.9742938581449295e-05,0.0002275856804907,0.4380190219807886,0.4478676291354538,0.4716908965042656,0.5633864501455529,0.5321339656705846,0.576598323346807,0.5455321643952563,0.6386299910878253,0.4815068781211377,0.0426136363636363,4.8830220868774984e-08,0.1955307262569832,0.651063829787234,0.9271742163688652,0.950846875562056,0.9883895532846474,0.0471439212703416,0.779181902755006,2.1282058853761384e-06,0.027381827240381,0.0428572103983694,0.4009555718716474,0.5732652029045413,0.0660895537105706,0.4929688649151644,0.9999999999904646,3.114675686946475e-07,5.445182631024126e-07,1.833764530105944e-12,6.447172489712395e-05,1.9499836449351148e-12,7.769913629096468e-05,1.5328761417967622e-12,9.04820744673554e-05
1,6,5,0.0,0.4177052806240138,0.0731461856376811,0.5,0.7481513308037399,0.0001776806484106,7.424247907872591e-09,7.639171454007198e-09,0.0006201768128965,0.909488147216192,0.9999999999999948,1.8041735064201673e-12,0.9999999999999988,0.0837397625839697,0.0777620242120187,0.1129498393462501,0.3763170163170165,0.0432713590084108,0.1045878262131868,0.5252449759176216,0.0413769997487226,0.3829917534032698,4.116685258972044e-05,6.623440976342624e-05,0.0001248356525359,0.0005914388467659,1.5939997518149832e-05,2.1330841347235256e-05,4.411878475002538e-05,0.0002189439346694,0.4590411057510923,0.4708246376832265,0.4968966732101573,0.5934910630540188,0.544510199794963,0.5901211925389462,0.562710361132643,0.658815804635198,0.4187364386304958,0.034090909090909,2.062121803998981e-08,0.1955307262569832,0.6808510638297871,0.9478887909780483,0.9673111455715608,0.9903053107024262,0.0157038927999163,0.80368047315309,1.056798108818372e-06,0.0150075052867314,0.0247950365657856,0.0823260890147603,0.4524131864750276,0.0092040891402775,0.4726909123074598,0.9999999999916176,2.391772753115955e-07,4.228779980429122e-07,9.159682319965436e-13,2.887080265938554e-05,6.378999609632054e-13,3.3108956160536864e-05,4.788563650740482e-13,4.83910301531026e-05
1,6,6,0.0,0.4698470735712169,0.1191596829920257,0.5,0.7796186698750234,0.0001776844730738,2.4364495828585865e-08,6.625150583869041e-09,9.966280448938216e-05,0.9363980002866296,0.9999999999999962,1.1683186553211643e-11,0.9999999999999998,0.0837397625839697,0.0827789289998909,0.1065746109858957,0.3637296037296039,0.0509628154050464,0.0873631744537524,0.5215910978242817,0.0495016333026217,0.3359727558994814,4.897902683707122e-05,7.102674816830134e-05,0.0001037321794806,0.0004631077114866,1.6121837393672596e-05,1.9784027350778783e-05,3.172170381339432e-05,0.0001513329317789,0.4726485259118349,0.4856836842583589,0.5131933843892776,0.6129496641291785,0.5443293414291605,0.5899212168512882,0.5624406149469816,0.6584517392827616,0.4991751247938057,0.0085227272727272,1.4459729217916886e-08,0.1396648044692737,0.7021276595744682,0.9649833653875716,0.987213420336345,0.992999675488154,-0.0056423225977009,0.7883764437445004,8.901983163543953e-07,0.0135982528372136,0.0218912236219405,0.1446510776224566,0.4350771769123457,0.0186702974713658,0.4707950595681008,0.9999999999918768,3.035780957376036e-07,5.277489416050461e-07,2.66076173455552e-13,2.143997708124624e-05,3.6995117162128393e-13,3.0955112600214374e-05,2.221614113305703e-13,3.653216249103914e-05
1,6,7,0.0,0.3886077683560515,0.0546445351614427,0.375,0.7980614886134952,0.0001776793329831,1.4078744845317563e-09,8.899351853084103e-09,0.004166899517781,0.8528967067408972,0.9999999999999942,5.054642488800439e-12,0.999999999999998,0.0837397625839697,0.0752535718180827,0.116403088041442,0.3721212121212121,0.045816733067729,0.0983045158193964,0.4879588108287659,0.037607839852584,0.3824106236283718,4.506734932645087e-05,5.8368632132086734e-05,8.315436072268166e-05,0.0003942716742582,1.1509479682631914e-05,1.2966650944313218e-05,1.9571753974864947e-05,0.0001003665438048,0.4481411101270063,0.4589126782633583,0.4838001747194735,0.5777468879556136,0.5321286548355073,0.5765866794417455,0.5455011579555143,0.6384713809819379,0.5301995230951008,0.0397727272727272,2.4009348768603598e-08,0.1312849162011173,0.7021276595744682,0.9465345454188764,0.965716122188804,0.9935622856101956,0.0480187354757707,0.7654918211689519,8.599026010303471e-07,0.0249673454975563,0.0377798993416202,0.3109953902277316,0.4269756905550664,0.0489752079876382,0.4719878921818377,0.9999999999918024,3.524085568373686e-07,6.019694836168744e-07,4.3805005758421246e-13,2.508171341454824e-05,4.705399525624866e-13,3.0449822445760333e-05,2.993985202789888e-13,3.637839940632127e-05
1,6,8,0.0,0.4193026996554105,0.0774511544044183,0.625,0.7247124022654011,0.0001776857308878,1.801759185544437e-08,8.138779834426928e-09,0.0002225653648686,0.9108345116682784,0.9999999999999964,4.673736471758972e-12,0.9999999999999992,0.0878807398546057,0.0852873813938269,0.1061067453235679,0.3972960372960374,0.056053563523683,0.085533089796039,0.521341969772463,0.0490828377586063,0.3378848304494179,0.0001186334443284,0.0001648008625743,0.0002679583061018,0.0009701344331191,3.609950487949195e-05,4.205878663115553e-05,7.396502375672012e-05,0.0003079151725515,0.4252103814976482,0.4338863185081812,0.456379422449495,0.5451216298105785,0.5304851186857582,0.574804970399382,0.5432896780939866,0.6360607364542769,0.4794256280071106,0.0511363636363635,1.4899550728528417e-07,0.1983240223463687,0.6553191489361703,0.9334804632408844,0.9500807822790188,0.9870001218021096,0.0331412258959668,0.7974812593101747,3.109501270114864e-06,0.0255600475633702,0.039343864978533,0.1856465416065433,0.5287510167085989,0.0304340760924318,0.4811848050252383,0.9999999999899508,2.697404413713783e-07,4.4376556015042347e-07,4.876609399161379e-12,0.0001050466193483,4.701551448912505e-12,0.0001068151182183,4.046877147343616e-12,0.0001408858199828
1,6,9,0.0,0.420381815169086,0.0862616899349275,0.5,0.415538767560219,0.0001776763764143,7.03179413308244e-09,8.592315615735706e-09,0.0007504693968019,0.8119426066722077,0.999999999999994,1.824985390537276e-12,0.9999999999999984,0.0920217171252416,0.0702366670302104,0.1297558703882388,0.4224708624708625,0.056053563523683,0.0898502871220189,0.4727619996678293,0.0489990786498031,0.3103148739408418,2.365032368196603e-05,3.419152061863836e-05,5.448637227593304e-05,0.0002431852849394,9.271323691851163e-06,1.1165047207845416e-05,1.916620171607168e-05,0.0001018077540656,0.4405214095825533,0.4505903385790703,0.4746620694853235,0.5667449348132034,0.5408693279547651,0.5861376531206388,0.5576327700435083,0.6527615470542001,0.446400037752329,0.0227272727272726,1.9601634743191097e-08,0.1620111731843576,0.7489361702127658,0.9268914191265956,0.9561703480186264,0.9904509929365766,-0.0080357608578573,0.7613901472185138,6.519596192588218e-07,0.0116604353558156,0.0186720613671966,0.2128871663943141,0.5619129050610643,0.0337067137727334,0.4907076852970605,0.9999999999923612,2.806359871815391e-07,4.994501959131707e-07,9.778601648359472e-14,1.4873145956499169e-05,2.0197759398728382e-13,2.0319839723169464e-05,1.3104641445899253e-13,2.511488092053124e-05
