fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,6,0,0.0,0.3532569762698646,0.0164489660270791,0.0,0.68469580520169,0.1254752192502319,7.401511798658761e-09,9.356493199883602e-09,0.0009875097856141,0.8401165026434791,0.9999999999999798,2.159824721143216e-12,0.5263157894736842,0.3571428571428571,0.1562499999999999,0.2647058823529412,0.25,0.1939655172413793,0.0,0.2476653191802328,0.368721883868211,0.4331864129202504,0.0,0.2242564998655121,0.3004038131448417,0.410481779514964,0.4914647367776572,0.3539759703446583,0.4796609094439959,0.5285798014239818,0.5027527572570407,0.3506231689069778,0.4128300791750433,0.4977944548757043,0.7211793306679379,0.0423940149625935,1.048069231206026e-07,0.0924369747899159,0.4583333333333333,0.9604532291105607,0.8065749045437736,0.8529789927972309,0.3479952780477569,0.4236172049920916,0.3779250659929152,0.518881728996285,0.5310067533924117,0.3613387496138952,0.4364775420241311,0.3554582383650118,0.4656676578478911,0.5177334389262558,0.3104411723438252,0.3468525326369618,3.339141548470199e-08,0.6370395667596476,3.1810374214817136e-08,0.5406181713952571,5.707262343212594e-09,0.4996560614338676
1,6,1,0.0,0.5118359250787041,0.117914814614203,0.0,0.557553525255502,0.1254752191351356,1.1739666417517494e-08,3.781430135918202e-09,0.0001727284228845,0.8376069201202596,0.99999999999997,8.931951925588051e-12,0.7368421052631579,0.2142857142857143,0.3281249999999999,0.4411764705882353,0.28125,0.2873563218390804,0.0,0.1219498493980172,0.1934389748788214,0.2239171151459217,0.0,0.1098540676138907,0.1871929510938716,0.2110249173554745,0.6791694724234916,0.2679411619459563,0.3515522053971543,0.3888886915141789,0.6756398549326657,0.2662620055134141,0.3464473375836687,0.3805536577570926,0.6938723751935238,0.0249376558603491,7.067929473193251e-08,0.0784313725490195,0.7083333333333334,0.8354956423260025,0.8114731894014193,0.9368050726426916,0.272228419189626,0.5642831897316313,0.2851090956004958,0.3847388685609116,0.4027631109993721,0.2702073753890587,0.4866596454018913,0.2713161868882641,0.5213958639767962,0.7078883233295064,0.1813863372057128,0.2024801324042549,1.5427126212917203e-08,0.3053504532562961,1.9326062108921287e-08,0.3944778333877783,3.9240745632009505e-09,0.3139094829336124
1,6,2,0.0,0.4294993845731348,0.0743655613060226,0.3333333333333333,0.6979164508048596,0.1254752176125644,1.2852060437229238e-08,6.4066060705489565e-09,0.0003206955347453,0.8230744999623851,0.9999999999999826,1.222076030594956e-11,0.3157894736842105,0.2857142857142857,0.1124999999999999,0.2647058823529412,0.1875,0.2586206896551724,0.0,0.2415981489781399,0.2859405832097613,0.3574925675109215,0.0,0.2193214191810149,0.2892471815384765,0.3298135292308349,0.6179974443912897,0.367782696700176,0.4214756739480801,0.4858394808619056,0.6229097824308465,0.3639477602338488,0.4267836181000848,0.4564328254458074,0.5249655846444188,0.0324189526184538,1.321600014806541e-07,0.0924369747899159,0.5,0.8754260921427226,0.6781470806671921,0.8511309145787296,0.4385628256198428,0.5369093594480199,0.2446951386049509,0.3411929942817657,0.3566345687869967,0.5315480452802852,0.5719630493923915,0.5546879300193392,0.6342751691261183,0.5871781423150779,0.404402913024612,0.427370416577532,3.24738737123463e-08,0.4427181275972341,3.0768871023141725e-08,0.3683849905343031,6.308981281403937e-09,0.3647984458588909
1,6,3,0.0,0.4962038095919467,0.1159050030312209,0.3333333333333333,0.6455701365640383,0.125475220028473,7.754770482841687e-09,6.949844955043896e-09,0.0006729907890324,0.8698457873425016,0.9999999999999803,6.8348420591843664e-12,0.4210526315789473,0.2142857142857143,0.1874999999999999,0.3529411764705882,0.375,0.1724137931034483,0.0,0.2891937076146451,0.3318652394401776,0.3714912645777347,0.0,0.2609700209339475,0.3413296736570462,0.3525248008089643,0.4523367611188453,0.392499073673577,0.4351094129096131,0.4613021751549332,0.4611635914991983,0.3860684793796225,0.4475305190586534,0.4404377611270053,0.7331983924237224,0.0423940149625935,1.0797055189179253e-07,0.0952380952380951,0.5416666666666667,0.8556237036007495,0.7459676984050967,0.8274204398743581,0.2790276788680764,0.4215783237082166,0.3428308842043379,0.4853826832124124,0.5263972173742024,0.3619878162959487,0.4615997742008774,0.3502791912538575,0.5036630191898955,0.5236811222856623,0.3344552621270809,0.3737514493456841,2.351107399671137e-08,0.6129821416694698,1.978455126104441e-08,0.4658607704735638,6.413904649070334e-09,0.5387746560141575
1,6,4,0.0,0.4560627605770587,0.0829653065706106,0.3333333333333333,0.7022583920622696,0.1254752220709735,4.723827775896446e-09,5.7533096865207674e-09,0.0009691390530773,0.8983469719398474,0.9999999999999664,6.739557933813697e-12,0.4736842105263157,0.1785714285714285,0.2410714285714285,0.2647058823529412,0.25,0.1939655172413793,0.0,0.1978040338323505,0.2019421154713817,0.3424634471106417,0.0,0.1823942554088003,0.2238698865500455,0.2438403836866946,0.5970646273119316,0.3218350339001876,0.3373825300670761,0.4677409160890923,0.622971993192647,0.3266796938784455,0.365665440116326,0.3903737234599358,0.6944761494182432,0.0573566084788029,9.593398519232897e-08,0.0868347338935574,0.625,0.8295361130811929,0.6779904060453292,0.7921005721036369,0.4473278868419886,0.5718582850583827,0.3290063965935236,0.396348289773067,0.4372132963144453,0.5110529513914889,0.5023018349805005,0.5034697945056477,0.5394172955343381,0.593942656535343,0.2778668429771046,0.2967105787647248,1.4775252360905986e-08,0.4418060231878065,2.223649765733724e-08,0.3841134090772314,6.5160691647415405e-09,0.394032342769183
1,6,5,0.0,0.4570861258500007,0.070858434249409,0.3333333333333333,0.6886488509216031,0.1254752186670152,6.934392394590054e-09,6.9239962690674984e-09,0.0007641528517603,0.8877902880172712,0.9999999999999896,5.1730411539671956e-12,0.5789473684210527,0.25,0.2291666666666666,0.3235294117647059,0.34375,0.1724137931034483,0.0,0.2505046196957202,0.2330702394417022,0.3071301657931402,0.0,0.2309449937215067,0.2561594715614126,0.3189805351366279,0.5957822098292229,0.3729181503937581,0.3666185943434003,0.4361974504615271,0.6206421270291937,0.3753488320399757,0.3953092437906345,0.4475919782646345,0.5652743320482159,0.0324189526184538,1.7041019035980178e-07,0.103641456582633,0.3750000000000001,0.8825597290018035,0.790907678176084,0.8980324304116556,0.4309163638140862,0.4911991238659995,0.3146036336462012,0.4431481370733956,0.4626527839881,0.3857174314359403,0.5393211703956298,0.3646358694225925,0.5853119240491128,0.6061658129154511,0.2770528644381818,0.3000395652453799,1.1214041497514814e-08,0.313415355009198,1.734126646574613e-08,0.3960354584836261,6.211451903642358e-09,0.4021750738048093
1,6,6,0.0,0.5146285023858808,0.1181389469662262,0.3333333333333333,0.7243636329507361,0.1254752216339966,1.8380023040526705e-08,5.363124246916953e-09,0.0001384120991003,0.9570418483509576,0.9999999999999912,1.4611407109189553e-11,0.5789473684210527,0.1071428571428571,0.4125,0.1764705882352941,0.28125,0.1149425287356321,0.0,0.1979532401753567,0.155015530722768,0.2183556796897092,0.0,0.1843262079010417,0.1776267709612997,0.2486111602221722,0.6662381385236484,0.3351000931985438,0.3133793783416257,0.3801483189120029,0.6965767241391421,0.3421791885551722,0.3440140248300325,0.4138882141874608,0.5069979732258936,0.0224438902743141,7.52313962569524e-08,0.0700280112044817,0.625,0.9004594506664063,0.8523660535797086,0.9178356965397294,0.3018581295456748,0.5893698050821157,0.2483447968327067,0.2862038609545445,0.3189916395992358,0.1840740976434149,0.5242804184247685,0.1575146019387365,0.5579354422122992,0.697818479717362,0.2810804886075586,0.2865799864794248,9.793600626166084e-09,0.2999688199036944,2.4482983600243035e-08,0.3083489461321052,6.812458963504304e-09,0.3415018425119569
1,6,7,0.0,0.4415011400699468,0.0852689319805485,0.3333333333333333,0.6581925022694106,0.125475217017178,1.556275221983698e-09,7.090031167890586e-09,0.0039171636134643,0.8118029535338982,0.9999999999999852,6.108768073093303e-12,0.7368421052631579,0.1785714285714285,0.3749999999999999,0.2352941176470588,0.1875,0.2298850574712644,0.0,0.2446219674664441,0.3209859609646301,0.2839378130533154,0.0,0.217216046097488,0.3556004754611295,0.2846464752980681,0.6006080748450948,0.3679474665945895,0.4510402118990462,0.4170311406764443,0.580186066114929,0.3550740591294696,0.4818950906317249,0.4111293887220979,0.5444739847128959,0.0573566084788029,7.52313962569524e-08,0.0644257703081231,0.4583333333333333,0.8020930039616012,0.788794685910184,0.8046577974732134,0.3075408576005585,0.3602500545568287,0.2534451366410739,0.359685745335061,0.3829799403332816,0.1140324225712191,0.5351309550469675,0.0690793987016987,0.5517883875472338,0.6739054138891362,0.2709450286629218,0.3083686398124948,1.7847900167627036e-08,0.3867961563311449,2.146824027542209e-08,0.3603045479496611,4.3395320203393555e-09,0.3726182402573403
1,6,8,0.0,0.4848819319709732,0.0914857767522633,0.3333333333333333,0.7228653451089662,0.1254752231604952,1.3336871952969678e-08,5.809844213336921e-09,0.0002664462907557,0.9474852850256176,0.9999999999999905,7.056127255026471e-12,0.3684210526315789,0.1428571428571428,0.2187499999999999,0.1764705882352941,0.28125,0.1149425287356321,0.0,0.2034784430728434,0.3225140511657569,0.3631114643503863,0.0,0.1862314871460006,0.3473580937626483,0.3673718642867853,0.488170979147438,0.3071216495967887,0.4318810980347565,0.4612667030768646,0.5144991288685168,0.3107498115273694,0.4628668878040851,0.4638523773847555,0.3509252964275025,0.0448877805486283,6.023476412659389e-08,0.1148459383753501,0.2083333333333333,0.8680885128542384,0.708611082913956,0.8249930308332993,0.3464376912674476,0.5957660704200306,0.322423415642163,0.3295349326681904,0.3442018622070582,0.5018141257612355,0.4528997727133511,0.478861326392187,0.4966516941771858,0.5826107268070507,0.323112218006764,0.3456713511097873,2.0777684367473972e-08,0.5123500083348251,2.119272100362689e-08,0.4609356782621781,9.789197285790798e-09,0.4945655513961295
1,6,9,0.0,0.5272783228216866,0.1630843367308899,0.3333333333333333,0.6424774824244139,0.1254752213663255,4.666605132711728e-09,6.798920236939812e-09,0.0011729709969402,0.8353437948049696,0.9999999999999896,7.418792475147058e-12,0.894736842105263,0.2142857142857143,0.3984374999999999,0.2941176470588235,0.25,0.2155172413793103,0.0,0.1296736653084013,0.2140770737576587,0.2631617846982115,0.0,0.1169999468163379,0.2210400333081045,0.2641413630406357,0.3383144852282671,0.194171829355304,0.2824340340086873,0.3226473419249872,0.361661954818254,0.1985852282528266,0.2947247796359414,0.3379661134705874,0.446888384778968,0.0399002493765586,6.424359111927844e-08,0.0672268907563024,0.3750000000000001,0.7988120594794597,0.7213768228922204,0.7987308674796059,0.371133682799275,0.5088765038188718,0.4767652984325752,0.5402093412168183,0.5690190716827113,0.4994130428548275,0.6260702725736967,0.4769138135104799,0.6490323164564615,0.4782020864959293,0.2351897207062006,0.2585796654115091,2.7920456105827454e-08,0.6551670768837325,3.2970510906772904e-08,0.635682841886438,6.972320870100289e-09,0.6466596344170927
