fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.40736321590842595,0.07115736658486206,0.7142857142857142,0.7791850856343217,0.000166404299026639,2.969054639898519e-09,7.4093250885795844e-09,0.002694269096829269,0.8939324454850931,0.9999999999999967,1.1919362134256819e-12,0.9999999999999993,0.1368693796677336,0.08451973328527669,0.09208529952760101,0.3882603705525495,0.07909209079092094,0.04269741935161777,0.43399243966269285,0.15140433001755418,0.14830017936033169,0.0011921229052616674,0.001515748741914595,0.0021511080766472043,0.00582037935376695,0.0004863334771572505,0.0008669151061944923,0.0011188274881244397,0.0026944479474803685,0.4497761233007851,0.4404571088874775,0.4634627475536325,0.5035140407765928,0.502929257601337,0.49190015722749825,0.5217296200989433,0.5925613757153392,0.4858858503278931,0.04166666666666667,2.600979781865657e-07,0.1370262390670554,0.6686046511627908,0.9243479350329387,0.9187991666629296,0.9805662963783761,0.1540195660274581,0.8303176396946963,2.2199245267901292e-06,0.045348667420071015,0.05102317657627595,0.11818699067300908,0.3976661250213338,0.04592707156193935,0.50595575756138,0.11818699067759157,0.9999999915402162,1.3018812333685376e-05,2.0557708705242424e-05,2.08813112423882e-09,0.0007428458981293717,1.8596776290256254e-09,0.0007800368085667943,4.206127748019763e-09,0.0012515497535321716,1e-12,0.8353337027948761,1e-12,1e-12,0.09194310294868206,1e-12
1,1,1,0.0,0.39094211871012785,0.05311086060135474,0.5714285714285714,0.8111635891220543,0.0001664040004642202,3.811632856945573e-10,6.594001838318239e-09,0.01905549559313841,0.8921888914586146,0.9999999999999917,7.252278281288439e-13,0.9999999999999989,0.131534827008078,0.14290863218597946,0.053555448528549474,0.38252172487292985,0.08999100089990998,0.037018244111846545,0.3349810991567318,0.03159742539496792,0.43410685415145545,0.0012768808030194886,0.0014515641101957401,0.0018590970783481557,0.0038367680556216895,0.0005529299784210568,0.0007619930917743049,0.0008906343852227117,0.0016142017966198241,0.4707543815577448,0.46094696127758317,0.4852402660513543,0.5283026219500189,0.5045389414750119,0.4932815037159071,0.5230667651816517,0.5931332717968916,0.4505665678055415,0.01944444444444439,2.1231772523158377e-07,0.09037900874635568,0.6046511627906979,0.874453117776858,0.9411132949525718,0.9647267396006693,0.11884361580386626,0.81847140490645,1.953964225386025e-06,0.04001880178683101,0.04562465659231427,0.24753195752275745,0.40049291985680147,0.08171827973099341,0.511682934314341,0.2475319575185258,0.9999999917523156,1.4924454575599591e-05,2.344569329647342e-05,1.347462676954756e-09,0.0005642437330348995,1.9068689315718008e-09,0.0006301279557268472,1.5321506519516019e-09,0.0008661047149012424,1e-12,0.5519700208486258,1e-12,1e-12,0.049542131793102046,1e-12
1,1,2,0.0,0.4139161590199161,0.07211218686696694,0.5714285714285714,0.7155241382022607,0.00016640126979785048,3.439974921207418e-08,5.538431356982507e-09,3.8923679965073864e-05,0.8956920277742143,0.9999999999999956,5.394258597337916e-13,0.9999999999999989,0.14753848498704458,0.07478825013515952,0.1086277194370662,0.39973766191178867,0.06469353064693538,0.053377940526936576,0.4906949694678686,0.051199531889994175,0.4289604270874874,0.00023140589732477038,0.0002365542245296146,0.0003398813603135926,0.0011594436069886159,8.710618252942333e-05,0.00012055754587958462,0.00015167071729592179,0.00044807127064734137,0.4751500565225451,0.46513891439438104,0.4896126399818933,0.5330530936835274,0.5040769183924524,0.4927594452939153,0.5223898175534711,0.5919311859048088,0.353760224311519,0.013888888888888895,3.077106566871258e-08,0.11078717201166177,0.5174418604651163,0.9232078067387421,0.9372259119582282,0.9836097366975558,0.026935562134081548,0.7772428277948762,3.5379490713833976e-07,0.0046844214502222425,0.0,0.047628151692055094,0.43531844634820327,0.016408304044562803,0.5174408862462522,0.047628151700851634,0.9999999951344808,1.5566693150645547e-05,2.378568564497333e-05,3.1866604672588337e-11,9.148055038156e-05,2.4938056980736572e-11,9.649213394983242e-05,6.686030347688693e-11,0.00016319518529382034,1e-12,0.02823476631665012,1e-12,1e-12,0.02823476631665012,1e-12
1,1,3,0.0,0.4020406434273638,0.0604292398531914,0.5714285714285714,0.5034714696365958,0.00016640190409294552,1.8290191393697676e-08,6.0192944303679695e-09,0.0002329670556858267,0.7290620689268846,0.9999999999999943,1.5516820201441086e-12,0.9999999999999989,0.131534827008078,0.07154442241845377,0.10359758756573907,0.38252172487292985,0.06119388061193884,0.05453392650443455,0.4377726083163711,0.0469572849619661,0.4148898835212099,0.0007705298569126417,0.0009625179990453901,0.0013036057117005186,0.0035815856796256127,0.0003326594984334562,0.0005501650811967413,0.0006766222094513232,0.0015819335022736788,0.4885458400768488,0.47840323471981117,0.5039051782638813,0.5506389858599605,0.5164223263205706,0.5049583528581132,0.5355574789548243,0.6079427836199168,0.40715134254452123,0.02499999999999998,1.1546120308627695e-07,0.10204081632653061,0.6744186046511629,0.9832335527025182,1.0,1.0,0.06723969140604558,0.7721846357879325,1.407673018860801e-06,0.029162397151670377,0.03061175042298575,0.16550757718640674,0.517840450543249,0.0402026407568377,0.5306207531137689,0.1655075771941251,0.9999999925222564,1.205427867098787e-05,1.94690036065872e-05,4.0168316278758793e-10,0.0003515120402174603,3.438467990487097e-10,0.00038318516951731693,5.257790864029879e-10,0.0005169780805791145,1e-12,0.043815480432698194,1e-12,1e-12,0.034051144011733106,1e-12
1,1,4,0.0,0.5114800158270528,0.16979192250666628,0.5714285714285714,0.6898279010148359,0.0001664042722249175,3.095150465847366e-08,5.197213964934672e-09,4.817985622637894e-05,0.8440762449341122,0.9999999999999885,1.0793746835384486e-12,0.9999999999999997,0.1688766956256667,0.08451973328527669,0.10831067193034588,0.47434005574684374,0.028797120287971257,0.13126023089805375,0.36972957255016003,0.020479812755997633,0.5894836938236453,0.0002496891983858026,0.00031254997116383416,0.0004991084283124593,0.0014981497188101076,0.00010135833219180507,0.00017745685629868034,0.0002531582270848324,0.0006568358106430446,0.501780501486218,0.4913217558782851,0.517684042762456,0.56647983937599,0.5202832322256393,0.5086671177901607,0.5394810987384454,0.6121274408430166,0.32101707314789807,0.011111111111111086,5.120332538833295e-08,0.09620991253644309,0.5813953488372094,0.966741766333556,0.9649809820034139,0.9947436830289189,0.10100358766547901,0.7980266389589765,4.6749566257802636e-07,0.0009368716863873139,0.0003216441320534058,0.13469464037843815,0.37394094515057824,0.03463199628339397,0.5028265323311403,0.1346946403720399,0.9999999946549981,1.1967352183993405e-05,1.898251589976094e-05,5.418287731641782e-11,9.210053207955461e-05,4.5046249696661304e-11,0.00011566506568972838,7.872611981313205e-11,0.00018116946083558146,1e-12,0.025321299449421623,1e-12,1e-12,0.025321299449421623,1e-12
1,1,5,0.0,0.45695030144376114,0.10952342202752072,0.8571428571428572,0.6901470391091076,0.0001664029350405336,4.46600456722781e-09,7.033853561670971e-09,0.0016549417360517235,0.8878072543168966,0.9999999999999922,1.0590029711038092e-12,0.9999999999999989,0.131534827008078,0.048837628401513886,0.14150829895754943,0.3710444335136908,0.053994600539946064,0.060257461307990805,0.46946786856644385,0.04095962551199527,0.48222465723160723,0.0005502228311588455,0.0006252097837892016,0.0009784259197286422,0.003079660956713034,0.00023010537914398328,0.00031868095120886634,0.00043895747116539876,0.0012055891957475965,0.4879225192114509,0.4777268051621085,0.5032015039232671,0.5497557645659026,0.509891228601167,0.49847653701162153,0.5286107481193931,0.5997166237854669,0.38410721353851063,0.011111111111111086,8.302096149249116e-08,0.11953352769679307,0.6337209302325582,0.9264226108961675,0.9585161132903877,0.988431549532478,0.040119075241063396,0.8514418538246256,8.811001199072787e-07,0.03389127786943383,0.03625173352919603,0.1449910311279941,0.3547027711343552,0.06688289472562227,0.48220440311194457,0.1449910311297662,0.9999999932791477,1.1436987723128605e-05,1.88621622312374e-05,2.410333499084623e-10,0.0002593091314359062,3.022446218414287e-10,0.0002771416354220416,3.486311264878283e-10,0.000398366039684443,1e-12,0.059966220674943144,1e-12,1e-12,0.059966220674943144,1e-12
1,1,6,0.0,0.36698253906594214,0.03921039060547729,0.42857142857142855,0.7495352380845958,0.0001664028855733562,2.4470486990964228e-09,6.856978274742694e-09,0.003057912000211796,0.8303641864813882,0.9999999999999899,1.0776029633574017e-12,0.9999999999999978,0.1368693796677336,0.07803207785186528,0.09889995593675388,0.3939990162321691,0.07199280071992807,0.047462377712395906,0.3913928467577785,0.0254534815681685,0.5527203446598196,0.00041422393346175307,0.0005772745187474042,0.0008086839916307928,0.0022595224542459893,0.0001410707455785446,0.0002545624756862115,0.00032305587854822537,0.0007954783940254122,0.45139433288342773,0.4419152113358883,0.46480907757704193,0.5038995053127877,0.48567494101700726,0.4748188902853273,0.5032118959997012,0.5696011206025237,0.49220712549789414,0.02499999999999998,1.0430978711975821e-07,0.09329446064139935,0.5813953488372094,0.9425799139128137,0.9414701835544519,0.9786747520541437,0.06254444590808539,0.79678611285432,8.826752176627838e-07,0.03217599336423174,0.0346824817931943,0.07052479642618549,0.48754566171572794,0.02396631310851286,0.5280734553275517,0.0705247964261758,0.999999993258627,1.3144436736069487e-05,2.0920442369224534e-05,2.669225759843295e-10,0.0002461332385207246,3.254473649649977e-10,0.0002693728688587484,4.45685841255382e-10,0.0004318817650735798,1e-12,0.06700182091772502,1e-12,1e-12,0.06700182091772502,1e-12
1,1,7,0.0,0.34127833383723133,0.023126821577009786,0.2857142857142857,0.39792460980180144,0.00016639539267669342,1.637354176493403e-08,4.043884489663603e-09,0.0001491733378274622,0.6973156639625762,0.9999999999999836,6.853747094260287e-13,0.9999999999999974,0.15820759030635573,0.10073887186880527,0.08762697647999995,0.3939990162321691,0.11158884111588845,0.03032492118668978,0.2608316371038093,0.07255705090696318,0.19590700474275907,0.0019463426289195737,0.0021265594522796197,0.0030402663894807456,0.00722795420711316,0.0007020332815928029,0.0009427932734324929,0.0012440657110935709,0.002673716207633106,0.4693932567815015,0.45963234653086094,0.48409533314979625,0.5280327148023947,0.495315226430299,0.4842522170609662,0.5136279884083708,0.5829918846565993,0.4759860133836189,0.01944444444444439,4.662865643870546e-07,0.14868804664723032,0.5813953488372094,0.8896625568733403,0.9109460556496556,0.9807500118681594,0.12684784943829963,0.7664092684254888,3.2940808482092e-06,0.057750157253303847,0.06057215780244826,0.25029992152776087,0.4295089881521508,0.0718742348691653,0.5117207461146913,0.25029992153611197,0.9999999908779466,1.1006432956830173e-05,1.7706621958375277e-05,1.929900296895557e-09,0.0009110643922271237,5.564056281235903e-09,0.0011567111721317122,1.0422942639755579e-08,0.0015713030235767749,1e-12,1.0,1e-12,1e-12,0.025582561423928524,1e-12
1,1,8,0.0,0.42861578200164313,0.09315784606107665,0.42857142857142855,0.5662146941743147,0.00016639906704206766,2.1834677332821264e-08,6.1500482366164106e-09,0.00017726777782251055,0.7268702696204374,0.9999999999999951,3.075305132009781e-13,0.9999999999999978,0.19021490626428905,0.1072265273022167,0.09592669111355001,0.46860141006722417,0.05039496050394961,0.0770568094070776,0.5674614713579532,0.04095962551199527,0.5652821267620048,0.0005272056251085588,0.000626871671704926,0.0008275180191672756,0.0018102313700839674,0.0001894889100511033,0.00030521691275351207,0.00035946492242142346,0.0007057082287642328,0.4646477956487137,0.45488864047091004,0.4786751413044446,0.5200818719049363,0.49681882602285155,0.48571477377116584,0.5148688709818039,0.583115776107885,0.4607987397238844,0.01666666666666669,8.956634810705385e-08,0.13994169096209905,0.5523255813953489,0.957795910639144,0.9626393331912735,0.9809766699494706,0.08593593266433391,0.7476407633464479,9.849752380343578e-07,0.029696111350178134,0.029785942605617594,0.16044259768873614,0.5206822534338299,0.054391893295117885,0.5301086773645572,0.16044259767843136,0.9999999931464849,1.1934293696437199e-05,1.9312187827021305e-05,2.591683875664838e-10,0.00026964482972777757,2.697264296711687e-10,0.00029230284007016326,4.099646535631248e-10,0.0004135640333499088,1e-12,0.02858047660614916,1e-12,1e-12,0.02858047660614916,1e-12
1,1,9,0.0,0.4491566382508989,0.098901897271017,0.7142857142857142,0.7725898996221018,0.0001664047555380263,1.6231149889620913e-08,7.4472864307957836e-09,0.00037521064494065156,0.8471118478501677,0.9999999999999936,6.095728729318657e-13,0.9999999999999989,0.1742112482853223,0.10398269958551092,0.09188604056826907,0.4226922446302674,0.06479352064793517,0.05564118217055639,0.5061064262867114,0.08806319485078995,0.28626477121739635,0.000805350871470655,0.0010010754867446296,0.0016492122644545537,0.004028709929849522,0.00035277532156205687,0.0005392691898165015,0.0008196414174393558,0.0017163822941118967,0.485070619679254,0.4749956206154184,0.5004154388335029,0.5465184332909554,0.5125043306068815,0.501096855251317,0.5315710858034798,0.603269096749296,0.5110184543644565,0.013888888888888895,2.600979781865657e-07,0.14285714285714285,0.6162790697674421,0.8834024485775251,0.9332503844128541,0.9794053015612461,0.09084482016083012,0.8114468392136878,1.6450369390787476e-06,0.03451840149345775,0.03507652414677037,0.13659652651742873,0.5750619599177819,0.039517291105443275,0.5544407838218793,0.1365965265292287,0.9999999922709046,9.922591245916827e-06,1.5735977895321567e-05,9.293935936665723e-10,0.0004111958814636125,8.875320440238032e-10,0.00047025268491707607,1.330600058075173e-09,0.0007025761409808185,1e-12,0.03222494920002829,1e-12,1e-12,0.03222494920002829,1e-12
