fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.6946880272900955,0.3118900911234106,0.5,0.8525779593074789,0.4069037664391975,1.4148208244635572e-09,4.7595359519331346e-09,0.00013896679593757152,0.0,5.60649907569688e-05,0.35,0.5882352941176471,0.05,0.0,0.0,0.4156997413166313,0.4509631879498671,0.0,0.0,0.4138637775404245,0.4281724242662429,0.4457201110632143,0.4457201110632143,0.40514384575433104,0.42871795138000757,0.4801027886306377,0.4801027886306377,0.41046620439045567,0.41937227554880135,0.6371523556855894,0.11520737327188946,8.18868423704799e-08,0.18115942028985513,0.08333333333333331,0.8194350121408851,0.796717281923053,0.9255226334026485,0.41933744767512604,0.6615153553913977,0.30295342166615047,0.25489052353490393,0.26737338009592193,0.3264077090636664,0.33450363357215046,0.4782874479486853,0.3345036335915714,0.5855206724274016,0.532935962211396,0.5571826800487232,1.876061392487596e-08,0.6919168130374329,5.6453475727670075e-09,0.5700141746748217,1e-12,0.10536094014369159,1e-12,1e-12,9.777147444490054e-05,1e-12
1,1,1,0.0,0.5061265056915046,0.02653818177314983,0.0,0.6613297352612548,0.40690376690010815,6.7056181990115586e-09,2.82238726968875e-09,9.75298632866693e-06,0.0,0.0021402073497640913,0.45,0.7058823529411765,0.053571428571428575,0.0,0.0,0.4199412305766234,0.3406826873425205,0.0,0.0,0.42307513011994663,0.3036830738485393,0.9021476337981165,0.9021476337981165,0.42901033747741124,0.37669831626843364,0.9024091467416042,0.9024091467416042,0.43804343088627823,0.3558519571832905,0.7694990585211063,0.10599078341013823,5.703086518705399e-08,0.16666666666666669,0.8333333333333333,0.8692486931415071,0.699142156440284,0.7550421699702083,0.531001875048284,0.5264595952528898,0.2801313311454292,0.23581170593924128,0.25380939695322624,0.302605315099653,0.6048175684682412,0.4571417844191742,0.6048175684576048,0.9121191233452728,0.18541622974406025,0.13177243364821045,2.3200643559840056e-08,0.15061859030430824,3.2734206269353274e-09,0.12969507513894607,1e-12,0.030484772938437453,1e-12,1e-12,0.00025043648588425686,1e-12
1,1,2,0.0,0.5982327307441765,0.154849425356777,0.0,0.840626888573349,0.4069037681200867,3.400209376819838e-09,2.514634847342685e-09,2.44624551451175e-05,0.0,7.438436115908995e-05,0.45,0.6470588235294118,0.05844155844155845,0.0,0.0,0.33952703657510336,0.3840808292624315,0.0,0.0,0.32600833950007013,0.28747110415920496,0.23816155774710257,0.23816155774710257,0.31823800513227685,0.3352307332275979,0.22381568972654264,0.22381568972654264,0.30705942362206506,0.23717313114430283,0.7876158814381373,0.11059907834101385,4.1729254880166035e-08,0.12077294685990345,0.5833333333333333,0.590040413670504,0.7401328614052725,0.83681872693393,0.30522246623729743,0.45766076165483593,0.7394993880726792,0.6382088236743648,0.6345901116267534,0.7595978623021746,0.3650649718249089,0.8631266053091249,0.3650649718619806,0.5304389098696367,0.3298400505784995,0.39600549327996504,2.8920601730000268e-08,0.7928839936744136,4.077965131184938e-09,0.7796563925954767,1e-12,0.05583039111283602,1e-12,1e-12,0.00036360321646797847,1e-12
1,1,3,0.0,0.4170028104442479,0.05822179183107041,0.0,0.7833873511099012,0.4069037650906616,3.827513202349622e-10,3.1765329642611712e-09,0.0003629561655678724,0.0,0.0006128041483479368,0.45,0.5882352941176471,0.0642857142857143,0.0,0.0,0.20462566641495922,0.20977972279464818,0.0,0.0,0.20108890717548383,0.15130749655000364,0.5792501771022636,0.5792501771022636,0.21850755086534135,0.20485084962794486,0.568260220079547,0.568260220079547,0.21968608749289076,0.15687206049053593,0.3020328399883552,0.09447004608294929,2.7380251615481686e-08,0.13285024154589378,0.16666666666666669,0.7478448953314396,0.9759707726949589,0.9908464007245137,0.057209926574263964,0.32165131670448444,0.5608052294014909,0.4456469680297097,0.4546464227195166,0.587153459584079,0.27125984878316456,0.7099297744366738,0.27125984871437364,0.5038528518731908,0.47844096579895856,0.5356484861402633,2.2789968943193683e-08,0.3450068639358381,3.3684197876818486e-09,0.42268881696251315,1e-12,0.08208432267786084,1e-12,1e-12,5.1092659147155956e-05,1e-12
1,1,4,0.0,0.6048056671930045,0.11373309520604642,0.5,0.9711296452169083,0.40690376849307497,4.4757677903926515e-09,4.030735675465321e-09,3.068511225665682e-05,0.0,1.2438623080777408e-06,0.2,0.6470588235294118,0.025974025974025976,0.0,0.0,0.36533768557286755,0.41061653303604506,0.0,0.0,0.3720088370108518,0.3777714915621796,0.6420649333525166,0.6420649333525166,0.3689599793419802,0.40901254711091045,0.6900693871145034,0.6900693871145034,0.3839483766894954,0.3935988666072285,0.39028572473732415,0.11520737327188946,4.632212539430244e-08,0.15700483091787445,0.5,0.8206495931150595,0.736278479777126,0.9339090054835446,0.43831187911178804,0.5376661452445194,0.40546799975342296,0.2533927033450887,0.2689613295779729,0.43183999788218,0.3953281318992422,0.5719517957807186,0.3953281319091001,0.48593830384062553,0.5855085303401837,0.5547801830991896,1.4751349678355433e-08,0.31571898059862935,4.982691222734025e-09,0.3963574193588819,1e-12,0.056731636526385604,1e-12,1e-12,6.076013847682899e-05,1e-12
1,1,5,0.0,0.44216638123824364,0.039932926209398756,0.0,0.37399651070614065,0.40690376830077724,6.982283903231201e-10,2.6210283318939435e-09,0.00016142341915345053,0.0,9.054005839527597e-06,0.45,0.6470588235294118,0.05844155844155845,0.0,0.0,0.26501112300953533,0.2787101953218899,0.0,0.0,0.26152476919936274,0.23063170061940375,0.6761602764071828,0.6761602764071828,0.2825049045505298,0.28755179695072247,0.6633644833891381,0.6633644833891381,0.2847114336025932,0.2513675971865715,0.867653297164483,0.09907834101382491,3.2939132154153065e-08,0.13285024154589378,0.3333333333333333,0.8054120260540536,0.8252798021469445,0.8876258969725113,0.3827836497147615,0.2911307885898472,0.25000646601870447,0.2547413668737164,0.27426139321616816,0.2709976970586686,0.5511771052904976,0.42906208543174934,0.5511771052948947,0.8447951567645093,0.2769429643313117,0.2674307479581004,2.0387107882074264e-08,0.46696351741331643,2.8289983993006547e-09,0.3080299926033718,1e-12,0.044297134269669435,1e-12,1e-12,9.469185289622954e-05,1e-12
1,1,6,0.0,0.551423441565636,0.14324544646073642,0.0,0.6141458700583395,0.40690376705521597,4.59098650595888e-11,4.687237236928457e-09,0.004377484402532966,0.0,4.665592997042713e-05,0.55,0.5882352941176471,0.07857142857142858,0.0,0.0,0.24668634039694615,0.20590184569761139,0.0,0.0,0.25595809551273757,0.18143398062706872,0.6548607870354282,0.6548607870354282,0.2642606705010907,0.21460623964460745,0.7178171092648822,0.7178171092648822,0.285420401929926,0.21546675390568581,0.6648804843027656,0.1359447004608294,6.66149617652618e-08,0.1690821256038648,0.24999999999999994,0.7685490278895726,0.9741260077645375,0.9974895622237197,0.04701808424401789,0.4731414688784885,0.6304915357405516,0.5369382164031258,0.5438150024843829,0.6551694351379087,0.30511511150750914,0.7703540719902633,0.30511511150274245,0.5956640613388222,0.3281718249890573,0.3513763298368464,3.1590180726756e-08,0.3959523213144851,4.130887414454191e-09,0.3655724800454121,1e-12,0.03423182061360564,1e-12,1e-12,0.00016758330532052926,1e-12
1,1,7,0.0,0.5165826008977725,0.07748193086459043,0.0,0.7835242756913343,0.4069037663588303,8.547655905728741e-10,3.4398105522589634e-09,0.00017070304370032108,0.0,3.27930618270806e-06,0.5,0.5294117647058824,0.07936507936507937,0.0,0.0,0.33348535677081476,0.3921266966690037,0.0,0.0,0.32792554208404284,0.37061409080065666,0.4975487684847715,0.4975487684847715,0.330343652687223,0.3743606972279246,0.500722104247787,0.500722104247787,0.3306567561414794,0.36357336248459404,0.5944543742765647,0.08986175115207377,8.843222899246672e-08,0.17149758454106287,0.3333333333333333,0.5340965546448464,0.750379034688657,0.8685151425020219,0.2817273843041083,0.32458346396582605,0.5443830269283341,0.49824228928833136,0.5101685736885919,0.5709781787074353,0.22975376189036617,0.6955599153785321,0.2297537618889383,0.5696711754459969,0.4007497316761719,0.47620210241149685,2.5906377399655143e-08,0.6130661212209101,3.5283463312102737e-09,0.49741414027093134,1e-12,0.08559915626076273,1e-12,1e-12,0.00021033631233538028,1e-12
1,1,8,0.0,0.5929590902554722,0.08995119579969463,0.5,0.8379226633185796,0.40690376841723674,2.5616219784394946e-09,7.069813222708234e-09,0.00011078310671215518,0.0,7.553474461248973e-05,0.45,0.5294117647058824,0.07142857142857144,0.0,0.0,0.3079415196615365,0.27106512432935415,0.0,0.0,0.31148654540487775,0.26227184666340186,0.21449500755267747,0.21449500755267747,0.28419813845471426,0.2075814614813868,0.3003569773179944,0.3003569773179944,0.2984095853162392,0.22175349805583744,0.5667262456593885,0.10368663594470041,5.850948043151351e-08,0.16183574879227053,0.24999999999999994,0.8672044782273574,0.747063631956479,0.8615125984748775,0.5038672315221313,0.4786248916002497,0.37815769825724566,0.06130261443973595,0.06454369253200198,0.4039864516098646,0.4239188122006496,0.547207153727484,0.42391881217221405,0.18526244618134147,0.9375149497300881,0.914722684069154,9.386135373982581e-09,0.6648323631390114,5.795626223315685e-09,0.8139029396130968,1e-12,0.052601961448335836,1e-12,1e-12,8.630722863414174e-05,1e-12
1,1,9,0.0,0.5848324893865418,0.0979567618162287,0.0,0.8655965030462855,0.40690376894570474,1.1131627371017026e-09,3.3402932956007115e-09,0.00012517880345097013,0.0,8.607280453350939e-05,0.4,0.5882352941176471,0.057142857142857155,0.0,0.0,0.30863280574317403,0.30443823286338156,0.0,0.0,0.3233597840529987,0.2871850109970626,0.48289866907971124,0.48289866907971124,0.30588622315523606,0.28370559904047987,0.5950270049046922,0.5950270049046922,0.3338744234703378,0.29423398654425087,0.6648804843027656,0.09677419354838711,8.18868423704799e-08,0.11352657004830918,0.4166666666666667,0.7884833698343803,0.7624605539073892,0.8547979357224189,0.40142380479540113,0.599850766744751,0.2614153967995989,0.13346187173711144,0.14552522493616138,0.28299360720035144,0.24831378363604248,0.43971905886105234,0.24831378365806023,0.33894467719840726,0.8280555152810405,0.8564655963307413,2.159540641880462e-08,0.3661742731474029,5.903882211214013e-09,0.50637168253389,1e-12,0.02124983769855771,1e-12,1e-12,3.495718580576684e-05,1e-12
