fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.5798904936802916,0.18424288403715894,0.3333333333333333,0.7412365479334149,4.434539454244032e-07,2.9366001961832646e-09,7.57771027228019e-09,0.0002029280979604272,0.9999999999999931,1.4148789189143574e-12,0.6190476190476191,0.0,0.6190476190476191,0.28125,0.3793103448275862,0.1875,0.0,0.23598109387506128,0.19766163948815352,0.2421889935567303,0.0,0.2348899669668648,0.20437399430682562,0.21128889436851117,0.6245242667478177,0.2619851883259019,0.2626831976326726,0.25742058460015615,0.6252668783893442,0.2690455174407438,0.2801267735261061,0.271811416186884,0.6287790724308415,0.07451923076923078,8.055358246356113e-08,0.12332439678284177,0.8095238095238096,0.8987280132408866,0.7399447707523477,0.9284733189928082,0.6173904550886257,0.5816236884404881,0.26309389413462647,0.19510109758041416,0.21204156895691995,0.37295730279730893,0.3959691059137953,0.36799619664674055,0.3933107535829897,0.5028501744570226,0.5491780893970207,0.5507614883123718,3.043342975217251e-08,0.2871719989922622,2.9675242044721487e-08,0.3727800566704589,6.832707936145025e-09,0.3815197168592115,1e-12,0.01932316250410338,1e-12,1e-12,7.147112427584445e-05,1e-12
1,1,1,0.0,0.40149751877787154,0.015460026443775136,0.0,0.5546614996570305,4.423620483970812e-07,6.196848896246217e-09,6.08759537894151e-09,5.970914221729417e-05,0.9999999999999836,1.9809842319385763e-12,0.5714285714285714,0.0,0.5714285714285714,0.46875,0.4137931034482759,0.2884615384615384,0.0,0.16216795797532985,0.09217131671624101,0.22733611732960113,0.0,0.1591089438364137,0.10117080775604864,0.22883854353649546,0.6300134259198971,0.19205882614000291,0.16648460191347458,0.24431336927338176,0.6213727238907256,0.19680723267757366,0.1862844919938652,0.2868899980124904,0.6221039288209473,0.08413461538461546,9.296327674251266e-08,0.12868632707774796,0.5238095238095238,0.8216601407922834,0.8800979274348535,0.9514900775613288,0.2555888434535991,0.5111188242131813,0.33484940289969056,0.3572844325316691,0.38246649491783913,0.4715541330285602,0.3472908350044511,0.4755487765515646,0.3330444842050516,0.6443898174971299,0.27601268285511515,0.2683016645461641,2.824321924867641e-08,0.5791151364618455,3.839272075593304e-08,0.5612633139131176,5.205814093617232e-09,0.3702833897230411,1e-12,0.0659507944698735,1e-12,1e-12,9.618719768552307e-05,1e-12
1,1,2,0.0,0.5096629912585798,0.07439943719012831,0.0,0.5501543864404369,4.416116331394382e-07,5.356362520281284e-09,3.844168352255259e-09,3.831400860753642e-05,0.9999999999999858,1.6594951087400226e-13,0.6190476190476191,0.0,0.6190476190476191,0.53125,0.5517241379310346,0.25,0.0,0.18769526422791605,0.21354005501625706,0.1837575168789236,0.0,0.18114985784727125,0.20702631541223565,0.16577439815327533,0.35703913377330476,0.17752606823648648,0.22009271857881385,0.12741389184136942,0.33738499649084597,0.17567642117176935,0.21942910066760946,0.15278323192424537,0.5643490539497491,0.07692307692307694,1.0125617128875472e-07,0.11796246648793568,0.4285714285714287,0.7472647947518607,0.8448772396262667,0.910647635383676,0.2616072382728749,0.4571378495454995,0.4498572782136493,0.43747866100031985,0.46069884477060263,0.4432541321197634,0.4862031994721539,0.41443379721234597,0.4827640508646978,0.5227987054195222,0.31122360975502283,0.31322138541291855,3.437431866577361e-08,0.6164432122900166,3.08797192084508e-08,0.6486325552803645,5.106606856089407e-09,0.6507408724928259,1e-12,0.14103549349782205,1e-12,1e-12,9.494158290312701e-05,1e-12
1,1,3,0.0,0.3892301574081706,0.016024146063316785,0.3333333333333333,0.47853844949787616,4.4322898134357333e-07,4.334071791885346e-09,3.721960222697608e-09,5.215355904340311e-05,0.9999999999999893,1.5610197304128813e-12,0.38095238095238093,0.0,0.38095238095238093,0.46875,0.4137931034482759,0.2884615384615384,0.0,0.18086940576302296,0.26822890980263947,0.29594581776159057,0.0,0.1762485371851247,0.32066813852783754,0.2996410778788623,0.36859782682234776,0.17187195101063873,0.2790641827372498,0.25277847975482515,0.3622588944598073,0.1741364905861425,0.34001333044597687,0.29713386563018673,0.7029504320810682,0.06971153846153844,9.839764974194966e-08,0.10991957104557636,0.38095238095238093,0.7832230033693044,0.8468130125883846,0.817113039846454,0.302911592467374,0.4345392077512569,0.44940311561688595,0.43880970399401065,0.4575091769424464,0.7178326926886791,0.2907100049753367,0.7085878235927471,0.28427099597448424,0.4951123000883606,0.32366705983761734,0.3274748690201946,2.358367863314718e-08,0.5836835907960504,3.0439415680352105e-08,0.6849299581195802,4.561248143369054e-09,0.6265448867283872,1e-12,0.07455614148102353,1e-12,1e-12,3.018529813335743e-05,1e-12
1,1,4,0.0,0.5437515080375435,0.09077980181382977,0.0,0.6633254543621603,4.44048551606577e-07,6.657998807288598e-09,5.070102820661966e-09,4.0488523903702806e-05,0.9999999999999851,1.7569714261054376e-12,0.7142857142857142,0.0,0.7142857142857142,0.34375,0.6206896551724138,0.14473684210526316,0.0,0.08352899382090656,0.03499470987910569,0.22522282846647457,0.0,0.08569088400827127,0.02961120622962532,0.30336721183579196,0.6324568164562634,0.11730819189149766,0.11439343500084231,0.24287731852471084,0.6740743860524039,0.13737002192195374,0.13740543410718886,0.3660445065728779,0.5039842458066257,0.07932692307692311,7.600148096276838e-08,0.12064343163538865,0.23809523809523814,0.733734097236433,0.9051975300591666,0.9692414125967906,0.1795854694151706,0.6347290490678699,0.2911705352183488,0.24397192312518712,0.2605354611143049,0.2856882823430067,0.42026148205488983,0.2704657676547396,0.4205421270036163,0.591151717688513,0.42462658367105977,0.41090579640881153,1.4868182521608146e-08,0.4176697703471136,2.8869968604269327e-08,0.5370266131985362,5.640781784131133e-09,0.37317073803013034,1e-12,0.08551511644336642,1e-12,1e-12,9.796199295321252e-05,1e-12
1,1,5,0.0,0.4166321417374367,0.019570771254628094,0.0,0.6172353887754917,4.4278219823195037e-07,4.293409974284861e-09,5.996899797958108e-09,9.791123922052847e-05,0.9999999999999771,1.4961357797259778e-13,0.19047619047619047,0.0,0.19047619047619047,0.5,0.5517241379310346,0.23529411764705885,0.0,0.147204145319291,0.3651296947805768,0.38009823101646245,0.0,0.14457572707291447,0.37456753007992155,0.3672690488578856,0.6736355466416653,0.18473857371188657,0.4251067417821822,0.40117547662078434,0.6661211517754007,0.19040831176636225,0.4391716375943154,0.4215655613673506,0.6049211630787776,0.06730769230769225,1.1645636667851006e-07,0.09383378016085785,0.4285714285714287,0.8476820410856876,0.7309337215161333,0.8375029484754649,0.5066462844022084,0.45914125773381353,0.29528937603723315,0.24350756052960953,0.2630647130351935,0.49542280054438204,0.3496150162878856,0.49255444560190675,0.3390055776475197,0.5853817713701575,0.4060129024661526,0.39095411438553584,1.635754221833139e-08,0.470589901660193,3.127570622152058e-08,0.4772560996677595,4.56561889768226e-09,0.2992577143197295,1e-12,0.03611873462548169,1e-12,1e-12,0.00011603800806949158,1e-12
1,1,6,0.0,0.46180218080716073,0.053430012491725874,0.3333333333333333,0.6864765847735201,4.392517139337734e-07,1.9423234248874647e-10,1.01833688312955e-08,0.004627173805295563,0.9999999999999802,1.516729676949495e-12,0.6190476190476191,0.0,0.6190476190476191,0.34375,0.4827586206896552,0.18333333333333335,0.0,0.17245050027240766,0.14254934244625972,0.1721577336048481,0.0,0.1680349644270098,0.13827919461344534,0.2204079342667431,0.6746457369387833,0.20855648789107384,0.22389219295291374,0.20298853234612269,0.6544075945642747,0.21034222595444152,0.22794033541792524,0.28727892829719137,0.7979784867064672,0.07932692307692311,1.5338537472919804e-07,0.11796246648793568,0.5238095238095238,0.8031480005731233,0.9991210797332588,0.9978325711084884,0.03484481511811238,0.4206779964587115,0.31200018938550145,0.32133145506389127,0.3447504671428039,0.300959356723872,0.5175818564612922,0.29150686461066666,0.5144610207807107,0.6909143908170494,0.2545790994168521,0.24824371928423783,2.2268458546611476e-08,0.5023339240023027,3.546380438461321e-08,0.4805780740035346,5.308719338261531e-09,0.30729600895774833,1e-12,0.011672351806894948,1e-12,1e-12,0.0002504188301102186,1e-12
1,1,7,0.0,0.45551606640770087,0.03539555315798944,0.0,0.7020834603448596,4.3776223750153105e-07,5.678805497052245e-10,5.196940704290211e-09,0.0008202648479924248,0.9999999999999842,1.3649025727633095e-12,0.6666666666666665,0.0,0.6666666666666665,0.375,0.4827586206896552,0.19999999999999998,0.0,0.28827115262001546,0.3637521054412233,0.3076793013725927,0.0,0.2814453729371781,0.34915433287439807,0.32216841899090576,0.5691078529176066,0.30663404794903415,0.40805714016549505,0.30926956058495886,0.5420921885294483,0.3045396165577035,0.3972180108292229,0.35634663356354,0.4068656217905686,0.06730769230769225,1.231127378634437e-07,0.10187667560321717,0.33333333333333337,0.823204367565699,0.7008301286404146,0.7615430961439412,0.4852338008101369,0.5041707631746445,0.3535931313051689,0.31627330447122937,0.3418957910076834,0.43729838090682416,0.3833940916337234,0.4440531380687599,0.3742786606029667,0.6528419207818692,0.2583974853363983,0.25228549970173353,2.5426238600614118e-08,0.574117766616055,2.7726159207462758e-08,0.49999104877882616,4.726056041795452e-09,0.41775164075591587,1e-12,0.04500026809798236,1e-12,1e-12,0.0001578388038573198,1e-12
1,1,8,0.0,0.567220969077389,0.10937507248042973,0.3333333333333333,0.6862296172279767,4.470172684366505e-07,5.044618311115836e-10,6.809621948323506e-09,0.001198249601840745,0.9999999999999964,0.0,0.4761904761904762,0.0,0.4761904761904762,0.375,0.4827586206896552,0.19999999999999998,0.0,0.25570445666840275,0.23255349537610515,0.29595350676631393,0.0,0.2572690662330259,0.2878160130411213,0.2902982976753694,0.4053317256545106,0.25609697013103905,0.24978467147985717,0.2609849850559387,0.43307553000226306,0.2684261324507871,0.31977169937631483,0.30271333333946865,0.5114733009145245,0.06250000000000001,1.7573237605985144e-07,0.11260053619302947,0.8095238095238096,0.8019380178567113,0.707984440787115,0.9002030013337846,0.41983879637136445,0.5423689725722086,0.3600142558112457,0.25204642507689634,0.25473789132760594,0.4683102027313297,0.2066170035691347,0.4611318393705306,0.20696327083915295,0.5095602893654125,0.43906878923487425,0.4601266918733845,1.4542155276239571e-08,0.4961322412057202,1.788520743345837e-08,0.44687996075077807,6.459746391675392e-09,0.6073118394451726,1e-12,0.09670333720975972,1e-12,1e-12,0.00014938820656769248,1e-12
1,1,9,0.0,0.5574405337692802,0.10109595639562487,0.3333333333333333,0.7568653571460655,4.4435909876602584e-07,3.728051997058231e-09,6.844209003094152e-09,0.00013667546359501345,0.9999999999999953,6.415910075998298e-13,0.857142857142857,0.0,0.857142857142857,0.28125,0.517241379310345,0.140625,0.0,0.07891336663065013,0.2774622057080127,0.21356297597338747,0.0,0.08143743027711536,0.3691080033395359,0.2826843821247289,0.5010606513904863,0.08794315730934649,0.31342213597180707,0.19742429333781597,0.5576015746175682,0.11093559017504445,0.4181912006735352,0.3222419835236081,0.7607053069522665,0.06971153846153844,8.779759766445624e-08,0.12064343163538865,0.33333333333333337,0.780732902049764,0.7958871617275864,0.9230898148476675,0.3947124344101417,0.6466131946327738,0.3874810356068693,0.2697881778868396,0.2809512783156638,0.5811966849212955,0.3773315948713617,0.5845932971048409,0.3703466864116558,0.5793523875146507,0.3200736593275163,0.32614696947093635,2.869874338870905e-08,0.5044434343108256,2.127118138017055e-08,0.47290621259090515,6.815496323294157e-09,0.4957389945176387,1e-12,0.07253590282458493,1e-12,1e-12,0.00022466289581732994,1e-12
