fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.4690047053506493,0.10637324660242692,0.3333333333333333,0.7478475259858419,4.953003420631425e-07,5.911925110432148e-09,1.2713284576603318e-08,0.00013140393271406144,0.9272796682893378,0.9999999999999922,1.1780025028086238e-12,0.0,0.5294117647058824,0.2333333333333333,0.41904761904761906,0.4727272727272728,0.339622641509434,0.27368421052631586,0.1427599404456819,0.20672567946715434,0.17578340883438343,0.16231186243638684,0.13909836450215485,0.25741688932435386,0.18338155011994162,0.1859311351177667,0.31977189330007,0.42669103656751717,0.3562563420229907,0.35693309411445034,0.31965577057861444,0.46274642832597634,0.3938194964483252,0.39143872004125435,0.6120595012507626,0.07434052757793766,2.057560927944807e-07,0.10619469026548667,0.4374999999999998,0.8937695752514039,0.7875926592423319,0.9066197736288575,0.4815847786035691,0.5486177403969386,0.23695008879744656,0.15828405669488,0.19326873053592486,0.5997119044362843,0.5297126406048769,0.5262250528031429,0.5035199857950764,0.6299370046219375,0.3628201938277071,0.3922073481455788,1.4169669374022791e-08,0.30017511827134286,2.5894395345835122e-08,0.297278770275078,4.038620871880945e-08,0.284947865565635,1e-12,0.13383940164444233,1e-12,1e-12,0.00043509592779085373,1e-12
1,1,1,0.0,0.360808414860336,0.011204144502551886,0.0,0.6944763780187149,4.938812105643487e-07,4.341598719483181e-10,1.1769422699427998e-08,0.00207587809647988,0.9153977420192654,0.9999999999999876,1.3521266600469086e-12,0.0,0.5294117647058824,0.20000000000000004,0.4538461538461539,0.38181818181818183,0.18867924528301888,0.3684210526315791,0.24867475378451767,0.2043443483007936,0.20109116779640696,0.20057908660608736,0.236455970338472,0.2392066481012079,0.18007909820532508,0.20049011166802633,0.3953084158126581,0.39933138032150145,0.34486273256145045,0.354389743011609,0.38528400025420506,0.41988494707814805,0.35190508862750647,0.3611163361663022,0.8850447931664833,0.08633093525179866,1.5309112727787915e-07,0.10324483775811202,0.21874999999999978,0.8665278589353742,0.7832122359245437,0.848517323454705,0.42463667467301525,0.49972656720105235,0.3222405662611791,0.26009794987822055,0.3061910810581452,0.6697600547885539,0.4597857542930323,0.644071516811557,0.44623329862606914,0.5909748646824324,0.26689779779025696,0.2967430238564196,2.4802705321617612e-08,0.4602524738105021,3.115559542636428e-08,0.3854932873997883,4.4611655875013584e-08,0.4213220695866907,1e-12,0.012705531458336796,1e-12,1e-12,0.0007138705741907221,1e-12
1,1,2,0.0,0.4273636456415679,0.05642917982949445,0.3333333333333333,0.3776739989288822,4.893327477911927e-07,1.2760696989255276e-09,7.396386842666713e-09,0.00042495908403832977,0.8925233506778298,0.9999999999999866,7.459083577646239e-13,0.0,0.8235294117647058,0.2333333333333333,0.6571428571428574,0.6727272727272727,0.41509433962264153,0.324561403508772,0.15041234225502326,0.12596916040233916,0.14136409429067837,0.15677018829486022,0.1448395202478525,0.13135621095568673,0.12193512015540175,0.16623518406239313,0.30366717953240985,0.333901194438746,0.29476317182228373,0.3187269492136343,0.30034855116877623,0.3309266957508262,0.30722423322890535,0.33922183440475984,0.4980642466527434,0.06714628297362113,2.443943232741122e-07,0.07964601769911503,0.4374999999999998,0.8105364008419922,0.9107440942343557,0.962244066818684,0.2442543510442523,0.4573895895427149,0.22598826913582498,0.20513149476084092,0.24264681753581385,0.30825777314489905,0.5223602794099272,0.28123068606386376,0.48172185229854975,0.6095248979238768,0.4044457708758213,0.3999671153262271,1.7306624944166573e-08,0.2784425141073496,1.950969297677595e-08,0.2944073777039997,4.771017530906406e-08,0.38616465956501955,1e-12,0.08631299658793849,1e-12,1e-12,0.0007979163058418456,1e-12
1,1,3,0.0,0.3588841106291863,0.009480879667475203,0.3333333333333333,0.4929237406467375,4.938731999237648e-07,1.5515556982486755e-09,7.0820109160724e-09,0.00032791743601158783,0.8461762647748503,0.9999999999999876,8.352351631979167e-13,0.0,0.8235294117647058,0.2333333333333333,0.6571428571428574,0.509090909090909,0.3773584905660378,0.2679425837320574,0.2778647626317759,0.2455519550499273,0.2835369128095743,0.27257154098788416,0.26671893337663577,0.2455589723865042,0.2936351453673671,0.31140498504770153,0.4002245981252905,0.39874030022935497,0.3736512431000683,0.37108591825337517,0.3953008853726524,0.3957387818953457,0.4165730272270644,0.41364742493578843,0.5689307506708534,0.06714628297362113,2.7361891462740897e-07,0.08554572271386422,0.4374999999999998,0.8261515711467757,0.8008081072105595,0.8269429034981224,0.38324810184732805,0.5765263137506614,0.3719924227015475,0.45756464691897136,0.48120575175205893,0.33197634027218464,0.5642760540525913,0.2893483661397324,0.5313557152767744,0.4060231515881838,0.40390639523063404,0.42836930788669125,1.6984005078290488e-08,0.4125492555197719,4.19884538865639e-08,0.4865874529093246,4.321351729806712e-08,0.49118847232524454,1e-12,0.15334276921210008,1e-12,1e-12,0.00047753987307918525,1e-12
1,1,4,0.0,0.4444714250445589,0.06593372443357823,0.6666666666666667,0.6761376608725598,4.960352575019179e-07,1.9548907109700787e-09,1.066173320170705e-08,0.000390722802893672,0.9491915474039518,0.9999999999999886,2.37954983815054e-12,0.0,0.5,0.16666666666666666,0.4666666666666667,0.34545454545454546,0.20754716981132076,0.30769230769230776,0.21459845986881063,0.16310910825513417,0.08830355447579591,0.17966160503865747,0.2086900661530961,0.16982591183418244,0.10558237889123379,0.18268287115557003,0.38732313478921354,0.4002693564582611,0.2981309543133672,0.3787841409456924,0.3856158583269783,0.39962918700908484,0.34104021192060313,0.39722607078712213,0.7183383898231281,0.08153477218225427,1.354904967257674e-07,0.06784660766961653,0.4999999999999998,0.8367150796480141,0.9230307590266884,0.973667368125462,0.23158242922885408,0.5309652070563247,0.24418264053127775,0.25978966314657637,0.3028136732195197,0.38458723310915993,0.5134657599132997,0.33505267419123186,0.47822378640350743,0.672313558323393,0.287502159851382,0.3227142659405514,1.494642981295697e-08,0.2643148139559351,3.25863703978621e-08,0.273659038824173,3.646143266253675e-08,0.2898459555263042,1e-12,0.14380037174580027,1e-12,1e-12,0.0008900896767360901,1e-12
1,1,5,0.0,0.36771082441099934,0.016708460451952102,0.0,0.6091096053175494,4.943773706242624e-07,2.4564669373005535e-09,7.305261919785861e-09,0.00020080185544555206,0.914692667866086,0.9999999999999806,0.0,0.0,0.8235294117647058,0.33333333333333337,0.5352941176470588,0.3090909090909091,0.28301886792452835,0.21052631578947373,0.20081978762394084,0.16772590527542267,0.09887290137535515,0.12285674048038031,0.19239395042422186,0.16104862437178824,0.06453948274720578,0.11025309214484857,0.36297517256775963,0.3860676478797795,0.28259421050672595,0.31387652497345075,0.35629075430737817,0.37130870392435383,0.2791829778753372,0.315732663231297,0.6993319191394236,0.06714628297362113,1.9994243069428363e-07,0.07964601769911503,0.4374999999999998,0.8794222697887208,0.7448197549842135,0.8101569377852091,0.5307910340909389,0.470328039130834,0.22928715589501453,0.24993390936805948,0.2645175706577607,0.2039787021005222,0.40974461946049656,0.18938848052124285,0.3858551381524105,0.624518411935974,0.38666516326754624,0.4018510993733888,2.637123715995377e-08,0.2965630541201459,3.098429883970879e-08,0.34206838641858817,3.299485435247037e-08,0.3333131548966485,1e-12,0.08241499267497297,1e-12,1e-12,0.00033887602845224143,1e-12
1,1,6,0.0,0.3936225728996122,0.03347888183965886,0.3333333333333333,0.7350313670843541,4.910481348136415e-07,5.087798661306376e-09,1.8583845149949782e-08,0.0002453323234704953,0.9256679888044839,0.9999999999999852,5.881019734648709e-13,0.0,0.5588235294117647,0.20000000000000004,0.47948717948717945,0.4545454545454546,0.28301886792452835,0.3095975232198143,0.1527033037525086,0.12489297806471669,0.1091401451100939,0.11120445958099778,0.14555174218809835,0.10191153367894529,0.11855433575629881,0.09339534275266226,0.3403990686050012,0.37900410420398284,0.3236131746461789,0.33767075111765044,0.3317305834903382,0.3479841898262659,0.35265592473380253,0.33496161015786163,0.708383219114844,0.08153477218225427,2.3085659328010707e-07,0.10029498525073736,0.4999999999999998,0.8143413125904282,0.9999999999999991,0.9946360221007149,0.07415494845186726,0.4147569177734023,0.1771752592802709,0.2332253920785048,0.2798587325401485,0.2470299799331942,0.5135210320571909,0.22919663295628695,0.48189077488882043,0.6525036333557397,0.4284803161095814,0.44955411561328384,9.276840075237673e-09,0.18282474204513427,2.3521396456193152e-08,0.2580569718769281,3.879171474025123e-08,0.2659185871690086,1e-12,0.1761049827418034,1e-12,1e-12,0.0008897601619161811,1e-12
1,1,7,0.0,0.4028590716379678,0.0341271575429114,0.3333333333333333,0.635902666301831,4.926588546588287e-07,2.2564201335953537e-10,7.220716940692307e-09,0.0025094227686131222,0.8837210880469248,0.9999999999999803,1.4162141138897733e-12,0.0,0.7058823529411765,0.33333333333333337,0.45686274509803926,0.4545454545454546,0.28301886792452835,0.3095975232198143,0.2834014078891305,0.22642321864179452,0.2621869595109639,0.25570092655279963,0.2644151723983508,0.24935509113860999,0.23777995823627374,0.23982096185981605,0.4148300854159322,0.3962931689037134,0.3712899261491575,0.37374602799564477,0.39590370181864537,0.4038954587146805,0.3700688545468612,0.35804908856318957,0.706994439786429,0.08153477218225427,1.4857943286608727e-07,0.07669616519174038,0.4999999999999998,0.868600017974084,0.8108673582278891,0.829081265616578,0.3242587538276068,0.5133218545387646,0.3516356379807524,0.41173398662591154,0.4679600254007692,0.30434527917208515,0.4386865677582228,0.28025808511047723,0.40710194885131495,0.5545614011089799,0.252266371269212,0.28511450293193763,1.605714638485047e-08,0.459542649818327,2.218422279627321e-08,0.436674477185895,3.2300801279279884e-08,0.48006682872253525,1e-12,0.10499659258874552,1e-12,1e-12,0.00027535885394173044,1e-12
1,1,8,0.0,0.4726330293731551,0.08761238890052377,0.3333333333333333,0.6814028563194992,5.001254105563405e-07,1.7051075243731418e-09,1.1587049145501014e-08,0.0004940361947527428,0.9372599628816762,0.9999999999999926,4.0972040078182323e-13,0.0,0.5294117647058824,0.16666666666666666,0.49444444444444435,0.38181818181818183,0.26415094339622647,0.2763157894736843,0.17768647183696526,0.22265106398305531,0.14917789397609466,0.14136565839070703,0.1721758928930411,0.18861947404505075,0.1399010810445367,0.13081606460260797,0.3108470933243361,0.3929196441845612,0.2717276091245867,0.2762451321693108,0.3107858209432129,0.3604585348302556,0.2967696737432097,0.2835270068215173,0.7257908447224088,0.08633093525179866,1.5309112727787915e-07,0.08849557522123887,0.53125,0.7748222550927981,0.8380606197597205,0.942285771563681,0.21384821978468177,0.5214514838082488,0.33049152537733256,0.19414912755187785,0.21721711895770746,0.4340665789743507,0.47023028243141574,0.3944483114623725,0.44000299453162584,0.594225891679359,0.2677547634167808,0.30043092699855667,1.535428253973012e-08,0.3645327873840814,2.0614707102650135e-08,0.3712501124527683,3.2568690626774026e-08,0.41066087753149916,1e-12,0.20795511322243884,1e-12,1e-12,0.0005050122132971756,1e-12
1,1,9,0.0,0.49230670638143903,0.10146434793165253,0.3333333333333333,0.6849611746444002,4.967630245651014e-07,8.197638481774553e-09,1.1064644952070306e-08,6.966063674584711e-05,0.953376039678439,0.9999999999999906,6.81407825435141e-13,0.0,0.7352941176470589,0.16666666666666666,0.688888888888889,0.6,0.3584905660377359,0.33082706766917297,0.1723308937486202,0.14818952678085082,0.02085614641417627,0.1652214394681636,0.16845852133381872,0.13440969470546016,0.018245657084327238,0.1896667310750283,0.31591170065148616,0.341408289584508,0.17862495275534085,0.3127604119516636,0.3188947378955882,0.327997798415412,0.21101365744212663,0.3512343147547916,0.6875578840390486,0.07913669064748205,1.9412876859408655e-07,0.09734513274336284,0.3125,0.8105044581549741,0.851319558228183,0.9386236376762573,0.34225690217392346,0.5959442404543637,0.23900002923857516,0.17021859640131964,0.17249662802172416,0.19702916891101208,0.5038296662983948,0.18665415337229024,0.46985835298543954,0.5734577493463091,0.45216405485704364,0.4480335467212133,1.3253114516951731e-08,0.29101669129550406,2.9052609437236928e-08,0.3558832296719652,3.476125086144835e-08,0.4102654524058956,1e-12,0.12052159589041643,1e-12,1e-12,0.00048587854328031583,1e-12
