fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.3857420719928654,0.0778218350508231,0.25,0.6612591539473687,1.0877577925615856e-05,2.1403503109194844e-10,7.766615513567647e-09,0.10120000035306717,0.8416577959654175,0.9999999999999936,2.4778370707242287e-11,0.9999999999999989,0.48387096774193555,0.08620689655172414,0.24638416645521447,0.1607142857142857,0.163265306122449,0.0646153846153846,0.0883311413756575,0.1345483719003372,0.19432235725769695,0.1528997168650247,0.07716843803927713,0.11175459070019843,0.14037966236835206,0.15397594671470882,0.3166201539965906,0.4011552734747104,0.44522596889607613,0.3389492650729376,0.31109631148218153,0.3980620345880829,0.4156137376435679,0.3699811414782245,0.551039353519011,0.035623409669211153,2.889551402762749e-07,0.039877300613496994,0.41673062164236374,0.850530921936526,0.8061602486341184,0.9459450458199214,0.33458422167385227,0.6831287247752942,0.2182323641644341,0.2405742392649599,0.2822968526532592,0.4395003143359373,0.1966620805798579,0.3498098755052807,0.293321808141213,0.43950031432402326,0.9311541604188746,0.1381268691292552,0.1855433914871881,1.3351013315185935e-08,0.26549845615834766,5.470893340419855e-08,0.23827588382621945,3.323555570587967e-08,0.27244856671929335,1e-12,0.5807574642589103,1e-12,1e-12,0.0015129683303791873,1e-12
1,1,1,0.0,0.35780702029035893,0.04518520484995957,0.0,0.7191258285591247,1.0878584012986625e-05,7.978416199223122e-10,5.999215412212688e-09,0.02182891459724034,0.8382099441698335,0.9999999999999842,1.3138493507665501e-11,0.9999999999999971,0.6774193548387096,0.10344827586206898,0.2939609236234459,0.25,0.18367346938775514,0.09650349650349646,0.09604096892206183,0.1412372423024239,0.20190232505717295,0.17911937783859663,0.08677696063306821,0.12999959967937444,0.16095095075907992,0.18632465194922954,0.35230724909575406,0.4450802646610924,0.49769163896543755,0.4112088908565842,0.35354070968818335,0.4592509369407677,0.4822693498443113,0.4491779688673268,0.5015535885044538,0.035623409669211153,2.273866400110111e-07,0.052147239263803706,0.5042210283960092,0.6933768593269052,0.7778936334513369,0.876093496531918,0.2883098422492576,0.6969740758799371,0.18862818131199866,0.2558642952827064,0.3020605981000468,0.14784744372296543,0.45266387498513305,0.10743708694618215,0.47624013962284145,0.14784744373889347,0.9426731541404868,0.12435149541327153,0.15798153367979878,3.307549151550375e-08,0.25052645722525346,4.294358281188576e-08,0.2627695551332479,2.583423091278013e-08,0.2941908595913835,1e-12,0.05484290565236642,1e-12,1e-12,0.0028461841622695297,1e-12
1,1,2,0.0,0.3903858917657131,0.07063218999915248,0.25,0.6387589209176966,1.087654518761625e-05,2.6776991042411094e-08,5.193886221663318e-09,0.00023054981527232272,0.8911747629155582,0.9999999999999918,8.765258701151635e-12,0.9999999999999978,0.7096774193548387,0.03448275862068966,0.6269982238010657,0.23214285714285715,0.14285714285714288,0.11794871794871795,0.07280334359386739,0.11386193280696114,0.17345100512059025,0.15115282001246674,0.0646202758822692,0.0966183961009721,0.13649601872105027,0.15227365664025982,0.31844664395455774,0.4066207311628832,0.45596730188256734,0.36745536476435076,0.31661187003270974,0.41032306592040246,0.4401952831317582,0.39958995847554357,0.6436220846992995,0.020356234096692072,2.0098053108124347e-07,0.04294478527607357,0.44589409056024587,0.812331676181387,0.8525546363601131,0.9536560457475722,0.1746294636190941,0.58595828553495,0.1956847413495581,0.19508693828540902,0.233921963142234,0.3342204211565526,0.5932630059523666,0.23812011895040497,0.5674878831382216,0.33422042113242467,0.9359956758080534,0.15143333151053925,0.19860376222988899,3.0353054742607395e-08,0.2344194057539714,3.3851103660709594e-08,0.22975406171147522,1.1822003191399359e-08,0.23920501737000655,1e-12,0.14604578136279175,1e-12,1e-12,0.0006301289354960224,1e-12
1,1,3,0.0,0.3675799024464016,0.05093829824856049,0.0,0.48271337374987333,1.0877244381291282e-05,1.753534173547509e-08,5.127785594901048e-09,0.0005289893771977406,0.7211880336910679,0.9999999999999898,2.6718230519738942e-11,0.9999999999999973,0.6774193548387096,0.12068965517241378,0.25991711071640033,0.3392857142857143,0.0816326530612245,0.2923076923076923,0.0580076340358497,0.10126230549491587,0.1577158473115739,0.16239051151572256,0.052674056743211,0.09736203067995794,0.13139385955543112,0.16063457990919522,0.3154156784536359,0.4105871228617628,0.46080886604077276,0.3934551434021912,0.3191429392464275,0.4301189321216413,0.45634639900170376,0.4279013132327368,0.6072828688344358,0.01526717557251911,1.7145478907128944e-07,0.02760736196319016,0.5625479662317728,0.8316538756374949,1.0000000000000004,0.9960567913541454,0.0,0.5612007636178831,0.14883537424281723,0.1435980387318887,0.1644633786681049,0.22053454414159984,0.53056330288187,0.16257386801465692,0.5269097472626613,0.22053454413226153,0.9478122925545212,0.18821177222325394,0.24123217035736275,1.188696214536441e-09,0.1723212594991304,1.0659854903462928e-08,0.19833473280440772,1.927897189240457e-08,0.25507290165737834,1e-12,0.0775582953350308,1e-12,1e-12,0.0010214114815761688,1e-12
1,1,4,0.0,0.5211470351677416,0.19174363389390373,0.5,0.6691714958091101,1.087903423876447e-05,2.188196250894885e-08,4.88732724563836e-09,0.00032287819328593947,0.8645409417030426,0.9999999999999836,1.7550527979699748e-11,0.9999999999999991,0.6451612903225807,0.08620689655172414,0.3225069779243848,0.30357142857142855,0.06122448979591837,0.32307692307692304,0.055919020733170864,0.12006013927472996,0.17903596576719671,0.15061995883107734,0.05104950186403932,0.11129911311649626,0.13898260197590967,0.16279443241365876,0.33987696413705015,0.457395814922444,0.5152986864152637,0.42742418133324217,0.34196669846409733,0.47166293410504756,0.49522748113803583,0.4650739459772083,0.634318365745768,0.007633587786259513,1.4557618498024864e-07,0.046012269938650284,0.41673062164236374,0.8484952306365712,0.9111743764577453,0.9868385627580449,0.16128479821021868,0.6182016494106127,0.11697914148028717,0.12235205547431227,0.15784136686885697,0.26908659736627444,0.4018612984502653,0.26071651356015735,0.4428974859452321,0.269086597380573,0.9621368758075424,0.17295230945552054,0.23062553195990557,2.660148622187922e-10,0.14523015430987563,0.0,0.12488806169933372,1.1076717631993794e-08,0.19282180893731055,1e-12,0.20872909424998795,1e-12,1e-12,0.0003908021089425282,1e-12
1,1,5,0.0,0.4473612661844405,0.11447066630024072,0.5,0.6511392699000758,1.0877761961005179e-05,7.451608785248711e-10,5.251444154817072e-09,0.020634632625729257,0.8925164391440175,0.9999999999999878,1.8013715410818143e-11,0.9999999999999989,0.6774193548387096,0.24137931034482762,0.1407637655417407,0.44642857142857134,0.10204081632653061,0.32307692307692304,0.045014656088446556,0.1104612915401793,0.1813953487143135,0.19529611710362124,0.04157124682000195,0.1049351536010373,0.15959278175269057,0.20585468759502662,0.3127161516416618,0.4284269919566258,0.49062748474771806,0.430809561971645,0.32007943338386147,0.45035534006636446,0.49290240325784745,0.47529953088676513,0.6310633326360484,0.0,7.830998060710358e-08,0.02760736196319016,0.32924021488871846,0.7937841035009188,0.8432976248871351,0.9621862727298891,0.3204758404003839,0.7046324629070173,0.18159405845941823,0.20738230604719532,0.2553887439073699,0.42024292575795397,0.27968174880604046,0.361665837644025,0.3365620497877029,0.4202429257356482,0.9421801894844519,0.14206464935981683,0.1857343301537967,1.1258673652921762e-08,0.25346519718732763,2.9202664050411115e-08,0.2229853363044524,1.0551779292886073e-08,0.2368066694140778,1e-12,0.03889874244727248,1e-12,1e-12,0.0014968393357591497,1e-12
1,1,6,0.0,0.3291201285422752,0.03405078584803544,0.0,0.5891896277996036,1.0877840378799167e-05,2.670528093106834e-09,5.912061804125466e-09,0.006244802872312498,0.7146766307641226,0.9999999999999782,1.8494488723146997e-11,0.9999999999999947,0.7096774193548387,0.15517241379310345,0.22008719522041018,0.37499999999999994,0.163265306122449,0.17538461538461536,0.07711975983751954,0.17184499158192043,0.27395815395293993,0.2484973532091689,0.06720450676920169,0.14392672775157456,0.2161176548107665,0.2371812146527692,0.30858215421430457,0.4366672488914592,0.5139600955773561,0.4234112258051443,0.30231326824980864,0.4316541516949266,0.4881807103173151,0.44302569978677486,0.7021043203173034,0.035623409669211153,2.7237325357408324e-07,0.05521472392638042,0.5625479662317728,0.905053152411605,0.8532471758393636,0.9242673232635925,0.22521577197309284,0.6693837234235821,0.2566577138942721,0.3111178007635038,0.37707441327105196,0.21726732777533303,0.3104733964596357,0.15100317570272426,0.37446661203402165,0.2172673277657696,0.9070781034090232,0.164471183829034,0.21707387139553097,3.270370170697935e-08,0.354828034052458,5.1109428393766905e-08,0.39029340404082186,3.357312842720646e-08,0.3377861725506267,1e-12,1.0000000000000002,1e-12,1e-12,0.00044776834526010786,1e-12
1,1,7,0.0,0.2664811830369646,0.007278281198216038,0.25,0.15769980563444957,1.0870373306795982e-05,1.161200625887258e-08,1.6115567378032162e-09,0.0001418413544845111,0.48713531418050715,0.9999999999999623,1.1235514227976237e-11,0.999999999999992,0.7741935483870969,0.12068965517241378,0.29544108940201314,0.42857142857142855,0.06122448979591837,0.4523076923076923,0.06024869228885511,0.14534841195681047,0.20782270431895558,0.1932753291976593,0.05094705176550215,0.12844275600268834,0.15713034643533724,0.1857019812246608,0.3079213291064125,0.4330883884406696,0.4836690792403638,0.4021094505218814,0.292095892892838,0.4260441906559692,0.4442391327825149,0.41089412454496776,0.4569848140591579,0.020356234096692072,2.2044619527861807e-07,0.05521472392638042,0.24174980813507296,0.7926821347195052,0.8010375190183106,0.9206588336249111,0.16889107301814466,0.4123158254924041,0.18215675960161004,0.20257397435119673,0.2302695799465848,0.14197929280115096,0.4228738612406083,0.10938464673590707,0.44724122917299197,0.14197929280583196,0.9360826636790253,0.1727415032723963,0.2284160813998064,1.4030630795249131e-08,0.24642208972373458,1.698745333318461e-08,0.25339887281282275,2.207391567187329e-08,0.2714324147219075,1e-12,0.7482912531297914,1e-12,1e-12,0.0016597078644116996,1e-12
1,1,8,0.0,0.4227224965363712,0.11375645060816433,0.25,0.5931936504323869,1.0875822913306283e-05,1.5736274279431846e-08,6.255511693088691e-09,0.0008284809984207336,0.7393445877057006,0.9999999999999907,6.927842956423735e-12,0.9999999999999942,0.806451612903226,0.15517241379310345,0.249152268690457,0.30357142857142855,0.14285714285714288,0.15897435897435896,0.06144769961878234,0.14024429303389047,0.18754683605166345,0.19603852229066618,0.05438035732867014,0.12298981357032504,0.15741940408279542,0.19298751759869026,0.2828411426744116,0.3977496172772016,0.429437777936927,0.364507711396814,0.28254462718156725,0.40506740587933293,0.42729786631095595,0.3985043720346243,0.7770547626653073,0.030534351145038205,2.0725162429490193e-07,0.06748466257668714,0.44589409056024587,0.8710030437816461,0.8689326928451462,0.9389782256017145,0.2556734938812548,0.554704634358012,0.22596147764843644,0.27042963418937305,0.3148512715739389,0.2880247523747367,0.4962157830880544,0.19625222123398492,0.49698143571952247,0.2880247523401298,0.9213386647933748,0.15617858626379857,0.2070701612069855,2.0401152780738488e-08,0.2956646567331639,2.9358070591384444e-08,0.2687782952865157,1.2379672657271895e-08,0.28403409568239113,1e-12,0.17348140711353469,1e-12,1e-12,0.00012470801472173757,1e-12
1,1,9,0.0,0.43235430087622306,0.09620870599101272,0.25,0.7132407400746604,1.0878717355391167e-05,1.8001413655761697e-08,7.239440512891621e-09,0.0008308721586264903,0.8185504053464827,0.9999999999999907,1.297750794359339e-11,0.9999999999999989,0.7419354838709679,0.03448275862068966,0.6536412078152755,0.23214285714285715,0.10204081632653061,0.16483516483516483,0.05329828314411616,0.10660765486316957,0.14209741593046407,0.12130548204887123,0.05004237601219779,0.08681019131400554,0.10909390539567937,0.1449418687785416,0.32243247612737613,0.4288373664258772,0.4671647427721966,0.3817954735700548,0.33342893474874724,0.4436148406232264,0.46301893126746096,0.4419810040442168,0.6200763036386461,0.025445292620865145,1.0257962371048204e-07,0.046012269938650284,0.32924021488871846,0.7097606027981989,0.835532495584633,0.9485129406337045,0.1315183946235935,0.6803019844224905,0.14835727237038115,0.16756923432446968,0.21355844539670876,0.3014513345259864,0.33280112086463326,0.23781186328589643,0.37020882498825686,0.3014513344877074,0.958509326901272,0.13950577002311557,0.18857705929336796,5.4894879154367755e-09,0.13454784488919158,3.504186133621742e-08,0.15847071873331048,1.4725509334157335e-08,0.2220205917702695,1e-12,0.3253479024146292,1e-12,1e-12,0.00048771334470207333,1e-12
