fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_3,mean_std_x_last_3
1,6,0,0.0,0.4057250511338212,0.0204319390887628,0.0,0.6628345423284326,0.276951803976056,9.07092891775353e-09,7.289476888817478e-09,2.080742030551304e-06,0.8739685222129597,0.9999999999999774,5.047356321552553e-12,0.3999999999999999,0.3469387755102041,0.0995475113122171,0.0,0.2939200019164943,0.3178234175072016,0.2491676205542345,0.0,0.2913180520459952,0.2865430393942816,0.2286688146762214,0.5071501223374058,0.320571031367402,0.3959847297500356,0.2919063079438209,0.578669279520188,0.3320561929834696,0.3509579151682511,0.2692195879790973,0.7221076135641817,0.0472636815920397,1.6803959769350238e-07,0.1243386243386243,0.4117647058823529,0.913330815533884,0.8383916005026522,0.9271870618815052,0.2740590599476857,0.4229699011049269,0.4737383859946091,0.5594802764666928,0.5777372427933551,0.4845969689974216,0.5353453200485299,0.5828565102551924,0.4871770758996749,0.6495947367095389,0.1620912784776534,0.1324858726373234,1.5667550919475295e-08,0.5111301334528456,1.6435894895860587e-08,0.3633440414956776,4.182021134561064e-09,0.4894101125013443
1,6,1,0.0,0.588188147485447,0.1287468427003359,0.0,0.7025499913329125,0.2769518055731149,1.0950445902026957e-08,3.778595174880258e-09,7.05304965324166e-07,0.9250283680380004,0.9999999999999774,1.00624742167669e-11,0.3454545454545454,0.1836734693877551,0.1623931623931624,0.0,0.2813418784887463,0.168570454528268,0.0844618815924371,0.0,0.2675377225127446,0.2277389998165227,0.1352566661963057,0.7017287880147471,0.3341021322077355,0.2995105471218237,0.188782195205437,0.6838414766707819,0.3229171940161348,0.3191409968450908,0.210871257906946,0.6905516170143093,0.0373134328358208,7.994091983217993e-08,0.0767195767195766,0.4705882352941175,0.8258757566424781,0.5869445052062567,0.8266250927655701,0.5600741136312475,0.5460538500711299,0.3842302953734313,0.4731051000013222,0.4912911738093752,0.454191461330009,0.6335291530636419,0.5654188302817034,0.6020799627447206,0.6510243498192585,0.2447924166672364,0.2421135111956893,3.238205010313071e-09,0.2131943043304054,9.434840179806718e-09,0.2183020646478126,3.805667114160712e-09,0.300147471306579
1,6,2,0.0,0.5529782316335802,0.138027535766636,0.5,0.7087915363807815,0.2769518020955732,1.143576404728525e-08,5.7128192126354195e-09,1.1516890432284332e-06,0.9601997257795216,0.9999999999999708,6.229725977159421e-12,0.4181818181818182,0.4489795918367346,0.0804195804195804,0.0,0.3446554799000808,0.3612793073547344,0.3553849852053952,0.0,0.3369547850903719,0.3550493552643714,0.3471588890096321,0.707837860136044,0.3958537044198307,0.4654258038157531,0.4245657227046824,0.7303485886807464,0.3971419779480454,0.4356065958054922,0.4087641223632188,0.8401446431621851,0.0497512437810945,1.4636239063227336e-07,0.1164021164021163,0.4705882352941175,0.8813414234669719,0.6379246633711411,0.8682492642399804,0.4900788419081323,0.6039681653687154,0.2039258609305994,0.3010136849471587,0.3239884689924848,0.1669707158274828,0.6344420336565014,0.308506680457043,0.6344479527452979,0.7332707544177404,0.3191694934155369,0.3282395064162452,8.614290703450458e-09,0.3645579842376504,1.2390654680344318e-08,0.3115793144749259,4.586268369928428e-09,0.3018575522260571
1,6,3,0.0,0.5924171717449781,0.1570371825899631,0.5,0.6445716573200877,0.2769518044913923,7.26594515681e-09,6.365681552924283e-09,2.33870916277096e-06,0.9363461342764914,0.9999999999999862,2.494170546637163e-12,0.3272727272727273,0.4489795918367346,0.0629370629370629,0.0,0.4545626010284647,0.4544678208365648,0.3102898598767141,0.0,0.4392584678461119,0.4031508561059418,0.3660409640659764,0.2996613282897327,0.4825070885369995,0.505438540992919,0.314315977468768,0.357973013006529,0.4786455526564846,0.4322237310206589,0.3640361879377166,0.7438367359602476,0.0597014925373135,1.8751884917553986e-07,0.1137566137566137,0.4705882352941175,0.7017029234326393,0.6983244608366879,0.5954381295231339,0.380753215222679,0.3940515505018427,0.5341878218936136,0.6006042547670036,0.6419365981011875,0.4863684603037033,0.4853676013141615,0.5575645064326488,0.4525662767842625,0.3842640592589512,0.3492057293869834,0.3624282096899129,1.5308742661195188e-08,0.6210126520826235,1.4838477002093852e-08,0.7281541341384818,5.228010420057297e-09,0.6982350203552534
1,6,4,0.0,0.5422898173355326,0.1124354913749439,0.0,0.7739578342712752,0.2769518049578438,1.7048913065853355e-09,6.4270916617030494e-09,1.1565756137646925e-05,0.9205223844157177,0.9999999999999576,1.956636201598896e-11,0.3272727272727273,0.3469387755102041,0.0814479638009049,0.0,0.2563559019361155,0.235874109128559,0.2014008474610885,0.0,0.2498378136723786,0.2242761302001814,0.2666368520592242,0.6247517322134872,0.298296189915776,0.3417802655622135,0.2727124730538987,0.6529517588709641,0.3002342482860334,0.3095712185890316,0.3217474514200433,0.7049783817214041,0.054726368159204,1.5472758820464874e-07,0.1058201058201057,0.7058823529411764,0.7461988563610336,0.52216856552602,0.6806654013351121,0.5963208749335337,0.5970733703262943,0.2802143154377841,0.3956120903552627,0.43389343756286,0.4717601633007396,0.4673247492754771,0.5746912156140135,0.4144848340656977,0.5646466928044553,0.3756477115350629,0.3839918341542777,1.0814770523947131e-08,0.3190495831571552,1.4630830246136266e-08,0.3204328191878383,5.1792597144312706e-09,0.3724505570915575
1,6,5,0.0,0.5127933040667201,0.0825905817489632,0.0,0.7481345009162736,0.2769518039013287,9.03618403265658e-09,5.67480848281347e-09,1.5667644420236171e-06,0.9461203140613538,0.9999999999999888,5.050806466317705e-12,0.2909090909090909,0.3265306122448979,0.0769230769230769,0.0,0.1997996664761125,0.1555561277591477,0.1331168049382017,0.0,0.1912489743831931,0.1363271193254553,0.1656883888690004,0.6426120848159951,0.2446472130876363,0.2743204126084245,0.2156438235008853,0.6411131051247816,0.2384174737371682,0.2291741179063059,0.2263462982167529,0.1423976634133403,0.0646766169154227,6.461495632111458e-08,0.082010582010582,0.1176470588235293,0.8776712095930224,0.7708506746124604,0.9141136855187542,0.4906298146005324,0.4344488045988456,0.26225998615146,0.3400651849478855,0.3635367279418764,0.3514978321589426,0.4445734154450464,0.4563012268791104,0.3897934659856303,0.7152945542800997,0.2872874894222835,0.2573105897303496,2.2881370139365223e-08,0.4095079703855219,2.1663945664817493e-08,0.3526101560852419,5.1745387339924994e-09,0.3466006860494313
1,6,6,0.0,0.5817680444412511,0.1315190230146115,0.0,0.777919990826573,0.2769518056154786,1.4708000659281282e-08,4.576753294270994e-09,5.672130130554418e-07,0.9657759792959926,0.9999999999999892,9.01148793986447e-12,0.4363636363636364,0.3265306122448979,0.1153846153846153,0.0,0.418011099779745,0.3644180441702075,0.3433633480005233,0.0,0.426104226748057,0.3435243879143577,0.4275472966512866,0.5704843265488404,0.4573376103842296,0.4489794494271129,0.3923542155696525,0.6777256684443695,0.4804450954716696,0.4180999431482482,0.4718347157897649,0.7049783817214041,0.0696517412935322,1.0718270171764947e-07,0.0899470899470899,0.6470588235294117,0.7903608208251955,0.8600765390871064,0.9087285199294024,0.1684393481223114,0.6321478421775019,0.3380083128158941,0.3402040753493534,0.3720613287308554,0.3980216703956301,0.6054705792395426,0.4885446446003041,0.5682753326727497,0.6776651554614375,0.2698830436165846,0.2436857305796752,4.993669013744941e-09,0.3804434405478837,9.669238665101108e-09,0.2962530095420772,6.070650143127148e-09,0.4241641359311308
1,6,7,0.0,0.5369500876791784,0.1471286224589451,0.5,0.7747734212266177,0.2769518018184349,9.063460664793375e-12,4.712703513218957e-09,0.0016968524502109,0.8628521545376252,0.9999999999999885,5.286468318492239e-12,0.1272727272727272,0.1428571428571427,0.0769230769230769,0.0,0.3158026820993811,0.2429010491268406,0.3192874466442821,0.0,0.3000379164164843,0.2913449367701385,0.2582542095071634,0.5262999278045115,0.3462547905255708,0.3287135281728878,0.3624512435794029,0.5271748478052181,0.3344649854007756,0.3462465721760258,0.2859020269771654,0.7438367359602476,0.0696517412935322,7.994091983217993e-08,0.074074074074074,0.5294117647058824,0.7247552668461532,0.6501295509923168,0.7962319997606675,0.3198427295443673,0.5735802717290042,0.3664229353120443,0.4402367862728136,0.4690942616320708,0.4530575240790229,0.5379982408201626,0.5466367605793064,0.4920215937889458,0.5348862913009136,0.3706678137644981,0.3991738769573706,7.803535451109582e-09,0.3415376455268083,1.0714690981854304e-08,0.4116716643977545,3.4049343112626702e-09,0.4328010146488981
1,6,8,0.0,0.5518922886001161,0.1034660117024225,0.0,0.7404404319915754,0.276951804297422,2.4315837009376352e-09,7.1380149908723e-09,8.829449264058935e-06,0.9901312490635706,0.9999999999999912,1.056558709811961e-11,0.3454545454545454,0.1836734693877551,0.1623931623931624,0.0,0.3590468835478013,0.3575949637529026,0.3579016894743034,0.0,0.3608028813585107,0.3908482634433766,0.3631491806789123,0.5641745207006819,0.3957063601623592,0.4418151015488238,0.4049066889630131,0.64958059647377,0.4125055625547458,0.4555880275040367,0.4092773716880524,0.7438367359602476,0.0597014925373135,1.0718270171764947e-07,0.1137566137566137,0.4117647058823529,0.8783054783281157,0.8204122558702442,0.9602287129747392,0.2511945665486117,0.4938950087095033,0.1885316451139578,0.2110619204228347,0.2234850769173917,0.3479753368489969,0.5480000013819684,0.4572173190957732,0.4977946783957686,0.6483491532357766,0.4300860266957332,0.4666370743999147,9.46667820424203e-09,0.4290866598825166,2.6679352507355705e-08,0.4019498403820143,8.099143038028478e-09,0.4479135791951605
1,6,9,0.0,0.6141963214046395,0.2004326507715695,0.5,0.7013718354509064,0.2769518036466299,3.843356854406433e-09,6.037598773979231e-09,4.57883639734174e-06,0.9739399136379748,0.9999999999999928,1.4019818817570484e-11,0.2545454545454546,0.3673469387755102,0.0598290598290598,0.0,0.2613288967595699,0.2562112969887606,0.208069320105519,0.0,0.2503267790735541,0.2250101270485077,0.1933256173967598,0.2947338672887447,0.2540537359866756,0.2971746257942098,0.2050276812578252,0.3367872241368927,0.24902005833654,0.2429635313422817,0.1725454037763341,0.5611187514265914,0.054726368159204,1.0417549354166653e-07,0.0899470899470899,0.4117647058823529,0.8075959527239807,0.7659800072722285,0.8583528632896376,0.3523314140503811,0.6398189342039604,0.5036041497634556,0.6563873522163552,0.669065809078524,0.7860220452997639,0.5484020526395127,0.8804119943879043,0.4988299611460394,0.5558704706381596,0.1715262752334694,0.1889128584084555,3.997877438763067e-09,0.5164474515941583,1.5331038183472844e-08,0.5757902337010916,6.486972930417204e-09,0.6752154753368291
1,6,10,0.0,0.5165584128244121,0.078094383433026,0.0,0.5597232143645177,0.276951802971469,1.7406869818808955e-09,2.443176794058813e-09,4.610483332826543e-06,0.8538214110565905,0.9999999999999808,7.561227238403988e-12,0.3454545454545454,0.5714285714285714,0.0521978021978022,0.0,0.2783706221188387,0.3351967435035335,0.3615238749849286,0.0,0.263809619782534,0.2452495193717337,0.398470679344351,0.4779018051402617,0.299857957287509,0.4079812333602088,0.395321435802,0.4800920042538086,0.2875798792052875,0.2931133138781204,0.4168069270588927,0.6475288287583101,0.044776119402985,1.1350995924499725e-07,0.0899470899470899,0.4705882352941175,0.9124077765609946,0.6985983585420774,0.8820260409544423,0.4182520534912128,0.4372294112801995,0.529523230734096,0.6318683973310124,0.6493386968010357,0.4169278202964109,0.4853105030242695,0.4813566644826113,0.4360435972862323,0.5782147561998052,0.1741686446510585,0.147767753752983,1.3007229813448318e-08,0.657201776177006,1.3698300351372948e-08,0.5474123693313087,3.32553230423801e-09,0.499262061385846
1,6,11,0.0,0.6000084982841722,0.1963407977326742,0.5,0.8398031513569202,0.2769518035761875,2.446563431654761e-08,5.346997704916531e-09,2.506786249682192e-07,0.895588255858206,0.9999999999999922,4.825054936895496e-12,0.1818181818181817,0.2244897959183673,0.0699300699300699,0.0,0.2600388019917778,0.2422588110162633,0.3331716490100026,0.0,0.2532821829776019,0.2294465496376865,0.3725295256428858,0.6943499394920145,0.312434381243891,0.361173059536964,0.4031661653268633,0.7123905970328939,0.3133420434700409,0.3266188361140153,0.4279442119783707,0.7971218549061863,0.0472636815920397,9.83097638104562e-08,0.1058201058201057,0.6470588235294117,0.9038272186781922,0.702838101629129,0.8813979617372771,0.4954548106524433,0.5676440421498975,0.2318170089881013,0.3320536317882574,0.3628956590537067,0.4352716030769865,0.4642673688499987,0.5372288298185456,0.4066046289531232,0.7221150446810529,0.2917212191100091,0.3045018681061435,9.317995283888429e-09,0.4281337033080473,1.1712042098191612e-08,0.2966364250897382,5.215532614929938e-09,0.2936161368469183
